,char,movie,mbti,votes
373,Keith,Keith (2008),ENTP,13 Pdb Votes
374,Ye Ye,Over the Moon (2020),ENTP,2 Pdb Votes
375,Hortensia,Matilda (1996),ENTP,30 Pdb Votes
376,Heather Watkins,Fear Street (Franchise),ENTP,129 Pdb Votes
377,Hildy Johnson,His girl Friday,ENTP,26 Pdb Votes
378,Peter Pan,Peter Pan & Wendy (2021),ENTP,19 Pdb Votes
379,Danny Boodman,La leggenda del pianista sull'oceano,ENTP,5 Pdb Votes
380,"Jonathan ""The Duke"" Mardukas",Midnight Run,ENTP,12 Pdb Votes
381,Simon Kalivoda,Fear Street (Franchise),ENTP,430 Pdb Votes
382,Gwigongja,The Witch: Part 1. The Subversion,ENTP,85 Pdb Votes
383,Gianni Chiellini,Transporter 2,ENTP,9 Pdb Votes
384,Joshua Joyce,Transformers (Bayverse),ENTP,18 Pdb Votes
385,Harry J. Sonneborn,The Founder (2016),ENTP,23 Pdb Votes
386,Dr. Mark Bowman,The Mitchells vs. the Machines (2021),ENTP,140 Pdb Votes
387,Anthony Evans,The Father (2020),ENTP,65 Pdb Votes
388,Shapoklyak,Cheburashka,ENTP,40 Pdb Votes
389,Satan,The Passion of the Christ,ENTP,30 Pdb Votes
390,Jack Diddley,Suburbia (1984),ESTP,2 Pdb Votes
391,Lennart,Riders of Justice (Retfærdighedens ryttere),ENTP,20 Pdb Votes
392,Ian,The Spy Next Door (2010),ENTP,20 Pdb Votes
393,Johnny,Goat Story Franchise,XXXX,4 Pdb Votes
394,George Miloslavsky,Ivan Vasilievich: Back to the Future,ENTP,55 Pdb Votes
395,Fool,Operation Y and Shurik's Other Adventures,ENTP,12 Pdb Votes
396,François Toulour “The Night Fox”,Ocean's Eleven Trilogy,ENTP,17 Pdb Votes
397,Nando Torres,Yes Day,ENTP,45 Pdb Votes
398,Kathryn Lynn,Billy Lynn's Long Halftime Walk (2016),XXXX,1 Pdb Vote
399,Ezra,Prospect,ENTP,13 Pdb Votes
400,"Ricky ""Zigzag""",Holes (2003),XXXX,29 Pdb Votes
401,Mihai Tepes,The Vampir Schwestern,ENTP,24 Pdb Votes
402,Johnny,Sin City (franchise),ENTP,22 Pdb Votes
403,Balram Halwai,The White Tiger,ENTP,41 Pdb Votes
404,Romeo,Roadside Romeo,ENTP,38 Pdb Votes
405,Todd Haynes,Kick-Ass (2010),ENTP,27 Pdb Votes
406,Precious Jade Workshop Foxy Boss,White Snake (2019),ENTP,71 Pdb Votes
407,Freddy Krueger,A Nightmare on Elm Street (2010),ENTP,70 Pdb Votes
408,Wang Bo-De «&nbsp;Birdy&nbsp;»,Your Name Engraved Herein,ENTP,68 Pdb Votes
409,Bones,Ferdinand (Olé el Viaje de Ferdinand),ENTP,12 Pdb Votes
410,Lupe (the Goat),Ferdinand (Olé el Viaje de Ferdinand),ENTP,21 Pdb Votes
411,Beanie,Old School (2003),ENTP,8 Pdb Votes
412,Brutus,Barbie In The 12 Dancing Princesses (2006),ENTP,32 Pdb Votes
413,Johnny English,Johnny English Reborn,ENTP,33 Pdb Votes
414,Warren Lipka,American Animals,ENTP,50 Pdb Votes
415,Jack's Sister,Rise of the Guardians (2012),ENTP,67 Pdb Votes
416,Detective Asai,The World Of Kanako (2014),ENTP,15 Pdb Votes
417,Sagi,Barbie as the Island Princess (2007),ENTP,37 Pdb Votes
418,Natalie Jones,Keeping Up with the Joneses,XXXX,13 Pdb Votes
419,Vedha,Vikram Vedha,ENTP,23 Pdb Votes
420,Ronit Krushka,Disobedience,ENTP,53 Pdb Votes
421,Mickey,Villains,ENTP,26 Pdb Votes
422,Aldous Snow,Forgetting Sarah Marshall,ENTP,49 Pdb Votes
423,Jordan Cochran,Real Genius,XXXX,10 Pdb Votes
424,Harry Turpin,The Thing About Harry,ENTP,43 Pdb Votes
425,Tom Hanson,21 Jump Street (2012),ENTP,21 Pdb Votes
426,Henry Evans,The Good Son (1993),ENTP,71 Pdb Votes
427,Jerry Wooters,Gangster Squad (2013),ENTP,9 Pdb Votes
428,Mr. Berkeley Beetle,Thumbelina (1994),ENTP,42 Pdb Votes
429,Emperor Maximus,PLAYMOBIL: THE MOVIE (2019),ENTP,6 Pdb Votes
430,Cloud Guy,Trolls (2016),ENTP,44 Pdb Votes
431,Skidmark,Turbo,ENTP,31 Pdb Votes
432,Griffin,Hotel Transylvania (2012),ENTP,105 Pdb Votes
433,The Killer (Ghostface),Scary Movie,ENTP,165 Pdb Votes
434,Gnomeo,Gnomeo and Juliet,ENTP,89 Pdb Votes
435,Alexander “Alex” O'Connell,The Mummy (Franchise),ENTP,26 Pdb Votes
436,George Hanson,Easy Rider (1969),ENTP,57 Pdb Votes
437,Will Emerson,Margin Call,ENTP,16 Pdb Votes
438,Jep Gambardella,"The Great Beauty (La grande bellezza, 2013)",ENTP,83 Pdb Votes
439,Sam Brenner,Pixels,ENTP,43 Pdb Votes
440,Kabayama Yuka,The Werewolf Game: The Beast Side,ENTP,12 Pdb Votes
441,Scott Favor,My Own Private Idaho (1991),ENTP,231 Pdb Votes
442,Crash,Ice Age (Franchise),ENTP,101 Pdb Votes
443,Passepartout / Lau Xing,Around the World in 80 Days (2004),ENTP,19 Pdb Votes
444,Fritz,Fritz The Cat,ENTP,131 Pdb Votes
445,Si and Am,Lady and the Tramp (1955),ENTP,47 Pdb Votes
446,Tod Waggner,Final Destination (2000),ENTP,69 Pdb Votes
447,Robbie Clark,I'm Not There (2007),XXXX,12 Pdb Votes
448,Serbest Mermer,Ölümlü Dünya (2018),ENTP,23 Pdb Votes
449,Nathaniel Bone,The Wife (2017),XXXX,1 Pdb Vote
450,Joe Castleman,The Wife (2017),ENTP,11 Pdb Votes
451,Quinn Harris,Countdown (2019),ENTP,51 Pdb Votes
452,Bernie Focker,Meet the Parents (2000) / Little Fockers (2010),ENTP,42 Pdb Votes
453,Lulu Plummer,The Pacifier (2005),ENTP,23 Pdb Votes
454,Anne Stewart,The others (2001),ENTP,46 Pdb Votes
455,Easy Andy,Taxi Driver (1976),ENTP,60 Pdb Votes
456,Tom,Taxi Driver (1976),ENTP,41 Pdb Votes
457,Henry Roth,50 First Dates,ENTP,79 Pdb Votes
458,Willy,The To Do List,ENTP,14 Pdb Votes
459,Alex Parrish,Stealing Beauty (1996),ENTP,17 Pdb Votes
460,The Magician,Mulholland Drive (2001),ENTP,20 Pdb Votes
461,Max Fischer,Rushmore (1998),ENTP,162 Pdb Votes
462,Rex Walls,The Glass Castle (2017),ENTP,60 Pdb Votes
463,Samuel Fanning,The Babadook (2014),ENTP,65 Pdb Votes
464,Raoul,A Monster in Paris,ENTP,204 Pdb Votes
465,Mayor Shelbourne,Cloudy with a Chance of Meatballs (2009),ENTP,131 Pdb Votes
466,Philip Marlowe,The Long Goodbye (1973),ENTP,53 Pdb Votes
467,Erasmus,Barbie of Swan Lake (2003),ENTP,21 Pdb Votes
468,Addison DeWitt,All About Eve (1950),XXXX,20 Pdb Votes
469,Boss Wolf,Kung Fu Panda (Franchise),ENTP,88 Pdb Votes
470,Zia Rodriguez,Jurassic Park / Jurassic World (Film Franchise),ENTP,50 Pdb Votes
471,Steven Russell,I Love You Phillip Morris (2009),ENTP,57 Pdb Votes
472,Audrey II,Little Shop of Horrors,ENTP,97 Pdb Votes
473,James Figueras,The Burnt Orange Heresy (2019),ENTP,5 Pdb Votes
474,Aidan Hall,Remember Me (2010),ENTP,16 Pdb Votes
475,Giacomo Casanova,Casanova (2005),ENTP,29 Pdb Votes
476,George Wade,Two Weeks Notice (2002),ENTP,39 Pdb Votes
477,Cliff Pantone,Bring It On (franchise),ENTP,44 Pdb Votes
478,Wayne Gale,Natural Born Killers (1994),ENTP,30 Pdb Votes
479,Julianne Potter,My Best Friend's Wedding (1997),ENTP,103 Pdb Votes
480,"Ricky Ricardo / Ernie Douglas / Chip / Cable Guy""",The Cable Guy (1996),ENTP,82 Pdb Votes
481,Jeffrey Goines,12 Monkeys / Twelve Monkeys (1995),ENTP,58 Pdb Votes
482,Bret Maverick,Maverick (1994),ENTP,24 Pdb Votes
483,Albert 'Gib' Gibson,True Lies ( 1994),ENTP,3 Pdb Votes
484,Oliver Pike,Buffy the Vampire Slayer (1992),XXXX,3 Pdb Votes
485,Watts,Some Kind of Wonderful (1987),ENTP,13 Pdb Votes
486,Watson Bryant,Richard Jewell (2019),ENTP,35 Pdb Votes
487,Hermes,Hercules (franchise),ENTP,38 Pdb Votes
488,Pain,Hercules (franchise),ENTP,42 Pdb Votes
489,Captain Louis Renault,Casablanca (1942),ENTP,41 Pdb Votes
490,The Leprechaun,Leprechaun (1993),ENTP,23 Pdb Votes
491,Johnny Venere,Green Book (2018),XXXX,3 Pdb Votes
492,Ghost,Ginger Snaps (2000-2004),ENTP,32 Pdb Votes
493,Paul Baldino,The Virgin Suicides (2000),ENTP,26 Pdb Votes
494,João Grilo,O Auto da Compadecida (2000),ENTP,154 Pdb Votes
495,Ms. Pervy,10 Things I Hate About You (1999),ENTP,84 Pdb Votes
496,Radio,The Brave Little Toaster (1987),ENTP,22 Pdb Votes
497,Burt Wonderstone,The Incredible Burt Wonderstone (2013),ENTP,8 Pdb Votes
498,Jacob Palmer,"Crazy, Stupid, Love (2011)",ENTP,272 Pdb Votes
499,Roman Castevet,Rosemary’s Baby (1968),ENTP,15 Pdb Votes
500,Mizuki the Witch,47 Ronin (2013),ENTP,16 Pdb Votes
501,Gavin Nichols,The Ledge (2011),XXXX,4 Pdb Votes
502,Larry Daley,Night At The Museum (Franchise),ENTP,151 Pdb Votes
503,"Alex ""Hitch"" Hitchens",Hitch (2005),ENTP,91 Pdb Votes
504,Johnny English,Johnny English (2003),ENTP,95 Pdb Votes
505,Brodie Bruce,Mallrats (1995),ENTP,36 Pdb Votes
506,Lord Risley,Maurice (1987),ENTP,30 Pdb Votes
507,Beni Gabor,The Mummy (Franchise),ENTP,53 Pdb Votes
508,Jesper,Klaus (2019),ENTP,316 Pdb Votes
509,Dr. Ivo “Eggman” Robotnik,Sonic the Hedgehog (Film Series),ENTP,506 Pdb Votes
510,Hades,Descendants (Franchise),ENTP,76 Pdb Votes
511,Lovelace,Happy Feet (2006-2011),ENTP,10 Pdb Votes
512,Janice Maretto,To Die For (1995),ENTP,10 Pdb Votes
513,Marquis de Sade,Quills (2000),ENTP,24 Pdb Votes
514,Kakamora,Moana (2016),ENTP,45 Pdb Votes
515,Bucky,Over The Hedge (2006),ENTP,8 Pdb Votes
516,Spike,Over The Hedge (2006),ENTP,7 Pdb Votes
517,Dorothea Fields,20th Century Women (2016),ENTP,44 Pdb Votes
518,Banjee Castillo,Hot Wheels World Race / AcceleRacers,ENTP,32 Pdb Votes
519,Mr. Fox,The Chronicles of Narnia (Film Trilogy),ENTP,92 Pdb Votes
520,Sutter Cane,In the Mouth of Madness (1994),ENTP,7 Pdb Votes
521,Giselle Levy,Mona Lisa Smile (2003),ENTP,80 Pdb Votes
522,Clare Quilty,Lolita (1997),ENTP,24 Pdb Votes
523,Photojournalist,Apocalypse Now (1979),ENTP,71 Pdb Votes
524,Lionel Logue,The King's Speech (2010),ENTP,59 Pdb Votes
525,Jill Taylor,21 (2008),ENTP,25 Pdb Votes
526,Rita Skeeter,Harry Potter / Wizarding World Films,ENTP,221 Pdb Votes
527,Arthur Rimbaud,Total Eclipse (1995),ENTP,126 Pdb Votes
528,Aro,Twilight (Franchise),ENTP,225 Pdb Votes
529,Roland,By the Sea (2015),ENTP,5 Pdb Votes
530,Dr. Frank Harte,Calvary (2014),ENTP,3 Pdb Votes
531,"John Baker, Jr.",Boys (1996),ENTP,2 Pdb Votes
532,Lindsay,Destination Wedding (2018),ENTP,36 Pdb Votes
533,Cooper Harris,Eurotrip (2004),ENTP,50 Pdb Votes
534,Emcee,Cabaret (1972),ENTP,40 Pdb Votes
535,Túlio Monteiro,Rio (2011),ENTP,82 Pdb Votes
536,Baloo,The Jungle Book (2016),ENTP,58 Pdb Votes
537,Pikachu,Pokémon: Detective Pikachu (2019),ENTP,157 Pdb Votes
538,Flo,Cars (Franchise),ENTP,40 Pdb Votes
539,Col. George Taylor,Planet of the Apes (1968),ENTP,46 Pdb Votes
540,Charlie Stoker,Stoker (2013),ENTP,70 Pdb Votes
541,Peik Lin Goh,Crazy Rich Asians (2018),ENTP,102 Pdb Votes
542,Randal Graves,Clerks (1994),ENTP,79 Pdb Votes
543,Robin of Locksley,Robin Hood: Prince of Thieves (1991),XXXX,60 Pdb Votes
544,Arkansas Dave Rudabaugh,Young Guns,ENTP,6 Pdb Votes
545,Arthur Pendragon,King Arthur: Legend of the Sword (2017),ENTP,96 Pdb Votes
546,Michael Eckman,10 Things I Hate About You (1999),ENTP,234 Pdb Votes
547,Brandon Shaw,Rope (1948),ENTP,116 Pdb Votes
548,Aech,Ready Player One (2018),ENTP,52 Pdb Votes
549,The Witch,Brave (2012),ENTP,122 Pdb Votes
550,Rick Hawkins,Predator,ENTP,29 Pdb Votes
551,Matt Kowalski,Gravity (2013),ENTP,40 Pdb Votes
552,The Merovingian,The Matrix Trilogy,ENTP,89 Pdb Votes
553,Kelly,The Girl Next Door (2004),ENTP,64 Pdb Votes
554,2,9 (2009),ENTP,85 Pdb Votes
555,Jamie Randall,Love & Other Drugs (2010),ENTP,98 Pdb Votes
556,Know-It-All,The Polar Express (2004),ENTP,216 Pdb Votes
557,Robin Hood,Robin Hood (1973),ENTP,390 Pdb Votes
558,Rudy Steiner,The Book Thief (2013),ENTP,46 Pdb Votes
559,Joe Bradley,Roman Holiday (1953),ENTP,59 Pdb Votes
560,Dr. Peter Venkman,Ghostbusters (1984),ENTP,226 Pdb Votes
561,Bill AKA Snakecharmer,Kill Bill (2003),ENTP,386 Pdb Votes
562,Tintin,The Adventures of Tintin (2011),ENTP,171 Pdb Votes
563,"Dr. Newton ""Newt"" Geiszler",Pacific Rim (2013),ENTP,102 Pdb Votes
564,Doc Holliday,Tombstone (1993),ENTP,88 Pdb Votes
565,Bartemius “Barty” Crouch Jr.,Harry Potter / Wizarding World Films,ENTP,360 Pdb Votes
566,Berlioz,The Aristocats (1970),ENTP,125 Pdb Votes
567,Tanner Bolt,Gone Girl (2014),ENTP,91 Pdb Votes
568,Margo “Go” Dunne,Gone Girl (2014),ENTP,150 Pdb Votes
569,Anita Miller,Almost Famous (2000),ENTP,40 Pdb Votes
570,Jeff Bebe,Almost Famous (2000),ENTP,18 Pdb Votes
571,Van Wilder,Van Wilder (2002),ENTP,29 Pdb Votes
572,Dewey Finn,School of Rock (2003),ENTP,239 Pdb Votes
573,Pazuzu,The Exorcist (1973),ENTP,142 Pdb Votes
574,Lieutenant William F. Kinderman,The Exorcist (1973),ENTP,27 Pdb Votes
575,Merritt McKinney,Now You See Me (Franchise),ENTP,167 Pdb Votes
576,Jillian Holtzmann,Ghostbusters (2016),ENTP,82 Pdb Votes
577,Brian Fantana,Anchorman (2004),ENTP,29 Pdb Votes
578,Wen Gifford,Lemonade Mouth (2011),ENTP,73 Pdb Votes
579,Scuttle,The Little Mermaid (1989),ENTP,206 Pdb Votes
580,Basher Tarr,Ocean's Eleven Trilogy,ENTP,29 Pdb Votes
581,Montgomery Scott,Star Trek (Kelvin Timeline),ENTP,59 Pdb Votes
582,Mike Shiner,Birdman or (The Unexpected Virtue of Ignorance) (2014),ENTP,126 Pdb Votes
583,Piter De Vries,Dune (1984),ENTP,10 Pdb Votes
584,Vizzini,The Princess Bride (1987),ENTP,190 Pdb Votes
585,Gilbert Blythe,Anne of Green Gables (1985),ENTP,123 Pdb Votes
586,Kevin Flynn,Tron (Series),ENTP,42 Pdb Votes
587,Dr. Jumba Jookiba,Lilo & Stitch (Franchise),ENTP,249 Pdb Votes
588,Elizabeth,Danielle Steel's Star (1993),XXXX,1 Pdb Vote
589,Jane Aubrey,For Love of the Game (1999),XXXX,1 Pdb Vote
590,The President,"Salò, or the 120 days of Sodom",ENTP,7 Pdb Votes
591,Chick,Arthur the King (2024),ENTP,6 Pdb Votes
592,Jack Banning,Hook (1991),XXXX,1 Pdb Vote
593,Gil Buckman,Parenthood,ENTP,3 Pdb Votes
594,Milutin,The Skinning (Šišanje),ENFP,1 Pdb Vote
595,Dante,Grandma's Boy (2006),XXXX,1 Pdb Vote
596,Joseph Thorne,Hellraiser,XXXX,1 Pdb Vote
597,The Auditor,Hellraiser,ENTP,1 Pdb Vote
598,Simon crowley,Manhattan Night,ENTP,2 Pdb Votes
599,Marco Pozzi,La Banda Dei Supereroi,ENTJ,2 Pdb Votes
600,Olle Bramserud,Sällskapsresan,ENTP,2 Pdb Votes
601,Napoleon Wilson,Assault on Precinct 13 (1976),ENTP,7 Pdb Votes
602,Bertus,Marmut Merah Jambu,ENTP,2 Pdb Votes
603,"Lieutenant Arcot ""Thorny"" Ramathorn",Super Troopers,ESTP,2 Pdb Votes
604,Aurora,The Orphanage,ENTP,3 Pdb Votes
605,Mike Cohen,Zombies Vs. Idiots,ENTP,3 Pdb Votes
606,Keiko Morita,Megamind vs The Doom Syndicate,XXXX,9 Pdb Votes
607,Doc Badger,Blade Runner,ENTP,2 Pdb Votes
608,Marmot,The Big Lebowski (1998),XXXX,1 Pdb Vote
609,Da Fino,The Big Lebowski (1998),XXXX,1 Pdb Vote
610,Lexi,LIVE,XXXX,1 Pdb Vote
611,"Russell Morley ""Russ"" Duritz",The Kid (2000),XXXX,1 Pdb Vote
612,Cooper Waxman,The Long Weekend (2005),XXXX,1 Pdb Vote
613,Amy,Horror,ENTP,3 Pdb Votes
614,Dog,Horror,ENTP,3 Pdb Votes
615,Greg,Horror,ENTP,4 Pdb Votes
616,Miles Driskoll,Alien Code,XXXX,1 Pdb Vote
617,L'ami de Serge,Anna (1967),XXXX,1 Pdb Vote
618,Sang Baek,The Beauty Inside 2015,ENTP,5 Pdb Votes
619,Apogee,The Incredibles (Franchise),ENTP,1 Pdb Vote
620,Varya Vozhakova (Варя Вожакова),Vozvrashcheniye Buratino (2013),ENTP,3 Pdb Votes
621,Vic Deakins,Broken Arrow,XXXX,1 Pdb Vote
622,Bryce,Into The Blue (2005),XXXX,1 Pdb Vote
623,Ben Bertolucci,Resident Evil: Welcome to Raccoon City,XXXX,1 Pdb Vote
624,Charlie Waters,California Split (1974),ENTP,3 Pdb Votes
625,"Francisco ""Panchito"" Abal",La Sociedad de la Nieve (Society of the Snow),ENTP,3 Pdb Votes
626,Rico Anzalone,The Beekeeper (2024),XXXX,2 Pdb Votes
627,Tony,The Shining (1980),ENTP,14 Pdb Votes
628,Cotton's Parrot,Pirates of the Caribbean,XXXX,1 Pdb Vote
629,Unexplained Noises,Orion and the Dark (2024),ENTP,6 Pdb Votes
630,Peter Bell,City of the Living Dead,ENTP,10 Pdb Votes
631,Madarame Baku,Usogui ( Live Action ),ENTP,8 Pdb Votes
632,Trini Romano,Cold Storage,ENTP,7 Pdb Votes
633,George Spiggot (The Devil) ,Bedazzled (1967),ENTP,10 Pdb Votes
634,Seiji Fukagawa,You Made My Dawn,ENTP,4 Pdb Votes
635,Maureen Doherty,Fascination (2004),XXXX,1 Pdb Vote
636,Roman Castevet,Rosemary's Baby (2014),ENTP,2 Pdb Votes
637,Satan,The Last Temptation of Christ (1988),XXXX,1 Pdb Vote
638,Daniël,Bon Bini Holland,ENTP,3 Pdb Votes
639,Gerrie,Bon Bini Holland,ENTP,5 Pdb Votes
640,Carlos Páez,La Sociedad de la Nieve (Society of the Snow),ENTP,30 Pdb Votes
641,Michitoshi Hori,Monster (2023),ENTP,16 Pdb Votes
642,"Kevin Ganatra ""Kevin G.""",Mean Girls (2024),ENTP,7 Pdb Votes
643,Harlequin Demon,The Nightmare Before Christmas (1993),ENTP,2 Pdb Votes
644,Maxwell Lord,Superman (2025),ENTP,2 Pdb Votes
645,Атакан,Крестоносец,ENTP,9 Pdb Votes
646,"Mrs. Deshpande a.k.a. ""Auntie""",The Lunchbox,XXXX,1 Pdb Vote
647,Aslam Shaikh,The Lunchbox,XXXX,1 Pdb Vote
648,Andrey Seryogin (Obnorsky),Bandit Petersburg | Бандитский Петербург,XXXX,1 Pdb Vote
649,Василиса,По щучьему велению (2023),XXXX,5 Pdb Votes
650,Ben,Crossroads (2002),XXXX,3 Pdb Votes
651,Mr. Whymper,Animal Farm (1954),XXXX,7 Pdb Votes
652,Korovyev,The Master and Margarita (2024),ENTP,13 Pdb Votes
653,Steven,Family Switch,ENTP,4 Pdb Votes
654,The Joker,Merry Little Batman (2023),ENTP,3 Pdb Votes
655,Arthur,American Fiction,XXXX,1 Pdb Vote
656, Bayard Rustin,Rustin,ENTP,2 Pdb Votes
657,Larry Mann,The Big Kahuna,ENTP,1 Pdb Vote
658,Marty,National Lampoon's Vacation (1983),XXXX,1 Pdb Vote
659,Mahlon,The Story of Ruth (1960 film),XXXX,1 Pdb Vote
660,The Sausage Boy,7tepe Dogs,ENTP,7 Pdb Votes
661,Ben Taylor,Dolemite Is My Name (2019),ENTP,3 Pdb Votes
662,Gonsalin,Ai que vida!,ESFP,1 Pdb Vote
663,Mikołaj,Uwierz w Mikołaja (2023),XXXX,2 Pdb Votes
664,Princess Sofia,Barbie as the Island Princess (2007),XXXX,3 Pdb Votes
665,Lemuel Gulliver,Gulliver's Travels (TV Mini Series 1996),ENTP,4 Pdb Votes
666,Lt. Zachary Garber,The Taking Of Pelham One Two Three (1974),ENTP,3 Pdb Votes
667,1st demon in Daniel,Talk to Me,ENTP,1 Pdb Vote
668,Larry,Team Hot Wheels: The Origin of Awesome!,XXXX,6 Pdb Votes
669,Walter,Harriet (2019),ENTP,2 Pdb Votes
670,Connie Muldoon,Good Burger 2,ENTP,1 Pdb Vote
671,Ray Neeley,Drive Me Crazy (1999),XXXX,8 Pdb Votes
672,Merlin,Harry Potter / Wizarding World Films,ENTP,3 Pdb Votes
673,J. Frank Parnell,Repo Man (1984),ENTP,18 Pdb Votes
674,Mark,Despicable Me (Franchise),ENTP,1 Pdb Vote
675,Chumvi,The Lion King (Franchise),XXXX,5 Pdb Votes
676,The Four Horsemen,Now You See Me (Franchise),ENTP,2 Pdb Votes
677,Principal,Leo (2023),ISFJ,1 Pdb Vote
678,The Hunter,Benji the Hunted (1987),INTP,2 Pdb Votes
679,Walt Curtis,Mala Noche (1985),ENFP,4 Pdb Votes
680,Jim,No Hard Feelings (2023),ENTP,1 Pdb Vote
681,Karen Sisco,Out of sight (1998 film),ESTJ,3 Pdb Votes
682,İhsan,Yaratılan,ENTP,1 Pdb Vote
683,Jim Whittaker,Easy Virtue (2008),XXXX,1 Pdb Vote
684,Farshad,Saint Petersburg 2010 (سن پطرزبورگ),XXXX,1 Pdb Vote
685,Richard Leopold,Swoon (1992 film),XXXX,6 Pdb Votes
686,The Destinies,Barbie in A Mermaid Tale,ENTP,10 Pdb Votes
687,Jan Erik Sadler,Cut Off(2018),ENTP,1 Pdb Vote
688,Peter David Carter,A Matter of Life and Death (1946 film),XXXX,8 Pdb Votes
689,Jeremy Crandall,White Men Can't Jump (2023),ENTP,2 Pdb Votes
690,Namo,Long Live Love!,ENTP,5 Pdb Votes
691,Jagustynka,Chłopi (2023),XXXX,1 Pdb Vote
692,Johnny Collins,Tex (1982),XXXX,1 Pdb Vote
693,Archie Andrews,Archie (1964 film),ENTP,1 Pdb Vote
694,Franklin Clarke,the alphabet murders (1965 film),XXXX,23 Pdb Votes
695,Claybourne (The Client),The Killer (2023),ENTP,2 Pdb Votes
696,Lucifer,The Constantine 2 (2025),ENTP,13 Pdb Votes
697,Toby Tenma (Human),Astro Boy (2009),ENTP,1 Pdb Vote
698,Charles Morley (Philiph Lombard),And then there were none (1945 film),XXXX,4 Pdb Votes
699,Francine’s crush,Quiz Lady (2023),ENTP,0
700,Jester,Puppet Master,ENTP,3 Pdb Votes
701,Professor Ned Brainard,The Absent-Minded Professor (1961),ENTP,2 Pdb Votes
702,Lamashtu,The Exorcist: Believer (2023),ENTP,7 Pdb Votes
703,Michael Kellam,Three Men and a Baby (1987),ENTP,2 Pdb Votes
704,Svetka/Светка,Scarecrow (Чучело),XXXX,3 Pdb Votes
705,Петька/Petyka,Scarecrow (Чучело),XXXX,3 Pdb Votes
706,Ness  (Sparky's Diner Waiter),Five Nights at Freddy's (Movie),ENTP,39 Pdb Votes
707,Balloon Boy,Five Nights at Freddy's (Movie),ENTP,25 Pdb Votes
708,Pancho Favela,Um Pistoleiro Chamado Papaco,ENTP,1 Pdb Vote
709,Albert Feather,Ladies in retirement (1941 film),XXXX,6 Pdb Votes
710,Mortadelo,Mortadelo y Filemón contra Jimmy el cachondo,ENTP,7 Pdb Votes
711,Mary Clancy,The Trouble with Angels (1966),ENTP,3 Pdb Votes
712,Stumpy,Out Cold,ENTP,1 Pdb Vote
713,Tab Lazenby,Cats & Dogs: The Revenge of Kitty Galore,XXXX,5 Pdb Votes
714,Ryan,Thanksgiving (2023),ENTP,1 Pdb Vote
715,Mingus Robinson,2 Days,XXXX,1 Pdb Vote
716,Pride Montrose,Hunger Games Tales,XXXX,1 Pdb Vote
717,Melia Ovid,Hunger Games Tales,INTP,1 Pdb Vote
718,Lim Soo Ah,Be With You (2018),XXXX,2 Pdb Votes
719,Jerry Dexter,Three Wise Girls,ENTP,4 Pdb Votes
720,Ben,Cherry Falls (2000),ENTP,4 Pdb Votes
721,Rod Harper,Cherry Falls (2000),ENTP,1 Pdb Vote
722,Stephen Dedalus,Portrait of the artist as a young man (1977 film),XXXX,1 Pdb Vote
723,Martin Taylor,Brimstone and Treacle (1976 film),XXXX,1 Pdb Vote
724,Bogdan,The Green Border (Zielona granica; 2023),XXXX,2 Pdb Votes
725,Paul,American Gothic (1988),ENTP,2 Pdb Votes
726,Rabé,Star Wars,ENTP,7 Pdb Votes
727,Jack,Bubba Ho-Tep,ENTP,3 Pdb Votes
728,Jonathan,Watching the Detectives (2007),ENTP,2 Pdb Votes
729,Triplet #1 ,The Triplets of Belleville (2003),XXXX,2 Pdb Votes
730,Box,Going the Distance,ENTP,1 Pdb Vote
731,"Dr. Wallace ""Wally"" Fiennes",The Mountain (2018 film),XXXX,5 Pdb Votes
732,比库,Mole's World（摩尔庄园）,ENTP,5 Pdb Votes
733,库比,Mole's World（摩尔庄园）,ENTP,9 Pdb Votes
734,RK,Mole's World（摩尔庄园）,ENTP,2 Pdb Votes
735,Bookworm,"Waiting for Rain (Endless Rain, 2021)",XXXX,7 Pdb Votes
736,Lily Cadiex,World of Walker,ENTP,2 Pdb Votes
737,Director Lee,Kingmaker 2022,ENTP,11 Pdb Votes
738,Ryder Muybridge,Nope (2022),XXXX,1 Pdb Vote
739,THE FART,shart battle,XXXX,1 Pdb Vote
740,my singing monsters on the tv,shart battle,XXXX,1 Pdb Vote
741,Alice,Innocence (2004),XXXX,5 Pdb Votes
742,Dr. Chatterjee,The Wonderful Story of Henry Sugar,ENTP,9 Pdb Votes
743,Lady Daphne,Saltburn,ENTP,1 Pdb Vote
744,Merolick,La Leyenda de la Nahuala,ESTP,2 Pdb Votes
745,The Mad Clown,El club de los lectores criminales (2023) (Killer Book Club),ENTP,2 Pdb Votes
746,Doug Crankel,Cars (Franchise),ENTP,2 Pdb Votes
747,Noriyuki,Cars (Franchise),XXXX,1 Pdb Vote
748,Jenny Otto,Robert (2015),XXXX,1 Pdb Vote
749,Robert,Robert (2015),XXXX,2 Pdb Votes
750,Shannon Spokes,Cars (Franchise),ENTP,1 Pdb Vote
751,Mackenzie,Sierra Burgess Is a Loser (2018),XXXX,2 Pdb Votes
752,Reggie,All About the Benjamins,ENTP,13 Pdb Votes
753,Missus Walters,The Help (2011),ISTJ,2 Pdb Votes
754,Faregame,Cars (Franchise),ENTP,2 Pdb Votes
755,Margaret Motorray,Cars (Franchise),ENTP,2 Pdb Votes
756,"""Hawaii Pistol""",Assassination (2015),ENTP,2 Pdb Votes
