,char,movie,mbti,votes
377,Adelaide Wilson,Us (2019),ISTJ,215 Pdb Votes
378,Lorenzo Anello,A Bronx Tale (1993),ISTJ,43 Pdb Votes
379,Norman,Sing (Franchise),ISTJ,49 Pdb Votes
380,Firmus Piett,Star Wars,ISTJ,46 Pdb Votes
381,Agent Lacey,The Interview (2014),ISTJ,15 Pdb Votes
382,Spots,Isle of Dogs (2018),ISTJ,63 Pdb Votes
383,Virgil Earp,Tombstone (1993),ISTJ,41 Pdb Votes
384,Tia Russell,Uncle Buck (1989),ISTJ,26 Pdb Votes
385,Hal Spencer,12 Strong (2018),ISTJ,4 Pdb Votes
386,M-O,WALL-E (2008),ISTJ,229 Pdb Votes
387,Mac Eliot,Predator,ISTJ,37 Pdb Votes
388,Kyûzô,Seven Samurai (1954) (七人の侍),ISTJ,51 Pdb Votes
389,Eva Khatchadourian,We Need to Talk About Kevin (2011),ISTJ,98 Pdb Votes
390,Thomas Burke,Final Destination 2 (2003),ISTJ,19 Pdb Votes
391,Grug,The Croods (Franchise),ISTJ,323 Pdb Votes
392,Maurice,Madagascar (Franchise),ISTJ,375 Pdb Votes
393,Elinor Dashwood,Sense and Sensibility (1995),ISTJ,89 Pdb Votes
394,Kocoum,Pocahontas (1995),ISTJ,102 Pdb Votes
395,Bad Cop,The Lego Movie (Franchise),ISTJ,93 Pdb Votes
396,Colonel Frank Fitts,American Beauty (1999),ISTJ,193 Pdb Votes
397,Agent Rick Dicker,The Incredibles (Franchise),ISTJ,60 Pdb Votes
398,Dottie Hinson,A League of Their Own (1992),ISTJ,31 Pdb Votes
399,Noodles,Once Upon a Time in America (1984),ISTJ,73 Pdb Votes
400,Charlie Swan,Twilight (Franchise),ISTJ,342 Pdb Votes
401,Mako Mori,Pacific Rim (2013),ISTJ,90 Pdb Votes
402,Wilm Hosenfeld,The Pianist (2002),ISTJ,93 Pdb Votes
403,Edgar,The Aristocats (1970),ISTJ,47 Pdb Votes
404,Seti,The Prince of Egypt (1998),ISTJ,59 Pdb Votes
405,Edward Lewis,Pretty Woman (1990),ISTJ,212 Pdb Votes
406,Teddy Daniels,Shutter Island (2010),ISTJ,307 Pdb Votes
407,Riff Raff,The Rocky Horror Picture Show (1975),ISTJ,57 Pdb Votes
408,"Stanley ""Stan"" Uris",It (2017),ISTJ,543 Pdb Votes
409,Cogsworth,Beauty and the Beast (Franchise),ISTJ,331 Pdb Votes
410,Mr. Collins,Pride and Prejudice (2005),ISTJ,176 Pdb Votes
411,Bryan Mills,Taken,ISTJ,173 Pdb Votes
412,Carina Smyth / Barbossa,Pirates of the Caribbean,ISTJ,209 Pdb Votes
413,Jock,Lady and the Tramp (1955),ISTJ,64 Pdb Votes
414,Princess Atta,A Bug's Life (1998),ISTJ,177 Pdb Votes
415,Mr. Arrow,Treasure Planet (2002),ISTJ,48 Pdb Votes
416,Dennis (Kevin “Wendell” Crumb),Split (2016),ISTJ,187 Pdb Votes
417,Rolfe,The Sound of Music (1965),ISTJ,58 Pdb Votes
418,Basil Exposition,Austin Powers,ISTJ,27 Pdb Votes
419,Nassor,Frankenweenie (2012),ISTJ,23 Pdb Votes
420,Archimedes,The Sword in the Stone (1963),ISTJ,57 Pdb Votes
421,Saw Gerrera,Star Wars,ISTJ,151 Pdb Votes
422,Judge Dredd,Dredd (2012),ISTJ,176 Pdb Votes
423,Capt. Colleen Goodwin,Source Code (2011),ISTJ,10 Pdb Votes
424,Rachael,Blade Runner,ISTJ,158 Pdb Votes
425,Lionel Mandrake,Dr. Strangelove (1964),ISTJ,56 Pdb Votes
426,Ruth DeWitt Bukater,Titanic (1997),ISTJ,179 Pdb Votes
427,Luther Stickell,Mission: Impossible (Franchise),ISTJ,69 Pdb Votes
428,Thorin Oakenshield,The Hobbit (Film Trilogy),ISTJ,410 Pdb Votes
429,Illya Kuryakin,The Man from U.N.C.L.E. (2015),ISTJ,102 Pdb Votes
430,Arthur,Inception (2010),ISTJ,325 Pdb Votes
431,Cobra Bubbles,Lilo & Stitch (Franchise),ISTJ,151 Pdb Votes
432,Zazu,The Lion King (Franchise),ISTJ,489 Pdb Votes
433,Shake Maguire,Cheaper by the Dozen (Franchise),XXXX,5 Pdb Votes
434,The Pianist,"Salò, or the 120 days of Sodom",ISTJ,6 Pdb Votes
435,Nathan Huffner,Parenthood,XXXX,1 Pdb Vote
436,Lieutenant Roy Bishop,King Of New York (1990),ISTJ,2 Pdb Votes
437,Lisa wren,Manhattan Night,ISTJ,2 Pdb Votes
438,Tere,Matando cabos (2004),ISTJ,2 Pdb Votes
439,Lula,Matando cabos (2004),ISTJ,2 Pdb Votes
440,Lars Pinfield,Ghostbusters: Frozen Empire (2024),ISTJ,5 Pdb Votes
441,Steve,Wonder Park (2019),XXXX,1 Pdb Vote
442,Rita,The Orphanage,XXXX,3 Pdb Votes
443,Judge Laura Burch,Law Abiding Citizen (2009),XXXX,1 Pdb Vote
444,The supervisor,There's a man in the woods,ISTJ,4 Pdb Votes
445,Akaradev warakorn,The Siam Renaissance (2004),ISTJ,5 Pdb Votes
446,Cook,The Big Lebowski (1998),XXXX,1 Pdb Vote
447,Doctor,The Big Lebowski (1998),XXXX,1 Pdb Vote
448,Older Cop,The Big Lebowski (1998),XXXX,1 Pdb Vote
449,Arthur Digby Sellers,The Big Lebowski (1998),XXXX,1 Pdb Vote
450,Janet,The Kid (2000),XXXX,1 Pdb Vote
451,Hogarth,The Wicked Lady (1945),XXXX,4 Pdb Votes
452,Joseph,The Last Voyage of the Demeter,ISTJ,6 Pdb Votes
453,Special Agent Ross,Colombiana (2011),ISTJ,8 Pdb Votes
454,Chucky Tripoli,Massacre Mafia Style (1974),ISTJ,4 Pdb Votes
455,Maddy,SHHH,ISTJ,3 Pdb Votes
456,Conway,Horror,ISTJ,2 Pdb Votes
457,Ann Newton,Shadow of a Doubt (1943),XXXX,2 Pdb Votes
458,Oona O'Leary ,Timer (2009),ISTJ,1 Pdb Vote
459,Arnold,Five Nights at Freddy's (Movie),XXXX,2 Pdb Votes
460,Govindappa,Pushpa,ISTJ,10 Pdb Votes
461,Morgan,The Blackening (2022),ISTJ,2 Pdb Votes
462,Jack Connors,School Ties (1992),ISTJ,3 Pdb Votes
463,Malvina (Мальвина),Vozvrashcheniye Buratino (2013),ISTJ,7 Pdb Votes
464,Yeti elder,Missing Link (2019),ISTJ,5 Pdb Votes
465,отец Айгуль,Слово пацана. Кровь на асфальте / Slovo patsana,ISTJ,1 Pdb Vote
466,Mose Wright,Men of honor (2000),XXXX,1 Pdb Vote
467,Marvin Branagh,Resident Evil: Welcome to Raccoon City,XXXX,1 Pdb Vote
468,Sickly Boy,Resident Evil: Welcome to Raccoon City,XXXX,1 Pdb Vote
469,Markian Kowalsky,Resident Evil: Welcome to Raccoon City,XXXX,1 Pdb Vote
470,Jack,Resident Evil: Welcome to Raccoon City,XXXX,1 Pdb Vote
471,Kevin Dooley,Resident Evil: Welcome to Raccoon City,XXXX,1 Pdb Vote
472,Enrico Marini,Resident Evil: Welcome to Raccoon City,XXXX,5 Pdb Votes
473,Nükhet Seza,A Ay (Oh Moon!),ISFJ,3 Pdb Votes
474,Rinaldo Pazzi,Hannibal (2001),XXXX,2 Pdb Votes
475,General Pamenion,Alexander: Making of a God,ISTJ,1 Pdb Vote
476,Frankie Whitman,Final Destination 2 (2003),XXXX,3 Pdb Votes
477,"José Luis ""Coche"" Inciarte",La Sociedad de la Nieve (Society of the Snow),ISTJ,5 Pdb Votes
478,Javier Methol,La Sociedad de la Nieve (Society of the Snow),ISTJ,6 Pdb Votes
479,President Jessica Danforth,The Beekeeper (2024),ISTJ,5 Pdb Votes
480,Piggy,Lord of the Flies (1990),ISTJ,6 Pdb Votes
481,Diane Powell,The Invisible (2007),ISTJ,2 Pdb Votes
482,Rosa,A Haunted House (2013),ISTJ,9 Pdb Votes
483,Yakou Hikoichi,Usogui ( Live Action ),ISTJ,1 Pdb Vote
484,Robert Quinn,Cold Storage,ISTJ,1 Pdb Vote
485,Brenda,Highlander (1986),XXXX,2 Pdb Votes
486,Grandma’am,The Ballad of Songbirds and Snakes (2023),XXXX,1 Pdb Vote
487,Albert,Our Drawings (Calobi Productions),ISTJ,2 Pdb Votes
488,Ivanna Whitling,Apostasy (2017),XXXX,3 Pdb Votes
489,Bernardo,"Brother Sun, Sister Moon (1972)",ISTJ,1 Pdb Vote
490,Ben,King Jack,XXXX,2 Pdb Votes
491,刘锋 Liu Feng,坚如磐石 (Under the Light),XXXX,1 Pdb Vote
492,Henry Miles,The End of the Affair (1999),ISTJ,2 Pdb Votes
493,Giovanni,Come un gatto in tangenziale,XXXX,6 Pdb Votes
494,Jib,Candy Land: The Great Lollipop Adventure,ISTJ,1 Pdb Vote
495,Officer Affable,Wonka (2023 Movie),ISTJ,1 Pdb Vote
496,Vanessa,Something From Tiffany's,XXXX,2 Pdb Votes
497,Yury Mikheev (Baron),Bandit Petersburg | Бандитский Петербург,INFJ,1 Pdb Vote
498,Stepan Markov,Bandit Petersburg | Бандитский Петербург,XXXX,0
499,Evdokiya Andreevna (Baba Dusya),Bandit Petersburg | Бандитский Петербург,INTJ,0
500,Ely,Sillypology fandom,ISTJ,50 Pdb Votes
501,Saajan Fernandes,The Lunchbox,XXXX,1 Pdb Vote
502,Otto Frank ,A Small Light,ISTJ,8 Pdb Votes
503,John Bigbooté,The Adventures of Buckaroo Banzai,XXXX,1 Pdb Vote
504,Mila,Wildlings (2019),ISTJ,2 Pdb Votes
505,Emma,This Is Christmas (2022),ISTJ,2 Pdb Votes
506,Stéphane Ruiz,Les Misérables (2019),ISFJ,1 Pdb Vote
507,Kenichi Nakagawa,The Grudge,ISTJ,5 Pdb Votes
508,Pedro Yazurlo,Cuando Acecha la Maldad/When Evil Lurks,XXXX,3 Pdb Votes
509,Vincent Renzi,Anatomie d'une chute,ISTJ,2 Pdb Votes
510,Pierre,Le Père Noël est une ordure,XXXX,1 Pdb Vote
511,Dogs,Animal Farm (1954),ISTJ,7 Pdb Votes
512,Dr. Balanov,Dyad (2023),ISTJ,2 Pdb Votes
513,Billy,Dead Silence,ISTJ,9 Pdb Votes
514,Haider Meer,Haider (2014),ISTJ,2 Pdb Votes
515,Principal Duvall,Mean Girls (2024),ISTJ,4 Pdb Votes
516,Maurice Fischer,Inception (2010),ISTJ,5 Pdb Votes
517,Hong (Weevil),Kung Fu Panda (Franchise),XXXX,1 Pdb Vote
518,Nian,Kung Fu Panda (Franchise),XXXX,1 Pdb Vote
519,Undead warriors,Kung Fu Panda (Franchise),XXXX,1 Pdb Vote
520,Lord Lightning,Cartoon Movie (Series),ISTJ,2 Pdb Votes
521,Beerus,Cartoon Movie (Series),XXXX,12 Pdb Votes
522,Doctor,Sucker Punch (2011),ISTJ,2 Pdb Votes
523,Shiva V. Rao,Godhi Banna Sadharana Mykattu,XXXX,3 Pdb Votes
524,Mrs. Prim,Poor Things,ISTJ,7 Pdb Votes
525,Amanda Brecht,Georgetown (2019 film),XXXX,1 Pdb Vote
526,D'Urville Martin,Dolemite Is My Name (2019),ISTJ,3 Pdb Votes
527,Jerod,Ai que vida!,XXXX,1 Pdb Vote
528,Luciana's love,Barbie as the Island Princess (2007),XXXX,3 Pdb Votes
529,Lark Decoy,Mission: Impossible (Franchise),XXXX,3 Pdb Votes
530,"Ion ""Bila""",Miami Bici,ISTJ,3 Pdb Votes
531,Clarice's father,The Silence of the Lambs (1991),ISTJ,3 Pdb Votes
532,Jessie Hobson,Before I Wake,ISTJ,4 Pdb Votes
533,Emperor Francis I,"Napoleon ""Kitbag"" (2023)",XXXX,2 Pdb Votes
534,Velu,Vada Chennai,XXXX,1 Pdb Vote
535,Matmazel,Bihter: A Forbidden Passion,XXXX,1 Pdb Vote
536,The Bear,Benji the Hunted (1987),XXXX,1 Pdb Vote
537,Lt. Werner von Haeften,Valkyrie,XXXX,2 Pdb Votes
538,Hooking leg,Shaolin soccer,ISTJ,6 Pdb Votes
539,Kamil,En Büyük Şaban,ISTJ,5 Pdb Votes
540,Muzaffer,Yaratılan,ISTJ,2 Pdb Votes
541,Hamid,Trapped 2013 (Darband),XXXX,1 Pdb Vote
542,Ebenezer Scrooge,Ebenezer (1998 TV Movie),ISTJ,2 Pdb Votes
543,Kelly,Tex (1982),XXXX,1 Pdb Vote
544,Ms. Carlson,Tex (1982),XXXX,1 Pdb Vote
545,Bill,Pet sametary: Bloodline,XXXX,1 Pdb Vote
546,廖队长,"血观音 The Bold, The Corrupt, and The Beautiful",XXXX,1 Pdb Vote
547,Ethel Rogers,And then there were none (1945 film),XXXX,1 Pdb Vote
548,Anne Yum,Quiz Lady (2023),ISTJ,27 Pdb Votes
549,Repo Man,Repo! The Genetic Opera (2008),XXXX,1 Pdb Vote
550,Blade,Puppet Master,ISTJ,3 Pdb Votes
551,Simon,I rymden finns inga känslor / Simple Simon,ISTJ,18 Pdb Votes
552,Aunt Mary,The Happiest Millionaire (1967),XXXX,1 Pdb Vote
553,Bussetta,The Godfather (1972),ISTJ,2 Pdb Votes
554,Arf,Ofis Akademia,ISTJ,11 Pdb Votes
555,Jean-Benjamin de La Borde,Jeanne Du Barry,ISTJ,2 Pdb Votes
556,Marbas,Ofis Akademia,ISTJ,19 Pdb Votes
557,Маргарита Ивановна /Margarita Ivanovna,Scarecrow (Чучело),XXXX,3 Pdb Votes
558,Father,Ice Merchants,ISTJ,2 Pdb Votes
559,Iron shirt Tin,Shaolin soccer,ISTJ,9 Pdb Votes
560,Harold Das,Lokesh Cinemeatic Universe ( LCU),ISTJ,6 Pdb Votes
561,The Grand Duke,Cinderella (2015),XXXX,1 Pdb Vote
562,Jeremy Bough,Johnny English Strikes Again (2018),ISTJ,5 Pdb Votes
563,Ray,Trade,XXXX,1 Pdb Vote
564,Ahmed,Where Is the Friend's House? (1987),XXXX,1 Pdb Vote
565,Prodnose,Wonka (2023 Movie),ISTJ,12 Pdb Votes
566,Édouard de Montray,Children of Paradise (Les Enfants du Paradis),ISTJ,6 Pdb Votes
567,Dan Cleary,Reptile,XXXX,2 Pdb Votes
568,Vitale Portfoglio,A Haunting in Venice,ISTJ,8 Pdb Votes
569,Security Guard,Elevator Game (2023),XXXX,1 Pdb Vote
570,Catherine,Cats & Dogs: The Revenge of Kitty Galore,XXXX,1 Pdb Vote
571,Iris,Amaya’s OCs and Real Life Friends,ISTJ,4 Pdb Votes
572,Snake,The Adventures Of Mark Twain,XXXX,3 Pdb Votes
573,Alice Techne,Hunger Games Tales,XXXX,1 Pdb Vote
574,Feral Predator,Predator,XXXX,20 Pdb Votes
575,Prosecutor Leaward,Killers of the Flower Moon,ISTJ,2 Pdb Votes
576,Samantha Booke,The Great Debaters (2007),XXXX,1 Pdb Vote
577,Derek Charles,Obsessed (2009),ISTJ,16 Pdb Votes
578,Vianne,The Nightingale (2024),ISTJ,4 Pdb Votes
579,Chris Dubusage,Totally Killer (2023),XXXX,4 Pdb Votes
580,Beau Neville,Scooby-Doo on Zombie Island (1998),XXXX,2 Pdb Votes
581,Gil,Nowhere (2023),ISTJ,2 Pdb Votes
582,Evelyn,Dogman,ISTJ,6 Pdb Votes
583,Harun,The Creator (2023),ISTJ,7 Pdb Votes
584,Doris Von Erich,The Iron Claw,ISTJ,7 Pdb Votes
585,Narasimha,Jailer,ISTJ,2 Pdb Votes
586,Deputy Mina,Cherry Falls (2000),ISTJ,4 Pdb Votes
587,Albert Scellinc,Earwig (2021 film),ISTJ,2 Pdb Votes
588,Amina,The Green Border (Zielona granica; 2023),XXXX,1 Pdb Vote
589,Maude,No One Will Save You (2023),XXXX,1 Pdb Vote
590,Eirtaé,Star Wars,XXXX,1 Pdb Vote
591,Reverend Mother,Novitiate,ISTJ,4 Pdb Votes
592,Bubba Ho-Tep,Bubba Ho-Tep,ISTJ,7 Pdb Votes
593,Oliver Jones,Love At First Sight,ISTJ,36 Pdb Votes
594,May,The dive,XXXX,4 Pdb Votes
595,"Yuriko ""Yuri"" Watanabe",Spider-Man: Across the Spider-Verse (2023),XXXX,1 Pdb Vote
596,Rita Polk,Eileen (2023),XXXX,3 Pdb Votes
597,Laurie Strode (Halloween II),Halloween II (Timeline),XXXX,6 Pdb Votes
598,Regina,Ulidavaru Kandanthe,ISTJ,2 Pdb Votes
599,Narmada Rai,Jawan (2023),XXXX,4 Pdb Votes
600,Bianca,Innocence (2004),ISTJ,1 Pdb Vote
601,Gabe Plotkin,Dumb Money,ISTJ,4 Pdb Votes
602,Priest Ahn,The Divine Fury (2019),ISTJ,10 Pdb Votes
603,Agent Halpern,Arrival (2016),ISTJ,6 Pdb Votes
604,The Cat,That Darn Cat ! (1997),ISTJ,9 Pdb Votes
605,Justice Stern,Cars (Franchise),ISTJ,2 Pdb Votes
606,Chase Racelott,Cars (Franchise),ISTJ,2 Pdb Votes
607,Richard Clayton Kensington,Cars (Franchise),ISTJ,2 Pdb Votes
608,Elder Monkey,The Monkey King,ISTJ,3 Pdb Votes
609,Connor Perkins,The Hurricane Heist (2018),ISTJ,4 Pdb Votes
610,Ursula,All About the Benjamins,ISTJ,2 Pdb Votes
611,Chamán,La Leyenda de la Nahuala,ISTJ,2 Pdb Votes
612,Batcomputer ('Puter),The Lego Batman Movie,ISTJ,5 Pdb Votes
613,Steve Mardenborough,Gran Turismo (2023),ISTJ,15 Pdb Votes
614,Priest,It Couldn't Happen Here (1987),ISTJ,8 Pdb Votes
615,Chad,In the Loop,ISTJ,10 Pdb Votes
616,Helen Hudson,Copycat (1995),ISTJ,2 Pdb Votes
617,Janitor,K-12 (2019),ISTJ,2 Pdb Votes
618,Ron,Wet Hot American Summer,ISTJ,4 Pdb Votes
619,Police Inspector Singh,Spider-Man: Across the Spider-Verse (2023),XXXX,1 Pdb Vote
620,Ruo Gu,Summer Palace,ISTJ,2 Pdb Votes
621,Courge's father,Le Jour des corneilles (2012),ISTJ,2 Pdb Votes
622,Ralf,The Boy in the Striped Pajamas (2008),ISTJ,6 Pdb Votes
623,Samuel Faulkner,Nine Months,ISTJ,9 Pdb Votes
624,Lin Zi Qing,Marry My Dead Body (2023),ISTJ,22 Pdb Votes
625,Jupiter,Isle of Dogs (2018),ISTJ,15 Pdb Votes
626,Nomad,Heart of Stone (2023),ISTJ,3 Pdb Votes
627,Mokichi Satake,The Flavor of Green Tea over Rice,ISTJ,2 Pdb Votes
628,Nikolai Belikov,Tetris (2023),XXXX,1 Pdb Vote
629,Milutin Topalović,Maratonci trče počasni krug (1982),XXXX,1 Pdb Vote
630,Orson,Corner Office,ISTJ,15 Pdb Votes
631,Angela,Cado dalle nubi (2009),ISTJ,5 Pdb Votes
632,Kōsaka Sumire,Kimi no Hana ni Naru (I will be your bloom),ISTJ,4 Pdb Votes
633,Mary Ann,Marriage Story (2019),ISTJ,2 Pdb Votes
634,Chief George Earle,Demolition Man (1993),XXXX,1 Pdb Vote
635,Gao Shi,长安三万里 Chang An,ISTJ,29 Pdb Votes
636,Yang Jian,封神 第一部：朝歌风云 Creation of the Gods,ISTJ,6 Pdb Votes
637,Kay,Relic (2020),ISTJ,7 Pdb Votes
638,Bosco,The Voices (2014),ISTJ,5 Pdb Votes
639,Jay,Night Teeth,ISTJ,2 Pdb Votes
640,Walter Parks Thatcher,Citizen Kane (1941),ISTJ,3 Pdb Votes
641,Raymond,Citizen Kane (1941),ISTJ,3 Pdb Votes
642,Jerry Thompson,Citizen Kane (1941),XXXX,3 Pdb Votes
643,Ольга Макарова,Early Swallows | Перші Ластівки,XXXX,2 Pdb Votes
644,Yamashita,Samurai cop (1991),XXXX,1 Pdb Vote
645,Deputy Henry,The Fugitive (1993),ISTJ,2 Pdb Votes
646,Bobby Biggs,The Fugitive (1993),ISTJ,2 Pdb Votes
647,Ноу нейм,Пиздатый учитель,ISTJ,2 Pdb Votes
648,Ingrid,Um ano inesquecível: Primavera,ISTJ,2 Pdb Votes
649,K,Shin Kamen Rider,XXXX,5 Pdb Votes
650,Lieutenant William F. Kinderman (Exorcist 3),The Exorcist (1973),ISTJ,8 Pdb Votes
651,The Harbinger,John Wick,ISTJ,8 Pdb Votes
652,Monsignor Delgarde,The Unholy (2021),XXXX,1 Pdb Vote
653,Gale W. McGee,Oppenheimer (2023),XXXX,3 Pdb Votes
654,Kenneth Nichols,Oppenheimer (2023),ISTJ,30 Pdb Votes
655,Roberto,Bird Box Barcelona (2023),ISTJ,2 Pdb Votes
656,Wanda,The Queen's Corgi (2019),ISTJ,1 Pdb Vote
657,Scott Stubbs,Freddy vs Jason,ISTJ,9 Pdb Votes
658,Z-Dog,Avatar (Franchise),XXXX,4 Pdb Votes
659,Geordie Nevitts,Oxford Blues (1984),XXXX,1 Pdb Vote
660,Oswald Afton,1700s ft,ISTJ,4 Pdb Votes
661,Alisa Mackaleigh,1700s ft,ISTJ,2 Pdb Votes
662,Young Perez,1700s ft,ISTJ,9 Pdb Votes
663,Boris Pash,Oppenheimer (2023),ISTJ,31 Pdb Votes
664, Aunt Polly,Pollyanna (1920),XXXX,23 Pdb Votes
665,Kate (The Nun II),The Conjuring,ISTJ,9 Pdb Votes
666,Prince Philip,"Red, White and Royal Blue (2023)",ISTJ,1 Pdb Vote
667,Frank Berry,The Hotel New Hampshire (1984),XXXX,33 Pdb Votes
668,Clark Kent/Superman,The Flash (2023),ISTJ,1 Pdb Vote
669,Colonel Zapt,The Prisoner of Zenda (1937),XXXX,1 Pdb Vote
670,Nonnie Hopkins,The Great Gilly Hopkins (2015),ISTJ,1 Pdb Vote
671,Dr. Prance,The Bostonians,XXXX,1 Pdb Vote
672,Aubrey,I Know Who Killed Me (2007),ISTJ,1 Pdb Vote
673,Miss Eglantine Price,Bedknobs and Broomsticks (1971),XXXX,3 Pdb Votes
674,Roscoe Maybaum,Class (1983),XXXX,1 Pdb Vote
675,Grandma Panda,Kung Fu Panda (Franchise),XXXX,3 Pdb Votes
676,Gilded Emperor,Kung Fu Panda (Franchise),XXXX,6 Pdb Votes
677,Master Gorilla,Kung Fu Panda (Franchise),XXXX,1 Pdb Vote
678,Great Master Viper,Kung Fu Panda (Franchise),ISTJ,1 Pdb Vote
679,Lieutenant Tong,Twisted (2004),XXXX,1 Pdb Vote
680,WABAC,Mr. Peabody & Sherman (2014),ISTJ,1 Pdb Vote
681,Lee Young-nam,Dohee-ya,ISTJ,1 Pdb Vote
682,Je,Heart Attack,XXXX,1 Pdb Vote
683,Mrs Olivia Winfield-Foxworth/Grandmother,Flowers in the attic (1987 film),XXXX,1 Pdb Vote
684,Mr. Lamb,Alice Adams (1935),XXXX,7 Pdb Votes
685,Mr. Laurence,Little Women (1933),XXXX,40 Pdb Votes
686,Cpl. Chuck Fedderson,Pork Chop Hill (1959),XXXX,3 Pdb Votes
687,Lt. Suki Ohashi ,Pork Chop Hill (1959),XXXX,1 Pdb Vote
688,Lt. Walter Russell,Pork Chop Hill (1959),XXXX,3 Pdb Votes
689, Lt. Joe Clemons,Pork Chop Hill (1959),XXXX,2 Pdb Votes
690,Raff Khan,Polite Society,ISTJ,3 Pdb Votes
691,Flarry,Elemental,ISTJ,2 Pdb Votes
692,Fern Grouchwood,Elemental,ISTJ,0
693,Davit Radiani,Extraction 2 (2023),ISTJ,0
694,Ron Ben-Yishai,Waltz with Bashir (2008),XXXX,0
695,Christy Wills,The Secret Of My Success,ISTJ,0
696,Mitch Kendrick,Apocalypse (film series),ISTJ,0
697,Axel Oxenstierna,Queen Christina (1933),XXXX,0
698,Bobby Parker,All Dogs Go to Heaven (1989),ISTJ,0
699,Bishop,Transformers: Rise of the Beasts,ISTJ,0
700,Form I: Shii-Cho,Star Wars: Lightsabers,ISTJ,2 Pdb Votes
701,George Pendleton,Lincoln (2012),XXXX,2 Pdb Votes
702,Xiaobao,Ride On (2023),XXXX,2 Pdb Votes
703,Dr. Bertram Charles,The Thin Man (Series),ISTJ,2 Pdb Votes
704,"""Dancer""",The Thin Man (Series),ISTJ,2 Pdb Votes
705,Engineer,1408,ISTJ,6 Pdb Votes
706,Slim ,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,ISTJ,6 Pdb Votes
707,Bud Alexander,Abbott and Costello Meet the Invisible Man (1951),ISTJ,6 Pdb Votes
708,Bud Abbott,Abbott and Costello Meet the Mummy (1955),ISTJ,6 Pdb Votes
709,Chick Young,Abbott and Costello Meet Frankenstein (1948),ISTJ,1 Pdb Vote
710,Mike Lazaridis,BlackBerry (2023),XXXX,6 Pdb Votes
711,"Officer Peter Parker ""Spider-Cop""",Spider-Man: Across the Spider-Verse (2023),ISTJ,2 Pdb Votes
712,Agent Burke,Transformers: Rise of the Beasts,ISTJ,4 Pdb Votes
713,Man Llewellyn attempts to get a ride from but dies,No Country for Old Men (2007),ISTJ,17 Pdb Votes
714,The Host,Asteroid City,ISTJ,8 Pdb Votes
715,Polly Green,Asteroid City,ISTJ,4 Pdb Votes
716,Roger Cho,Asteroid City,ISTJ,6 Pdb Votes
717,Aprísio ,O Beijo no Asfalto (The Kiss),ISTJ,1 Pdb Vote
718,Othello ,Othello (1951),XXXX,2 Pdb Votes
719,Tom Atherton,May December,ISTJ,7 Pdb Votes
720,Staff Sergeant Williams,The Hill (1965),ISTJ,7 Pdb Votes
721,Henry Burton,Primary Colors (1998),ISTJ,1 Pdb Vote
722,Evan,Simulant (2023),XXXX,1 Pdb Vote
723,Captain Husam ,Mafia 2002,ISTJ,4 Pdb Votes
724,"Temthon ""Tammy"" Irani",Happy New Year (2014),XXXX,1 Pdb Vote
725,"""King"" Westley",It Happened One Night (1934),XXXX,34 Pdb Votes
726,Ms. Weber (School Counselor),Spider-Man: Across the Spider-Verse (2023),ISTJ,56 Pdb Votes
727,George Stacy,Spider-Man: Across the Spider-Verse (2023),ISTJ,2 Pdb Votes
728,이자성,신세계,ISTJ,2 Pdb Votes
729,Thorin Oakenshield,The Hobbit (1977),ISTJ,1 Pdb Vote
730,Boris Chizhov,True Friends (1954),XXXX,7 Pdb Votes
731,Master of the House,The Nightcomers (1971),ISTJ,7 Pdb Votes
732,Mrs. Grose,The Nightcomers (1971),ISTJ,3 Pdb Votes
733,Rintaro Tachibana,Last Cinderella (2013),ISTJ,2 Pdb Votes
734,Coach Gordan,Everybody wants some!! (2016),ISTJ,2 Pdb Votes
735,Beuter,Everybody wants some!! (2016),ISTJ,4 Pdb Votes
736,Stephanie Dickinson,Cactus Flower (1969),ISTJ,1 Pdb Vote
737,Adele Martin,Bright Eyes (1934),ISTP,3 Pdb Votes
738,Colonel Lloyd,The Little Colonel (1935),ISTJ,1 Pdb Vote
739,Kirill,John Wick,XXXX,6 Pdb Votes
740,Junior,Foe (2023),ISTJ,1 Pdb Vote
741,Bob Porter,Office Space (1999),XXXX,3 Pdb Votes
742,Nishiya,High & Low The Worst X (Cross),ISTJ,7 Pdb Votes
743,Sabakan,High & Low The Worst X (Cross),XXXX,1 Pdb Vote
744,Tsudanuma,High & Low The Worst X (Cross),XXXX,8 Pdb Votes
745,Tsukasa Takajō,High & Low The Worst X (Cross),ISTJ,3 Pdb Votes
746,Homer Bannon,Hud (1963),ISTJ,3 Pdb Votes
747,Beatrice Remington,Love Letters (1945),XXXX,1 Pdb Vote
748,Mr. Brocklehurst,Jane Eyre (1943),XXXX,5 Pdb Votes
749,Shep Henderson,"Bell, Book and Candle (1958)",ISTJ,0
750,Form I - Shii-Cho (Lightsaber Form),Star Wars,ISTP,2 Pdb Votes
751,Alexander Kaufman,Let's Make Love (1960),XXXX,1 Pdb Vote
752,Charles Wilder,The Cat and the Canary (1939),ISTJ,2 Pdb Votes
753,Fleming,The Shape of Water (2017),ISTJ,7 Pdb Votes
754,"Captain ""Tammy"" MacRoberts",The Desert Rats (1953),ISTJ,2 Pdb Votes
