,char,movie,mbti,votes
393,Akurisu,Ofis Akademia,INTP,10 Pdb Votes
394,Klava/Клава,Scarecrow (Чучело),XXXX,2 Pdb Votes
395,Michael Pierce,Mother of Tears,INTP,2 Pdb Votes
396,Ikuko,We Are Little Zombies,INTP,2 Pdb Votes
397,Midi-chlorians,Star Wars,ISFJ,1 Pdb Vote
398,Jack,2 Days,INTP,0
399,Ronnie Ramtech,The Emoji Movie (2017),XXXX,0
400,Pete,Ouija (2014),INTP,2 Pdb Votes
401,Willow Whiteflake,Hunger Games Tales,ENTP,1 Pdb Vote
402,Techna Gadget,Hunger Games Tales,INTP,1 Pdb Vote
403,Anuradha Shivshankar Panikar,Hera Pheri (2000),INTP,3 Pdb Votes
404,Suhal,"Do Not Disturb ""A Night with Ayzek""",INTP,5 Pdb Votes
405,Tim Jenkin,Escape from Pretoria,INTP,5 Pdb Votes
406,Stephen Dedalus,Ulysses (1967 film),XXXX,1 Pdb Vote
407,David Lipsky,The End of the Tour (2015),INTP,2 Pdb Votes
408,Osborne,The Element of Crime,INTP,2 Pdb Votes
409,Mish-Mash,The Brave Little Toaster (1987),XXXX,2 Pdb Votes
410,S.I. (Brahmaiyya),Garuda Gamana Vrishabha Vahana,INTP,4 Pdb Votes
411,Andy ,The Mountain (2018 film),XXXX,1 Pdb Vote
412,Young Ho,"Waiting for Rain (Endless Rain, 2021)",XXXX,3 Pdb Votes
413,arson emily,shart battle,XXXX,1 Pdb Vote
414,the rusty toilet,shart battle,INTP,2 Pdb Votes
415,Amelia,Totally Killer (2023),INTP,12 Pdb Votes
416,Dr. Marshall,The Wonderful Story of Henry Sugar,INTP,6 Pdb Votes
417,Гена (Gena),Барбоскины (Barboskins),INTP,7 Pdb Votes
418,Kent Clark,Contact (1997),XXXX,5 Pdb Votes
419,Royce Revsley,Cars (Franchise),INTP,2 Pdb Votes
420,Daisu Tsashimi (Japanese Sushi Chef),Cars (Franchise),XXXX,1 Pdb Vote
421,Charlie Hunt,Mona Lisa and the Blood Moon,XXXX,1 Pdb Vote
422,"William ""Will"" Rutledge",The Hurricane Heist (2018),INTP,4 Pdb Votes
423,Cap'n Long Leggy,Cars (Franchise),INTP,2 Pdb Votes
424,Ruben,Midsommar (2019),INTP,10 Pdb Votes
425,Steve,Wet Hot American Summer,INTP,4 Pdb Votes
426,Neil,Wet Hot American Summer,INTP,4 Pdb Votes
427,Henry,Wet Hot American Summer,INTP,4 Pdb Votes
428,Steve Wozniak,Jobs (2013 film),INTP,3 Pdb Votes
429,Casper,Finding 'Ohana (2021),XXXX,1 Pdb Vote
430,Charles Darwin,Creation (2009 film),INTP,7 Pdb Votes
431,潘生,孤注一掷,INTP,14 Pdb Votes
432,K. Hacker,Isle of Dogs (2018),INTP,2 Pdb Votes
433,Jack of Hearts,Heart of Stone (2023),INTP,17 Pdb Votes
434,River,All Souls,XXXX,1 Pdb Vote
435,PEZ Cat,Toy Story (Franchise),INTP,2 Pdb Votes
436,Nelson,Final Girl (2015),INTP,5 Pdb Votes
437,Yoo Joong Hyuk,Omniscient Reader's Viewpoint,XXXX,1 Pdb Vote
438,Dean,To Catch a Killer,XXXX,3 Pdb Votes
439,Davis,Flesh and Fantasy (1943),INTP,2 Pdb Votes
440,"""Farting"" Guy",Mean Girls (2004),INTP,54 Pdb Votes
441,Harper Alexander,2001 Maniacs (Series),INTP,4 Pdb Votes
442,Maya,The Beanie Bubble (2023),ENTP,2 Pdb Votes
443,Trevin,"Ruby Gillman, Teenage Kraken (2023)",XXXX,8 Pdb Votes
444,Darby,"Ruby Gillman, Teenage Kraken (2023)",INTP,7 Pdb Votes
445,Brother Maynard,Monty Python and the Holy Grail (1975),XXXX,1 Pdb Vote
446,Baxter Stockman,Teenage Mutant Ninja Turtles (2014),INTP,3 Pdb Votes
447,Frank Washington ,Samurai cop (1991),INTP,2 Pdb Votes
448,Archie Feld,High School U.S.A.,INTP,3 Pdb Votes
449,Otto Lipton ,High School U.S.A.,INTP,3 Pdb Votes
450,Erin Poole,The Fugitive (1993),INTP,2 Pdb Votes
451,Davi,Um ano inesquecível: Primavera,INTP,2 Pdb Votes
452,Koumori Augment-01,Shin Kamen Rider,INTP,7 Pdb Votes
453,I,Shin Kamen Rider,INTP,2 Pdb Votes
454,Butterball,Hellraiser,INTP,2 Pdb Votes
455,George Kistiakowsky,Oppenheimer (2023),XXXX,3 Pdb Votes
456,Giovanni Rossi Lomanitz,Oppenheimer (2023),INTP,6 Pdb Votes
457,Lilli Hornig,Oppenheimer (2023),INTP,20 Pdb Votes
458,Octavio,Bird Box Barcelona (2023),INTP,6 Pdb Votes
459,Cabbie (Taxi Driver),Five Nights at Freddy's (Movie),INTP,31 Pdb Votes
460,Lady Victoria Wingate,Oxford Blues (1984),XXXX,1 Pdb Vote
461,Young Emily,1700s ft,INTP,19 Pdb Votes
462,Franny Berry ,The Hotel New Hampshire (1984),XXXX,1 Pdb Vote
463,Egon Schiele,Egon Schiele: Excess and Punishment (1980),XXXX,1 Pdb Vote
464,Archimedes,Indiana Jones (Series),XXXX,5 Pdb Votes
465,Elizabeth Bender,MaXXXine (2023),XXXX,1 Pdb Vote
466,Shirong,Kung Fu Panda (Franchise),INTP,2 Pdb Votes
467,Akna,Kung Fu Panda (Franchise),INTP,5 Pdb Votes
468,Kate Reynolds,The Omen (1976),INTP,6 Pdb Votes
469,Tad,Green Room,XXXX,2 Pdb Votes
470,Dr. Gerard Dreyfus,MAMA (2013),INTP,2 Pdb Votes
471,Charles W. Grimes,High Crimes (2002),XXXX,1 Pdb Vote
472,Kyle Jacobsen,It's Pat: The Movie (1994),INTP,5 Pdb Votes
473,Roland Verneuil,Paris (2008),XXXX,2 Pdb Votes
474,Thorold Stone,Apocalypse (film series),INTP,2 Pdb Votes
475,Clare,All Dogs Go to Heaven (1989),INTP,3 Pdb Votes
476,Lem Korplog,Planet 51,INTP,5 Pdb Votes
477,Form VI: Niman,Star Wars: Lightsabers,XXXX,5 Pdb Votes
478,Eduardo Ruiz,Traffic (2000),INTP,2 Pdb Votes
479,Bunny Doctor,K-12 (2019),INTP,2 Pdb Votes
480,Lisbeth Salander,The girl in the spider's web (2018 film),INTP,25 Pdb Votes
481,Dr. Hickenlooper,Asteroid City,INTP,18 Pdb Votes
482,Daniel,K-12 (2019),INTP,5 Pdb Votes
483,Gretchen,"Are You There God? It's Me, Margaret (2023)",INTP,1 Pdb Vote
484,Mr. Tod,Elsewhere (2009),XXXX,1 Pdb Vote
485,Ganke Lee,Spider-Man: Across the Spider-Verse (2023),INTP,40 Pdb Votes
486,The Invaders,The Invasion,INTP,8 Pdb Votes
487,Rafat ,Mafia 2002,ENTP,1 Pdb Vote
488,Jean Pepe,The Pale Blue Eye (2022),INTP,8 Pdb Votes
489,Rohan Singh,Happy New Year (2014),INTP,22 Pdb Votes
490,Dmitri Gusev,Nine Days of One Year (1962),INTP,1 Pdb Vote
491,Plummer,Everybody wants some!! (2016),ISTP,2 Pdb Votes
492,Larry,Sky High (2005),INTP,6 Pdb Votes
493,Henry Vasquez,The Pope's Exorcist (2023),INTP,21 Pdb Votes
494,Jimmy,The Devil's Rejects (2005),XXXX,6 Pdb Votes
495,Forrest Avery Carney,Murders in Sch,INTP,2 Pdb Votes
496,Ed Kemper,Murders in Sch,XXXX,2 Pdb Votes
497,Jeffrey Dahmer,Murders in Sch,INTP,2 Pdb Votes
498,Claude Monet,Murders in Sch,INTP,2 Pdb Votes
499,Yeo Wool,Fabricated City (2017),INTP,3 Pdb Votes
500,Steve,Office Space (1999),XXXX,1 Pdb Vote
501,Shōji Sameoka,High & Low The Worst X (Cross),INTP,8 Pdb Votes
502,Takehiko Mashii (Mercy),High & Low The Worst X (Cross),INTP,11 Pdb Votes
503,Arun Neelakandan,Hridayam (ഹൃദയം),INTP,3 Pdb Votes
504,Isaac Newton,The Story of Mankind (1957),INTP,1 Pdb Vote
505,Mike Lazaridis,BlackBerry (2023),INTP,18 Pdb Votes
506,Sarah,Operation Fortune: Ruse de guerre (2023),INTP,13 Pdb Votes
507,Elena Wallace,Transformers: Rise of the Beasts,INTP,36 Pdb Votes
508,U.V.,Disturbing Behavior,INTP,2 Pdb Votes
509,Dr. Snaut,Solaris (1972) (Солярис),INTP,2 Pdb Votes
510,Charlotte,No Reservations (2007),INTP,3 Pdb Votes
511,Désirée Clary,Désirée (1954),XXXX,1 Pdb Vote
512,Atte,Lake Bodom,XXXX,2 Pdb Votes
513,Peter van Daan,The Diary of Anne Frank (1959),XXXX,4 Pdb Votes
514,Cassius ,Julius Caesar (1953),INTJ,1 Pdb Vote
515,Owl,Tinker Bell (2008),INTP,3 Pdb Votes
516,Horace Hardwick ,Top Hat (1935),XXXX,2 Pdb Votes
517,Sir Thomas More,A Man for All Seasons (1966),INTP,2 Pdb Votes
518,Swink,Stay Alive (2006),XXXX,1 Pdb Vote
519,Kit Marlowe ,Old Acquaintance (1943),XXXX,1 Pdb Vote
520,Professor Wutheridge,The Bishop's Wife (1947),XXXX,1 Pdb Vote
521,Nick Arden,My Favorite Wife (1940),XXXX,1 Pdb Vote
522,Tom Destry Jr.,Destry Rides Again (1939),XXXX,6 Pdb Votes
523,Rob Schmadtke,Nekromantik (1988),INTP,1 Pdb Vote
524,Connie Allenbury ,Libeled Lady (1936),INTP,9 Pdb Votes
525,District 8 Hospital Helper,The Hunger Games (Franchise),INTP,1 Pdb Vote
526,Henry,Boundaries (2018),XXXX,3 Pdb Votes
527, unnamed convict ( temporary name) ,Iron Lung,INTP,3 Pdb Votes
528,Owen,Cry Wolf (2005),XXXX,7 Pdb Votes
529,Ebrahim,Titi ( تیتی ),INTP,5 Pdb Votes
530,Professor,O Dragão da Maldade Contra o Santo Guerreiro,INTP,9 Pdb Votes
531,Walter Rossworth ,The woodsman (2004 film),INTP,3 Pdb Votes
532,Rupert / Adolphus,The Adventures of Baron Munchausen (1988),XXXX,4 Pdb Votes
533,Xavier,Spanish Apartment / Russian Dolls,XXXX,40 Pdb Votes
534,Woodrow Steenbeck,Asteroid City,INTP,3 Pdb Votes
535,Paul Hood,The Ice Storm (1997),XXXX,21 Pdb Votes
536,Alexey Pajitnov,Tetris (2023),INTP,8 Pdb Votes
537,Michael Kovak,The rite,INTP,6 Pdb Votes
538,"Mark ""Rent Boy"" Renton",T2 Trainspotting,INTP,2 Pdb Votes
539,Bilge,canim ailem,INTP,6 Pdb Votes
540,Toom,6ixtynin9,INTP,13 Pdb Votes
541,Wing Nut,Teenage Mutant Ninja Turtles: Mutant Mayhem,INTP,2 Pdb Votes
542,Albert Speer,Inside the third reich (1982 film),INTP,2 Pdb Votes
543,Wanda Hickey,The Phantom of the Open Hearth (1976),INTP,3 Pdb Votes
544,Ter,Pee Mak (2013),INTP,26 Pdb Votes
545,Deadeye,Joy Ride (2023),INTP,1 Pdb Vote
546,Finnoula,Our Ladies (2019),XXXX,8 Pdb Votes
547,Franco Amore ,L'Ultima Notte di Amore,INTP,2 Pdb Votes
548,Lt Cdr. Ian Fleming,Operation Mincemeat,INTP,1 Pdb Vote
549,Dr. Fred Richman,Psycho (Franchise),XXXX,1 Pdb Vote
550,Jack Ryan,Jack Ryan: Shadow Recruit (2014),XXXX,9 Pdb Votes
551,Kevin,Missing (2023),INTP,16 Pdb Votes
552,Baxter Stockman,Teenage Mutant Ninja Turtles: Mutant Mayhem,INTP,10 Pdb Votes
553,Basil,Call Me Chihiro (2023),INTP,10 Pdb Votes
554,Owl,Sleeping Beauty (1959),INTP,6 Pdb Votes
555,Iris Clark,Rebelle,INTP,1 Pdb Vote
556,Danny Devlin ,The Gay Deceivers,XXXX,2 Pdb Votes
557,Coat Rack,Beauty and the Beast (Franchise),INTP,3 Pdb Votes
558,Joel,Not Cool,INTP,2 Pdb Votes
559,Felix (Flinn),Die drei Räuber (2007),INTP,1 Pdb Vote
560,Diego,Rags,XXXX,3 Pdb Votes
561,Lazlo,Barbie: Spy Squad,INTP,200 Pdb Votes
562,Victor Timely,Ant-Man and the Wasp: Quantumania,INTP,4 Pdb Votes
563,"Theodore Donald ""Rat"" Finch",The Core,INTP,1 Pdb Vote
564,Lope Lopez,Bill(2015),INTP,4 Pdb Votes
565,Lipiah,Shin Ultraman,INTP,14 Pdb Votes
566,Reyhan,"Love, Spells and All That (Aşk, Büyü vs.)",INTP,22 Pdb Votes
567,Lenny,Bleeder (1999),INTP,7 Pdb Votes
568,Tareco,Tareco,INTP,17 Pdb Votes
569,Kolinski (Scepter 1-6),SCP: Overlord,INTP,25 Pdb Votes
570,Ivan Miroshnikov,Courier (1986),INTP,2 Pdb Votes
571,James Aucoin,Causeway,XXXX,4 Pdb Votes
572,Nancy ,Man Up (2015),INTP,2 Pdb Votes
573,Arthur Berg,Viking Wolf (2022),INTP,3 Pdb Votes
574,Lu Hui,When I See Your Face,INTP,3 Pdb Votes
575,Wiper,Cheburashka (2023),INTP,7 Pdb Votes
576,Li Yiyi,The Wandering Earth,INTP,1 Pdb Vote
577,Sliquifier,How to Train Your Dragon (Franchise),XXXX,12 Pdb Votes
578,Joseph,A Faithful Man,INTP,4 Pdb Votes
579,Lulu Danger ,An Evening with Beverly Luff Linn (2018),INTP,7 Pdb Votes
580,Sherlock Holmes,The Return of Sherlock Holmes (1987 film),INTP,1 Pdb Vote
581,Sherlock Holmes ,Holmes & Watson (2018 film),XXXX,4 Pdb Votes
582,Eva,The Bombardment (2021),INTP,17 Pdb Votes
583,Edgar Allan Poe,The Raven (2012 film),INTP,2 Pdb Votes
584,He-Man,Chip 'n Dale Rescue Rangers (2022),XXXX,27 Pdb Votes
585,Hirotaka Nifuji,Wotakoi: Love Is Hard for Otaku,INTP,7 Pdb Votes
586,Paul Hackett,After hours,INTP,5 Pdb Votes
587,Dimitrij Kubíček (Míťa),Občanský průkaz (Identity Card),INTP,5 Pdb Votes
588,Angus Bethune,Angus (1995),INTP,5 Pdb Votes
589,Cave of Wonders,Aladdin (2019),INTP,13 Pdb Votes
590,67 (fereydoon),Once upon a time on Mars (روزی روزگاری در مریخ),INTP,2 Pdb Votes
591,Candace,The Best Man,INTJ,6 Pdb Votes
592,Miller,Repo Man (1984),INTP,18 Pdb Votes
593,Wen,Knock at the Cabin,INTP,4 Pdb Votes
594,Zdzisław Beksiński,The Last Family (2016 film),INTP,9 Pdb Votes
595,Patrick Melrose,Mother's Milk (2011 film),INTP,1 Pdb Vote
596,River Scott,Cars (Franchise),XXXX,1 Pdb Vote
597,Amanda,RPG - Fênix Negra,XXXX,3 Pdb Votes
598,"Kanden ""Bunka"" Roido",Sadako DX (2022),INTP,8 Pdb Votes
599,Ichijo Ayaka,Sadako DX (2022),INTP,0
600,Blake Rivera,Amp World,INTP,1 Pdb Vote
601,Purple Death,How to Train Your Dragon (Franchise),INTP,1 Pdb Vote
602,Egg Biter,How to Train Your Dragon (Franchise),XXXX,1 Pdb Vote
603,Caruthers,Mandy (2018),XXXX,2 Pdb Votes
604,Gobsucker,How to Train Your Dragon (Franchise),XXXX,1 Pdb Vote
605,Joe meek,Telstar: The Joe Meek Story (2008 film),XXXX,1 Pdb Vote
606,Hugo,The Santa Clauses,XXXX,3 Pdb Votes
607,Felice Beato ,Felice... Felice... (1998 film),INTP,1 Pdb Vote
608,Ian Harding,Love Eternal (2013 film),XXXX,11 Pdb Votes
609,Bi the Patsak,Kin-dza-dza!,INTP,3 Pdb Votes
610,Moncho ,La lengua de las mariposas (Butterfly),INTP,5 Pdb Votes
611,Thresh,Infinity Pool,INTP,1 Pdb Vote
612,Blu,Rio 2,INTP,2 Pdb Votes
613,Velma,Scooby Abracadabra doo!,INTP,2 Pdb Votes
614,Han Gitae,A Million(2009),INTP,13 Pdb Votes
615,Brian Botan,Let's Play Some Mafia (2022),INTJ,9 Pdb Votes
616,Franz,Bande à Part (1964) (Band of Outsiders),INTP,2 Pdb Votes
617,Nurse Spex,Sky High (2005),INTP,1 Pdb Vote
618,Jackson,Wakanda Forever (2022),INTP,1 Pdb Vote
619,The man in glasses ,Visions of Suffering (2006),XXXX,1 Pdb Vote
620,Ahn Kyung-nam,Master 2016,XXXX,20 Pdb Votes
621,Santos,Ghost ship,XXXX,1 Pdb Vote
622,Wonderbot,Robots (2005),INTP,1 Pdb Vote
623,Griz,"Confess, Fletch",XXXX,2 Pdb Votes
624,Pauline,Pauline at the Beach (1983),XXXX,2 Pdb Votes
625,Scroll,Disenchanted (2022),INTP,3 Pdb Votes
626,Brian,Fast Food Nation,INTP,2 Pdb Votes
627,Ray,Raymond & Ray,INTP,12 Pdb Votes
628,Donna,Oldboy (2013),XXXX,17 Pdb Votes
629,Razorwhip,How to Train Your Dragon (Franchise),INTP,1 Pdb Vote
630,Alex Gonzalez,How to Train Your Dragon (Franchise),INTP,1 Pdb Vote
631,Grump,How to Train Your Dragon (Franchise),XXXX,1 Pdb Vote
632,Silent Sven,How to Train Your Dragon (Franchise),XXXX,2 Pdb Votes
633,Harry,The Man From Earth,INTP,3 Pdb Votes
634,Tri-Face,The Neverending Story (1984),INTP,22 Pdb Votes
635,Lea,Naked Singularity,XXXX,12 Pdb Votes
636,Silverio Gama,Bardo,INTP,2 Pdb Votes
637,Aleksei Sabatin,Ninja Assassin,INTP,2 Pdb Votes
638,אור,סרט אפס,INTP,12 Pdb Votes
639,Jamie Depalma,"Lights, Camera, Christmas!",INTP,2 Pdb Votes
640,Jill Turner,"Lights, Camera, Christmas!",INTP,29 Pdb Votes
641,Clifford Chatterley,Lady Chatterley's Lover (2022),INTP,10 Pdb Votes
642,Igor Grushko /  Игорь Грушко,The prank (Розыгрыш),XXXX,2 Pdb Votes
643,2020: Witch Season,Versões de Dan,INTP,4 Pdb Votes
644,Professor John McGregor,Phenomena,INTP,4 Pdb Votes
645,Miles Darby,Step Up (2006),INTP,2 Pdb Votes
646,Eduardo,"Argentina, 1985",INTP,3 Pdb Votes
647,Somi,"Argentina, 1985",INTP,4 Pdb Votes
648,Charlie,Trick r Treat (2007),INTP,7 Pdb Votes
649,Herbert Stempel,Quiz Show (1994),INTP,1 Pdb Vote
650,Nelson,Triangle of Sadness (2022),INTP,29 Pdb Votes
651,Jarmo,Triangle of Sadness (2022),INTP,10 Pdb Votes
652,Mycroft Holmes,Sherlock: Case of evil,XXXX,10 Pdb Votes
653,Jonathan Shaw,Terrifier,INTP,13 Pdb Votes
654,Olga,Deep Red,INTP,1 Pdb Vote
655,Professor Giordani,Deep Red,INTP,9 Pdb Votes
656,Marcus Daly,Deep Red,INTP,4 Pdb Votes
657,"John ""Dr. Death"" Bishop",Child's Play (1988),XXXX,3 Pdb Votes
658,Stan Laurel,Stan & Ollie (2018 film),INTP,4 Pdb Votes
659,Angus Flint,Lair of the White Worm (1988),INTP,4 Pdb Votes
660,Ronald,Halloween Ends,INTP,10 Pdb Votes
661,Siqiniq,Brother Bear (2003),INTP,1 Pdb Vote
662,Paul Javal,Le Mépris (Contempt) 1963,INTP,15 Pdb Votes
663,Eddy Hyde Jr./ Mr. Komos,Monster High : The Movie (2022),INTP,1 Pdb Vote
664,Olaudah Equiano,Amazing Grace (2006),INTP,25 Pdb Votes
665,Needleman,"Monsters, Inc. (2001)",INTP,5 Pdb Votes
666,Peter Steinberg,Three To Tango (1999),INTJ,6 Pdb Votes
667,Donatello,TMNT (2007),INTP,7 Pdb Votes
668,Tew Rise,ED.SO Maverick,INTP,39 Pdb Votes
669,Peter Mofo,Lost,INTP,3 Pdb Votes
670,Dr. Mildred Watson,They might be giants (1971 film),INTP,2 Pdb Votes
671,"Robert Bruce Banner ""Hulk""",Hulk (Ang Lee),INTP,5 Pdb Votes
672,David Holzman,David Holzman's Diary (1967 film),INTP,4 Pdb Votes
673,Georgi,Orgazmo (1997),INTP,12 Pdb Votes
674,Boo,The Snurks,INTP,4 Pdb Votes
675,Fran,Strictly Ballroom (1992),INTP,10 Pdb Votes
676,Deaf,Exam (2009),INTP,7 Pdb Votes
677,Whitehead,A Field in England,INTP,5 Pdb Votes
678,"Dennis ""Spider"" Cleg",Spider (2002 film),INTP,2 Pdb Votes
679,Charles Dodgson (Lewis Carroll) ,Dreamchild (1985 film),INTP,5 Pdb Votes
680,Oliver Raccoon,The Great Wolf Pack: A Call to Adventure,INTP,13 Pdb Votes
681,Dr. Josef Mengele,The Boys from Brazil (1978),INTP,3 Pdb Votes
682,Ralph,Romancing the Stone (1984),ENTP,3 Pdb Votes
683,Alchemist,Mad god,XXXX,1 Pdb Vote
684,Sailback Sharptooth,The Land Before Time (1988),XXXX,6 Pdb Votes
685,Swimming Sharptooth (Pliosaur),The Land Before Time (1988),XXXX,17 Pdb Votes
686,Heilang,Kung Fu Panda (Franchise),XXXX,2 Pdb Votes
687,The Doctor,Moulin Rouge (2001),INTP,10 Pdb Votes
688,Max,The Incredible Two Headed Transplant (1971),INTP,3 Pdb Votes
689,Professor Bedlam,My Super Ex Girlfriend (2006),XXXX,2 Pdb Votes
690,Pietro Zinni,Smetto quando voglio (I can quit whenever I want),XXXX,1 Pdb Vote
691,Jack Downey,Get a Clue,INTP,5 Pdb Votes
692,Jude,Seven in Heaven (2018),INTP,1 Pdb Vote
693,Alma,Pillow Talk (1959),XXXX,1 Pdb Vote
694,Peter Miller,Dressed to kill (1980),INTP,27 Pdb Votes
695,Erik ,Slim Susie (Smala Sussie),ENTP,13 Pdb Votes
696,Kenny Hampson,Terror Train (1980),XXXX,1 Pdb Vote
697,Eric,Evil Dead Series,INTP,0
698,Ilya Setevoy,Brat / Brother (1997),INTP,0
699,Sir Francis Walshigham,Bill(2015),XXXX,0
700,Albert Stark,A Million Ways To Die in The West,INTP,14 Pdb Votes
701,Professor Mactilburgh,The Fifth Element (1997),INTP,2 Pdb Votes
702,Kao,Fast & Feel Love,INTP,9 Pdb Votes
703,Denis Cooverman,"I Love You, Beth Cooper",INTP,22 Pdb Votes
704,Jang Ki Baek (Juror#6),Juror 8,INTP,1 Pdb Vote
705,Nemo's Father,Mr. Nobody (2009),INTP,9 Pdb Votes
706,Do Contra,Turma da Mônica,INTP,59 Pdb Votes
707,Alexandra,They/Them,INTP,25 Pdb Votes
708,Pedro ,Rapture / Arrebato (1979),INTP,5 Pdb Votes
709,Jake Devlin,Fred 2: Night of the Living Fred,XXXX,6 Pdb Votes
710,Ava,Aminimigos,INTP,2 Pdb Votes
711,A-Spen,Z-O-M-B-I-E-S (2018),INTP,21 Pdb Votes
712,Indigo Lightsaber,Star Wars: Lightsabers,INTP,17 Pdb Votes
713,Car Wash Clerk #2,Fred: The Movie,INTP,4 Pdb Votes
714,Rappertunie,Star Wars,INTP,8 Pdb Votes
715,Wissenschaftler,Captain Pineapple,INTP,3 Pdb Votes
716,Rhoda Williams,Another Earth,INTP,7 Pdb Votes
717,Robotic Dog,UglyDolls,INTP,2 Pdb Votes
718,Taylor,Boy with bad luck,INTP,7 Pdb Votes
719,Tony Ravello,Diary of the dead,INTP,1 Pdb Vote
720,Jason Creed,Diary of the dead,INTP,1 Pdb Vote
721,Shenron,"Dragon Ball: Fight Son Goku, Win Son Goku",INTP,4 Pdb Votes
722,Oolong,"Dragon Ball: Fight Son Goku, Win Son Goku",INTP,4 Pdb Votes
723,"Henry ""Hank"" Giles",Toy soldiers,INTP,1 Pdb Vote
724,Tom Bowen,Non-Stop (2014),INTP,16 Pdb Votes
725,Lloyd,After Hours (1985),INTP,6 Pdb Votes
726,Uncle Pete,Soul Food,INTP,2 Pdb Votes
727,Tew Thonghom,Ed.so family,INTP,18 Pdb Votes
728,Timlin,Crimes of the Future (2022),INTP,11 Pdb Votes
729,Ramtin,The Wedlock 2014,INTP,3 Pdb Votes
730,Officer Chris,Auralnauts Star Wars Cannon,INTP,8 Pdb Votes
731,"Malik ""Cap""",Spycies,INTP,7 Pdb Votes
732,Bill Gates,Pirates of Silicon Valley (1999),INTP,4 Pdb Votes
733,Jin-Seok,Emergency Declaration (2022),INTP,27 Pdb Votes
734,Roberto Canessa,Alive (1993),INTP,4 Pdb Votes
735,Laser Moon,Auralnauts Star Wars Cannon,INTP,4 Pdb Votes
736,"""Fartoo"" D2",Auralnauts Star Wars Cannon,INTP,6 Pdb Votes
737,Bernie Ornstein,The Ninth Gate (1999),INTP,9 Pdb Votes
738,"Benjamin ""Ben"" Jabituya Jahveri",Short Circuit (1986),INTP,15 Pdb Votes
739,Rick Smolan,Tracks (2013),XXXX,1 Pdb Vote
740,Cat zim,Funhouse,INTP,15 Pdb Votes
741,Yellow Lightsaber,Star Wars: Lightsabers,INTP,22 Pdb Votes
742,Shiini ,oresama (2004 movie),INTP,5 Pdb Votes
743,Weihnachtsmann,Captain Pineapple,INTP,6 Pdb Votes
744,Griffin Stagg,The Black Phone,INTP,24 Pdb Votes
745,Mark,Spiderhead (2022),INTP,5 Pdb Votes
746,Tron: Legacy (2010),Tron: Legacy (2010),INTP,9 Pdb Votes
747,Roosevelt,Fun Size,INTP,2 Pdb Votes
748,Harper,Not Okay (2022),INTP,28 Pdb Votes
749,Lola,Cha Cha Real Smooth,INTP,8 Pdb Votes
750,Hu Li,Rush Hour (Franchise),INTP,31 Pdb Votes
751,Andrew,The Binge,INTP,3 Pdb Votes
752,Cobb,Girl vs. Monster(2012),INTP,1 Pdb Vote
753,Estha,Three Months,INTP,5 Pdb Votes
754,Professor Dobraniecki,Znachor (1982),XXXX,1 Pdb Vote
755,Hollywood Fish,Chicken Little (2005),INTP,7 Pdb Votes
756,Habibie,Habibie & Ainun 3 (2019),XXXX,4 Pdb Votes
757,Max,Fire Island (2022),INTP,7 Pdb Votes
758,Doctor Berger,Ordinary People (1980),INTP,12 Pdb Votes
759,Sheila Kopecky,A Nightmare on Elm Street (Franchise),INTP,10 Pdb Votes
760,Dr. Volumnia Gaul,The Ballad of Songbirds and Snakes (2023),INTP,112 Pdb Votes
761,Chief Inspector Walter Uhl,The Illusionist,INTP,19 Pdb Votes
762,Countess Elliston,High School Musical (Film Trilogy),INTP,7 Pdb Votes
763,Иван ,Курьер(1986),INTP,48 Pdb Votes
764,Fuerte,Kidnapped (Secuestrados),INTP,2 Pdb Votes
765,Fizzle Bomber,Predestination,INTP,9 Pdb Votes
766,Pultu Mehra,Dil Dhadakne Do,INTP,5 Pdb Votes
767,James,Broadcast Signal Intrusion (2021),INTP,7 Pdb Votes
768,Gary Rohmer,Fear (1996),INTP,9 Pdb Votes
769,The historian,Monty Python and the Holy Grail (1975),INTP,1 Pdb Vote
770,Loic,Conte d'hiver (A Tale of Winter),INTP,16 Pdb Votes
771,Jane,Big Eyes (2014),INTP,26 Pdb Votes
772,Girl,The Witch: Part 2. The Other One,INTP,22 Pdb Votes
773,Cal Zapata,Battleship (2012),INTP,40 Pdb Votes
774,Alt Girl,Turning Red (2022),INTP,7 Pdb Votes
775,Vseslava (Всеслава),The Adventure of Alyonushka And Yerema,INTP,13 Pdb Votes
776,The Kowalski Family Baker,Bruce Almighty (2003),INTP,3 Pdb Votes
777,Evette,Boss Baby (Franchise),INTP,4 Pdb Votes
778,District Manager,Everything Everywhere All At Once,INTP,66 Pdb Votes
779,Chad,Everything Everywhere All At Once,INTP,6 Pdb Votes
780,Charles Cholmondeley,Operation Mincemeat,INTP,1 Pdb Vote
781,Emma Sharp,Man of the House,INTP,33 Pdb Votes
782,Rick,Happily N'Ever After,INTP,23 Pdb Votes
783,He-witch,The Northman (2022),INTP,5 Pdb Votes
784,"Doctor Vincent ""Vegas Vinnie"" Whiskers",Cool World (1992),INTP,8 Pdb Votes
785,Nolan,Shortcut (2020),INTP,34 Pdb Votes
786,G. One,Ra.One (2011),INTP,2 Pdb Votes
787,Muthu Shanmugaratnam,Ah boys to men,INTP,12 Pdb Votes
788,Sam,Sleeping With Other People (2015),INTP,18 Pdb Votes
