,char,movie,mbti,votes
806,Paul Gaspar,Flesh and Fantasy (1943),ISTP,2 Pdb Votes
807,Linda,Days of Heaven,XXXX,1 Pdb Vote
808,Howard Anderson,Legion (2010),XXXX,1 Pdb Vote
809,Matt Calder,River of No Return (1954),ISTP,2 Pdb Votes
810,JJ,Operation Fortune: Ruse de guerre (2023),ISTP,3 Pdb Votes
811,Orson Fortune,Operation Fortune: Ruse de guerre (2023),XXXX,5 Pdb Votes
812,Rhinox,Transformers: Rise of the Beasts,ISTP,2 Pdb Votes
813, Rachel Wagner,Disturbing Behavior,ISTP,4 Pdb Votes
814,Fabrício,"Saneamento Básico, o Filme",ISTP,5 Pdb Votes
815,Mike Connor,High Society (1956),XXXX,1 Pdb Vote
816,John Tate,Halloween H20,ISTP,2 Pdb Votes
817,Dave Bannion ,The Big Heat (1953),XXXX,1 Pdb Vote
818,Nino Scordia,Malèna,XXXX,3 Pdb Votes
819,Tim,The Smudger Movie (2021),XXXX,1 Pdb Vote
820,Chip,Trick r Treat (2007),INTP,1 Pdb Vote
821,Dr. Ravic ,Arch of Triumph (1948),ISTP,5 Pdb Votes
822," ""Rocks"" Valentine",The Amazing Dr. Clitterhouse (1938),XXXX,1 Pdb Vote
823,Ken Wilocek,The Men (1950),ISTP,2 Pdb Votes
824,Pat Rafferty ,The Valley of Decision (1945),XXXX,6 Pdb Votes
825,Patch Gallagher,Dancing Lady (1933),XXXX,9 Pdb Votes
826,Raj,Dilwale (2015),ISTP,2 Pdb Votes
827,Philip Shayne,That Touch of Mink (1962),ISTP,5 Pdb Votes
828,Demetrius,The Robe (1953),XXXX,25 Pdb Votes
829,Fury,Tinker Bell (2008),ISTP,1 Pdb Vote
830,Aatami,Sisu,ISTP,18 Pdb Votes
831,Victor Marswell,Mogambo (1953),XXXX,12 Pdb Votes
832,Bernie Dodd,The Country Girl (1954),ISTP,1 Pdb Vote
833,Wally Cook,Nothing Sacred (1937),XXXX,1 Pdb Vote
834,Holly Martins,The Third Man,ISTP,1 Pdb Vote
835,Jim Reardon ,The Killers (1946),ISTP,1 Pdb Vote
836,Duke of Gloucester,Henry V (1944),XXXX,1 Pdb Vote
837,Sam Craig ,Woman of the Year (1942),XXXX,1 Pdb Vote
838,George Hally ,The Roaring Twenties (1939),XXXX,9 Pdb Votes
839,Piper,Afterlife of the party,XXXX,5 Pdb Votes
840,Gaston Monescu,Trouble in Paradise (1932),XXXX,1 Pdb Vote
841,Charles Delacro,The Grass is Greener (1960),XXXX,2 Pdb Votes
842,Philip Adams,Indiscreet (1958),ISTP,4 Pdb Votes
843,Chris Christofferson,Anna Christie (1930),XXXX,31 Pdb Votes
844,Michael O'Leary ,Dark Victory (1939),ISFP,4 Pdb Votes
845,Abel Magwitch,Great Expectations (1946),XXXX,1 Pdb Vote
846,Prisoner KSC2-303,Versus,ISTP,4 Pdb Votes
847,Bozkır,Şevkat Yerimdar,XXXX,4 Pdb Votes
848,Kang Yeong Shik,Remember (2022),ISTP,1 Pdb Vote
849,גדליה (Gedalia),צ'רלי וחצי | Charlie and a Half (1974),XXXX,6 Pdb Votes
850,Lord MacGuffin,Brave (2012),XXXX,3 Pdb Votes
851,Max Payne,Max Payne (2008),XXXX,13 Pdb Votes
852,Qeysar ,Qeysar (1969),ISTP,3 Pdb Votes
853,Bobby,Dancing at the Blue Iguana (2000),XXXX,2 Pdb Votes
854,English Cabbie,Ghosted (2023),XXXX,62 Pdb Votes
855,God,Ghosted (2023),ISTP,6 Pdb Votes
856,Sadie Rhodes,Ghosted (2023),ISTP,1 Pdb Vote
857,Lauren,Girl Fight (2011),ISTP,3 Pdb Votes
858,Roman Almazov,Shirli-myrli,ENTP,43 Pdb Votes
859,Shiva,Kushi (2000),ISTP,68 Pdb Votes
860,Antônio das Mortes,O Dragão da Maldade Contra o Santo Guerreiro,ISTP,5 Pdb Votes
861,Joseph,Tyrannosaur (2011 film),XXXX,1 Pdb Vote
862,Antônio das Mortes,Deus e o Diabo na Terra do Sol (1964),ISTP,2 Pdb Votes
863,Desmond / Berthold,The Adventures of Baron Munchausen (1988),XXXX,1 Pdb Vote
864,Tom,Finestkind (2023),XXXX,7 Pdb Votes
865,Becky O'Shea,Little Giants (1994),XXXX,20 Pdb Votes
866,Isabelle,Spanish Apartment / Russian Dolls,ISTP,6 Pdb Votes
867,Blue Shell Koopa,The Super Mario Bros. Movie (2023),ISTP,3 Pdb Votes
868,Cabra,O Auto da Compadecida (2000),ISTP,1 Pdb Vote
869,serkan,aaahh belinda,XXXX,3 Pdb Votes
870,Adam,The Adventures Of Mark Twain,ISTP,11 Pdb Votes
871,Augie Steenbeck,Asteroid City,ISTP,14 Pdb Votes
872,Midge Campbell,Asteroid City,ISTP,3 Pdb Votes
873,Devastator,Transformers (Bayverse),ISTP,4 Pdb Votes
874,El Scorpio,Predator,XXXX,11 Pdb Votes
875,Roy Collins,Cake (2014),ESTP,2 Pdb Votes
876,General Mono,TMNT (2007),XXXX,1 Pdb Vote
877,Doctor Van Helsing,Horror of Dracula (1958),ISTP,1 Pdb Vote
878,Scar,Alien vs. Predator (Franchise),ISTP,11 Pdb Votes
879,Maraš,South Wind (Južni vetar),ISTP,3 Pdb Votes
880,Beck,The Rundown (2003),ISTP,4 Pdb Votes
881,One-Eye,Valhalla Rising (2009),ISTP,1 Pdb Vote
882,"Bodri György ""Gyuri""",A mi kis falunk,ISTP,8 Pdb Votes
883,Genghis Frog,Teenage Mutant Ninja Turtles: Mutant Mayhem,ISTP,15 Pdb Votes
884,Ethan Campbell,The Tutor (2023),ISTP,2 Pdb Votes
885,Thanh,Furies (2022),ISTP,4 Pdb Votes
886,Jean Cole,Boston Strangler,ISTP,0
887,Sub-Zero (1998),Mortal Kombat films,XXXX,0
888,Tahir (Tito),Tito (2004),ISTP,0
889,The old man (Mr Parker),The Phantom of the Open Hearth (1976),XXXX,0
890,The Driver,The Driver (1978),ISTP,0
891,Tom Doniphon,The Man Who Shot Liberty Valance,XXXX,0
892,Marcus Marakovich,Champions (2023),XXXX,0
893,Ripper,The Secret Life of Pets (2016),ISTP,0
894,Sally Hardesty (Olwen Fouéré portrayal),The Texas Chainsaw Massacre (Franchise),ISTP,0
895,Francesca,Letters to Juliet,XXXX,0
896,Sarah Connor (Emilia Clarke portrayal),Terminator,ISTP,0
897,Joey Moody,The belly of the whale,ISTP,0
898,Pieter Vorstedt,Lethal Weapon (Movie Series),ISTP,0
899,Jamukha,Mongol: The Rise to Power of Genghis Khan,XXXX,0
900,Jim Ogilvie,The Stepfather (1987),XXXX,1 Pdb Vote
901,Todd Grayland,The Stepfather (1987),XXXX,1 Pdb Vote
902,Shorty,The Land Before Time (1988),XXXX,1 Pdb Vote
903,Pearl,Payback (1999),XXXX,3 Pdb Votes
904,Daveed,Cocaine Bear (2023),ISTP,20 Pdb Votes
905,Jake ,Strange Way of Life (2023),ISTP,10 Pdb Votes
906,Kierra Reyes,Rebelle,ISTP,6 Pdb Votes
907,Maynard Conagher,EMESIS BLUE,ISTP,2 Pdb Votes
908,Zed Conagher,EMESIS BLUE,ISTP,5 Pdb Votes
909,The Unicorn,Die drei Räuber (2007),ISTP,10 Pdb Votes
910,The Coachman,Die drei Räuber (2007),ISTP,3 Pdb Votes
911,Ray,The bed you sleep in (1993 film),ISTP,2 Pdb Votes
912,Beth,The Son (2022),ISTP,4 Pdb Votes
913,“Detective” Abe Lincoln,Markiplier Cinematic Multiverse,ISTP,7 Pdb Votes
914,Jentorra,Ant-Man and the Wasp: Quantumania,ISTP,17 Pdb Votes
915,Inspector David Silverberg,Dobermann (1997),XXXX,1 Pdb Vote
916,Imogene,Paper Moon,XXXX,1 Pdb Vote
917,Léo,Close (2022),ISTP,27 Pdb Votes
918,Youichi Ryu (Playboy),Memories of Matsuko (2006),ISTP,3 Pdb Votes
919,Porter,Payback (1999),ISTP,6 Pdb Votes
920,Alice Ribbons,Home Alone 3 (1997),ISTP,2 Pdb Votes
921,Wrath,Shazam!,ISTP,3 Pdb Votes
922,Woolly Howl,How to Train Your Dragon (Franchise),XXXX,1 Pdb Vote
923,Hong Na-Ra ,30 Days (2023),XXXX,1 Pdb Vote
924,Harry Flournoy,Glory Road,XXXX,1 Pdb Vote
925,Caroline Palmer,Shazam!,XXXX,3 Pdb Votes
926,Sword Stealer,How to Train Your Dragon (Franchise),XXXX,1 Pdb Vote
927,Sweet Death,How to Train Your Dragon (Franchise),XXXX,1 Pdb Vote
928,Dock worker,War of the Worlds (2005),XXXX,1 Pdb Vote
929,Alo,the big 4,XXXX,1 Pdb Vote
930,Mi-So,Soul Mate (2023),ISTP,77 Pdb Votes
931,Jansen (Scepter 1-5),SCP: Overlord,ISTP,13 Pdb Votes
932,Philip Marlowe,Marlowe (2022 film),ISTP,13 Pdb Votes
933,Lynsey,Causeway,ISTP,3 Pdb Votes
934,Adriana’s ghost(1700s),1700s ft,ISTP,6 Pdb Votes
935,Mo,You People (2023),ISTP,3 Pdb Votes
936,Piglet,TCU/Winnie-the-Pooh: Blood and Honey (Franchise),ISTP,4 Pdb Votes
937,Avatar Chud,Avatar (Franchise),ISTP,2 Pdb Votes
938,Vasiliy,Cheburashka (2023),ISTP,3 Pdb Votes
939,Anfisa,Devchata,ESFP,1 Pdb Vote
940,Ilya Kovrigin,Devchata,ISTP,4 Pdb Votes
941,Tiger,Ek Tha Tiger (2012-2023) [Movie Triology],ISTP,5 Pdb Votes
942,Liu Qi,The Wandering Earth,XXXX,6 Pdb Votes
943,Ji-Man,unlocked,ISTP,7 Pdb Votes
944,Beverly Katz,Manhunter (1986),XXXX,1 Pdb Vote
945,Trudi,Pulp Fiction (1994),ISTP,6 Pdb Votes
946,Danny Brackett,Scream (Franchise),ISTP,42 Pdb Votes
947,Master Zhang,Riki-Oh: The Story of Ricky,ISTP,9 Pdb Votes
948,Oliver,The Commuter (2018),ISFP,2 Pdb Votes
949,Jackson,The Commuter (2018),ISTP,2 Pdb Votes
950,Steven Gould,Saints and soldiers (2003),ISTP,1 Pdb Vote
951,Graves Baffert,Mr. Brooks (2007),XXXX,2 Pdb Votes
952,John Marshall,The Wolf of Snow Hollow,ISTP,8 Pdb Votes
953,FBI agent Dylan,The Commuter (2018),ISTP,2 Pdb Votes
954,Sebastiano Credici,I soliti idioti (2011),XXXX,1 Pdb Vote
955,Miss Kitty,Monkeybone (2001),ISTP,2 Pdb Votes
956,Patti Rasnick ,Light Of Day (1987),ISTP,4 Pdb Votes
957,Lt. Frederick Manion,Anatomy of a Murder,XXXX,1 Pdb Vote
958,Henry Kaneko-Bauer,Sort Of (2021),XXXX,2 Pdb Votes
959,Ian the Gator,The Princess and the Frog (2009),ISTP,4 Pdb Votes
960,Gina,Greenberg (2010),XXXX,4 Pdb Votes
961,Milan,windstorm,ISTP,3 Pdb Votes
962,Alfredo Díaz,Tiempo de Valientes (2005),ISTP,4 Pdb Votes
963,Константин Гром \ Konstantin Grom,Grom: Boyhood (Гром: Трудное детство),ISTP,31 Pdb Votes
964,Игорь Гром \ Igor Grom (young),Grom: Boyhood (Гром: Трудное детство),ISTP,10 Pdb Votes
965,Santana,Obrigado a Matar,ISTP,8 Pdb Votes
966,Ruby,Coonskin (1975),ISTP,3 Pdb Votes
967,Brother Rabbit,Coonskin (1975),XXXX,9 Pdb Votes
968,Berthaㅤ,Fred 2: Night of the Living Fred,ISTP,5 Pdb Votes
969,Lyra,Deleter,XXXX,14 Pdb Votes
970,Sina,Bi gonah (2022),ISTP,5 Pdb Votes
971,Andrew,Knock at the Cabin,ISTP,66 Pdb Votes
972,Robert Melrose,Mother's Milk (2011 film),ISTP,2 Pdb Votes
973,Maxmilián,Anděl Páně (2005),ISTP,4 Pdb Votes
974,The Killer,Cerdita (Piggy),ISTP,2 Pdb Votes
975,Master Chief 'Jack' Urgayle,G.I. Jane (1997),XXXX,1 Pdb Vote
976,Darktan,The Amazing Maurice (2022),ISTP,2 Pdb Votes
977,Park Dae Sik,The Point Men (2023),XXXX,4 Pdb Votes
978,Kaïrat Mahmetov,Kaïrat,ISTP,1 Pdb Vote
979,Anders Hill,The Land of Steady Habits (2018),ISTP,6 Pdb Votes
980,Devilish Dervish,How to Train Your Dragon (Franchise),XXXX,2 Pdb Votes
981,Moro,The Needle (Игла),XXXX,22 Pdb Votes
982,Leopard Seal,The Pebble and the Penguin (1995),ISTP,1 Pdb Vote
983,Sergei Kravinoff / Kraven,Kraven the Hunter (2024),ISTP,2 Pdb Votes
984,Jay,Rialto (2019),XXXX,3 Pdb Votes
985,Delgado,Bevery Hills Chihuahua 2,XXXX,2 Pdb Votes
986,Clay Calloway,Sing 2 (Franchises),ISTP,1 Pdb Vote
987,Nakagoshi,High and Low,ISTP,1 Pdb Vote
988,Hong Suyeon,A Million(2009),XXXX,7 Pdb Votes
989,Sandy Mason,The Tribes Of Palos Verdes (2017),ISTP,1 Pdb Vote
990,Captain Kristoffer Holm,Troll (2022),ISTP,2 Pdb Votes
991,Kim Jae-myung,Master 2016,XXXX,3 Pdb Votes
992,Roxanne Martel,Hollywood Stargirl,XXXX,3 Pdb Votes
993,Somayeh,Holy Spider (2022),ISTP,4 Pdb Votes
994,Maureen Epps,Ghost ship,ISTP,9 Pdb Votes
995,Valery Michailov,Goncharov (1973),ISTP,1 Pdb Vote
996,Miran,Rheingold (2022),ISTP,7 Pdb Votes
997,Bullseye,V for Vengeance (2022),ISTP,0
998,Matagots,Fantastic Beasts,XXXX,0
999,Nundu,Fantastic Beasts,ISTP,0
1000,Gabriel O'Malley,The Kitchen (2019),ISTP,8 Pdb Votes
1001,Claire Walsh,The Kitchen (2019),ISTP,9 Pdb Votes
1002,Lycanwing,How to Train Your Dragon (Franchise),XXXX,1 Pdb Vote
1003,Silkspanner,How to Train Your Dragon (Franchise),ISTP,3 Pdb Votes
1004,Sandbuster,How to Train Your Dragon (Franchise),ISTP,1 Pdb Vote
1005,Armorwing,How to Train Your Dragon (Franchise),XXXX,1 Pdb Vote
1006,Submaripper,How to Train Your Dragon (Franchise),XXXX,4 Pdb Votes
1007,Thornridge,How to Train Your Dragon (Franchise),XXXX,1 Pdb Vote
1008,Grim Gnasher,How to Train Your Dragon (Franchise),ISTP,8 Pdb Votes
1009,Sharp Class,How to Train Your Dragon (Franchise),ISTP,2 Pdb Votes
1010,Hotburple,How to Train Your Dragon (Franchise),ISTP,2 Pdb Votes
1011,Whispering Death,How to Train Your Dragon (Franchise),ISTP,2 Pdb Votes
1012,Deathgripper,How to Train Your Dragon (Franchise),ISTP,10 Pdb Votes
1013,Triple Stryke,How to Train Your Dragon (Franchise),XXXX,12 Pdb Votes
1014,Strike Class,How to Train Your Dragon (Franchise),XXXX,11 Pdb Votes
1015,Thornado,How to Train Your Dragon (Franchise),ISTP,2 Pdb Votes
1016,Linda,The Man From Earth,ISTP,1 Pdb Vote
1017,Hank,Midnight (1982),XXXX,6 Pdb Votes
1018,Zugor,Tarzan (1999),ISTP,14 Pdb Votes
1019,Koehler,Pirates of the Caribbean,ISTP,21 Pdb Votes
1020,Birju Yadav,Mother India,ISTP,1 Pdb Vote
1021,Oliver Mellors,Lady Chatterley's Lover (2022),ISTP,33 Pdb Votes
1022,Meh Gene,The Emoji Movie (2017),ISTP,2 Pdb Votes
1023,Bang Ui-gang,The Killer: A Girl Who Deserves to Die,ISTP,4 Pdb Votes
1024,Frank,Barbarian (2022),ISTP,28 Pdb Votes
1025,Gerry M.,Gerry (2002),ISTP,4 Pdb Votes
1026,Wilbur Tennant,Dark Waters (2019),ISTP,2 Pdb Votes
1027,Mae Izley,Enola Holmes (2020),ISTP,18 Pdb Votes
1028,Anton,Nochnoy Dozor (2004),ISTP,3 Pdb Votes
1029,John Goodfellow,Big Jake (1971),ISTP,1 Pdb Vote
1030,James Harper,The Contractor (2022),XXXX,2 Pdb Votes
1031,Bulla,KANTARA,ISTP,10 Pdb Votes
1032,Latino Baby,Sexta Feira 12 (2022),ISTP,6 Pdb Votes
1033,Vakula,The Night Before Christmas,ISTP,1 Pdb Vote
1034,Ray,Significant Other (2022),XXXX,8 Pdb Votes
1035,Chatterer,Hellraiser,ISTP,2 Pdb Votes
1036,Molly,Romance at Reindeer Lodge (2017),ISTP,45 Pdb Votes
1037,"Stanislaus ""Kat"" Katczinsky",All Quiet on the Western Front (2022),ISTP,2 Pdb Votes
1038,Milan Tanović,"Pretty Village, Pretty Flame (1996)",ISTP,2 Pdb Votes
1039,Isabel,"Argentina, 1985",ISTP,1 Pdb Vote
1040,White Tiger,Kung Fu Panda (Franchise),ISTP,3 Pdb Votes
1041,Bertram Grover Weeks,The Sandlot (1993),ISTP,8 Pdb Votes
1042,Fuzzbert,Trolls (2016),ISTP,7 Pdb Votes
1043,Sherlock Holmes,The Seven-Per-Cent Solution (1978 film),ISTP,1 Pdb Vote
1044,Chris Lang,"Tomorrow, When the War Began",ISTP,10 Pdb Votes
1045,Sienna Shaw,Terrifier 2,ISTP,11 Pdb Votes
1046,Khun Phan,Khun Phan,ISTP,2 Pdb Votes
1047,Eddie Caputo,Child's Play (1988),ISTP,8 Pdb Votes
1048,JM,Califórnia,ISTP,5 Pdb Votes
1049,The Geek,Geek Assassin (2013),ISTP,9 Pdb Votes
1050,Sachiko Komoda,The Black House (1999),ISTP,1 Pdb Vote
1051,Diederik-Jan,De Film Van Dylan Haegens,XXXX,3 Pdb Votes
1052,Clyde (Experiment 350),Lilo & Stitch (Franchise),ISTP,9 Pdb Votes
1053,Guaxinim ,Minecraft: FUGA IMPOSSÍVEL - O FILME,ISTP,2 Pdb Votes
1054,Wendy,Purple Rain (1984),ISTP,7 Pdb Votes
1055,Toji,Peach Girl (2017),XXXX,6 Pdb Votes
1056,Vanessa,Expelled (2014),ISTP,1 Pdb Vote
1057,Carter,Stay the Night (2022),ISTP,2 Pdb Votes
1058,Cili the cat,"Vili, a veréb (Willy the Sparrow)",XXXX,7 Pdb Votes
1059,Prince Uncouthma,Aladdin (1992),ISTP,2 Pdb Votes
1060,Broccoli,Slappy and the Stinkers,ISTP,2 Pdb Votes
1061,Rafa Herrera,Perdiendo el Norte (2015),ISTP,18 Pdb Votes
1062,Braulio Huete Jimeno,Perdiendo el Norte (2015),ISTP,7 Pdb Votes
1063,Trevor,Hellraiser (2022),ISTP,2 Pdb Votes
1064,Sherlock Holmes,Murder by decree (1979 film),XXXX,8 Pdb Votes
1065,Shyam Saxena,Guru 2007,ISTP,2 Pdb Votes
1066,Simon,Dinner in America,ISTP,2 Pdb Votes
1067,Justin Playfair (Sherlock Holmes),They might be giants (1971 film),ISTP,3 Pdb Votes
1068,Sherlock Holmes,Sherlock Holmes case of the silk stocking (film),ISTP,2 Pdb Votes
1069,Sherlock Holmes,The Private Life Of Sherlock Holmes (1970 film),ISTP,5 Pdb Votes
1070,Ian,Airheads (1994),ISTP,2 Pdb Votes
1071,Száva Zsolt,The Informant (A Besúgó),ISTP,1 Pdb Vote
1072,"Maureen ""Momo"" Haines",All I Wanna Do (1998),ISTP,18 Pdb Votes
1073,Phil,Session 9 (2001 film),XXXX,9 Pdb Votes
1074,Lou Adell,Lou (2022),ISTP,8 Pdb Votes
1075,Manabu Hayase,Another Heaven,ISTP,5 Pdb Votes
1076,Charlie “Cass” Chaplin Jr.,Blonde (2022),ISTP,2 Pdb Votes
1077,Doğu,Ramo (2020),XXXX,8 Pdb Votes
1078,Saffi,Orgazmo (1997),XXXX,5 Pdb Votes
1079,Zośka,Planeta Singli,ISTP,8 Pdb Votes
1080,Galger,The Snurks,ESTP,4 Pdb Votes
1081,Ronna,Go (1999),ISTP,15 Pdb Votes
1082,Sivasamy,Asuran,ISTP,3 Pdb Votes
1083,Zoe Hull,Run Hide Fight,ISTP,1 Pdb Vote
1084,Shego,Kim Possible (2019),ISTP,6 Pdb Votes
1085,"Ray Brooks / Peter ""Pete"" Trevelyan",Una (2016),XXXX,4 Pdb Votes
1086,"A.J. ""Stoney"" Stoneman",Wooly Boys (2001),ISTP,4 Pdb Votes
1087,Nora O’Malley,The Girls I've Been,ISTP,1 Pdb Vote
1088,Lee,Bones & All (2022),ISTP,46 Pdb Votes
1089,shruti,Student Of The Year,XXXX,6 Pdb Votes
1090,Spirit of the West,Rango,ISTP,50 Pdb Votes
1091,Silas,Slow West (2015),ISTP,19 Pdb Votes
1092,Allegra,Do Revenge (2022),ISTP,41 Pdb Votes
1093,Val,On The Count Of Three (2021),ISTP,1 Pdb Vote
1094,Lady Fay Zhu,Babylon,ISTP,3 Pdb Votes
1095,Henry Norcross,Amsterdam (2022),XXXX,8 Pdb Votes
1096,Amos,Scooby Abracadabra doo!,ISTP,1 Pdb Vote
1097,Tall French Man,Sherlock Holmes,ISTP,0
1098,Yetta,Murder by Death (1976),ISTP,0
1099,Chris,The Last Kiss (2006),XXXX,0
1100,Gertrude,Mailboxes (2019),ISTP,1 Pdb Vote
1101,Borek,Laskar Pelangi (The Rainbow Troops),ISTP,2 Pdb Votes
1102,Caesonia,Caligula (1979),ISTP,5 Pdb Votes
1103,Assassin number 2,Mad god,ISTP,14 Pdb Votes
1104,Assassin ,Mad god,ISTP,19 Pdb Votes
1105,Isla,The Holy Mountain (1973),ISTP,3 Pdb Votes
1106,Crow,Fritz The Cat,ISTP,15 Pdb Votes
1107,Anna,Saw Series (2004),ISTP,23 Pdb Votes
1108,Boris,Barbie Mariposa,ISTP,2 Pdb Votes
1109,Mountain Sharptooth,The Land Before Time (1988),XXXX,2 Pdb Votes
1110,Allosaurus,The Land Before Time (1988),XXXX,2 Pdb Votes
1111,Gregg Savitt,Mommie Dearest (1981),ISTP,1 Pdb Vote
1112,Joe Smith ,Samaritan (2022),ISTP,28 Pdb Votes
1113,Beardo,Diary of a Wimpy Kid: The Long Haul,XXXX,1 Pdb Vote
1114,Matahi,Pacifiction (2022),ISTP,3 Pdb Votes
1115,Pete Dunleavy,Spiral : From The Book Of Saw,ISTP,4 Pdb Votes
1116,Vincent Cappadora,The Deep End Of The Ocean,ISTP,3 Pdb Votes
1117,Chief Sitting Bull,Annie Get Your Gun (1950),ISTP,4 Pdb Votes
1118,Fred Derry,The Best Years of Our Lives (1946),XXXX,1 Pdb Vote
1119,Estelle,Nobody's Baby (2001),ISTP,8 Pdb Votes
1120,Thomas Craven,Edge of Darkness,ISTP,2 Pdb Votes
1121,"Claudio Felici - ""Er Murena"" (""Da"" Moray Eel)",Smetto quando voglio (I can quit whenever I want),ISTP,6 Pdb Votes
1122,Mahir (Tenet),Tenet (2020),ISTP,8 Pdb Votes
1123,Idella,Driving Miss Daisy (1989),ISTP,1 Pdb Vote
1124,Maj. Frank McCloud,Key Largo (1948),ISTP,4 Pdb Votes
1125,Homer Smith,Lilies of the Field (1963),XXXX,2 Pdb Votes
1126,Sgt. John M. Stryker,Sands of Iwo Jima (1949),ESTJ,1 Pdb Vote
1127,Kent,Seven in Heaven (2018),ISTJ,1 Pdb Vote
1128,Mr. Fitzpatrick,Tom Jones (1963),XXXX,1 Pdb Vote
1129,Black George,Tom Jones (1963),ISTP,1 Pdb Vote
1130,Mike Nazarian,Day Shift (2022),XXXX,7 Pdb Votes
1131,Mr. K,INLAND EMPIRE (2006),ISTP,6 Pdb Votes
1132,Jack,INLAND EMPIRE (2006),ISTP,16 Pdb Votes
1133,Tore Tumör,Slim Susie (Smala Sussie),XXXX,11 Pdb Votes
1134,William Bandy,There Will Be Blood (2007),ISTP,1 Pdb Vote
1135,Heather,Day Shift (2022),ISTP,8 Pdb Votes
1136,Big John Elliott,Day Shift (2022),ISTP,30 Pdb Votes
1137,Härski Hartikainen,Uuno Turhapuro,ISTP,2 Pdb Votes
1138,Tector Gorch,The Wild Bunch,XXXX,5 Pdb Votes
1139,Commandant Pat Quinlan,The Siege of Jadotville (2016),ISTP,13 Pdb Votes
1140,Carissa Jones,Do Revenge (2022),ISTP,12 Pdb Votes
1141,Gio,The Birthday Cake (2021),ISFP,67 Pdb Votes
1142,Major,Cinderella (1950),XXXX,1 Pdb Vote
1143,Tari,Satan's Slaves (Franchise),ISTP,2 Pdb Votes
1144,Philippe Roaché,Godzilla (1998),ISTP,2 Pdb Votes
1145,Santa Claus / Nikamund Red,Violent Night,ISTP,5 Pdb Votes
1146,Bob Dace,Giant (1956),XXXX,13 Pdb Votes
1147,Marvin Rose,Honor Society (2022),ISTP,13 Pdb Votes
1148,Anna,The Golden Glove (2019),XXXX,2 Pdb Votes
1149,Jack Driscoll,King Kong (1933),ISTP,7 Pdb Votes
1150,Zombies,Night of the Living Dead (1968),ISTP,2 Pdb Votes
1151,The Blob,The Blob (1958),ISTP,4 Pdb Votes
1152,Kalina Oretzia,Thirteen Ghosts (2001),ISTP,1 Pdb Vote
1153,Kookkik Suwapit,Ed.so family,ISTP,6 Pdb Votes
1154,Bruno,Nightmare Alley (2021),ISTP,6 Pdb Votes
1155,Mackan,Vi är bäst! (2013),ISTP,18 Pdb Votes
1156,David Thomas,Gridiron Gang (2006),ISTP,1 Pdb Vote
1157,Ehsan,Dance With Me (2019),ISTP,10 Pdb Votes
1158,Andrew Kaulder,Monsters (2010),ISTP,8 Pdb Votes
1159,David,Saw Series (2004),ISTP,5 Pdb Votes
1160,Jung Ha Na,Carter (2022),XXXX,8 Pdb Votes
1161,Pick up driver,The Texas Chainsaw Massacre (Franchise),ISTP,7 Pdb Votes
1162,Veronica,They/Them,ISTP,4 Pdb Votes
1163,Spoon,Fred 3: Camp Fred,ISTP,16 Pdb Votes
1164,Jay Wheeler,Barefoot (2014),ISTP,2 Pdb Votes
1165,Ming,Incantation (2022),XXXX,37 Pdb Votes
1166,Tom,Quién puede matar a un niño / Who Can Kill a Child,ISTP,4 Pdb Votes
1167,Jimbo,Paws Of Fury: The Legend Of Hank,ISTP,5 Pdb Votes
1168,Detective Jo Han Kyung,1987: when the day comes (2017),ISTP,21 Pdb Votes
1169,Jaime Buckley,You Can Live Forever (2022),ISTP,4 Pdb Votes
1170,Pit Droid,Star Wars,ISTP,6 Pdb Votes
1171,Yellow-Green Lightsaber,Star Wars: Lightsabers,ISTP,1 Pdb Vote
1172,Purple Lightsaber,Star Wars: Lightsabers,ISTP,12 Pdb Votes
1173,Derf,Fred: The Movie,ISTP,19 Pdb Votes
1174,Shukichi Somiya,"Late Spring, 晩春 (1949)",ISTP,1 Pdb Vote
1175,Yong Bee,One Way Trip,ISTP,4 Pdb Votes
1176,Lizard Leader,Fritz The Cat,ISTP,11 Pdb Votes
1177,Blue,Fritz The Cat,ISTP,4 Pdb Votes
1178,Yeon Hee,6/45,ENTJ,7 Pdb Votes
1179,Ted Ray,The Greatest Game Ever Played (2005),ISTP,26 Pdb Votes
1180,Caíto,My Best Friend (Mi mejor amigo),ISTP,1 Pdb Vote
1181,Murasaki,"Dragon Ball: Fight Son Goku, Win Son Goku",ISTP,3 Pdb Votes
1182,Knighty Knight,Willy's Wonderland (2021),ISTP,15 Pdb Votes
1183,Bill Marks,Non-Stop (2014),ISTP,4 Pdb Votes
1184,Samurai,The Conjuring,ISTP,3 Pdb Votes
1185,Tobin Keller,The interpreter,ISTP,5 Pdb Votes
1186,Master Croc,Kung Fu Panda (Franchise),ISTP,11 Pdb Votes
1187,Bernadine,The Trial of the Chicago 7 (2020),ISTP,8 Pdb Votes
1188,Lem,Soul Food,ISTP,5 Pdb Votes
1189,Yuri,Leaving Las Vegas (1995),ISTP,1 Pdb Vote
1190,Tomoyo Shiino,My Broken Mariko [ live-action ],ISTP,26 Pdb Votes
1191,Romi,Hanna (2011),ISTP,3 Pdb Votes
1192,Yang Yi / Yang Si Huo,Just For Meeting You,ISTP,2 Pdb Votes
1193,Antonio 'Tintín' Vizintín,Alive (1993),ISTP,3 Pdb Votes
1194,Sagami Dan,Kimi no Hana ni Naru (I will be your bloom),ISTP,10 Pdb Votes
