,char,movie,mbti,votes
1015,Isabella Linton,Wuthering Heights (1939),XXXX,10 Pdb Votes
1016,Catherine Earnshaw ,Wuthering Heights (1939),ESFP,2 Pdb Votes
1017,Susan Paine,Mr. Smith Goes to Washington (1939),XXXX,3 Pdb Votes
1018,Vi,Grease (1978),XXXX,2 Pdb Votes
1019,Tezene,Şevkat Yerimdar,ESFP,6 Pdb Votes
1020,Miço,Şevkat Yerimdar,ESFP,1 Pdb Vote
1021,Arşimed Kazım,Şevkat Yerimdar,ESFP,2 Pdb Votes
1022,Selami,Şevkat Yerimdar,ESFP,1 Pdb Vote
1023,In Gyu,Remember (2022),ESFP,1 Pdb Vote
1024,Donna Gardner,Poltergeist (1982),XXXX,2 Pdb Votes
1025,Jéssica,Sonhos Roubados/Stolen Dreams (2010),ESFP,2 Pdb Votes
1026,גילה זהר (Gila Zohar),צ'רלי וחצי | Charlie and a Half (1974),XXXX,5 Pdb Votes
1027,Chaani,Mohenjo Daro (2016),XXXX,8 Pdb Votes
1028,Themberchaud,Dungeons & Dragons: Honor Among Thieves (2023),ESFP,1 Pdb Vote
1029,Gwinn,Dungeons & Dragons: Honor Among Thieves (2023),ESFP,7 Pdb Votes
1030,Marie Antoinette,Chevalier,XXXX,14 Pdb Votes
1031,Kim Hwan Dong,Dream,ESFP,3 Pdb Votes
1032,D'Artagnan,Les Trois Mousquetaires : D'Artagnan,ESFP,6 Pdb Votes
1033,Tom,Cry Wolf (2005),ESFP,3 Pdb Votes
1034,Ladan,World War III 2022 (جنگ جهانی سوّم),ESFP,3 Pdb Votes
1035,Yoo Jin,Shades of the Heart (아무도 없는 곳),XXXX,5 Pdb Votes
1036,Jasmine,Dancing at the Blue Iguana (2000),XXXX,5 Pdb Votes
1037,Marco,Ghosted (2023),XXXX,4 Pdb Votes
1038,Taylor,Girl Fight (2011),ESFP,1 Pdb Vote
1039,Alexa,Girl Fight (2011),ESFP,18 Pdb Votes
1040,Cathy Earnshaw,Emily Brontë's Wuthering Heights (1992),ESFP,1 Pdb Vote
1041,Big Al,"Blood in, Blood Out",ESFP,2 Pdb Votes
1042,Curly,Peter Pan (2003),ESFP,10 Pdb Votes
1043,Bombastic Bag-Man,Spider-Man: Across the Spider-Verse (2023),ESFP,2 Pdb Votes
1044,Kundan Shankar,Raanjhanaa,ESFP,5 Pdb Votes
1045,Frances,Fish Don't Blink (2002),ESFP,5 Pdb Votes
1046,King of the Moon (Ray D. Tutto),The Adventures of Baron Munchausen (1988),XXXX,2 Pdb Votes
1047,'Popeye' Saavedra,"Blood in, Blood Out",ESFP,7 Pdb Votes
1048,Cruella de Vil,Descendants (Franchise),ESFP,2 Pdb Votes
1049,Lorna,Friends with Benefits,ESFP,3 Pdb Votes
1050,Ellen Nussey,Emily,ESFP,4 Pdb Votes
1051,Quaker Wells,Criminal (2016),XXXX,2 Pdb Votes
1052,Giuseppe,The Super Mario Bros. Movie (2023),ESFP,5 Pdb Votes
1053,Zazie Lalochère,Zazie dans le métro,XXXX,9 Pdb Votes
1054,Matthew,Licorice Pizza,ENFP,1 Pdb Vote
1055,Rumiko Hiiragi,Re/Member (2022),XXXX,4 Pdb Votes
1056,Lanna,Morvern Callar (2002),ESFP,10 Pdb Votes
1057,Jerry Lambert,Predator,ESFP,1 Pdb Vote
1058,Suea Bai (เสือใบ),Khun Phan,ESFP,7 Pdb Votes
1059,Electra,Love,XXXX,20 Pdb Votes
1060,Danilo Miguel / Raphael Salgado,Esperanza: The Movie,ESFP,2 Pdb Votes
1061,Carina,Tomten är far till alla barnen (1999),ESFP,3 Pdb Votes
1062,Anne,Tomten är far till alla barnen (1999),ESFP,7 Pdb Votes
1063,Åke,Tomten är far till alla barnen (1999),XXXX,5 Pdb Votes
1064,Becky,Cake (2014),XXXX,2 Pdb Votes
1065,The bad actress,Anastasia (1997),ESFP,6 Pdb Votes
1066,Ribut,Alangkah Lucunya (Negeri Ini) (2010),ESFJ,1 Pdb Vote
1067,Fuller,Joy Ride (2001),XXXX,1 Pdb Vote
1068,Casey Jones,TMNT (2007),XXXX,18 Pdb Votes
1069,Íria,Estômago (2007),ESFP,28 Pdb Votes
1070,Johnathan Na,Killing Romance (2023),XXXX,2 Pdb Votes
1071,Barry Rodchester,The Texas Chainsaw Massacre (Franchise),ESFP,7 Pdb Votes
1072,Graham Lansing,Prom Pact,ESFP,1 Pdb Vote
1073,Chopper,Alien vs. Predator (Franchise),ESFP,1 Pdb Vote
1074,Klara Baumann,Balloon (2018),ESFP,10 Pdb Votes
1075,La Bomba,Los Jefes,ESFP,28 Pdb Votes
1076,Baća,South Wind (Južni vetar),ESFP,2 Pdb Votes
1077,Eun hee sister,House of Hummingbird,ESFP,2 Pdb Votes
1078,Pete,Wind River,ESFP,1 Pdb Vote
1079,dayim,canim ailem,XXXX,17 Pdb Votes
1080,Elif Eylül,canim ailem,XXXX,11 Pdb Votes
1081,Farhad,Leila's Brothers,ESFP,1 Pdb Vote
1082,Teddy Lobo,Renfield (2023),ESFP,3 Pdb Votes
1083,Omar Rushdy,Omar we Salma عمر و سلمه,ESFP,1 Pdb Vote
1084,Miss Scott,Dr. Strangelove (1964),ESFP,2 Pdb Votes
1085,Tred,Straight Up (2020),ESFP,14 Pdb Votes
1086,Ryder,Straight Up (2020),XXXX,0
1087,Hunter,An Ordinary Miracle (1978) - Soviet Film,XXXX,0
1088,Leather Head,Teenage Mutant Ninja Turtles: Mutant Mayhem,ESFP,0
1089,Mondo Gecko,Teenage Mutant Ninja Turtles: Mutant Mayhem,ESFP,0
1090,Albert DeSalvo,Boston Strangler,ESFP,0
1091,Annabella Bonheur,Monsieur Verdoux (1947),ESFP,0
1092,Lena,Tillsammans / Together (2000),XXXX,0
1093,Kat,Joy Ride (2023),ESFP,0
1094,Riley Smith,Married by Mistake (2023),ESFP,0
1095,Valerio ,Era ora (Still time),XXXX,0
1096,The old man (Mr Parker),A Christmas Story 2 (2012 film),ESFP,0
1097,Chell,Our Ladies (2019),XXXX,0
1098,El mirrey,Martians vs Mexcians,ESFP,0
1099,The lamp,A Christmas Story (1983),ESFP,0
1100,"Ralph ""Ralphie"" Parker",Ollie Hopnoodle's Haven of Bliss (1988 film),ESFP,2 Pdb Votes
1101,Kano (1995),Mortal Kombat films,ESFP,5 Pdb Votes
1102,Maria,Letters to Juliet,ENFP,1 Pdb Vote
1103,Norma Bates,Psycho (Franchise),ESFP,2 Pdb Votes
1104,A Wei (阿玮),如果早知道男生也会被性侵,ESFP,2 Pdb Votes
1105,Choubei Kusaka,The Twilight Samurai (2002),ESFP,1 Pdb Vote
1106,Monica,Chronicle (2012),XXXX,2 Pdb Votes
1107,Jalil,Bokharest بخارست,ESFP,11 Pdb Votes
1108,Bebop,Teenage Mutant Ninja Turtles: Mutant Mayhem,ESFP,3 Pdb Votes
1109,Patryk Galewski,Johnny (2022),ESFP,1 Pdb Vote
1110,Steffie,Ice Age (Franchise),ESFP,4 Pdb Votes
1111,Lulu,The Hot Chick (2002),XXXX,1 Pdb Vote
1112,Sara Sandoval,Bandidas,XXXX,15 Pdb Votes
1113,Chita,Fritz The Cat,XXXX,1 Pdb Vote
1114,Cathe Martin,Jesus Revolution (2023),ESFP,2 Pdb Votes
1115,Elliot Crane,The Gay Deceivers,XXXX,6 Pdb Votes
1116,Assurancetourix / Cacofonix,Asterix and Obelix (Franchise),ESFP,2 Pdb Votes
1117,La Plume,Beauty and the Beast (Franchise),ESFP,19 Pdb Votes
1118,Tubaloo,Beauty and the Beast (Franchise),ESFP,3 Pdb Votes
1119,Cyclops,EMESIS BLUE,ESFP,7 Pdb Votes
1120,Scott,Not Cool,ESFP,10 Pdb Votes
1121,Mrs. Henderson,Trick r Treat (2007),ESFP,1 Pdb Vote
1122,Tiffany,Die drei Räuber (2007),ESFP,1 Pdb Vote
1123,Bianca,Hansel & Gretel Get Baked (2013),XXXX,3 Pdb Votes
1124,Yuki,Zapped,XXXX,3 Pdb Votes
1125,Popcorn,Barbie & Her Sisters in a Pony Tale (2013),ESFP,1 Pdb Vote
1126,Jennifer,Paranoid Park,ESFP,1 Pdb Vote
1127,Zoé Naville,Bastille Day / The Take (2016),ESFP,1 Pdb Vote
1128,Inspector Baumann,Dobermann (1997),XXXX,9 Pdb Votes
1129,Trixie Delight,Paper Moon,ESFP,5 Pdb Votes
1130,Dany,Le Monde Est À Toi (2018),ESFP,10 Pdb Votes
1131,Jimmy Kemp,Threads (1984),ESFP,1 Pdb Vote
1132,Earl Unger,Home Alone 3 (1997),XXXX,2 Pdb Votes
1133,Howard White,AIR (2023),ESFP,1 Pdb Vote
1134,The Earl of Southampton,Bill(2015),ESFP,1 Pdb Vote
1135,Webmaster,How to Train Your Dragon (Franchise),ESFP,3 Pdb Votes
1136,Deadly Spinner,How to Train Your Dragon (Franchise),XXXX,11 Pdb Votes
1137,Bobby Joe Hill,Glory Road,XXXX,1 Pdb Vote
1138,Patricia,Let's Play Some Mafia (2022),ESFP,27 Pdb Votes
1139,Victor Vasquez,Shazam!,ESFP,4 Pdb Votes
1140,Slithersong,How to Train Your Dragon (Franchise),XXXX,1 Pdb Vote
1141,Frank Oppenheimer,Oppenheimer (2023),ESFP,1 Pdb Vote
1142,Robert Serber,Oppenheimer (2023),XXXX,2 Pdb Votes
1143,Adela,El verano que vivimos,XXXX,6 Pdb Votes
1144,Hernán,El verano que vivimos,ESFP,2 Pdb Votes
1145,Antoinette Pivert,Les Aventures de Rabbi Jacob (1973),ESFP,1 Pdb Vote
1146,Germaine Pivert,Les Aventures de Rabbi Jacob (1973),XXXX,3 Pdb Votes
1147,Gisela,Pitch Perfect (Series),ESFP,10 Pdb Votes
1148,Pieter,Pitch Perfect (Series),XXXX,4 Pdb Votes
1149,Salomon,Les Aventures de Rabbi Jacob (1973),XXXX,9 Pdb Votes
1150,Kate,Inner Workings (2016),XXXX,2 Pdb Votes
1151,Kirresha,Bring It On: All or Nothing (2006),XXXX,1 Pdb Vote
1152,Anthony 1700,1700s ft,ESFP,3 Pdb Votes
1153,Dawn Grobham,The Brothers Grimsby (2016),ESFP,5 Pdb Votes
1154,Nat Cooper,Forever Young (1992),XXXX,1 Pdb Vote
1155,Bazin,Courier (1986),ESFP,1 Pdb Vote
1156,Katie Steel,"For A Good Time, Call... (2012)",ESFP,6 Pdb Votes
1157,Tzipporah's the youngest sister,The Prince of Egypt (1998),XXXX,11 Pdb Votes
1158,Ulla Fonsmarck,The Danish Girl (2015),XXXX,5 Pdb Votes
1159,Jade,A Brighter Summer Day (1991),ESFP,3 Pdb Votes
1160,"Micheline ""Mimi"" Bouvier",Bitter Moon (Lunes de fiel) (1992),ESFP,6 Pdb Votes
1161,Jackie,When You Finish Saving the World,ESFP,4 Pdb Votes
1162,Herald,Flushed Away (2006),XXXX,8 Pdb Votes
1163,Sonya,Cheburashka (2023),XXXX,4 Pdb Votes
1164,Mahsun Baskan,İllegal Hayatlar,XXXX,3 Pdb Votes
1165,Tom Baxter,The Purple Rose of Cairo,ESFP,1 Pdb Vote
1166,Marcus Publius Glabrus,Spartacus (1960),ESFP,6 Pdb Votes
1167,Leslie Rowlands,To Leslie (2022 film),ESFP,2 Pdb Votes
1168,Ustadz 2,Satan's Slaves (Franchise),ESFP,1 Pdb Vote
1169,Jo (Serpent Sister),Shrek (Franchise),ESFP,3 Pdb Votes
1170,Aly,Fateful Findings,ESFP,3 Pdb Votes
1171,Aunt Martha,Sleepaway Camp (1983),XXXX,9 Pdb Votes
1172,Avery Addison,A Week Away,XXXX,1 Pdb Vote
1173,Danny,Mummies (2023),ESFP,1 Pdb Vote
1174,Danny,Unhuman (2022),ESFP,15 Pdb Votes
1175,Reza,Persepolis (2007),ESTP,8 Pdb Votes
1176,Scott Cheney,Friday the 13th (1980),XXXX,14 Pdb Votes
1177,Greg Buehl,8 Mile (2002),XXXX,3 Pdb Votes
1178,Demetrius Flenory,BMF,ESFP,5 Pdb Votes
1179,Tolya,Cheburashka (2023),ESFP,2 Pdb Votes
1180,Zuma,Kung Fu Panda (Franchise),ESTJ,2 Pdb Votes
1181,Mario,The Super Mario Bros Movie ( 2023),ESFP,2 Pdb Votes
1182,suranto,the big 4,ESFP,2 Pdb Votes
1183,Hooter,Captain EO (1986),ESFP,3 Pdb Votes
1184,"Allen ""Ize"" Isaac",The Wall (2017),ESFP,1 Pdb Vote
1185,Feathers,Rio Bravo,ESFP,2 Pdb Votes
1186,Felipe,Boa sorte (2014),XXXX,5 Pdb Votes
1187,Mara Baylor ,The Wedding Year (2019),ESFP,8 Pdb Votes
1188,Jenna Marshell,The Wolf of Snow Hollow,XXXX,1 Pdb Vote
1189,Tony,The Commuter (2018),ESFP,15 Pdb Votes
1190,Alexandra Page,Happy Together (1989),ESFP,2 Pdb Votes
1191,Mathilde (Mattie),The Pale Blue Eye (2022),XXXX,5 Pdb Votes
1192,Clarissa,I migliori giorni (2023),XXXX,2 Pdb Votes
1193,Chiara,Call Me by Your Name (2017),ESFP,7 Pdb Votes
1194,Takeichi Nishi,Letters from Iwo Jima,ESFP,9 Pdb Votes
1195,Prince Albrecht,Barbie and the Pink Shoes,ESFP,1 Pdb Vote
1196,John Wilkes Booth,Zoolander (2001),ESFP,0
1197,Kyle,Shrek (Franchise),ESFP,0
1198,Florence Marr,Greenberg (2010),ESFP,0
1199,Gus,Dog (2022),XXXX,0
1200,"Ippolit ""Kisa"" Vorobjaninov",12 стульев,XXXX,2 Pdb Votes
1201,Fanny,windstorm,XXXX,4 Pdb Votes
1202,Speed,Sky High (2005),ESFP,3 Pdb Votes
1203,Earline Fitzgerald,Million Dollar Baby (2004),XXXX,12 Pdb Votes
1204,Michael Cody,Girl in the Basement,XXXX,12 Pdb Votes
1205,Hanka,Občanský průkaz (Identity Card),XXXX,2 Pdb Votes
1206,Robert Roy,Babylon,ESFP,26 Pdb Votes
1207,Shelby,The Best Man,ESFP,9 Pdb Votes
1208,Benito Mussolini,Guillermo del Toro’s Pinocchio,ESFP,5 Pdb Votes
1209,Alice Cabrera,Knives Out (2019),ESFP,2 Pdb Votes
1210,Mr. Proofroc,Knives Out (2019),ESFP,19 Pdb Votes
1211,Graciela,Slumberland (2022),ESFP,12 Pdb Votes
1212,Mrs. Zinnia Wormwood,Matilda the Musical (2022 film),ESFP,7 Pdb Votes
1213,"Gus the Toothless Boy (The ""Elves!"" Kid)",The Polar Express (2004),ESFP,1 Pdb Vote
1214,Harry Bailey,It's a Wonderful Life (1946),ESFP,1 Pdb Vote
1215,Jacques Clement,Paris Can Wait,XXXX,1 Pdb Vote
1216,Seamus Dorke,Mother's Milk (2011 film),XXXX,3 Pdb Votes
1217,Hermelinda,The Enchanted Forest (1987),ESFP,1 Pdb Vote
1218,Chi-Chi Rodriguez,"To Wong Foo, Thanks for Everything! Julie Newmar",ESFP,9 Pdb Votes
1219,Sardines,The Amazing Maurice (2022),XXXX,2 Pdb Votes
1220,Kazumi Fukduka,Battle Royale (2000),ESFP,12 Pdb Votes
1221,Joel,Fam,ESFP,2 Pdb Votes
1222,Jackie,Piercing (2019),ESFP,1 Pdb Vote
1223,Chiffon,Little Shop of Horrors,ESFP,4 Pdb Votes
1224,Rosen,Die Feuerzangenbowle (1944),XXXX,8 Pdb Votes
1225,Jonah King,Drive Angry (2011),XXXX,1 Pdb Vote
1226,Brenden,Hereditary (2018),ESFP,1 Pdb Vote
1227,Jedediah,Night at the Museum: Kahmunrah Rises Again (2022),XXXX,5 Pdb Votes
1228,Gary,Ordinary World,ESFP,5 Pdb Votes
1229,Yeong-woo,Method,XXXX,1 Pdb Vote
1230,Janaína,Tim Maia (2014),ESFP,3 Pdb Votes
1231,Tim Maia,Tim Maia (2014),ESFP,36 Pdb Votes
1232,Moldruffle,How to Train Your Dragon (Franchise),XXXX,7 Pdb Votes
1233,Alva Lightstone,Violent Night,ESFP,8 Pdb Votes
1234,George Diaz,The Menu,ESFP,47 Pdb Votes
1235,Tad,Finding Nemo (Franchise),ESFP,5 Pdb Votes
1236,Past,Spirited (2022),ESFP,1 Pdb Vote
1237,Logan Hall,The Fabelmans (2022),ESFP,7 Pdb Votes
1238,Olivia,The Holiday (2006),ESFP,10 Pdb Votes
1239,Eddi Noodleman,Sing 2 (Franchises),ESFP,28 Pdb Votes
1240,Pedro,Rio 2,ESFP,4 Pdb Votes
1241,Jewel,Rio 2,ESFP,3 Pdb Votes
1242,Gunter,Sing 2 (Franchises),XXXX,1 Pdb Vote
1243,Porsha,Sing 2 (Franchises),XXXX,3 Pdb Votes
1244,Haejin,Broker,ESFP,10 Pdb Votes
1245,Divine,Weird: The Al Yankovic Story (2022),ESFP,2 Pdb Votes
1246,Lee Boyeong,A Million(2009),ESFP,2 Pdb Votes
1247,Jim “Kimo” West,Weird: The Al Yankovic Story (2022),ESFP,2 Pdb Votes
1248,Hayley Taylor,Your Christmas or Mine? (2022),ESFP,1 Pdb Vote
1249,M'Kathu,Wakanda Forever (2022),ESFP,3 Pdb Votes
1250,Milo,A Princess for Christmas,ESFP,1 Pdb Vote
1251,Tazer,Aliens in the Attic,XXXX,4 Pdb Votes
1252,Zinab,Holy Spider (2022),ESFP,1 Pdb Vote
1253,Madeline Robistat,Electric Dreams (1984),ISFP,3 Pdb Votes
1254,Munder,Ghost ship,ESFP,30 Pdb Votes
1255,Countess Sylvia de Grassi,"Confess, Fletch",ESFP,9 Pdb Votes
1256,Breanna Bailey,It's a Boy Girl Thing,XXXX,2 Pdb Votes
1257,Bebot,Insiang (1976),XXXX,1 Pdb Vote
1258,Norman Butcher,The Brothers Grimsby (2016),ESFP,2 Pdb Votes
1259,Sami,Rheingold (2022),ESFP,1 Pdb Vote
1260,Andrey&nbsp;“The Banker” Daddano,Goncharov (1973),ESFP,2 Pdb Votes
1261,Scarlett,V for Vengeance (2022),ESFP,2 Pdb Votes
1262,Neelima,Prem Qaidi,ESFP,11 Pdb Votes
1263,Zouwu,Fantastic Beasts,XXXX,25 Pdb Votes
1264,Anna Sergeyevna,The Diamond Arm (1969),ESFP,2 Pdb Votes
1265,Abuela,Christmas With You (2022),XXXX,8 Pdb Votes
1266,Ricardo,Christmas With You (2022),ESFP,2 Pdb Votes
1267,Woman who wants abortion/boob job,Render unto Obama,ESFP,1 Pdb Vote
1268,Naina Singh,War 2019,ESFP,1 Pdb Vote
1269,Becky,Sing (Franchise),ESFP,2 Pdb Votes
1270,Death Song,How to Train Your Dragon (Franchise),ESFP,1 Pdb Vote
1271,Hideous Zippleback,How to Train Your Dragon (Franchise),ESFP,6 Pdb Votes
1272,Snifflehunch,How to Train Your Dragon (Franchise),ESFP,4 Pdb Votes
1273,Snafflefang,How to Train Your Dragon (Franchise),XXXX,2 Pdb Votes
1274,Singetail,How to Train Your Dragon (Franchise),XXXX,17 Pdb Votes
1275,Shattermaster,How to Train Your Dragon (Franchise),ESFP,11 Pdb Votes
1276,Mulch,How to Train Your Dragon (Franchise),XXXX,3 Pdb Votes
1277,Cyrus,Midnight (1982),ESFP,5 Pdb Votes
1278,Miriam 'Miri' Linky,View Askewniverse,ESFP,1 Pdb Vote
1279,Vicki Johnson,National Lampoon's Vacation (1983),ESFP,3 Pdb Votes
1280,Tad Fairchild,Falling for Christmas (2022),ESFP,4 Pdb Votes
1281,Michael,The Immaculate room (2022).,ESFP,1 Pdb Vote
1282,Frankie Lou,Vide Noir,ESFP,2 Pdb Votes
1283,Hippo,Chappie (2015),ESFP,1 Pdb Vote
1284,Margo,conjuring: The Beyond,XXXX,1 Pdb Vote
1285,Sam,Rudderless (2014),ESFP,1 Pdb Vote
1286,Lenora Frigid,Cry-Baby,ESFP,22 Pdb Votes
1287,Hyeon-soo,The Killer: A Girl Who Deserves to Die,XXXX,5 Pdb Votes
1288,Ronnie,Black Book,ESFP,6 Pdb Votes
1289,Vi Butterfield,Mrs. Harris Goes to Paris (2022),XXXX,15 Pdb Votes
1290,Michael McCandles,Big Jake (1971),ESFP,2 Pdb Votes
1291,Rampa,KANTARA,XXXX,1 Pdb Vote
1292,Jamie,Sissy (2022),XXXX,3 Pdb Votes
1293,Tourist Ken,Barbie (2023),ESFP,0
1294,Oksana,The Night Before Christmas,ENFJ,0
1295,Myra Menke,Holes (2003),ESFP,0
1296,Franz Müller,All Quiet on the Western Front (2022),ESFP,0
1297,Şermin,Maidenin Altın Günü,ESFP,0
1298,Viljuška,"Pretty Village, Pretty Flame (1996)",XXXX,0
1299,Halil Pašić,"Pretty Village, Pretty Flame (1996)",ESFP,0
1300,Skinny Carter,Step Up (2006),ESFP,2 Pdb Votes
1301,Amanda,Depois do Universo,ESFP,4 Pdb Votes
1302,Xu You Shu,One Week Friends (2022),XXXX,4 Pdb Votes
1303,Legsly,Trolls (2016),XXXX,4 Pdb Votes
1304,Satin&amp;Chenille,Trolls (2016),ESFP,7 Pdb Votes
1305,Sherlock Holmes ,Without a clue (1988 film),ESFP,3 Pdb Votes
1306,John Watson,Sherlock: Case of evil,ESTJ,2 Pdb Votes
1307,Kevin Cole,L.I.E. (Long Island Expressway) (2001),XXXX,1 Pdb Vote
1308,Yoshino Kōda,Our Little Sister,XXXX,7 Pdb Votes
1309,Gertie,Ice Age (Franchise),ESFP,3 Pdb Votes
1310,Medina,Thirteen (2003),ESFP,20 Pdb Votes
1311,Anton Tobias,Idle Hands,ESFP,4 Pdb Votes
1312,Akanojaku,Kamisama: Spirits of the Shrine [Genius Inc.],ENTJ,4 Pdb Votes
1313,Manon Leduc,Matthias & Maxime (2019),ESFP,2 Pdb Votes
1314,Stacy,Halloween Ends,XXXX,1 Pdb Vote
1315,Joan Cunningham,Halloween Ends,ESFP,1 Pdb Vote
1316,Anda,Brother Bear (2003),XXXX,4 Pdb Votes
1317,Medusa,Hercules (franchise),XXXX,6 Pdb Votes
1318,Yvette,Boss Baby (Franchise),ESFP,4 Pdb Votes
1319,Lisa,Purple Rain (1984),ESFP,2 Pdb Votes
1320,Morrys,Purple Rain (1984),ESTP,5 Pdb Votes
1321,Dina Fanelli,Luckiest Girl Alive (2022),XXXX,3 Pdb Votes
1322,Momo Adachi,Peach Girl (2017),ESFP,15 Pdb Votes
1323,Meg,Inside Out (Franchise),ESFP,22 Pdb Votes
1324,Kip Prescott,About Fate (2022),ESFP,13 Pdb Votes
1325,Rick,De Film Van Dylan Haegens,ESFP,1 Pdb Vote
1326,Wren Butler,Ticket to Paradise,ESFP,5 Pdb Votes
1327,Horváth Klára,"Bubble Bath ""Habfürdö"" (1979)",ESFP,1 Pdb Vote
1328,Stella the Basset Hound,The Princess and the Frog (2009),ESFP,5 Pdb Votes
1329,Juro,The Perfumier,XXXX,1 Pdb Vote
1330,Gabe,Ngeri-Ngeri Sedap (2022),XXXX,2 Pdb Votes
1331,Olga Metkina,Tár,ESFP,21 Pdb Votes
1332,God’s assistant,Bad angel,ESFP,3 Pdb Votes
1333,Kevin Cartwright,Three To Tango (1999),ESFP,1 Pdb Vote
1334,Amy Post,Three To Tango (1999),ESFP,3 Pdb Votes
1335,Frank Ryan,No se aceptan devoluciones (2013),ESFP,3 Pdb Votes
1336,Da Shrimp,The Little Mermaid (1989),ESFP,1 Pdb Vote
1337,Urchin,The Little Mermaid (1989),ESFP,3 Pdb Votes
1338,Tom,Tom and Jerry Meet Sherlock Holmes,XXXX,1 Pdb Vote
1339,Janice,The Electric Piper (2003),ESFP,5 Pdb Votes
1340,Mike,Hocus Pocus 2 (2022),ESFP,22 Pdb Votes
1341,Lala,High and Low,XXXX,6 Pdb Votes
1342,Norihisa Hyuga,High and Low,ESFP,13 Pdb Votes
1343,Fujio Hanaoka,High and Low,ESFP,17 Pdb Votes
1344,Chester 'Chazz' Darvey,Airheads (1994),ESFP,8 Pdb Votes
1345,June Pruitt,Sassy Pants 2012,ESFP,9 Pdb Votes
1346,Dale Pinto,Sassy Pants 2012,ESFP,7 Pdb Votes
1347,Cami Hayes,The Rest of Us (2019),ESFP,8 Pdb Votes
1348,Peg,Don't Worry Darling (2022),ESFP,20 Pdb Votes
1349,Greek porn actress,Orgazmo (1997),ESFP,2 Pdb Votes
1350,Mr. Arthur (The DUFF),The DUFF (2015),ESFP,3 Pdb Votes
1351,Stéphanie Tuche,Les Tuche (2011),ESFP,3 Pdb Votes
1352,Jeff Tuche,Les Tuche (2011),XXXX,3 Pdb Votes
1353,Burke Dennings,The Exorcist (1973),XXXX,6 Pdb Votes
1354,Smash,Troop Zero,ENTP,1 Pdb Vote
1355,Alanta,The Snurks,ESFP,5 Pdb Votes
1356,Nora Holleran,"Red, White and Royal Blue (2023)",ESFP,34 Pdb Votes
1357,Simon,Go (1999),ESFP,8 Pdb Votes
1358,Whitney Houston,I Wanna Dance with Somebody (2022),ESFP,13 Pdb Votes
1359,Chidambaram ,Asuran,ISFP,2 Pdb Votes
1360,Scott Hastings,Strictly Ballroom (1992),ESFP,5 Pdb Votes
1361,Red Cap,The Girls I've Been,ESFP,3 Pdb Votes
1362,Kaja,Galerianki (Mall Girls),ESFP,2 Pdb Votes
1363,Vicky,Heidi (2015),ESFP,3 Pdb Votes
1364,Diamond Destiny Gardner,Storks (2016),ESFP,16 Pdb Votes
1365,Ruby,Disenchanted (2022),XXXX,1 Pdb Vote
1366,Prince Edward,Disenchanted (2022),ESFP,11 Pdb Votes
1367,Vidya Bhatt,Kai Po Che,XXXX,1 Pdb Vote
1368,"Ishaan ""Ish"" Bhatt",Kai Po Che,ESFP,2 Pdb Votes
1369,Lorenzo,Virgin Territory (2007),ESFP,7 Pdb Votes
1370,William Shakespeare,Anonymous (2011),ESTP,1 Pdb Vote
1371,Admiral Boom (Адмирал Бум),"Mary Poppins, goodbye (Мэри Поппинс, до свидания)",XXXX,3 Pdb Votes
1372,Maggie Pollitt,Cat on a Hot Tin Roof (1958),ESFP,11 Pdb Votes
1373,Madame Corrie (Мадам Корри),"Mary Poppins, goodbye (Мэри Поппинс, до свидания)",XXXX,4 Pdb Votes
1374,Seto,Setoutsumi (2016),XXXX,1 Pdb Vote
1375,Amedeo,Belli ciao (2022),XXXX,2 Pdb Votes
1376,"Sam Rogers ""Smiley""",Darkman (1990),XXXX,1 Pdb Vote
1377,Merlin Whirlen,Scooby Abracadabra doo!,ENFP,3 Pdb Votes
1378,Dewey Cox,Walk Hard: The Dewey Cox Story (2007),ESFP,7 Pdb Votes
1379,Clod,Elemental (2023),ESFP,7 Pdb Votes
1380,Dominic Kearney,The Banshees of Inisherin (2022),ESFP,79 Pdb Votes
1381,Lampwick,Pinocchio (2022),XXXX,9 Pdb Votes
1382,Michael Alig,Party Monster (2003),XXXX,5 Pdb Votes
1383,Shiva ,Brahmāstra: Part One – Shiva,ESFP,22 Pdb Votes
1384,Crazy Shapiro,"Hey, Good Lookin' (1982)",ESFP,14 Pdb Votes
1385,Jay,I Came By (2022),ESFP,6 Pdb Votes
1386,Milo Perrier,Murder by Death (1976),ESFP,3 Pdb Votes
1387,Lila,The Heartbreak Kid 2007,XXXX,8 Pdb Votes
1388,Ibrahim,Three Thousand Years of Longing (2022),ESFP,1 Pdb Vote
1389,Ivy Pierson,Dr. Jekyll and Mr. Hyde (1931),ISFP,5 Pdb Votes
1390,Violet Wolf,The Great Wolf Pack: A Call to Adventure,ESFP,5 Pdb Votes
1391,Wiley Wolf,The Great Wolf Pack: A Call to Adventure,ESFP,19 Pdb Votes
1392,Mary,The Whale (2022),ESFP,1 Pdb Vote
1393,Gen. Douglas MacArthur,MacArthur (1977),XXXX,3 Pdb Votes
1394,Julie Marsden,Jezebel (1938),ESFP,8 Pdb Votes
1395,The Wizened Man,Pacific Rim (2013),ESFP,2 Pdb Votes
1396,Syahdan,Laskar Pelangi (The Rainbow Troops),ESFP,2 Pdb Votes
1397,The Green Screen,we made horrible school superheroes (2021),ESFP,8 Pdb Votes
