,char,movie,mbti,votes
373,Ina,Marmut Merah Jambu,ESFJ,2 Pdb Votes
374,Carla Bernaschi,Il Capitale Umano (2013),XXXX,1 Pdb Vote
375,Padre 2,The Orphanage,XXXX,3 Pdb Votes
376,Beth Burns,Pieces of April,ESFJ,2 Pdb Votes
377,Mitch,Saw Series (2004),ESFJ,2 Pdb Votes
378,Game Sawit,Ed.so family,ESFJ,5 Pdb Votes
379,Beth,Love Lies Bleeding (2024),ESFJ,7 Pdb Votes
380,Pilar,The Big Lebowski (1998),XXXX,1 Pdb Vote
381,Coffee Shop Waitress,The Big Lebowski (1998),XXXX,1 Pdb Vote
382,Younger Cop,The Big Lebowski (1998),XXXX,1 Pdb Vote
383,Amy,The Kid (2000),ESFJ,1 Pdb Vote
384,Caroline,The Wicked Lady (1945),ESFJ,9 Pdb Votes
385,Dr. Marsha Holloway,Zoom (2006),XXXX,1 Pdb Vote
386,Scott,TCU/Winnie-the-Pooh: Blood and Honey (Franchise),ESFJ,2 Pdb Votes
387,Iris,Horror,ESFJ,3 Pdb Votes
388,Pig,Horror,ESFJ,3 Pdb Votes
389,Capt. Charles T. Baker,Planet 51 (2009),ESFJ,4 Pdb Votes
390,Dewayne,The Blackening (2022),ESFJ,10 Pdb Votes
391,Sally Wheeler,School Ties (1992),XXXX,1 Pdb Vote
392,SpongeBob,Saving Bikini Bottom: The Sandy Cheeks Movie,XXXX,1 Pdb Vote
393,Renton,The Vampire Lovers (1970),XXXX,1 Pdb Vote
394,Terri Kweller,I Like Movies,ISFJ,1 Pdb Vote
395,Đào / Mẹ của Dương,Mai (2024),XXXX,1 Pdb Vote
396,Suspected Kidnapper,Five Nights at Freddy's (Movie),ESFJ,6 Pdb Votes
397,Social Worker,Five Nights at Freddy's (Movie),XXXX,1 Pdb Vote
398,Pharmacist,Five Nights at Freddy's (Movie),ESFJ,5 Pdb Votes
399,Ice Cream Lady,Five Nights at Freddy's (Movie),XXXX,1 Pdb Vote
400,Cindy,Five Nights at Freddy's (Movie),XXXX,1 Pdb Vote
401,Mrs. Schmidt,Five Nights at Freddy's (Movie),XXXX,1 Pdb Vote
402,Mr. Schmidt,Five Nights at Freddy's (Movie),XXXX,1 Pdb Vote
403,Dr. Lillian,Five Nights at Freddy's (Movie),XXXX,1 Pdb Vote
404,Nicole Voss,The Killing Secret (1997),ESTJ,1 Pdb Vote
405,Delia Shiraz,Eat Pray Love,ESTJ,4 Pdb Votes
406,Hu Jianlin 胡建林,年会不能停！ Johnny Keep Walking!,ESFJ,5 Pdb Votes
407,Liliana Methol,La Sociedad de la Nieve (Society of the Snow),ESFJ,5 Pdb Votes
408,The Grand Duchess,Ehrengard: The Art of Seduction,ESFJ,2 Pdb Votes
409,Erin,The Novice (2021),ESFJ,10 Pdb Votes
410,“Ma” Plinth,The Ballad of Songbirds and Snakes (2023),ISFJ,3 Pdb Votes
411,Blue Mascot,Our Drawings (Calobi Productions),XXXX,1 Pdb Vote
412,The King,Cinderella (2015),XXXX,1 Pdb Vote
413,Arthur Biehl,Somewhere in Time (1980),XXXX,2 Pdb Votes
414,Брани,Крестоносец,XXXX,1 Pdb Vote
415,Steven,Apostasy (2017),XXXX,1 Pdb Vote
416,The shop owner,Charlie and the Chocolate Factory (2005),ESFJ,16 Pdb Votes
417,E2,Robots,XXXX,1 Pdb Vote
418,Gramma Nutt,Candy Land: The Great Lollipop Adventure,XXXX,2 Pdb Votes
419,Sofia,Something From Tiffany's,XXXX,1 Pdb Vote
420,Ethan ,Something From Tiffany's,XXXX,1 Pdb Vote
421,Anatoly Reshetov (Doctor),Bandit Petersburg | Бандитский Петербург,XXXX,1 Pdb Vote
422,Atlas,Sillypology fandom,ESFJ,80 Pdb Votes
423,c/U/pid // [S]p2priNt,Sillypology fandom,ESFJ,3 Pdb Votes
424,Elly Tilden,The Berlin Blaze (1954),ESFJ,30 Pdb Votes
425,Elizabeth,The Game (1997),ESFJ,5 Pdb Votes
426,Ömer,Yaratılan,ESFJ,2 Pdb Votes
427,Mr. Daimler,Before I Fall (2017),XXXX,1 Pdb Vote
428,Guiseppe,A Guide to Recognizing Your Saints (2006),ESFJ,2 Pdb Votes
429,prince Radovan,Princezna se zlatou hvězdou na čele (1959),XXXX,1 Pdb Vote
430,Claudia,Anyone but You,ESFJ,17 Pdb Votes
431,Joachim,Journey to Bethlehem (2023),XXXX,1 Pdb Vote
432,Lucys mother,Crossroads (2002),ENTJ,1 Pdb Vote
433,Svetlana (Iva's mom),Dyad (2023),ESFJ,2 Pdb Votes
434,Lucy Stark,All the King's Men (1949),ESFJ,10 Pdb Votes
435,Cirlandia,Ai que vida!,XXXX,1 Pdb Vote
436,Assistente Pennuto,Cartoon Movie (Series),ESFJ,2 Pdb Votes
437,Lindsay,Cartoon Movie (Series),ESFJ,12 Pdb Votes
438,Max Mizuhara,Vacanze Estive (La Serie),ESFJ,12 Pdb Votes
439,Federico Alcini (Vacanze Estive),Vacanze Estive (La Serie),XXXX,12 Pdb Votes
440,Geetanjali,Animal Movie,XXXX,8 Pdb Votes
441,Ali,Exmas (2023),ESFJ,10 Pdb Votes
442,Dan,Barbie (2023),ESFJ,5 Pdb Votes
443,Bung,4Kings,ESFJ,1 Pdb Vote
444,Theodore Toney,Dolemite Is My Name (2019),ESFJ,3 Pdb Votes
445,Lady Reed,Dolemite Is My Name (2019),ESFJ,3 Pdb Votes
446,Cleonice,Ai que vida!,ESTJ,1 Pdb Vote
447,Adam,Uwierz w Mikołaja (2023),ESFJ,5 Pdb Votes
448,Agnieszka,Uwierz w Mikołaja (2023),ESFJ,5 Pdb Votes
449,Murugesan,Asuran,ISFJ,1 Pdb Vote
450,Maude Ivory Baird,The Ballad of Songbirds and Snakes (2023),ESFJ,16 Pdb Votes
451,Brad Seldon,Drive Me Crazy (1999),XXXX,1 Pdb Vote
452,бабушка Ералаша,Слово пацана. Кровь на асфальте / Slovo patsana,ESFJ,10 Pdb Votes
453,Adnan Ziyagil,Bihter: A Forbidden Passion,XXXX,1 Pdb Vote
454,Eli's Mom,Leo (2023),XXXX,5 Pdb Votes
455,Yulia,Thanksgiving (2023),ESFJ,8 Pdb Votes
456,Frank Inn,Benji the Hunted (1987),XXXX,1 Pdb Vote
457,Bihter Ziyagil,Bihter: A Forbidden Passion,ESFJ,14 Pdb Votes
458,Hülya,En Büyük Şaban,ENFJ,5 Pdb Votes
459,Alex,The Holdovers,ESFJ,3 Pdb Votes
460,Lydia Crane,The Holdovers,ESFJ,11 Pdb Votes
461,Hamdi Usta,Yaratılan,ESFJ,2 Pdb Votes
462,Kathey,Saint Petersburg 2010 (سن پطرزبورگ),XXXX,1 Pdb Vote
463,Barbie's Dad,Barbie: Star Light Adventure,XXXX,1 Pdb Vote
464,Phat,Long Live Love!,ESFJ,2 Pdb Votes
465,Bryon Douglas,"That was Then, This is Now (1985)",ESFJ,2 Pdb Votes
466,Organiścina,Chłopi (2023),ESFJ,15 Pdb Votes
467,Connie,Tex (1982),XXXX,1 Pdb Vote
468,Jamie Collins,Tex (1982),XXXX,1 Pdb Vote
469,"Nadereh ""Nadi"" Behrani",House of Sand and Fog (2003),XXXX,1 Pdb Vote
470,Rory,Square Dance (1987),XXXX,1 Pdb Vote
471,Mary Andrews,Archie (1964 film),ESFJ,1 Pdb Vote
472,Archie Andrews,Archie: To Riverdale and back again (1990 movie),XXXX,1 Pdb Vote
473,Dolores,The Killer (2023),ESFJ,11 Pdb Votes
474,Terry McTeer,Quiz Lady (2023),ESFJ,12 Pdb Votes
475,Michael Tapp,Saw Series (2004),ESFJ,2 Pdb Votes
476,Emma Fairfax,Doctor Dolittle,ESFJ,5 Pdb Votes
477,Boone Lassiter,The Whole Truth (2016) - El Abogado del Mal,ESFJ,2 Pdb Votes
478,Mother,Ice Merchants,ESFJ,2 Pdb Votes
479,Iron head,Shaolin soccer,ESFJ,10 Pdb Votes
480,Miss Leonora Fiske,Ladies in retirement (1941 film),XXXX,1 Pdb Vote
481,Questore,Indagine su un cittadino al di sopra di ogni sospe,ESFJ,2 Pdb Votes
482,Gina,The Expendables,XXXX,1 Pdb Vote
483,Judy Nichols,Reptile,XXXX,2 Pdb Votes
484,Chloe Young,Elevator Game (2023),XXXX,1 Pdb Vote
485,Inga,Out Cold,ESFJ,6 Pdb Votes
486,Santa Paws,Santa Buddies,XXXX,1 Pdb Vote
487,Eli the Elf,Santa Buddies,ESFJ,2 Pdb Votes
488,Grandma,Amaya’s OCs and Real Life Friends,ESFJ,4 Pdb Votes
489,Cat Heart Eyes,The Emoji Movie (2017),XXXX,1 Pdb Vote
490,Auntie Polly,The Adventures Of Mark Twain,XXXX,3 Pdb Votes
491,Danial Marola,Hunger Games Tales,XXXX,1 Pdb Vote
492,Sharon Charles,Obsessed (2009),ESFJ,9 Pdb Votes
493,Sister Honey,Black Narcissus (1947),ESFJ,6 Pdb Votes
494,"Metin ""Çetin"" Ayzek","Do Not Disturb ""A Night with Ayzek""",XXXX,17 Pdb Votes
495,Ruth Dexter,Three Wise Girls,XXXX,1 Pdb Vote
496,Kevin,The Wave (Die Welle; 2008),XXXX,8 Pdb Votes
497,Actress Kamna,Jailer,ESFJ,4 Pdb Votes
498,Sharon,Cherry Falls (2000),ESFJ,4 Pdb Votes
499,Tom Sisler,Cherry Falls (2000),ESFJ,4 Pdb Votes
500,Marge Marken,Cherry Falls (2000),ESFJ,4 Pdb Votes
501,Snow White,Snow White (2024),ESFJ,6 Pdb Votes
502,Aika,High and Low,XXXX,1 Pdb Vote
503,Ma,American Gothic (1988),ESFJ,2 Pdb Votes
504,Nurse,Bubba Ho-Tep,ESFJ,6 Pdb Votes
505,Зоя Михайловна Колесникова,Univer. New Dorm,ESFJ,2 Pdb Votes
506,Bruno,The Triplets of Belleville (2003),ESFJ,2 Pdb Votes
507,Ratnakka,Ulidavaru Kandanthe,ESFJ,2 Pdb Votes
508,Sarlota,Muži v naději(Men in Hope) (2011),ESFP,10 Pdb Votes
509,Kim Woon Beom,Kingmaker 2022,ESFJ,2 Pdb Votes
510,the shart cat,shart battle,XXXX,1 Pdb Vote
511,Kaoru Kamiya,Rurouni Kenshin: The Beginning (2021),XXXX,1 Pdb Vote
512,Paul Swartz,Choose Love (Netflix),ESFJ,15 Pdb Votes
513,Caroline Gill,Dumb Money,ESFJ,4 Pdb Votes
514,Jennifer Campbell ,Dumb Money,ESFJ,4 Pdb Votes
515,Ana Helena,Raquel 1:1 (2022),ESFJ,9 Pdb Votes
516,Adam’s mother,All of Us Strangers,XXXX,6 Pdb Votes
517,Lydia Rodriguez Katz,You Are So Not Invited To My Bat Mitzvah,XXXX,41 Pdb Votes
518,Bethany,The Boogeyman,ESFJ,10 Pdb Votes
519,Роза (Roza),Барбоскины (Barboskins),ESFJ,10 Pdb Votes
520,Bree Friedman,You Are So Not Invited To My Bat Mitzvah,ESFJ,5 Pdb Votes
521,Agent Zeke Kelso,That Darn Cat ! (1997),ESFJ,9 Pdb Votes
522,Revo Kos,Cars (Franchise),ESFJ,2 Pdb Votes
523,Jeff,Spies in Disguise (2020),XXXX,1 Pdb Vote
524,Wangmu,The Monkey King,ENTJ,2 Pdb Votes
525,Don Gaspar,La Leyenda de la Nahuala,ESFJ,2 Pdb Votes
526,Phyllis,The Lego Batman Movie,XXXX,6 Pdb Votes
527,Audrey,Gran Turismo (2023),XXXX,1 Pdb Vote
528,Landlady,It Couldn't Happen Here (1987),ESFJ,8 Pdb Votes
529,Reuben Goetz,Copycat (1995),ESFJ,2 Pdb Votes
530,Fleur's Mother,K-12 (2019),XXXX,4 Pdb Votes
531,Gail,Wet Hot American Summer,ESFJ,4 Pdb Votes
532,Sheila,"I, Daniel Blake",ESFJ,2 Pdb Votes
533,Daisy Morgan,"I, Daniel Blake",ESFJ,2 Pdb Votes
534,Azra,Özel Ders (2022),XXXX,5 Pdb Votes
535,Donna,Death Game,ESFJ,2 Pdb Votes
536,Hannah,Forget Me Not (2009),ESFJ,4 Pdb Votes
537,Joan Rubinsky,Theater Camp,XXXX,1 Pdb Vote
538,Rebecca-Diane,Theater Camp,ESFJ,3 Pdb Votes
539,Tanya's aunt,Cheburashka (2023),ESFJ,3 Pdb Votes
540,Brygida Willman,Jeordie Love,ESFJ,3 Pdb Votes
541,Earl,The Murderer (2023),ESFJ,5 Pdb Votes
542,Karl Harris,Dark City,ENFJ,1 Pdb Vote
543,Dusty,Home Sweet Hell,XXXX,4 Pdb Votes
544,King Arnulf,Erik the Viking (1989),XXXX,2 Pdb Votes
545,Lady Pamela Hardwick,Flesh and Fantasy (1943),ESFJ,2 Pdb Votes
546,Abuela,Night Teeth,XXXX,9 Pdb Votes
547,Herbert Carter,Citizen Kane (1941),ESFJ,1 Pdb Vote
548,Charlie,You Again (2010),XXXX,2 Pdb Votes
549,Jessica,Wendy Wu: Homecoming Warrior (2006),ESFJ,2 Pdb Votes
550,Elisabeth Berger-Böttcher,Der Vorname (2018),ESFJ,4 Pdb Votes
551,Лариса Дудка,Early Swallows | Перші Ластівки,XXXX,2 Pdb Votes
552,Лєра Фаркаш,Early Swallows | Перші Ластівки,ESFJ,3 Pdb Votes
553,Blonde actress,Ivan Vasilievich: Back to the Future,ESFJ,2 Pdb Votes
554,Tzulik,La Leyenda de la Nahuala,XXXX,1 Pdb Vote
555,Aniceto,La Leyenda de la Nahuala,XXXX,15 Pdb Votes
556,Sakina,Wish (2023),ESFJ,2 Pdb Votes
557,Anne-Marie Conklin,High School U.S.A.,ESFJ,2 Pdb Votes
558,Mr. Plaza,High School U.S.A.,XXXX,29 Pdb Votes
559,Rowena Drake,A Haunting in Venice,ESFJ,2 Pdb Votes
560,Francine,The Cabbage Soup,ESTJ,2 Pdb Votes
561,Panama Smith,The Roaring Twenties (1939),XXXX,2 Pdb Votes
562,Joan,Run Rabbit Run (2023),ESFJ,2 Pdb Votes
563,Dr. Heffner (New Nightmare),A Nightmare on Elm Street (Franchise),ESFJ,6 Pdb Votes
564,Julie (New Nightmare),A Nightmare on Elm Street (Franchise),ESFJ,19 Pdb Votes
565,Vivian Rich,Footlight Parade (1933),ESFJ,8 Pdb Votes
566,Don Champagne,Home Sweet Hell,ESFJ,15 Pdb Votes
567,Owen Browning,The Out-Laws,ESFJ,3 Pdb Votes
568,Rio Morales (Earth-42),Spider-Man: Across the Spider-Verse (2023),ESFJ,1 Pdb Vote
569,Snow White,Wreck-It Ralph (Franchise),ESFJ,3 Pdb Votes
570,Marshal Berthier,"Napoleon ""Kitbag"" (2023)",XXXX,4 Pdb Votes
571,Lionel,Oxford Blues (1984),XXXX,14 Pdb Votes
572,Ryder,1700s ft,ESFJ,3 Pdb Votes
573,Ms. Albright,"Love, Simon (2018)",XXXX,6 Pdb Votes
574,Maime Trotter,The Great Gilly Hopkins (2015),ESFJ,2 Pdb Votes
575,Muallim Saffet,Düğün Dernek (Franchise),ESFJ,9 Pdb Votes
576,Onodera Takara,Kimi no Hana ni Naru (I will be your bloom),ESFJ,8 Pdb Votes
577,Lou,The Lorax (2012),XXXX,2 Pdb Votes
578,Mr.Babbit,Scooby Doo! Legend of the Phantosaur,ESFJ,2 Pdb Votes
579,Fiona Campbell,Brigadoon (1954),ESFJ,13 Pdb Votes
580,Tommy Albright,Brigadoon (1954),ESFJ,5 Pdb Votes
581,Andrea Cunningham,Steve Jobs (2015),ESFJ,1 Pdb Vote
582,Jane Bloomwood,Confessions of a Shopaholic (2009),ESFJ,2 Pdb Votes
583,Shura,Office Romance(1977),XXXX,3 Pdb Votes
584,Mme de Chelles,La Religieuse (1966),ESFJ,3 Pdb Votes
585,Yvonne,Seance,XXXX,4 Pdb Votes
586,Lisa Vale,"Now, Voyager (1942)",XXXX,4 Pdb Votes
587,Laurie Jorgensen,The Searchers (1956),XXXX,1 Pdb Vote
588,Mrs. Loomis ,Splendor in the Grass (1961),ESFJ,2 Pdb Votes
589,Ellie Grimbridge,Halloween 3: Season of the Witch,ESFJ,1 Pdb Vote
590,Teddy's Grandma,All Dogs Go to Heaven (1989),ESFJ,7 Pdb Votes
591,Deckard's committee member persona,Blade Runner,XXXX,1 Pdb Vote
592,Rosie Cotton,The Lord of the Rings (Film Trilogy),ESFJ,6 Pdb Votes
593,Assistant District Attorney Van Slack,The Thin Man (Series),XXXX,11 Pdb Votes
594,Mrs. Charles,The Thin Man (Series),ESFJ,0
595,Stella,The Thin Man (Series),XXXX,0
596,Simonsen,The Silent Partner (1978),ESFJ,0
597,Helen Gray ,Abbott and Costello Meet the Invisible Man (1951),XXXX,0
598,Fernanda ,Minha Vida em Marte (2018),ESFJ,0
599,Rafaella,Culpa mía (My Fault) 2023,ESFJ,0
600,Farmer who lends Chigurh a hand but get's killed,No Country for Old Men (2007),ESFJ,5 Pdb Votes
601,Holly,K-12 (2019),ESFJ,2 Pdb Votes
602,Julie,Edge of the Garden (2011),XXXX,1 Pdb Vote
603,Motel Manager,Asteroid City,ESFJ,19 Pdb Votes
604,Tim,Bottoms,ESFJ,8 Pdb Votes
605,Harris,The Hill (1965),ESFJ,7 Pdb Votes
606,Miss Walsh,Primary Colors (1998),ESFJ,7 Pdb Votes
607,Seamus,Finding You (2021),ESFJ,2 Pdb Votes
608,Peggy,Dragonwyck (1946),XXXX,4 Pdb Votes
609,Meredith,I Don't Feel at Home in This World Anymore,ESFJ,1 Pdb Vote
610,Bosayna,Tasleem Ahaly,XXXX,1 Pdb Vote
611,Fantasy,The Pagemaster (1994),ESFJ,2 Pdb Votes
612,Susie Waggoner,Miami Blues (1990),ENFP,1 Pdb Vote
613,Flora,The Nightcomers (1971),ESFJ,7 Pdb Votes
614,Gloria Sullivan,The Devil's Rejects (2005),XXXX,2 Pdb Votes
615,Two-headed sisters,Jack and the Cuckoo-clock Heart,ESFJ,6 Pdb Votes
616,Jack's mother,Jack and the Cuckoo-clock Heart,ESFJ,4 Pdb Votes
617,Karen,As You Are,XXXX,1 Pdb Vote
618,Blackwood,Dungeons & Dragons: Honor Among Thieves (2023),ESFJ,1 Pdb Vote
619,John Wayne Gacy,Murders in Sch,XXXX,2 Pdb Votes
620,Max,Talk to Me,ESFJ,5 Pdb Votes
621,Carol,Cobweb,ESFJ,10 Pdb Votes
622,Verbena,The Parent Trap (1961),ESFJ,2 Pdb Votes
623,Cleaning Lady,Murders in Sch,ESFJ,3 Pdb Votes
624,Tony,Lady and the Tramp (1955),XXXX,6 Pdb Votes
625,Eden,Aladdin (1992),ESFJ,6 Pdb Votes
626,Sophia,I Kill Giants,ESFJ,8 Pdb Votes
627,Eimei Jinkawa,High & Low The Worst X (Cross),ESFJ,6 Pdb Votes
628,Kiyoshi Yokoyama,High & Low The Worst X (Cross),ESFJ,3 Pdb Votes
629,Kisuke Ujihara (Jamuo),High & Low The Worst X (Cross),XXXX,8 Pdb Votes
630,Benji Guerrero,Boss Baby (Franchise),ESFJ,1 Pdb Vote
631,Judge Joan de Salvo,My Sister's Keeper (2009),ESFJ,2 Pdb Votes
632,Mrs. Nancy Harrison,Evelyn Prentice (1934),XXXX,6 Pdb Votes
633,Sloan,Detention (2011),ESFJ,1 Pdb Vote
634,Myles Vanders,Sporting Blood (1940),INFJ,1 Pdb Vote
635,Amanda Dell,Let's Make Love (1960),ESFJ,2 Pdb Votes
636,Louise Kendall,My Cousin Rachel (1952),ESFJ,2 Pdb Votes
637,Sevim,Baba Bizi Eversene,ESFJ,11 Pdb Votes
638,Bianchi ,Murder on the Orient Express (1974),ESFJ,1 Pdb Vote
639,"Mrs. Emily Eustace ""2E"" Failenson",Breakfast at Tiffany's (1961),XXXX,19 Pdb Votes
640,Irene Agnew ,Double Wedding (1937),ESFJ,1 Pdb Vote
641,Silene,"Saneamento Básico, o Filme",ESFJ,1 Pdb Vote
642,"Colleen ""Miss Birdie"" Birdsong",The Rainmaker (1997),XXXX,1 Pdb Vote
643,Executive,Barbie (2023),ESFJ,6 Pdb Votes
644, Cathy Maxwell-Manchester,Two for the Road (1967),XXXX,1 Pdb Vote
645,Nan Prescott,Footlight Parade (1933),XXXX,1 Pdb Vote
646,Duke,The Smudger Movie (2021),XXXX,1 Pdb Vote
647,Schrader,Trick r Treat (2007),XXXX,8 Pdb Votes
648,Happy,Unforgettable,ESFJ,2 Pdb Votes
649,Rosemary Barlow,The Bad and the Beautiful (1952),XXXX,1 Pdb Vote
650,Mopsy,Peter Rabbit (franchise),XXXX,4 Pdb Votes
651,Dr. Frank F. Gibbs,Our Town (1940),XXXX,1 Pdb Vote
652,Joan Prentice,Merrily We Go to Hell (1932),XXXX,2 Pdb Votes
653,Gwen Conliffe,The Wolf Man (1941),ESFJ,2 Pdb Votes
654,Lady Penelope Gray,The Private Lives of Elizabeth and Essex (1939),XXXX,2 Pdb Votes
655,"Ellen ""Elly"" Wilosek",The Men (1950),ESFJ,1 Pdb Vote
656,Veta Louise Dowd Simmons,Harvery (1950),XXXX,2 Pdb Votes
657,Miss Adelaide,Guys and Dolls (1955),ESFJ,1 Pdb Vote
658,Hilda Manney,Room Service (1938),XXXX,2 Pdb Votes
659,Mrs. Clara Topper,Topper (1937),ESFJ,2 Pdb Votes
660,Marion Kerby,Topper (1937),ESFJ,4 Pdb Votes
661,Ishita,Dilwale (2015),ESFJ,2 Pdb Votes
662,Horatio,Hamlet (1990),XXXX,1 Pdb Vote
663,Dale Tremont,Top Hat (1935),ISFP,4 Pdb Votes
664,Alice Adams,Alice Adams (1935),XXXX,5 Pdb Votes
665,Abigail,Stay Alive (2006),XXXX,1 Pdb Vote
666,Daphne de Carter,Unfaithfully Yours (1948),ESFJ,9 Pdb Votes
667,Julia Brougham ,The Bishop's Wife (1947),ESFJ,1 Pdb Vote
668,Gray Maturin,The Razor's Edge (1944),ESFJ,2 Pdb Votes
669,Helen St. James ,The Lost Weekend (1945),ESFJ,1 Pdb Vote
670,Susan Abbott,Anchors Aweigh (1945),XXXX,1 Pdb Vote
671,Sir Thomas Erpingham,Henry V (1944),XXXX,2 Pdb Votes
672,Nellie Cohan,Yankee Doodle Dandy (1942),XXXX,2 Pdb Votes
673,"Jeremiah ""Jerry"" Duvaux Durrance","Now, Voyager (1942)",ESFJ,19 Pdb Votes
674,Lucy Morgan ,The Magnificent Ambersons (1942),ESFJ,4 Pdb Votes
675,Mrs. Sargent,Remember the Night (1940),XXXX,1 Pdb Vote
676,Ann Smith ,Mr. & Mrs. Smith (1941),ISFJ,8 Pdb Votes
677,Emmy Brown ,Hold Back the Dawn (1941),XXXX,2 Pdb Votes
678,Pelikán József,A tanú (1979),ESFJ,7 Pdb Votes
679,Kwon yoo,The concubine 2012,XXXX,1 Pdb Vote
680, Delilah Johnson,Imitation of Life (1934),ESFJ,8 Pdb Votes
681,Jenny Hall,The Invisible Man (1933),XXXX,2 Pdb Votes
682,Madame Colet ,Trouble in Paradise (1932),XXXX,9 Pdb Votes
683,Monsieur La Bessière,Morocco (1930),XXXX,0
684,"Hilary, Countess of Rhyall",The Grass is Greener (1960),XXXX,0
685,Margaret Munson,Indiscreet (1958),XXXX,0
686,Millicent Jordan,Dinner at Eight (1933),XXXX,0
687,Delia Lovell Ralston,The Old Maid (1939),ESFJ,0
688,Mimi Wynant Jorgenson,The Thin Man (Series),ESFJ,0
689,Mama Mario,The Super Mario Bros. Movie (2023),ESFJ,0
690,Esin Uçar,Şevkat Yerimdar,ESFJ,0
691,Chava,Chupa (2023),XXXX,0
692,Sabrina,Sonhos Roubados/Stolen Dreams (2010),ESFJ,0
693,Taeko,Tag (2015),ESFJ,0
694,Laura,Boundaries (2018),ESFJ,0
695,Yoon Deok-soo,Ode to My Father (2014),ESFJ,0
696,Ramachandra,Ala Vaikunthapurramuloo (2020),ESFJ,0
697,Frank,Okja (2017),ESFJ,0
698,Linda Jefferson,Diary of a Wimpy Kid (Series),ESFJ,0
699,Rita,Dark Glasses(2022),ESFJ,0
700,Angel,Dancing at the Blue Iguana (2000),XXXX,1 Pdb Vote
701,Patti,Ghosted (2023),XXXX,2 Pdb Votes
702,Sergeant Koo Hee-bong,Memories Of Murder (2003),XXXX,1 Pdb Vote
703,Béatrice,My Life as a Zucchini,XXXX,1 Pdb Vote
704,Mattos,O Dragão da Maldade Contra o Santo Guerreiro,ESFJ,5 Pdb Votes
705,Hannah,Tyrannosaur (2011 film),ESFJ,1 Pdb Vote
706,Tootles,Peter Pan (2003),ISFJ,9 Pdb Votes
707,Marco Longhi,The Stendhal Syndrome(1996),ESFJ,10 Pdb Votes
708,Murari Gupta,Raanjhanaa,XXXX,1 Pdb Vote
709,Will,You’re Ugly Too,ESFP,5 Pdb Votes
710,Shelly Stewart,The First Wives Club (1996),ESFJ,3 Pdb Votes
711,Cabo 70,O Auto da Compadecida (2000),ESFJ,6 Pdb Votes
712,Rie Naruto,Re/Member (2022),ESFJ,2 Pdb Votes
713,Brian Espiritu,Esperanza: The Movie,ESFJ,8 Pdb Votes
714,Eleanor Fine,Far from Heaven (2002),ESFJ,1 Pdb Vote
715,Sara,Tomten är far till alla barnen (1999),XXXX,4 Pdb Votes
716,Libbets Casey,The Ice Storm (1997),XXXX,2 Pdb Votes
717,Ben Hood,The Ice Storm (1997),XXXX,2 Pdb Votes
718,Lewis,Joy Ride (2001),XXXX,1 Pdb Vote
719,April O'Neil,TMNT (2007),ESFJ,3 Pdb Votes
720,Father Xavier,The rite,XXXX,1 Pdb Vote
721,LaToya Reynolds,Prom Pact,ESFJ,18 Pdb Votes
722,Christopher Welling,Akron (2015),ESFJ,1 Pdb Vote
723,Charles Rothenberg,David (1988 film),XXXX,1 Pdb Vote
724,Helena Douglas,DOA: Dead or Alive (2006),XXXX,1 Pdb Vote
725,Haruyo,Asako I & II (2018),ESFJ,2 Pdb Votes
726,Nual,Midnight My Love,XXXX,1 Pdb Vote
727,Meg,Straight Up (2020),XXXX,1 Pdb Vote
728,"Berkicsné Füleki Katalin, ""Kati""",A mi kis falunk,XXXX,4 Pdb Votes
729,Emilia the First Lady,An Ordinary Miracle (1978) - Soviet Film,ESFJ,3 Pdb Votes
730,Ngô Kiến Hà,Chàng Trai Năm Ấy,ISFJ,3 Pdb Votes
731,Sky,Chàng Trai Năm Ấy,ESFJ,5 Pdb Votes
732,Rosa Díaz,Breaking (2022),ESFJ,1 Pdb Vote
733,Taja (1998),Mortal Kombat films,XXXX,7 Pdb Votes
734,The Bird,The Lost Little Caterpillar (Litla lirfan ljóta),ESFJ,1 Pdb Vote
735,Marissa Wilson,Spy Kids 4: All the Time in the World,XXXX,6 Pdb Votes
736,Annie,Bottoms,ESFJ,24 Pdb Votes
737,Audrey,Joy Ride (2023),ESFJ,12 Pdb Votes
738,Parviz,Leila's Brothers,ESFJ,1 Pdb Vote
739,Mrs Parker,The Star-Crossed Romance of Josephine Cosnowski,ESFJ,4 Pdb Votes
740,Mrs Parker,A Christmas Story 2 (2012 film),ESFJ,2 Pdb Votes
741,Mrs Parker,Ollie Hopnoodle's Haven of Bliss (1988 film),ESFJ,15 Pdb Votes
742,Allison Becker,No Hard Feelings (2023),ESFJ,7 Pdb Votes
743,Viviana,L'Ultima Notte di Amore,ESFJ,1 Pdb Vote
744,Antonio Rivas,Kimi (2022),XXXX,11 Pdb Votes
745,Penny Jo Poplin,Americana (2023),ESFJ,1 Pdb Vote
746,Lorraine,Letters to Juliet,XXXX,2 Pdb Votes
747,Emily 'Emma' Spool,Psycho (Franchise),ISFJ,7 Pdb Votes
748,A Mo (阿嬷),如果早知道男生也会被性侵,ESFJ,6 Pdb Votes
749,Alec,The Farm,ESFJ,2 Pdb Votes
750,Trish Murtaugh,Lethal Weapon (Movie Series),ESFJ,8 Pdb Votes
751,Evelyn O'Connell (Maria Bello recast),The Mummy (Franchise),ESFJ,1 Pdb Vote
752,Pedro,Bevery Hills Chihuahua 2,ESFJ,7 Pdb Votes
