,char,movie,mbti,votes
377,Adelaide Wilson,Us (2019),ISTJ,215 Pdb Votes
378,Lorenzo Anello,A Bronx Tale (1993),ISTJ,43 Pdb Votes
379,Norman,Sing (Franchise),ISTJ,49 Pdb Votes
380,Firmus Piett,Star Wars,ISTJ,46 Pdb Votes
381,Agent Lacey,The Interview (2014),ISTJ,15 Pdb Votes
382,Spots,Isle of Dogs (2018),ISTJ,63 Pdb Votes
383,Virgil Earp,Tombstone (1993),ISTJ,41 Pdb Votes
384,Tia Russell,Uncle Buck (1989),ISTJ,26 Pdb Votes
385,Hal Spencer,12 Strong (2018),ISTJ,4 Pdb Votes
386,M-O,WALL-E (2008),ISTJ,229 Pdb Votes
387,Mac Eliot,Predator,ISTJ,37 Pdb Votes
388,Kyûzô,Seven Samurai (1954) (七人の侍),ISTJ,51 Pdb Votes
389,Eva Khatchadourian,We Need to Talk About Kevin (2011),ISTJ,98 Pdb Votes
390,Thomas Burke,Final Destination 2 (2003),ISTJ,19 Pdb Votes
391,Grug,The Croods (Franchise),ISTJ,323 Pdb Votes
392,Maurice,Madagascar (Franchise),ISTJ,375 Pdb Votes
393,Elinor Dashwood,Sense and Sensibility (1995),ISTJ,89 Pdb Votes
394,Kocoum,Pocahontas (1995),ISTJ,102 Pdb Votes
395,Bad Cop,The Lego Movie (Franchise),ISTJ,93 Pdb Votes
396,Colonel Frank Fitts,American Beauty (1999),ISTJ,193 Pdb Votes
397,Agent Rick Dicker,The Incredibles (Franchise),ISTJ,60 Pdb Votes
398,Dottie Hinson,A League of Their Own (1992),ISTJ,31 Pdb Votes
399,Noodles,Once Upon a Time in America (1984),ISTJ,73 Pdb Votes
400,Charlie Swan,Twilight (Franchise),ISTJ,342 Pdb Votes
401,Mako Mori,Pacific Rim (2013),ISTJ,90 Pdb Votes
402,Wilm Hosenfeld,The Pianist (2002),ISTJ,93 Pdb Votes
403,Edgar,The Aristocats (1970),ISTJ,47 Pdb Votes
404,Seti,The Prince of Egypt (1998),ISTJ,59 Pdb Votes
405,Edward Lewis,Pretty Woman (1990),ISTJ,212 Pdb Votes
406,Teddy Daniels,Shutter Island (2010),ISTJ,307 Pdb Votes
407,Riff Raff,The Rocky Horror Picture Show (1975),ISTJ,57 Pdb Votes
408,"Stanley ""Stan"" Uris",It (2017),ISTJ,543 Pdb Votes
409,Cogsworth,Beauty and the Beast (Franchise),ISTJ,331 Pdb Votes
410,Mr. Collins,Pride and Prejudice (2005),ISTJ,176 Pdb Votes
411,Bryan Mills,Taken,ISTJ,173 Pdb Votes
412,Carina Smyth / Barbossa,Pirates of the Caribbean,ISTJ,209 Pdb Votes
413,Jock,Lady and the Tramp (1955),ISTJ,64 Pdb Votes
414,Princess Atta,A Bug's Life (1998),ISTJ,177 Pdb Votes
415,Mr. Arrow,Treasure Planet (2002),ISTJ,48 Pdb Votes
416,Dennis (Kevin “Wendell” Crumb),Split (2016),ISTJ,187 Pdb Votes
417,Rolfe,The Sound of Music (1965),ISTJ,58 Pdb Votes
418,Basil Exposition,Austin Powers,ISTJ,27 Pdb Votes
419,Nassor,Frankenweenie (2012),ISTJ,23 Pdb Votes
420,Archimedes,The Sword in the Stone (1963),ISTJ,57 Pdb Votes
421,Saw Gerrera,Star Wars,ISTJ,151 Pdb Votes
422,Judge Dredd,Dredd (2012),ISTJ,176 Pdb Votes
423,Capt. Colleen Goodwin,Source Code (2011),ISTJ,10 Pdb Votes
424,Rachael,Blade Runner,ISTJ,158 Pdb Votes
425,Lionel Mandrake,Dr. Strangelove (1964),ISTJ,56 Pdb Votes
426,Ruth DeWitt Bukater,Titanic (1997),ISTJ,179 Pdb Votes
427,Luther Stickell,Mission: Impossible (Franchise),ISTJ,69 Pdb Votes
428,Thorin Oakenshield,The Hobbit (Film Trilogy),ISTJ,410 Pdb Votes
429,Illya Kuryakin,The Man from U.N.C.L.E. (2015),ISTJ,102 Pdb Votes
430,Arthur,Inception (2010),ISTJ,325 Pdb Votes
431,Cobra Bubbles,Lilo & Stitch (Franchise),ISTJ,151 Pdb Votes
432,Zazu,The Lion King (Franchise),ISTJ,489 Pdb Votes
433,Shake Maguire,Cheaper by the Dozen (Franchise),XXXX,5 Pdb Votes
434,The Pianist,"Salò, or the 120 days of Sodom",ISTJ,6 Pdb Votes
435,Nathan Huffner,Parenthood,XXXX,1 Pdb Vote
436,Lieutenant Roy Bishop,King Of New York (1990),ISTJ,2 Pdb Votes
437,Lisa wren,Manhattan Night,ISTJ,2 Pdb Votes
438,Tere,Matando cabos (2004),ISTJ,2 Pdb Votes
439,Lula,Matando cabos (2004),ISTJ,2 Pdb Votes
440,Lars Pinfield,Ghostbusters: Frozen Empire (2024),ISTJ,5 Pdb Votes
441,Steve,Wonder Park (2019),XXXX,1 Pdb Vote
442,Rita,The Orphanage,XXXX,3 Pdb Votes
443,Judge Laura Burch,Law Abiding Citizen (2009),XXXX,1 Pdb Vote
444,The supervisor,There's a man in the woods,ISTJ,4 Pdb Votes
445,Akaradev warakorn,The Siam Renaissance (2004),ISTJ,5 Pdb Votes
446,Cook,The Big Lebowski (1998),XXXX,1 Pdb Vote
447,Doctor,The Big Lebowski (1998),XXXX,1 Pdb Vote
448,Older Cop,The Big Lebowski (1998),XXXX,1 Pdb Vote
449,Arthur Digby Sellers,The Big Lebowski (1998),XXXX,1 Pdb Vote
