,char,movie,mbti,votes
971,Buddy Kupfer,Halloween 3: Season of the Witch,ESTP,7 Pdb Votes
972,Dan Challis ,Halloween 3: Season of the Witch,ESTP,18 Pdb Votes
973,Form VII: Juyo/Vaapad,Star Wars: Lightsabers,XXXX,6 Pdb Votes
974,Max Bialystock,The Producers (1967 film),ESTP,3 Pdb Votes
975,Başar,Sevmek Zamanı (Time to Love),XXXX,4 Pdb Votes
976,Chico ,Monkey Business (1931),XXXX,5 Pdb Votes
977,Reikle,The Silent Partner (1978),ENTJ,2 Pdb Votes
978,Cydney,A Perfect Getaway (2009),ESTP,7 Pdb Votes
979,"Peter Parker ""Spider-man (Wolf man)""",Spider-Man: Across the Spider-Verse (2023),ESTP,7 Pdb Votes
980,Ray Castro,Traffic (2000),ESTP,1 Pdb Vote
981,Baby Firefly,3 from Hell,XXXX,2 Pdb Votes
982,Hank,Asteroid City,ESTP,1 Pdb Vote
983,Sandy Borden,Asteroid City,ESTP,1 Pdb Vote
984,Bernie Litko,About Last Night (1986),ESTP,4 Pdb Votes
985,Izzy Rosenblatt,Primary Colors (1998),ESTP,1 Pdb Vote
986, Pops Burns,Bombshell (1933),XXXX,7 Pdb Votes
987,"Jagmohan ""Jag"" Prakash",Happy New Year (2014),ESTP,4 Pdb Votes
988,Marvin 'Cousin Marv' Stipler,The Drop,XXXX,7 Pdb Votes
989,Tex,Us (2019),ISTP,5 Pdb Votes
990,Ryota Maeshiro,Little Love Song,XXXX,6 Pdb Votes
991,Marshall,I Don't Feel at Home in This World Anymore,XXXX,6 Pdb Votes
992,Adventure,The Pagemaster (1994),ESTP,0
993,Jackie Scanlon,Sorcerer (1977),XXXX,0
994,Peter Quint,The Nightcomers (1971),ESTP,0
995,Hiroto Saeki,Last Cinderella (2013),ESTP,0
996,Teddy Kuznetsov,Nobody,ESTP,0
997,McReynolds,Everybody wants some!! (2016),ESTP,0
998,Schizo-Head,31,ESTP,0
999,Psycho-Head,31,ESTP,0
1000,Alice “online”,Cam (2018),ESTP,11 Pdb Votes
1001,Maki,Makinavaja (1992 & 1993),ENTP,3 Pdb Votes
1002,Rondo,The Devil's Rejects (2005),ESTP,6 Pdb Votes
1003,Jackie Oppenheimer,Oppenheimer (2023),ESTP,9 Pdb Votes
1004,Charlie Altamont,The Devil's Rejects (2005),ESTP,7 Pdb Votes
1005,Andrew Tate,Murders in Sch,ESTP,2 Pdb Votes
1006,Hayley,Talk to Me,ESTP,43 Pdb Votes
1007,Reek,Transformers: Rise of the Beasts,ESTP,17 Pdb Votes
1008,Sarah,The Heart Is Deceitful Above All Things (2004),XXXX,1 Pdb Vote
1009,Drew,Office Space (1999),ESTP,4 Pdb Votes
1010,Elías,Manticore,ESTP,4 Pdb Votes
1011,Maleficent's Goons,Sleeping Beauty (1959),XXXX,5 Pdb Votes
1012,Kōzō Miyauchi (Binzo),High & Low The Worst X (Cross),ESTP,9 Pdb Votes
1013,Kazushi Iwatsugu (Gandhi),High & Low The Worst X (Cross),ESTP,1 Pdb Vote
1014,Kenzō Shida (Shidaken),High & Low The Worst X (Cross),XXXX,9 Pdb Votes
1015,Yasushi Nishikawa,High & Low The Worst X (Cross),ESTP,6 Pdb Votes
1016,Robyn Thistlethwaite,Harry Potter Magic Awakened,ESTP,25 Pdb Votes
1017,Hud Bannon,Hud (1963),XXXX,5 Pdb Votes
1018,Nurse Adele,My Sister's Keeper (2009),ESTP,2 Pdb Votes
1019,Thayer Mangeress,Teenage Dirtbag (2009),ESTP,6 Pdb Votes
1020, Nicky Holroyd,"Bell, Book and Candle (1958)",XXXX,6 Pdb Votes
1021,Titanic,Titanic (1997),ESTP,15 Pdb Votes
1022,Linda Lockwood,Sporting Blood (1940),XXXX,1 Pdb Vote
1023,Robert Clive,Clive of India (1935),ESTP,2 Pdb Votes
1024,Jones,The Bitter Tea of General Yen (1933),XXXX,1 Pdb Vote
1025,David Falk,AIR (2023),ESTP,10 Pdb Votes
1026,Charlie Rogers,Roustabout (1964),XXXX,1 Pdb Vote
1027,Joan Stanley,Flesh and Fantasy (1943),ESTP,2 Pdb Votes
1028,Carl Yankowski,BlackBerry (2023),ESTP,1 Pdb Vote
1029,Shmuel Frenkel,Waltz with Bashir (2008),ESTP,7 Pdb Votes
1030,Battletrap,Transformers: Rise of the Beasts,ESTP,14 Pdb Votes
1031,Trixie Lorraine,Gold Diggers of 1933 (1933),XXXX,5 Pdb Votes
1032,Zico,"Saneamento Básico, o Filme",ESTP,20 Pdb Votes
1033,Yet another Ken,Barbie (2023),ESTP,13 Pdb Votes
1034,John Dixon,Get Real (1998),ESTP,1 Pdb Vote
1035, Alonzo the Armless,The Unknown (1927),XXXX,6 Pdb Votes
1036,Viv,Blue Jean (2022),ESTP,1 Pdb Vote
1037,"Gay Laurence, The Falcon",The Gay Falcon (1941),XXXX,1 Pdb Vote
1038,Vágó Alexa,Az örökség/The heritage,ESTP,1 Pdb Vote
1039,DC,The Smudger Movie (2021),XXXX,2 Pdb Votes
1040,Smudger ,The Smudger Movie (2021),XXXX,1 Pdb Vote
1041,Danielle,Trick r Treat (2007),XXXX,4 Pdb Votes
1042, The Local Sheik / The Villain,Sherlock Jr. (1924),XXXX,1 Pdb Vote
1043,Mara,Three Steps Above Heaven (Tres metros sobre el cielo),XXXX,10 Pdb Votes
1044,George Gibbs ,Our Town (1940),XXXX,1 Pdb Vote
1045,Festus Creed,The Ballad of Songbirds and Snakes (2023),ESTP,9 Pdb Votes
1046,Miles Hendon,The Prince and the Pauper (1937),XXXX,2 Pdb Votes
1047,Ann Hamilton ,Undercurrent (1946),ESTP,1 Pdb Vote
1048,Earl of Essex,The Private Lives of Elizabeth and Essex (1939),XXXX,6 Pdb Votes
1049,Thantos,Twitches (2005),XXXX,2 Pdb Votes
1050,Nicki Collins,Lady on a Train (1945),XXXX,1 Pdb Vote
1051,DJ Ali,Ae Dil Hai Mushkil,ESTP,1 Pdb Vote
1052,Detective Giovanni A. Malloy,In the Cut (2003),XXXX,1 Pdb Vote
1053,Nathan Detroit,Guys and Dolls (1955),XXXX,2 Pdb Votes
1054,Christine Marlowe,Room Service (1938),ESFP,2 Pdb Votes
1055,Harry Binelli,Room Service (1938),XXXX,1 Pdb Vote
1056,Mr. Zigmund (Ziggy),Trendy & The Multiverse,ESTP,10 Pdb Votes
1057,Kay Colby,Love Before Breakfast (1936),ESTP,1 Pdb Vote
1058," Joe Adams/""Joe Bascopoulos""",Mr. Lucky (1943),XXXX,10 Pdb Votes
1059,George Kerby ,Topper (1937),ESTP,2 Pdb Votes
1060,Henry VIII,A Man for All Seasons (1966),XXXX,5 Pdb Votes
1061,"Hugh ""Baby Face"" Martin",Dead End (1937),ESTP,1 Pdb Vote
1062,Henry VIII,The Private Life of Henry VIII (1931),XXXX,1 Pdb Vote
1063,Mariette Larkin,The Mating Game (1959),ESTP,2 Pdb Votes
1064, Marcus Vinicius,Quo Vadis (1951),ESTJ,4 Pdb Votes
1065,Captain Daniel Gregg,The Ghost and Mrs. Muir (1947),ESTP,5 Pdb Votes
1066,Isabel Bradley ,The Razor's Edge (1944),ESTP,2 Pdb Votes
1067,"Joseph ""Joe"" Brady ",Anchors Aweigh (1945),ESTP,3 Pdb Votes
1068, Ancient Pistol,Henry V (1944),XXXX,16 Pdb Votes
1069,June Vale,"Now, Voyager (1942)",XXXX,2 Pdb Votes
1070,"""Chilly"" Willie Simms",Remember the Night (1940),XXXX,7 Pdb Votes
1071,Georges Iscovescu,Hold Back the Dawn (1941),XXXX,1 Pdb Vote
1072,Eddie Bartlett,The Roaring Twenties (1939),XXXX,1 Pdb Vote
1073,Blackie Norton ,San Francisco (1936),XXXX,4 Pdb Votes
1074,Cornelius Cobb ,Mr. Deeds Goes to Town (1936),XXXX,2 Pdb Votes
1075,Babe Bennett ,Mr. Deeds Goes to Town (1936),ESFP,1 Pdb Vote
1076,Lady Lou ,She Done Him Wrong,XXXX,11 Pdb Votes
1077, Légionnaire Tom Brown,Morocco (1930),ISTP,6 Pdb Votes
1078,Dan Packard,Dinner at Eight (1933),ESTJ,3 Pdb Votes
1079,General Serge Shubin,Mata Hari (1931),ESTP,15 Pdb Votes
1080,Matt Burke,Anna Christie (1930),XXXX,7 Pdb Votes
1081,Hindley Earnshaw,Wuthering Heights (1939),XXXX,0
1082,Lt. John Guild,The Thin Man (Series),ESTP,0
1083,Ryan,A Good Person (2023),ESTP,0
1084,Bora,Şevkat Yerimdar,ESTP,0
1085,Resham,Dance Dance डांस डांस (1987),ESTP,0
1086,Vipsania Sickle,The Ballad of Songbirds and Snakes (2023),ESTP,0
1087,Tanner,The Ballad of Songbirds and Snakes (2023),ESTP,0
1088,Asep,Ex-Addicts Club,ESTP,0
1089,Dolores,Sonhos Roubados/Stolen Dreams (2010),XXXX,0
1090,מיקו (Miko),צ'רלי וחצי | Charlie and a Half (1974),XXXX,0
1091,ששון (Sasson),צ'רלי וחצי | Charlie and a Half (1974),XXXX,0
1092,Gorg,Dungeons & Dragons: Honor Among Thieves (2023),ESTP,0
1093,Adrian Lovell,The Mother (2023),ESTP,0
1094,Dal-goo,Ode to My Father (2014),ESTP,0
1095,Yoon Hong Dae,Dream,ESTP,0
1096,Asmodeus,The Pope's Exorcist (2023),ESTP,0
1097,Porthos,Les Trois Mousquetaires : D'Artagnan,ESTP,0
1098,Aramis,Les Trois Mousquetaires : D'Artagnan,XXXX,0
1099,Big Bob Carter,The Hills Have Eyes (1977),ESTP,0
1100,Lord Dingwall,Brave (2012),ESTP,12 Pdb Votes
1101,El planchado,Chicuarotes,ESTP,8 Pdb Votes
1102,Baturro,Chicuarotes,XXXX,10 Pdb Votes
1103,Matteo,Dark Glasses(2022),ESTP,9 Pdb Votes
1104,Grigory Ganzha,Bolshaya Peremena (The Long Recess),ESTP,6 Pdb Votes
1105,Mattie Turner,Ghosted (2023),ESTP,7 Pdb Votes
1106,Kristin,Girl Fight (2011),ESTP,2 Pdb Votes
1107,Amir Sasan,Titi ( تیتی ),ESTP,5 Pdb Votes
1108,Laura,O Dragão da Maldade Contra o Santo Guerreiro,ESTP,4 Pdb Votes
1109, Vicki,The woodsman (2004 film),ESTP,2 Pdb Votes
1110,Nibs,Peter Pan (2003),ESTP,9 Pdb Votes
1111,Jimmy,Fish Don't Blink (2002),ESTP,6 Pdb Votes
1112,Vulcan,The Adventures of Baron Munchausen (1988),ENTP,2 Pdb Votes
1113,Stacey,You’re Ugly Too,ESTP,6 Pdb Votes
1114,Magic,"Blood in, Blood Out",ESTP,3 Pdb Votes
1115,Spike Hammersmith,Little Giants (1994),ESTP,2 Pdb Votes
1116,Kevin O'Shea,Little Giants (1994),ESTP,5 Pdb Votes
1117,The Huntsman,The Company of Wolves,ESTP,2 Pdb Votes
1118,Jerico Stewart,Criminal (2016),XXXX,1 Pdb Vote
1119,Jake Wise,Against All Odds (1984 film),ESTP,5 Pdb Votes
1120,sevilay,aaahh belinda,ESTP,1 Pdb Vote
1121,Mike Harrigan,Predator,ESTP,14 Pdb Votes
1122,Suea Sang ( เสือสัง ),Khun Phan,XXXX,5 Pdb Votes
1123,Good Tonight,The Bad Guys (2022),XXXX,2 Pdb Votes
1124,Signe,Tomten är far till alla barnen (1999),XXXX,1 Pdb Vote
1125,Gunnar,Tomten är far till alla barnen (1999),ESTP,5 Pdb Votes
1126,Dot Halford,The Ice Storm (1997),XXXX,2 Pdb Votes
1127,Janey Carver,The Ice Storm (1997),XXXX,2 Pdb Votes
1128,Colonel Santino,TMNT (2007),XXXX,1 Pdb Vote
1129,General Gato,TMNT (2007),XXXX,1 Pdb Vote
1130,Bujiú,Estômago (2007),ESTP,5 Pdb Votes
1131,Francesca,Ghost ship,ESTP,2 Pdb Votes
1132,Tina Armstrong,DOA: Dead or Alive (2006),XXXX,1 Pdb Vote
1133,"Francis ""Franco"" Begbie",T2 Trainspotting,ESTP,4 Pdb Votes
1134,Iron Maven,Whip It (2009),ESTP,4 Pdb Votes
1135,Nobu,Asako I & II (2018),XXXX,1 Pdb Vote
1136,Chris Jelick,Horror,ESTP,3 Pdb Votes
1137,Rudy Mackenzie,The Jacket,ESFP,1 Pdb Vote
1138,Killa Harkan,John Wick,ESTP,53 Pdb Votes
1139,Minister Administrator,An Ordinary Miracle (1978) - Soviet Film,XXXX,2 Pdb Votes
1140,"Hai Cho Dien ""Mad Dog""",Furies (2022),ESTP,1 Pdb Vote
1141,Detective Connley,Boston Strangler,XXXX,1 Pdb Vote
1142,Siro (1998),Mortal Kombat films,ESTP,1 Pdb Vote
1143,Lasse,Tillsammans / Together (2000),XXXX,2 Pdb Votes
1144,Sobhi,Tito (2004),ESTP,2 Pdb Votes
1145,Fares,Tito (2004),ESTP,1 Pdb Vote
1146,The lamp,The Phantom of the Open Hearth (1976),XXXX,4 Pdb Votes
1147,Puak,Pee Mak (2013),ESFP,15 Pdb Votes
1148,Sylvie,Bottoms,ESTP,8 Pdb Votes
1149,AJ,Starling,ESTP,1 Pdb Vote
1150,Manda,Our Ladies (2019),XXXX,6 Pdb Votes
1151,Liberty Valance,The Man Who Shot Liberty Valance,ESTP,4 Pdb Votes
1152,Zafiro Reyes,Martians vs Mexcians,XXXX,7 Pdb Votes
1153,Cosimo Forcella,L'Ultima Notte di Amore,ESTP,1 Pdb Vote
1154,"Ralph ""Ralphie"" Parker",The Great American Fourth Of July,ESTP,1 Pdb Vote
1155,"Ralph ""Ralphie"" Parker",The Phantom of the Open Hearth (1976),ESTP,1 Pdb Vote
1156,"Ralph ""Ralphie"" Parker",The Star-Crossed Romance of Josephine Cosnowski,ESTP,11 Pdb Votes
1157,The king,The Magician's Elephant,XXXX,5 Pdb Votes
1158,Hush,Mavka. The Forest song (2021),ESTP,6 Pdb Votes
1159,Daddy,The People under the Stairs (1991),ESTP,2 Pdb Votes
1160,Dean Kansky,Serendipity (2001),ESTP,3 Pdb Votes
1161,Suzanne Brown,Red Rock West (1993),ESTP,5 Pdb Votes
1162,A Jie (杰哥),如果早知道男生也会被性侵,ESTP,3 Pdb Votes
1163,Gabriel,Reindeer Games (2000),ESTP,2 Pdb Votes
1164,Ferry Bouman,Ferry,ESTP,1 Pdb Vote
1165,Phil Grayland,The Stepfather (1987),ESTP,1 Pdb Vote
1166,Matty Crimmins,The Stepfather (1987),XXXX,2 Pdb Votes
1167,Sattu's mama,Shaadi Mein Zaroor Aana,ESTP,7 Pdb Votes
1168,Makoto,Call Me Chihiro (2023),ESTP,22 Pdb Votes
1169,Ezio,Mob Waltz Night,XXXX,1 Pdb Vote
1170,Charlie Bronson,Bronson (2008),ESTP,31 Pdb Votes
1171,Axe,Beauty and the Beast (Franchise),XXXX,1 Pdb Vote
1172,Jeremy,EMESIS BLUE,ESTP,1 Pdb Vote
1173,Beefy,Little Nicky (2000),XXXX,26 Pdb Votes
1174,Dad / The Devil,Little Nicky (2000),XXXX,2 Pdb Votes
1175,Syd Dentwood,Cocaine Bear (2023),ESTP,48 Pdb Votes
1176,Ian Faith,This Is Spinal Tap (1984),ESTP,1 Pdb Vote
1177,Cocaine Bear,Cocaine Bear (2023),ESTP,16 Pdb Votes
1178,Fulton Presley,We Have a Ghost,XXXX,25 Pdb Votes
1179,Fulton Presley,We Have a Ghost (2023),ESTP,2 Pdb Votes
1180,Frank Presley,We Have a Ghost (2023),ESTP,10 Pdb Votes
1181,Finn,Rags,ESTP,7 Pdb Votes
1182,Calamity/Canary Jane,Calamity Jane,ESTP,6 Pdb Votes
1183,Witch Agnes,Hansel & Gretel Get Baked (2013),ESTP,8 Pdb Votes
1184,Allen,Under The Silver Lake,ESTP,15 Pdb Votes
1185,Stacie Roberts,Barbie & Her Sisters in a Pony Tale (2013),ESTP,23 Pdb Votes
1186,Xolum,Ant-Man and the Wasp: Quantumania,XXXX,1 Pdb Vote
1187,Sabor,Tarzan (1999),ESTP,1 Pdb Vote
1188,Camila Gama,Bardo,XXXX,1 Pdb Vote
1189,Jean-Claude Ayache (Moustique),Dobermann (1997),XXXX,1 Pdb Vote
1190,"Moses ""Moze"" Pray",Paper Moon,XXXX,2 Pdb Votes
1191,Bred,Bring It On: All or Nothing (2006),XXXX,1 Pdb Vote
1192,Val Resnick,Payback (1999),ESTP,1 Pdb Vote
1193,Molly Pruitt,Home Alone 3 (1997),XXXX,1 Pdb Vote
1194,Stan Pruitt,Home Alone 3 (1997),XXXX,3 Pdb Votes
1195,César Sánchez,One Eight Seven,XXXX,4 Pdb Votes
1196,Sloth,Shazam!,ESTP,1 Pdb Vote
1197,Jones,Short Circuit (1986),ESTP,2 Pdb Votes
1198,Neronga,Shin Ultraman,XXXX,0
1199,"Burton ""Burt"" Stangle",Mike and Dave Need Wedding Dates,ESTP,0
1200,Moïshe Schmoll,Les Aventures de Rabbi Jacob (1973),XXXX,2 Pdb Votes
1201,Colonel Farès,Les Aventures de Rabbi Jacob (1973),ESTP,4 Pdb Votes
1202,Louise,Bleeder (1999),ESTP,2 Pdb Votes
1203,Daniel McCormick,Forever Young (1992),XXXX,1 Pdb Vote
1204,Vaz (Scepter 2-1),SCP: Overlord,ESTP,11 Pdb Votes
1205,Cicero (Scepter 1-3),SCP: Overlord,ESFP,11 Pdb Votes
1206,Chips,"After the Dark ""The Philosophers"" (2013)",ESTP,6 Pdb Votes
1207,Gloria,Causeway,XXXX,1 Pdb Vote
1208,Lefty’s ghost(1700s),1700s ft,ESTP,11 Pdb Votes
1209,Lord Krylar,Ant-Man and the Wasp: Quantumania,ESTP,31 Pdb Votes
1210,Nenê,Mundo Cão (In Dog's Words),ESTP,5 Pdb Votes
1211,Oscar Benton,Bitter Moon (Lunes de fiel) (1992),ESTP,13 Pdb Votes
1212,"Richard ""Dick"" Jared",The Rules of Attraction (2002),ESTP,5 Pdb Votes
1213,Frank Whemple,The Mummy (1932),XXXX,1 Pdb Vote
1214,Lentulus Batiatus,Spartacus (1960),ESTP,4 Pdb Votes
1215,Brady,"Halloween 4,5,6 Timeline",XXXX,1 Pdb Vote
1216,Marie Derry,The Best Years of Our Lives (1946),XXXX,1 Pdb Vote
1217,Андрей Галактионов,The Wandering Earth 2,ESTP,2 Pdb Votes
1218,Dino,Satan's Slaves (Franchise),XXXX,1 Pdb Vote
1219,Han Duoduo (Peiqiang's Wife),The Wandering Earth 2,ESTP,8 Pdb Votes
1220,Makarov,The Wandering Earth,XXXX,1 Pdb Vote
1221,Jan (Serpent Sister),Shrek (Franchise),ESTP,14 Pdb Votes
1222,Jim,Fateful Findings,ESTP,2 Pdb Votes
1223,State Trooper McCleary,Little Miss Sunshine (2006),ESTP,5 Pdb Votes
1224,Jack Snr.,Croupier (1998),ESTP,3 Pdb Votes
1225,Matt,Croupier (1998),XXXX,1 Pdb Vote
1226,Kegan,Krull,ESTP,2 Pdb Votes
1227,Scowl the Owl,Happily Ever After (1990),ESTJ,2 Pdb Votes
1228,Victor Fielding,The Exorcist: Believer (2023),XXXX,9 Pdb Votes
1229,Elaine Bray,Beau is Afraid,ESTP,13 Pdb Votes
1230,Dan Walker,Frozen (2010),XXXX,1 Pdb Vote
1231,Hai,Riki-Oh: The Story of Ricky,ESTP,9 Pdb Votes
1232,Shane Matthews,The Wall (2017),ESTP,2 Pdb Votes
1233,Judite,Boa sorte (2014),ESTP,1 Pdb Vote
1234,Jake Riddick,The Wedding Year (2019),ISFP,5 Pdb Votes
1235,Bruno,Fake Blonde (Falsa Loura),ESTP,1 Pdb Vote
1236,Oberon Winley,Saints and soldiers (2003),XXXX,1 Pdb Vote
1237,Jane Brooks,Mr. Brooks (2007),XXXX,1 Pdb Vote
1238,Hypnos,Monkeybone (2001),XXXX,2 Pdb Votes
1239,Ben Geisler,Barton Fink,ESTP,7 Pdb Votes
1240,Rachele,7 Women And A Murder,ENTP,5 Pdb Votes
1241,Cash,The Fox and the Hound (1981),ESTP,1 Pdb Vote
1242,Coma-Doof Warrior,Mad Max (1979),XXXX,12 Pdb Votes
1243,Gianni,I migliori giorni (2023),XXXX,4 Pdb Votes
1244,Hilarion,Barbie and the Pink Shoes,ESTP,2 Pdb Votes
1245,Rod McCallister,Home Alone,ESTP,11 Pdb Votes
1246,Jody Salerno. ,Gold diggers: the secret of Bear Mountain.,ESTP,10 Pdb Votes
1247,Little Henry,American History X (1998),XXXX,15 Pdb Votes
1248,Mitch McCormick,American History X (1998),ESTP,3 Pdb Votes
1249,Huge Aryan,American History X (1998),ESTP,16 Pdb Votes
1250,Windstorm,windstorm,XXXX,2 Pdb Votes
1251,Игнат Бустер \ Ignat Buster (young),Grom: Boyhood (Гром: Трудное детство),ESTP,16 Pdb Votes
1252,Bombacha,Obrigado a Matar,ESTP,3 Pdb Votes
1253,Miss America,Coonskin (1975),ESTP,1 Pdb Vote
1254,Managan,Coonskin (1975),XXXX,12 Pdb Votes
1255,The Godfather,Coonskin (1975),ESTJ,6 Pdb Votes
1256,"Billie ""Blue Bear""",Million Dollar Baby (2004),ESTP,6 Pdb Votes
1257,Shawrelle Berry,Million Dollar Baby (2004),ESTP,6 Pdb Votes
1258,Petr Hájek (Žába),Občanský průkaz (Identity Card),XXXX,6 Pdb Votes
1259,Orgo,Santa sangre,ESTP,2 Pdb Votes
1260,The Tattooed Woman,Santa sangre,ESTP,3 Pdb Votes
1261,Jace,Deleter,XXXX,8 Pdb Votes
1262,Rick Sandford,Angus (1995),ESTP,11 Pdb Votes
1263,Lloyd Figg,My Friend Dahmer (2017),ESTP,1 Pdb Vote
1264,Beeea,The Missing Lynx (2008),ESTP,18 Pdb Votes
1265,Mr. Harry Wormwood,Matilda the Musical (2022 film),ESTP,1 Pdb Vote
1266,Michael Lockwood,Paris Can Wait,XXXX,21 Pdb Votes
1267,Montana,Asteroid City,ESTP,4 Pdb Votes
1268,Jake,All the Boys Love Mandy Lane,XXXX,3 Pdb Votes
1269,Redmond,Knock at the Cabin,ESTP,3 Pdb Votes
1270,Mark Drake,Alien,ESTP,1 Pdb Vote
1271,Noxeema Jackson,"To Wong Foo, Thanks for Everything! Julie Newmar",ESTP,1 Pdb Vote
1272,Maca,Cerdita (Piggy),ESTP,14 Pdb Votes
1273,Benno,The most beautiful day (2015),XXXX,3 Pdb Votes
1274,Yova,Fam,XXXX,1 Pdb Vote
1275,Soren,The Menu,ESTP,2 Pdb Votes
1276,Venatosaurus,King Kong (2005),XXXX,5 Pdb Votes
1277,Brice Rivera,Amp World,XXXX,2 Pdb Votes
1278,Seryozha Usikov,Carnival Night (1956),XXXX,2 Pdb Votes
1279,Crystal,Little Shop of Horrors,ESTP,1 Pdb Vote
1280,Milton,Drive Angry (2011),ESTP,13 Pdb Votes
1281,Jeremy,Better Watch Out,ESTP,9 Pdb Votes
1282,Ricky,Better Watch Out,ESTP,5 Pdb Votes
1283,Luminous Krayfin,How to Train Your Dragon (Franchise),XXXX,1 Pdb Vote
1284,Rachel Wilcox,Georgia Rule (2007),ESTP,1 Pdb Vote
1285,Şahin,Kurak Günler,ESTP,12 Pdb Votes
1286,Carl Ekdahl,Fanny & Alexander (1982),ESTP,6 Pdb Votes
1287,Hackatoo,How to Train Your Dragon (Franchise),XXXX,3 Pdb Votes
1288,Thunderpede,How to Train Your Dragon (Franchise),XXXX,14 Pdb Votes
1289,Jacob Marley,Scrooge: A Christmas Carol (2022),ESTP,8 Pdb Votes
1290,Santa Claus,Santa Vs Reyes (2022),XXXX,6 Pdb Votes
1291,Sheldon,Finding Nemo (Franchise),ESTP,103 Pdb Votes
1292,Lion,Horror,ESTP,12 Pdb Votes
1293,Uef the Chatlanian,Kin-dza-dza!,ESTP,2 Pdb Votes
1294,Makhmal,Shabake makhfi zanan (Secret network of women),ESTP,0
1295,Count Volpe,Guillermo del Toro’s Pinocchio,ESTP,0
1296,Alban,Infinity Pool,ESTP,0
1297,Lizard,The Hills Have Eyes (2006),ESTP,0
1298,Roberto,Rio 2,XXXX,0
1299,Papi,Bevery Hills Chihuahua 2,ESTP,0
1300,Scott/Santa,The Santa Clauses,XXXX,2 Pdb Votes
1301,Ash,Sing 2 (Franchises),ESTP,11 Pdb Votes
1302,Yasushi Ishikawa,High and Low,ESTP,6 Pdb Votes
1303,Wolfman Jack,Weird: The Al Yankovic Story (2022),ESTP,3 Pdb Votes
1304,Alice Cooper,Weird: The Al Yankovic Story (2022),XXXX,5 Pdb Votes
1305,Bak Cheolhui,A Million(2009),XXXX,1 Pdb Vote
1306,Pablo Escobar,Weird: The Al Yankovic Story (2022),ESTP,4 Pdb Votes
1307,Arthur,Bande à Part (1964) (Band of Outsiders),ESTP,9 Pdb Votes
1308,Sara Mardini,The Swimmers (2022),ESTP,17 Pdb Votes
1309,Hacienda Owner,Wakanda Forever (2022),ESTP,3 Pdb Votes
1310,McMurdo,Sherlock Holmes,ESTP,4 Pdb Votes
1311,Enishi Yukishiro,Rurouni Kenshin: The Beginning (2021),ESTP,8 Pdb Votes
1312,President Jin ,Master 2016,XXXX,1 Pdb Vote
1313,Tommy Ryan,Titanic (1997),ESTP,22 Pdb Votes
1314,Donald,Prozac Nation (2001),XXXX,2 Pdb Votes
1315,Glenn Talbot,Hulk (Ang Lee),XXXX,5 Pdb Votes
1316,Akbar,Manu,ISTP,1 Pdb Vote
1317,Henri,Pauline at the Beach (1983),XXXX,1 Pdb Vote
1318,Dado,Insiang (1976),XXXX,29 Pdb Votes
1319,Joseph “Ice Pick Joe” Morelli,Goncharov (1973),ESTP,9 Pdb Votes
1320,Thorn,V for Vengeance (2022),ESTP,9 Pdb Votes
1321,Emma,V for Vengeance (2022),XXXX,2 Pdb Votes
1322,Riley,Homeward Bound (1993),ESTP,53 Pdb Votes
1323,Mr. Clark,The Breakfast Club (1985),ESTP,5 Pdb Votes
1324,Flip,Slumberland (2022),ESTP,3 Pdb Votes
1325,Eugene Wong,How to Train Your Dragon (Franchise),ESTP,10 Pdb Votes
1326,Kratos,Closed Server ( Закрытый Сервер ),ESTP,1 Pdb Vote
1327,Casey Wilson,The Santa Clause (trilogy),ESTP,2 Pdb Votes
1328,Smothering Smokebreath,How to Train Your Dragon (Franchise),XXXX,1 Pdb Vote
1329,Gembreaker,How to Train Your Dragon (Franchise),XXXX,3 Pdb Votes
1330,Windgnasher,How to Train Your Dragon (Franchise),ESTP,2 Pdb Votes
1331,Eruptodon,How to Train Your Dragon (Franchise),ESTP,5 Pdb Votes
1332,Stoker Class,How to Train Your Dragon (Franchise),ESTP,1 Pdb Vote
1333,Johann,How to Train Your Dragon (Franchise),ESTP,5 Pdb Votes
1334,Pain,How to Train Your Dragon (Franchise),XXXX,1 Pdb Vote
1335,Fanghook,How to Train Your Dragon (Franchise),ESTP,6 Pdb Votes
1336,Art,The Man From Earth,ESTP,6 Pdb Votes
1337,Bert Johnson,Midnight (1982),ESTP,1 Pdb Vote
1338,Tom,Midnight (1982),ESTP,2 Pdb Votes
1339,Doug,Ghost World (2001),ESTP,2 Pdb Votes
1340,Griss,Bringing Out The Dead,ESTP,12 Pdb Votes
1341,Tom Wolls,Bringing Out The Dead,ESTP,1 Pdb Vote
1342,Attuma,Wakanda Forever (2022),ESTP,11 Pdb Votes
1343,Mr. Allen,Liar Liar (1997),XXXX,1 Pdb Vote
1344,Brooke,Terrifier,ESTP,10 Pdb Votes
1345,Miki,Street of Shame,ESTP,4 Pdb Votes
1346,Inspector Millan,The Invisible Guest (Contratiempo; 2016),ESTP,1 Pdb Vote
1347,Diomede/Godfrey,Four Flies on Grey Velvet,ISTP,23 Pdb Votes
1348,Harry,All My Friends Hate Me,ESTP,2 Pdb Votes
1349,Johnnie,Vide Noir,ESTP,4 Pdb Votes
1350, Porter Watson,conjuring: The Beyond,XXXX,1 Pdb Vote
1351,Youcef Haddad,Emily The Criminal,XXXX,1 Pdb Vote
1352,Andalusian Troll,Enchanted (2007),XXXX,12 Pdb Votes
