,char,movie,mbti,votes
371,Bunty,Chicken Run (2000),ESTJ,65 Pdb Votes
372,Carly Whitten,The Other Woman (2014),ESTJ,51 Pdb Votes
373,John Trent,In the Mouth of Madness (1994),ESTJ,7 Pdb Votes
374,Harry Cooper,Night of the Living Dead (1968),ESTJ,44 Pdb Votes
375,"Stephen ""Flyboy"" Andrews",Dawn of the Dead (1978),ESTJ,19 Pdb Votes
376,Miranda Hillard,Mrs. Doubtfire (1993),ESTJ,73 Pdb Votes
377,Holly Berenson,Life as We Know It (2010),ESTJ,29 Pdb Votes
378,Harry Waters,In Bruges (2008),ESTJ,54 Pdb Votes
379,Ngoc Lan Tran,Downsizing (2017),ESTJ,24 Pdb Votes
380,Tess Coleman,Freaky Friday (2003),ESTJ,89 Pdb Votes
381,Rolanda Hooch,Harry Potter / Wizarding World Films,ESTJ,74 Pdb Votes
382,Caius,Twilight (Franchise),ESTJ,102 Pdb Votes
383,Menelaus,Troy (2004),ESTJ,19 Pdb Votes
384,Adolf Hitler,Inglourious Basterds (2009),ESTJ,145 Pdb Votes
385,Second Officer Charles Lightoller,Titanic (1997),ESTJ,25 Pdb Votes
386,Bill Lumbergh,Office Space (1999),ESTJ,70 Pdb Votes
387,Carmen Cortéz,Spy Kids (2001),ESTJ,102 Pdb Votes
388,Minister Mason,Snowpiercer (2013),ESTJ,46 Pdb Votes
389,Gunnery Sergeant Hartman,Full Metal Jacket (1987),ESTJ,528 Pdb Votes
390,Nancy Tremaine,Enchanted (2007),ESTJ,101 Pdb Votes
391,Tony,Mean Streets (1973),ESTJ,12 Pdb Votes
392,Lt. Lois Einhorn / Ray Finkle,Ace Ventura: Pet Detective (1994),ESTJ,24 Pdb Votes
393,Vivian Kensington,Legally Blonde (2001),ESTJ,194 Pdb Votes
394,James Sandin,The Purge (Franchise),ESTJ,56 Pdb Votes
395,Vernon Dursley,Harry Potter / Wizarding World Films,ESTJ,210 Pdb Votes
396,John Ruth,The Hateful Eight (2015),ESTJ,115 Pdb Votes
397,Frank Lopez,Scarface (1983),ESTJ,108 Pdb Votes
398,Viktor,Underworld,ESTJ,50 Pdb Votes
399,Iracebeth / The Red Queen,Alice in Wonderland / Through the Looking Glass (2010 - 2016),ESTJ,478 Pdb Votes
400,Vector,Alita: Battle Angel (2019),ESTJ,19 Pdb Votes
401,Ms. Darbus,High School Musical (Film Trilogy),ESTJ,101 Pdb Votes
402,Taylor McKessie,High School Musical (Film Trilogy),ESTJ,143 Pdb Votes
403,Lorna Cole,Lethal Weapon (Movie Series),ESTJ,10 Pdb Votes
404,Yessss,Wreck-It Ralph (Franchise),ESTJ,81 Pdb Votes
405,Colonel George Dillon,Predator,ESTJ,30 Pdb Votes
406,Laramie Seymour Sullivan/Dwight Broadbeck,Bad Times at the El Royale (2018),ESTJ,22 Pdb Votes
407,Benny O'Donnell,Dazed and Confused (1993),ESTJ,28 Pdb Votes
408,Lureen Newsome Twist,Brokeback Mountain (2005),ESTJ,85 Pdb Votes
409,Aunt Em,The Wizard of Oz (1939),ESTJ,22 Pdb Votes
410,Tina the Fat Lard,Napoleon Dynamite (2004),ESTJ,56 Pdb Votes
411,Walter Peck,Ghostbusters (1984),ESTJ,35 Pdb Votes
412,Cyril Woodcock,Phantom Thread (2017),ESTJ,38 Pdb Votes
413,Bernie Rose,Drive (2011),ESTJ,78 Pdb Votes
414,Cornelius Fudge,Harry Potter / Wizarding World Films,ESTJ,118 Pdb Votes
415,Nigel,Rio (2011),ESTJ,140 Pdb Votes
416,Summer,School of Rock (2003),ESTJ,71 Pdb Votes
417,Troy Maxson,Fences (2016),ESTJ,48 Pdb Votes
418,Mrs. Robinson,The Graduate (1967),ESTJ,83 Pdb Votes
419,Emily Charlton,The Devil Wears Prada (2006),ESTJ,445 Pdb Votes
420,Wyatt Earp,Tombstone (1993),ESTJ,54 Pdb Votes
421,Duke of Weselton,Frozen (Franchise),ESTJ,142 Pdb Votes
422,Richard Bagg,Van Wilder (2002),ESTJ,7 Pdb Votes
423,"Humungus, The",Mad Max (1979),ESTJ,19 Pdb Votes
424,Skinner,Ratatouille (2007),ESTJ,354 Pdb Votes
425,Dick Jones,RoboCop,ESTJ,21 Pdb Votes
426,Aughra,The Dark Crystal (1982),ESTJ,16 Pdb Votes
427,Nate,Heat (1995),ESTJ,14 Pdb Votes
428,Mr. Yunioshi,Breakfast at Tiffany's (1961),ESTJ,14 Pdb Votes
429,Warden Norton,The Shawshank Redemption (1994),ESTJ,205 Pdb Votes
430,Armando Salazar,Pirates of the Caribbean,ESTJ,102 Pdb Votes
431,Sir Ector,The Sword in the Stone (1963),ESTJ,28 Pdb Votes
432,Scroop,Treasure Planet (2002),ESTJ,57 Pdb Votes
433,Patricia,Split (2016),ESTJ,113 Pdb Votes
434,Veronica Corningstone,Anchorman (2004),ESTJ,40 Pdb Votes
435,Maudeline Everglot,Corpse Bride (2005),ESTJ,101 Pdb Votes
436,Luke Hobbs,The Fast and the Furious (Film Franchise),ESTJ,195 Pdb Votes
437,Armitage Hux,Star Wars,ESTJ,486 Pdb Votes
438,Captain Phasma,Star Wars,ESTJ,164 Pdb Votes
439,Veruca Salt,Willy Wonka and the Chocolate Factory (1971),ESTJ,190 Pdb Votes
440,Jack D. Ripper,Dr. Strangelove (1964),ESTJ,58 Pdb Votes
441,Claire Dearing,Jurassic Park / Jurassic World (Film Franchise),ESTJ,260 Pdb Votes
442,Juror #3,12 Angry Men (1957),ESTJ,325 Pdb Votes
443,Tom Cooper,Interstellar (2014),ESTJ,81 Pdb Votes
444,Mr. Potato Head,Toy Story (Franchise),ESTJ,271 Pdb Votes
445,Ms. Myers,Bridge to Terabithia (2007),ESTJ,5 Pdb Votes
446,Reggie,The Princess and the Frog (2009),XXXX,1 Pdb Vote
447,Frank Perry,For Love of the Game (1999),XXXX,1 Pdb Vote
448,Signora Castelli,"Salò, or the 120 days of Sodom",ESTJ,7 Pdb Votes
449,The Bishop,"Salò, or the 120 days of Sodom",ESTJ,6 Pdb Votes
450,Jane Craig,Broadcast News,XXXX,1 Pdb Vote
451,Frank Buckman,Parenthood,ESTJ,2 Pdb Votes
452,Doreen Warriner,One Life (2024),ESTJ,2 Pdb Votes
453,Gabriela Cabos,Matando cabos (2004),ESTJ,2 Pdb Votes
454,Oscar Cabos,Matando cabos (2004),ESTJ,2 Pdb Votes
455,Erik Hellstrom,Atlantis: The Lost Empire (2001),XXXX,3 Pdb Votes
456,No. 20 Rhatha Phongam,Tom Yum Goong,XXXX,1 Pdb Vote
457,Fred Waitzkin,Searching for Bobby Fischer (1993),ESTJ,2 Pdb Votes
458,Tara,Operation Wedding (Movie),ESTJ,2 Pdb Votes
459,King Bombo,Gulliver's Travels (1939),ESTJ,4 Pdb Votes
460,"Kuai Liang ""Sub-Zero""",Mortal Kombat Legends: Snow Blind,XXXX,1 Pdb Vote
461,General Shang,Arrival (2016),ESTJ,2 Pdb Votes
462,Lady Doppler,Megamind vs The Doom Syndicate,XXXX,2 Pdb Votes
463,Sid Rourke,Harry Brown (2009),XXXX,1 Pdb Vote
464,Victor,The Orphanage,XXXX,3 Pdb Votes
465,President/Judge,Anatomy of a Fall (2023),ESTJ,3 Pdb Votes
466,The Dragon,Damsel (2024),ESTJ,30 Pdb Votes
467,The Mayor,Law Abiding Citizen (2009),XXXX,1 Pdb Vote
468,Charlie's Boss,Kitty the Killer (2023),ESTJ,5 Pdb Votes
469,Malibu Police Chief,The Big Lebowski (1998),XXXX,1 Pdb Vote
470,Saddam Hussein,The Big Lebowski (1998),XXXX,1 Pdb Vote
471,Claire Dupont,Upgraded (2024),XXXX,9 Pdb Votes
472,Raven,LIVE,XXXX,1 Pdb Vote
473,General Larraby,Zoom (2006),XXXX,1 Pdb Vote
474,Marco,Colombiana (2011),ESTJ,9 Pdb Votes
475,Emilio ,Colombiana (2011),ESTJ,7 Pdb Votes
476,"Jerry Jumbeaux, Jr.",Zootopia (2016),ESTJ,2 Pdb Votes
477,Travis,Horror,ESTJ,3 Pdb Votes
478,Bear,Horror,ESTJ,3 Pdb Votes
479,Rebecca Stillman,Alien Code,ESTJ,5 Pdb Votes
480,Marion,Timer (2009),ESTJ,2 Pdb Votes
481,Mangalam Srinu,Pushpa,ISTJ,2 Pdb Votes
482,Dr. Frau Schloss,Persepolis (2007),XXXX,2 Pdb Votes
483,"Richard ""McGoo"" Collins",School Ties (1992),ESTJ,3 Pdb Votes
484,Kim Cha-in,Asura: The City of Madness,ESTJ,5 Pdb Votes
485,Reverend Mother Ramallo,Dune: Part Two (2024),ESTJ,9 Pdb Votes
486,Solly Shapiro,"Hey, Good Lookin' (1982)",XXXX,1 Pdb Vote
487,Brian Irons,Resident Evil: Welcome to Raccoon City,XXXX,1 Pdb Vote
488,Torture Freddy Head,Five Nights at Freddy's (Movie),XXXX,1 Pdb Vote
489,Nan Roth,Finally Dawn (2023),XXXX,1 Pdb Vote
490,Farnsworth,The Little Engine That Could (1991),ESTJ,2 Pdb Votes
491,צחי (קרנף),מישהו לרוץ איתו (2006) | Someone to Run With,XXXX,1 Pdb Vote
492,פסח בית הלוי (Pesach Beit Halevy),מישהו לרוץ איתו (2006) | Someone to Run With,XXXX,1 Pdb Vote
493,Otis,Marmalade (2024),ISTJ,5 Pdb Votes
494,Toshihide,How to Find Happiness (2022),ESTJ,2 Pdb Votes
495,Crassus Xanthos Snow,The Ballad of Songbirds and Snakes (2023),ESTJ,2 Pdb Votes
496,Pillow Foster,Our Drawings (Calobi Productions),XXXX,3 Pdb Votes
497,Snow Queen,Barbie and the Pink Shoes,ESTJ,2 Pdb Votes
498,billy bold,Tudo por um popstar,ESTJ,10 Pdb Votes
499,Ted Orion,The Mighty Ducks Trilogy,ESTJ,5 Pdb Votes
500,Yolande of Aragon,The Messenger: The Story of Joan of Arc,ESTJ,3 Pdb Votes
501,郑刚 Zheng Gang,坚如磐石 (Under the Light),XXXX,1 Pdb Vote
502,Norwin,Bon Bini Holland,ESTP,3 Pdb Votes
503,Hacer'in Babası,Çöpçüler Kralı (1977),XXXX,1 Pdb Vote
504,Mr. Greenway,Elf (2003),ESTJ,3 Pdb Votes
505,Mario Sturniolo,GAMING,XXXX,1 Pdb Vote
506,Nikolai Prokhorenko,Bandit Petersburg | Бандитский Петербург,ESTJ,1 Pdb Vote
507,King,Tři Oříšky Pro Popelku (1973),ESTJ,2 Pdb Votes
508,Finn (Meow's little princess),Sillypology fandom,ESTJ,42 Pdb Votes
509,ash,Sillypology fandom,ESTJ,10 Pdb Votes
510,Simon,The Gift,XXXX,1 Pdb Vote
511,Μίλτος,Στέλλα (1955) - Greek Movie,XXXX,1 Pdb Vote
512,Judy Green,How to Lose a Guy in 10 days,XXXX,1 Pdb Vote
513,Carol Dearden,Detachment,XXXX,1 Pdb Vote
514,Mr. Kane,Wildlings (2019),ESTJ,2 Pdb Votes
515,Skye,How to Have Sex (2023),ESTJ,7 Pdb Votes
516,John Nuñez,Rewind,ESTJ,12 Pdb Votes
517,Charlotte,Kalte füsse,XXXX,1 Pdb Vote
518,Kit,Crossroads (2002),ESTJ,2 Pdb Votes
519,Ivy Murray,Jinxed,ESTJ,5 Pdb Votes
520,The prosecutor,Anatomy of a Fall (2023),ESTJ,32 Pdb Votes
521,Prosecutor (Avocat général),Anatomie d'une chute,ESTJ,2 Pdb Votes
522,Granny Boar,Kung Fu Panda (Franchise),ESTJ,2 Pdb Votes
523,Harmada,Rebel Moon (Franchise),ESTJ,7 Pdb Votes
524,Cassius,Rebel Moon (Franchise),ESTJ,8 Pdb Votes
525,Kaito Takahara,Phantom (2023),ESTJ,8 Pdb Votes
526,Mrs. Mihailova (Tha maths teacher),Dyad (2023),ESTJ,2 Pdb Votes
527,Sintara Golden,American Fiction,ESTJ,13 Pdb Votes
528,Dr. Hilal Meer,Haider (2014),ESTJ,2 Pdb Votes
529,Federico Alcini (Versione Malvagia),Cartoon Movie (Series),ESTJ,12 Pdb Votes
530,Miss Millie,The Color Purple (2023),XXXX,1 Pdb Vote
531,Sukie,Drive-Away Dolls,ESTJ,4 Pdb Votes
532,Balbir R. Singh,Animal (2023 film),ESTJ,15 Pdb Votes
533,Letizia Bonaparte,"Napoleon ""Kitbag"" (2023)",ESTJ,4 Pdb Votes
534,Xica do Pote,Ai que vida!,XXXX,1 Pdb Vote
535,The Inspector,Asuran,XXXX,1 Pdb Vote
536,Dr. Bates,Gulliver's Travels (TV Mini Series 1996),XXXX,4 Pdb Votes
537,Balbir Singh,Animal Movie,ESTJ,1 Pdb Vote
538,Adolf Hitler,Moloch (1999 film),XXXX,1 Pdb Vote
539,Ebay Elayne,Wreck-It Ralph (Franchise),XXXX,7 Pdb Votes
540,Флюра Габдуловна,Слово пацана. Кровь на асфальте / Slovo patsana,ESTJ,2 Pdb Votes
541,Muthu,Vada Chennai,ESTJ,3 Pdb Votes
542,Logan,Leo (2023),ESTJ,1 Pdb Vote
543,The Banker Bull,Sing (Franchise),XXXX,1 Pdb Vote
544,Mr Kelly,Heathers (1989),ISTJ,12 Pdb Votes
545,Firdevs Yöreoğlu,Bihter: A Forbidden Passion,XXXX,5 Pdb Votes
546,Faik,En Büyük Şaban,ESTJ,2 Pdb Votes
547,Süleyman,Yaratılan,ESTJ,1 Pdb Vote
548,Zaree,Trapped 2013 (Darband),XXXX,2 Pdb Votes
549,Odile,Barbie and the Pink Shoes,ESTJ,2 Pdb Votes
550,Ambassador Renata,Barbie in A Mermaid Tale 2,ESTJ,1 Pdb Vote
551,Bill Roberts,Intruder (1989),XXXX,2 Pdb Votes
552,Padma,Vada Chennai,ESTJ,2 Pdb Votes
553,The Expert,The Killer,ESTJ,1 Pdb Vote
554,Mrs Gargery,Great Expectations (1946),XXXX,13 Pdb Votes
555,Dominikowa,Chłopi (2023),ESTJ,1 Pdb Vote
556,Maciej Boryna,Chłopi (2023),ESTJ,1 Pdb Vote
557,Connie Walsh,House of Sand and Fog (2003),XXXX,1 Pdb Vote
558,Mrs Grundy,Archie: To Riverdale and back again (1990 movie),XXXX,1 Pdb Vote
559,Veronica Lodge,Archie: To Riverdale and back again (1990 movie),ESTJ,9 Pdb Votes
560,Sergeant Corrigan,The pale horse (1997 film),XXXX,1 Pdb Vote
561,Lou Loduca,Bee Movie (2007),ESTJ,10 Pdb Votes
562,Emily Brent,And then there were none (1945 film),XXXX,2 Pdb Votes
563,Joyce,Jules (2023),XXXX,2 Pdb Votes
564,Alonzo P. Hawk,The Absent-Minded Professor (1961),ESTJ,3 Pdb Votes
565,Peter Mitchell,Three Men and a Baby (1987),XXXX,9 Pdb Votes
566,Bar owner,Cool World (1992),XXXX,4 Pdb Votes
567,Golden leg Fung,Shaolin soccer,ESTJ,3 Pdb Votes
568,Antony das,Lokesh Cinemeatic Universe ( LCU),ESTJ,6 Pdb Votes
569,Mike Munrow,Dogman,ESTJ,44 Pdb Votes
570,Jayda's Dad,Leo (2023),ESTJ,7 Pdb Votes
571,Ms. Malkin,Leo (2023),ESTJ,27 Pdb Votes
572,Mother Superior,The Trouble with Angels (1966),ESTJ,1 Pdb Vote
573,Fickelgruber,Wonka (2023 Movie),ESTJ,1 Pdb Vote
574,Kevin,Elevator Game (2023),XXXX,2 Pdb Votes
575,John Majors,Out Cold,ESTJ,3 Pdb Votes
576,Nicolai Koloff,Rocky,ESTJ,2 Pdb Votes
577,Ludmilla Drago,Rocky,ESTJ,3 Pdb Votes
578,John Herod,The Quick and the Dead (1995),ESTJ,4 Pdb Votes
579,Injune Joe,The Adventures Of Mark Twain,XXXX,1 Pdb Vote
580,Ezra,The Haunted Mansion,ESTJ,1 Pdb Vote
581,Angu Ayah,Black Narcissus (1947),XXXX,2 Pdb Votes
582,switzerland,shart battle,XXXX,2 Pdb Votes
583,Keunkal,Believer 2 (2023),XXXX,17 Pdb Votes
584,Cassie Barnes,Three Wise Girls,ESTJ,1 Pdb Vote
585,Fritz Von Erich,The Iron Claw,ESTJ,5 Pdb Votes
586,Captain Schnepel,Escape from Pretoria,XXXX,1 Pdb Vote
587,Varman,Jailer,ESTJ,1 Pdb Vote
588,César Soubeyran ,Jean de Florette (1986 film),XXXX,2 Pdb Votes
589,Tom Bates,Brimstone and Treacle (1976 film),XXXX,2 Pdb Votes
590,Pa,American Gothic (1988),ESTJ,2 Pdb Votes
591,Kramer,The Element of Crime,ESTJ,13 Pdb Votes
592,Chen Handong,Lan Yu(2001),ESTJ,2 Pdb Votes
593,Вика Бобр,Univer. New Dorm,ESTJ,4 Pdb Votes
594,Madame Souza,The Triplets of Belleville (2003),ESTJ,2 Pdb Votes
595,Jim Dunlop,Eileen (2023),ESTJ,4 Pdb Votes
596,Madame de Bossé,Barbie and the Three Musketeers (2009),ESTJ,4 Pdb Votes
597,Lonnie Hawkins,Ransom (1996),ESTJ,1 Pdb Vote
598,Kate Mullen,Ransom (1996),ESTJ,0
599,demonic pom pom,shart battle,XXXX,0
600,Brundon,Night At The Museum (Franchise),ESTJ,2 Pdb Votes
601,Tip,Over The Edge (1979),ESFJ,1 Pdb Vote
602,Town Marshall,Cars (Franchise),ESTJ,2 Pdb Votes
603,Dhanalakshmi Randhawa,Rocky Aur Rani Kii Prem Kahani (2023),XXXX,6 Pdb Votes
604,Jade Emperor,The Monkey King,ESTJ,2 Pdb Votes
605,Chieftess,Cars (Franchise),ESTJ,2 Pdb Votes
606,Betty Lou,Uncle Drew,XXXX,1 Pdb Vote
607,Dax,Uncle Drew,XXXX,2 Pdb Votes
608,Frankie,Set it Off,ESTJ,4 Pdb Votes
609,Nancy,Wet Hot American Summer,ESTJ,4 Pdb Votes
610,Beth,Wet Hot American Summer,ESTJ,4 Pdb Votes
611,Jason ,trapped in the cabin,XXXX,6 Pdb Votes
612,Vicky,Salsa (1988),XXXX,1 Pdb Vote
613,Gail Dwyer,Nine Months,XXXX,5 Pdb Votes
614,Taeko Satake,The Flavor of Green Tea over Rice,XXXX,1 Pdb Vote
615,Combat Carl,Toy Story (Franchise),ESTJ,2 Pdb Votes
616,Linderina Crane,Harry Potter Magic Awakened,ESTJ,3 Pdb Votes
617,Border Patrolman,No Country for Old Men (2007),ESTJ,3 Pdb Votes
618,Aksentije Topalović,Maratonci trče počasni krug (1982),ESTJ,4 Pdb Votes
619,Laki Topalović,Maratonci trče počasni krug (1982),ESTJ,7 Pdb Votes
620,Mrs. Wilkinson,Spider (2002 film),ESTJ,3 Pdb Votes
621,Andrew,Corner Office,ESTJ,9 Pdb Votes
622,Doakes,Flesh and Fantasy (1943),ESTJ,2 Pdb Votes
623,"Tosun ""İbrahim"" Paşa",Tosun Pasha,XXXX,1 Pdb Vote
624,Signor Matiste,Citizen Kane (1941),ESTJ,3 Pdb Votes
625,Jim W. Gettys,Citizen Kane (1941),ESTJ,3 Pdb Votes
626,Mr. Bernardi,Freaky (2020),XXXX,1 Pdb Vote
627,Three Headed Knight,Monty Python and the Holy Grail (1975),ESTJ,2 Pdb Votes
628,General Krang,Teenage Mutant Ninja Turtles (2014),ESTJ,3 Pdb Votes
629,Fujiyama,Samurai cop (1991),XXXX,1 Pdb Vote
630,Tran,Tropic Thunder (2008),ESTJ,3 Pdb Votes
631,Bráulio,Eles Não Usam Black-tie (1981),ISTJ,5 Pdb Votes
632,Romana ,Eles Não Usam Black-tie (1981),ESTJ,5 Pdb Votes
633,Captain Ives,Interstate 60 (2002),XXXX,1 Pdb Vote
634,Rosette,Baby Blood (1990),ESTJ,3 Pdb Votes
635,Lohman,Baby Blood (1990),ESTJ,9 Pdb Votes
636,Anna,Culpa mía (My Fault) 2023,ESTJ,13 Pdb Votes
637,Frost,Sound of Freedom (2023),ESTJ,4 Pdb Votes
638,Luda (Люда),Love and Pigeons (Любовь и голуби),XXXX,3 Pdb Votes
639,Mona Champagne,Home Sweet Hell,ESTJ,8 Pdb Votes
640,Roger Robb,Oppenheimer (2023),ESTJ,63 Pdb Votes
641,Pheobe King,The Out-Laws,ESTJ,6 Pdb Votes
642,Tiana,Wreck-It Ralph (Franchise),ESTJ,9 Pdb Votes
643,Peter Howles,Oxford Blues (1984),XXXX,1 Pdb Vote
644,Sheriff Will Teasle,First Blood (1982),ESTJ,5 Pdb Votes
645,The King,"Red, White and Royal Blue (2023)",ESTJ,4 Pdb Votes
646,Zahra Bankston,"Red, White and Royal Blue (2023)",ESTJ,48 Pdb Votes
647,John Berry,The Hotel New Hampshire (1984),ESTJ,2 Pdb Votes
648,Colonel Weber,Indiana Jones (Series),ESTJ,10 Pdb Votes
649,Miss Harris,The Great Gilly Hopkins (2015),XXXX,2 Pdb Votes
650,Elyse,American Pie,XXXX,4 Pdb Votes
651,Ichinose Eiji,Kimi no Hana ni Naru (I will be your bloom),XXXX,2 Pdb Votes
652,Professor Svankmajer,Scooby Doo! Legend of the Phantosaur,ENTJ,5 Pdb Votes
653,Bill Morgan ,Back in Circulation (1937),XXXX,4 Pdb Votes
654,Jean Podolski,MAMA (2013),ESTJ,1 Pdb Vote
655,Forozuan,Kung Fu Panda (Franchise),ESTJ,6 Pdb Votes
656,Mrs. Adams,Alice Adams (1935),XXXX,96 Pdb Votes
657,Anka,Vacations of Petrov and Vasechkin (1984),ENTJ,2 Pdb Votes
658,William,Final Girl (2015),ESTJ,1 Pdb Vote
659,Bernie Lumen,Elemental,ESTJ,2 Pdb Votes
660,Margaret More,A Man for All Seasons (1966),XXXX,1 Pdb Vote
661,The bakery manager,Paris (2008),XXXX,2 Pdb Votes
662,Sister Sainte-Christine,La Religieuse (1966),XXXX,10 Pdb Votes
663,Howard Prescott,The Secret Of My Success,ESTJ,4 Pdb Votes
664,Madame Landry,Seance,ISFJ,3 Pdb Votes
665,J.T. Quincy,Apocalypse (film series),ESTJ,3 Pdb Votes
666,The Policeman,Following (1998),ESTJ,2 Pdb Votes
667,Rev. Capt. Samuel Johnson Clayton,The Searchers (1956),ESTJ,2 Pdb Votes
668,Ace Stamper,Splendor in the Grass (1961),ESTJ,2 Pdb Votes
669,Linda Challis,Halloween 3: Season of the Witch,ESTJ,2 Pdb Votes
670,Sir Arthur Robertson,55 Days at Peking (1963),ISTJ,1 Pdb Vote
671,Form V: Shien/Djem So,Star Wars: Lightsabers,ESTJ,1 Pdb Vote
672,Colonel Burr MacFay,The Thin Man (Series),ESTJ,1 Pdb Vote
673,Aunt Katherine Forrest,The Thin Man (Series),ESTJ,5 Pdb Votes
674,Jim Balsillie,BlackBerry (2023),XXXX,3 Pdb Votes
675,Gregory Benson,That Darn Cat! (1965),XXXX,21 Pdb Votes
676,Katie Nanna,Mary Poppins (1964),XXXX,2 Pdb Votes
677,Aimes,The Fast and the Furious (Film Franchise),ESTJ,2 Pdb Votes
678,Elisabeth,Corsage (2022),XXXX,1 Pdb Vote
679,Stanley Zak,Asteroid City,ESTJ,7 Pdb Votes
680,Detention Teacher,K-12 (2019),ESTJ,3 Pdb Votes
681,Dean,K-12 (2019),ESTJ,6 Pdb Votes
682,Marcee Tidwell,Jerry Maguire (1996),XXXX,1 Pdb Vote
683,Susan Stanton,Primary Colors (1998),ESTJ,1 Pdb Vote
684,Charan Grover,Happy New Year (2014),XXXX,6 Pdb Votes
685,Agent James Suggs,Alvin And The Chipmunks (2007),ESTJ,1 Pdb Vote
686, Joshua Mallon IV,Road to...(Series),XXXX,1 Pdb Vote
687,Victor Manzon,Sorcerer (1977),XXXX,16 Pdb Votes
688,Candy,The Devil's Rejects (2005),ESTJ,1 Pdb Vote
689,Ghost train boss,Jack and the Cuckoo-clock Heart,ESTJ,7 Pdb Votes
690,Jasmine,"Big Mommas: Like Father, Like Son",ESTJ,8 Pdb Votes
691,Jerry Dolan,Poor Little Rich Girl (1936),XXXX,5 Pdb Votes
692, Long John Silver,Treasure Island (1934),XXXX,1 Pdb Vote
693,Arachne Crane,The Ballad of Songbirds and Snakes (2023),ESTJ,7 Pdb Votes
694,Kriv Norixius,Dungeons & Dragons: Honor Among Thieves (2023),ESTJ,0
695,Sue,Talk to Me,ESTJ,0
696,Mark,Cobweb,ESTJ,0
697,Lammark,To Catch a Killer,XXXX,0
698,Queen Thundra,Aladdin (1992),XXXX,0
699,Joe Ransom,Joe (2013),ESTJ,0
700,Monji Tokuyama,High & Low The Worst X (Cross),ESTJ,4 Pdb Votes
701,Amahisa Sabō (Saboten),High & Low The Worst X (Cross),XXXX,3 Pdb Votes
702,Reiji Himuro,High & Low The Worst X (Cross),XXXX,4 Pdb Votes
703,Queen Leah,Descendants (Franchise),ESTJ,13 Pdb Votes
704,Harry S. Truman,Oppenheimer (2023),ESTJ,39 Pdb Votes
705,Sgt. Maj. Basil Plumley,We Were Soldiers,ISTJ,1 Pdb Vote
706,Once-ler's Aunt Grizelda,The Lorax (2012),ESTJ,11 Pdb Votes
707,John Prentice,Evelyn Prentice (1934),XXXX,23 Pdb Votes
708,Master Sergeant John Kinley,Guy Ritchie's The Covenant (2023),ESTJ,2 Pdb Votes
709,The Sergeant,Birdboy: The Forgotten Children,ESTJ,2 Pdb Votes
710,Diedrich Heßling,Der Untertan (1951),ESTJ,2 Pdb Votes
711,Aunt Susan ,The Cat and the Canary (1939),ESTJ,1 Pdb Vote
712,R.F. Simpson,Singin' in the Rain (1952),ESTJ,1 Pdb Vote
713,Nicholas 'Nick' Kendall,My Cousin Rachel (1952),XXXX,1 Pdb Vote
714,O'Brien ,Nineteen Eighty-Four (1984),XXXX,19 Pdb Votes
715,Sandra Anderson,Legion (2010),XXXX,6 Pdb Votes
716,Gabriel,Legion (2010),ESTJ,2 Pdb Votes
717,Carmi Can'an,Waltz with Bashir (2008),XXXX,1 Pdb Vote
718,Fazıl Bey,Baba Bizi Eversene,ESTJ,14 Pdb Votes
719,Mike,Operation Fortune: Ruse de guerre (2023),XXXX,1 Pdb Vote
720,Darryl,Thelma & Louise (1991),ESTJ,1 Pdb Vote
721,Marina,"Saneamento Básico, o Filme",ESTJ,1 Pdb Vote
722,Leo F. Drummond,The Rainmaker (1997),XXXX,1 Pdb Vote
723,Liz Imbrie,High Society (1956),XXXX,4 Pdb Votes
724,Oscar Hubbard,The Little Foxes (1941),ESTJ,1 Pdb Vote
725,Baron von Dames,The Smudger Movie (2021),XXXX,1 Pdb Vote
726,Macy,Trick r Treat (2007),XXXX,4 Pdb Votes
727,Emma,Trick r Treat (2007),XXXX,1 Pdb Vote
728,Emily Webb,Our Town (1940),XXXX,70 Pdb Votes
729,von Haake,Arch of Triumph (1948),ESTJ,1 Pdb Vote
730,"Elizabeth Mae ""Libby"" Logan-Strong",The Whales of August (1987),XXXX,1 Pdb Vote
731,King Edward VI,The Prince and the Pauper (1937),XXXX,13 Pdb Votes
732,Queen Elizabeth ,The Private Lives of Elizabeth and Essex (1939),XXXX,1 Pdb Vote
733,Physicist Barbie,Barbie (2023),ESTJ,1 Pdb Vote
734,Jo Keller,The Amazing Dr. Clitterhouse (1938),ISTJ,1 Pdb Vote
735,Gail Wynand,The Fountainhead (1949),XXXX,1 Pdb Vote
736, Leona Stevenson,"Sorry, Wrong Number (1948)",ESTJ,2 Pdb Votes
737,William Scott,The Valley of Decision (1945),XXXX,1 Pdb Vote
738,"Janie ""Duchess"" Barlow",Dancing Lady (1933),ESFJ,2 Pdb Votes
739,Italian guy,No Reservations (2007),XXXX,2 Pdb Votes
740,Polonius,Hamlet (1990),XXXX,1 Pdb Vote
741,Dr. Andrew Manson,The Citadel (1938 film),ESTJ,5 Pdb Votes
742,Colonel Bishop ,Captain Blood (1935),XXXX,5 Pdb Votes
743,Alexander Andrews,It Happened One Night (1934),ESTJ,2 Pdb Votes
744, Felice Venable,Cimarron (1931),XXXX,2 Pdb Votes
745,Cardinal Wolsey,A Man for All Seasons (1966),XXXX,2 Pdb Votes
746,Gilbert Foliot,Becket (1964),XXXX,12 Pdb Votes
