,person_id,person_mbti,character,movie,genre_ids,movie_id,movie_popularity,movie_vote_avg,movie_year,char_mbti
265,44,INFJ,Oskar Schindler,Schindler's List,"[18, 36, 10752]",424,82.306,8.567,1993,ESTP
266,44,INFJ,John Anderton,Minority Report,"[878, 28, 53]",180,52.527,7.347,2002,ISTP
267,44,INFJ,Andy Dufresne,The Shawshank Redemption,"[18, 80]",278,132.406,8.705,1994,INTJ
268,44,INFJ,Paul Hunham,The Holdovers,"[35, 18]",840430,88.432,7.722,2023,ISTJ
269,44,INFJ,Forrest Gump,Forrest Gump,"[35, 18, 10749]",13,182.805,8.475,1994,ISFJ
270,44,INFJ,Bruce Wayne,The Dark Knight,"[18, 28, 80, 53]",155,106.025,8.515,2008,INTJ
271,45,INFJ,Galadriel,The Lord of the Rings: The Two Towers,"[12, 14, 28]",121,97.108,8.395,2002,INFJ
272,45,INFJ,Elle Woods,Legally Blonde,"[35, 10749]",8835,91.553,6.758,2001,ENFJ
273,45,INFJ,Elizabeth Bennet,Pride & Prejudice,"[18, 10749]",4348,86.222,8.08,2005,ENFP
274,45,INFJ,Jane Smith,Mr. & Mrs. Smith,"[28, 35, 18, 53]",787,47,6.683,2005,ENTJ
275,45,INFJ,Sarah Connor,Terminator 2: Judgment Day,"[28, 53, 878]",280,133.745,8.115,1991,ISTP
276,45,INFJ,Emma Woodhouse,Emma.,"[35, 10749]",556678,39.393,7,2020,ENFJ
277,45,INFJ,Hermione Granger,Harry Potter and the Goblet of Fire,"[12, 14]",674,125.941,7.815,2005,ESTJ
279,45,INFJ,Trinity,Matrix,[],555879,3.274,6.9,1998,ISTP
280,45,INFJ,Katniss Everdeen,The Hunger Games,"[878, 12, 14]",70160,34.172,7.2,2012,ISTP
281,46,ENFP,Joy,Inside Out,"[16, 10751, 12, 18, 35]",150540,331.396,7.914,2015,ENFJ
282,46,ENFP,Veneer,Trolls,"[10751, 16, 14, 12, 35, 10402]",136799,57.365,6.656,2016,ENFP
283,46,ENFP,Elle Woods,Legally Blonde,"[35, 10749]",8835,91.553,6.758,2001,ENFJ
284,46,ENFP,Augustus,The Fault in Our Stars,"[10749, 18]",222935,44.824,7.596,2014,ENTP
285,46,ENFP,Benji,Pitch Perfect,"[35, 10402, 10749]",114150,50.631,7.291,2012,INFP
286,46,ENFP,Arrietty,The Secret World of Arrietty,"[14, 16, 10751]",51739,50.841,7.657,2010,ENFP
287,46,ENFP,Weird Barbie,Barbie,"[35, 12]",346698,539.162,7.056,2023,ENTP
288,46,ENFP,Wade,Elemental,"[16, 35, 10751, 14, 10749]",976573,216.103,7.66,2023,ESFJ
289,46,ENFP,Henry Roth,50 First Dates,"[35, 10749]",1824,48.682,6.86,2004,ENTP
290,47,INTJ,Blue,Jurassic World,"[28, 12, 878, 53]",135397,98.585,6.687,2015,ISFP
291,47,INTJ,Bakugo,My Hero Academia: World Heroes' Mission,"[16, 28, 12, 878, 14]",768744,75.679,7.573,2021,ENTJ
292,47,INTJ,Hermione,Harry Potter and the Philosopher's Stone,"[12, 14]",671,169.942,7.913,2001,ESTJ
293,47,INTJ,Benji,Mission: Impossible,"[12, 28, 53]",954,141.951,6.98,1996,ENTP
294,48,ENTJ,Baby,Baby Driver,"[28, 80]",339403,389.632,7.451,2017,ISFP
295,48,ENTJ,Hobie Brown,Spider-Man: Across the Spider-Verse,"[16, 28, 12, 878]",569094,192.243,8.362,2023,ESTP
296,48,ENTJ,Cobb,Inception,"[28, 878, 12]",27205,447.889,8.368,2010,ISTP
297,48,ENTJ,Han Lue,The Fast and the Furious: Tokyo Drift,"[28, 80, 18, 53]",9615,16.97,6.5,2006,ISFP
298,49,ISTP,Hawkeye,Avengers: Age of Ultron,"[28, 12, 878]",99861,120.148,7.273,2015,ISTP
300,49,ISTP,Jack Frost,Rise of the Guardians,"[10751, 16, 14, 28, 12]",81188,61.282,7.362,2012,ESTP
302,50,ISTJ,Lady Bird,Lady Bird,"[18, 35]",391713,338.85,7.3,2017,ENFP
303,50,ISTJ,Dani,Midsommar,"[27, 18, 9648]",530385,79.786,7.2,2019,ISFP
304,50,ISTJ,Amy,Gone Girl,"[9648, 53, 18]",210577,117.391,7.892,2014,INFJ
305,50,ISTJ,Summer,(500) Days of Summer,"[35, 18, 10749]",19913,46.793,7.281,2009,ENTP
306,50,ISTJ,Gary,Licorice Pizza,"[18, 35, 10749]",718032,61.277,6.984,2021,ENFP
307,50,ISTJ,Justine,Melancholia,"[18, 878]",62215,295.393,7.195,2011,INFJ
308,50,ISTJ,Miranda,The Devil Wears Prada,"[18, 35]",350,78.74,7.395,2006,ENTJ
309,51,ISFJ,Obi-Wan,Star Wars,"[12, 28, 878]",11,457.872,8.203,1977,INFJ
310,51,ISFJ,Captain America,Avengers: Infinity War,"[12, 28, 878]",299536,295.276,8.2,2018,ISFJ
311,51,ISFJ,Will Turner,Pirates of the Caribbean: The Curse of the Black Pearl,"[12, 14, 28]",22,135.681,7.8,2003,ISFJ
312,51,ISFJ,Alice,Alice in Wonderland,"[10751, 14, 12]",12155,92.641,6.636,2010,ISFJ
313,52,ISFJ,Obi-Wan Kenobi,Star Wars,"[12, 28, 878]",11,457.872,8.203,1977,INFJ
315,52,ISFJ,Forrest Gump,Forrest Gump,"[35, 18, 10749]",13,182.805,8.475,1994,ISFJ
316,53,ISTJ,Rita,Edge of Tomorrow,"[28, 878]",137113,68.772,7.6,2014,ISTP
317,53,ISTJ,Obi-Wan Kenobi,Star Wars,"[12, 28, 878]",11,457.872,8.203,1977,INFJ
318,53,ISTJ,Ellen Ripley,Alien,"[27, 878]",348,462.271,8.153,1979,INTJ
319,53,ISTJ,Miller,Event Horizon,"[27, 878, 9648]",8413,74.515,6.521,1997,ESTJ
320,53,ISTJ,Sarah Connor,The Terminator,"[28, 53, 878]",218,488.773,7.665,1984,ISTP
321,53,ISTJ,The Dude,The Big Lebowski,"[35, 80]",115,49.496,7.844,1998,ISFP
322,54,ISFJ,Jack Callaghan,While You Were Sleeping,"[10749, 35]",2064,28.051,7.003,1995,ISTP
323,54,ISFJ,Robin Hood,Robin Hood,"[12, 28, 53]",375588,104.28,5.898,2018,ENTP
324,54,ISFJ,George Bailey,It's a Wonderful Life,"[18, 10751, 14]",1585,47.768,8.271,1946,ENFP
326,54,ISFJ,Henry Tilney,Northanger Abbey,"[10749, 18, 10770]",18093,22.476,6.81,2007,ENTP
327,54,ISFJ,Westley,The Princess Bride,"[12, 10751, 14, 35, 10749]",2493,42.122,7.68,1987,INFJ
328,54,ISFJ,Jake Hangman Seresin,Top Gun: Maverick,"[28, 18]",361743,153.576,8.219,2022,ESTP
329,54,ISFJ,Dastan,Prince of Persia: The Sands of Time,"[12, 14, 28]",9543,50.397,6.278,2010,ENTP
330,54,ISFJ,Aragorn,The Lord of the Rings,"[12, 16, 14]",123,32.144,6.555,1978,INFJ
331,54,ISFJ,Rick O'Connell,The Mummy,"[14, 53, 28, 12, 27]",282035,290.115,5.509,2017,ESTP
332,55,INTP,Iron Giant,The Iron Giant,"[10751, 16, 878, 12]",10386,56.07,7.9,1999,INFP
333,55,INTP,Rango,Rango,"[16, 35, 10751, 37, 12]",44896,86.563,6.8,2011,ENTP
334,55,INTP,Klaus,Klaus,"[16, 10751, 12, 35, 14]",508965,40.589,8.249,2019,ISFJ
335,55,INTP,Wall.E,WALL·E,"[16, 10751, 878]",10681,131.522,8.1,2008,INFP
336,56,ISTP,Sam Bell,Moon,"[878, 18]",17431,43.845,7.568,2009,ISTP
337,56,ISTP,Mima Kirigoe,Perfect Blue,"[16, 53]",10494,52.647,8.305,1998,ISFJ
338,56,ISTP,Motoko,Ghost in the Shell,"[878, 18, 28]",315837,107.146,6.074,2017,ISTP
339,56,ISTP,Ripley,Alien,"[27, 878]",348,462.271,8.153,1979,INTJ
340,57,ISTJ,Hermione ,Harry Potter and the Philosopher's Stone,"[12, 14]",671,169.942,7.913,2001,ESTJ
341,57,ISTJ,Andrew Neiman,Whiplash,"[18, 10402]",244786,249.672,8.382,2014,ISFP
342,57,ISTJ,Forrest Gump ,Forrest Gump,"[35, 18, 10749]",13,182.805,8.475,1994,ISFJ
343,57,ISTJ,Mia ,La La Land,"[35, 18, 10749, 10402]",313369,61.05,7.902,2016,ENFJ
344,57,ISTJ,Sebastian ,La La Land,"[35, 18, 10749, 10402]",313369,61.05,7.902,2016,ISFP
345,57,ISTJ,Aragorn ,The Lord of the Rings: The Fellowship of the Ring,"[12, 14, 28]",120,138.777,8.412,2001,INFJ
346,58,ISFJ,Elizabeth Bennet,Pride & Prejudice,"[18, 10749]",4348,86.222,8.08,2005,ENFP
347,58,ISFJ,The Djinn,Three Thousand Years of Longing,"[18, 14, 10749]",556694,36.672,6.888,2022,INTP
348,58,ISFJ,Stitch,Lilo & Stitch,"[16, 10751]",11544,74.698,7.527,2002,ESTP
349,58,ISFJ,Elinor,Sense and Sensibility,"[18, 10749]",4584,25.163,7.426,1995,ISTJ
350,58,ISFJ,Elwood Blues,The Blues Brothers,"[10402, 35, 28, 80]",525,282.43,7.741,1980,ISTP
351,58,ISFJ,Cinderella ,Cinderella,"[14, 10749, 35]",593910,199.411,6.379,2021,ISFJ
352,59,ENFP,MALEFICENT,Maleficent,"[14, 12, 28, 10751, 10749]",102651,92.005,7.092,2014,INTJ
353,59,ENFP,HAKU,Spirited Away,"[16, 10751, 14]",129,111.345,8.536,2001,INFJ
354,59,ENFP,TURNIP,Howl's Moving Castle,"[14, 16, 12]",4935,144.626,8.408,2004,ISFP
355,59,ENFP,MURRAY,Hotel Transylvania,"[16, 35, 10751, 14]",76492,87.926,6.957,2012,ESFP
356,59,ENFP,MAVIS DRACULA,Hotel Transylvania,"[16, 35, 10751, 14]",76492,87.926,6.957,2012,ENFP
357,59,ENFP,PONYO,Ponyo,"[16, 14, 10751]",12429,64.057,7.744,2008,ESFP
358,59,ENFP,THE FOX,The Little Prince,"[12, 16, 14, 10751]",309809,65.546,7.612,2015,INFJ
360,60,INFJ,Pope Benedict,The Two Popes,"[18, 36]",551332,18.736,7.501,2019,ISTJ
361,60,INFJ,Juno MacGuff,Juno,"[35, 18, 10749]",7326,33.903,7.053,2007,ENTP
362,60,INFJ,Prince Akeem,Coming to America,"[35, 10749]",9602,155.531,6.88,1988,ENFJ
363,60,INFJ,Alexander Dane,Galaxy Quest,"[35, 878, 12]",926,159.991,7.059,1999,ISTJ
364,60,INFJ,Hermione,Harry Potter and the Deathly Hallows: Part 1,"[12, 14]",12444,103.642,7.754,2010,ESTJ
365,60,INFJ,Ellen Ripley,Alien,"[27, 878]",348,462.271,8.153,1979,INTJ
366,60,INFJ,Charlotte,Lost in Translation,"[18, 10749]",153,99.17,7.395,2003,INFP
367,60,INFJ,Bob Harris,Lost in Translation,"[18, 10749]",153,99.17,7.395,2003,INTP
368,60,INFJ,Wade Wilson,Deadpool,"[28, 12, 35]",293660,484.203,7.612,2016,ENTP
369,61,ISTP,Neil Perry,Dead Poets Society,[18],207,48.5,8.314,1989,ENFJ
370,61,ISTP,Toothless,How to Train Your Dragon,"[14, 12, 16, 10751]",10191,67.995,7.824,2010,ISFP
371,61,ISTP,Daniel Atlas,Now You See Me,"[53, 80]",75656,102.258,7.343,2013,ENTJ
372,61,ISTP,Shrek,Shrek,"[16, 35, 14, 12, 10751]",808,153.778,7.741,2001,ISTP
373,62,ISTP,Eve,WALL·E,"[16, 10751, 878]",10681,131.522,8.1,2008,ISTJ
374,62,ISTP,Dory,Finding Nemo,"[16, 10751]",12,158.35,7.823,2003,ENFP
375,62,ISTP,Matilda,Matilda,"[35, 10751, 14]",10830,82.601,7.159,1996,INTJ
376,62,ISTP,Lapis lazuli,Steven Universe: The Movie,"[10770, 16, 12, 35, 14, 10402]",537061,29.359,8.206,2019,INFP
377,62,ISTP,Wallace,Scott Pilgrim vs. the World,"[28, 35, 10749]",22538,37.641,7.487,2010,ENTP
378,62,ISTP,Coraline,Coraline,"[16, 10751, 14]",14836,141.312,7.9,2009,ISFP
379,63,ESTP,Blind Al,Deadpool,"[28, 12, 35]",293660,484.203,7.612,2016,ESTP
380,63,ESTP,Ursula,The Little Mermaid,"[12, 10751, 14, 10749]",447277,110.154,6.382,2023,ENTJ
381,63,ESTP,Robocop,RoboCop,"[28, 53, 878]",5548,395.944,7.318,1987,ISTJ
382,63,ESTP,Frank Castle,The Punisher,"[28, 80, 18]",7220,61.812,6.3,2004,ISTJ
383,64,ISFP,Joseph Cooper,Interstellar,"[12, 18, 878]",157336,418.071,8.434,2014,ISTP
384,64,ISFP,John Rambo,First Blood,"[28, 12, 53, 10752]",1368,129.711,7.49,1982,ISTP
386,64,ISFP,Aragorn,The Lord of the Rings,"[12, 16, 14]",123,32.144,6.555,1978,INFJ
387,65,ESTJ,Owen Grady,Jurassic World,"[28, 12, 878, 53]",135397,98.585,6.687,2015,ESTP
389,65,ESTJ,Hermione Granger,Harry Potter and the Philosopher's Stone,"[12, 14]",671,169.942,7.913,2001,ESTJ
391,65,ESTJ,Auto,WALL·E,"[16, 10751, 878]",10681,131.522,8.1,2008,ESTJ
392,65,ESTJ,The Dragon,Damsel,"[14, 28, 12]",763215,213.443,7.1,2024,ESTJ
393,65,ESTJ,Frank Martin,The Transporter,"[28, 80, 53]",4108,63.149,6.7,2002,ISTJ
394,65,ESTJ,SoundWave,Transformers: Dark of the Moon,"[28, 878, 12]",38356,19.684,6.2,2011,ISTJ
395,65,ESTJ,Mr Fox,Fantastic Mr. Fox,"[12, 16, 35, 10751]",10315,43.828,7.797,2009,ENTP
397,66,INFJ,Trinity,The Matrix,"[28, 878]",603,470.112,8.216,1999,ISTP
398,66,INFJ,Morticia Addams,The Addams Family,"[10751, 16, 35, 14]",481084,50.635,6.623,2019,INFJ
399,66,INFJ,Jack Sparrow,Pirates of the Caribbean: The Curse of the Black Pearl,"[12, 14, 28]",22,135.681,7.8,2003,ENTP
400,66,INFJ,John Wick,John Wick,"[28, 53]",245891,109.311,7.43,2014,ISTP
401,67,ESTP,Flynn Rider,Tangled,"[16, 10751]",38757,142.839,7.607,2010,ESTP
402,67,ESTP,Regina George,Mean Girls,[35],673593,145.503,6.095,2024,ESTJ
403,67,ESTP,Ken,Barbie,"[35, 12]",346698,539.162,7.056,2023,ESFP
404,67,ESTP,Nick Wilde,Zootopia,"[16, 12, 10751, 35]",269149,147.091,7.747,2016,ENTP
405,68,ENFP,Officer K,Blade Runner 2049,"[878, 18]",335984,123.881,7.56,2017,ISTJ
406,68,ENFP,Captain Jack Sparrow,Pirates of the Caribbean: At World's End,"[12, 14, 28]",285,94.167,7.3,2007,ENTP
407,68,ENFP,Miles Morales,Spider-Man: Into the Spider-Verse,"[16, 28, 12, 878]",324857,101.048,8.404,2018,ISFP
408,68,ENFP,John Wick,John Wick,"[28, 53]",245891,109.311,7.43,2014,ISTP
409,69,ISTP,flynn rider,Tangled,"[16, 10751]",38757,142.839,7.607,2010,ESTP
410,69,ISTP,megara,Hercules,"[16, 10751, 14, 12, 35, 10749]",11970,109.504,7.504,1997,ISTP
411,69,ISTP,alice,Alice in Wonderland,"[10751, 14, 12]",12155,92.641,6.636,2010,ISFJ
412,69,ISTP,merida,Brave,"[16, 12, 35, 10751, 28, 14]",62177,117.303,7.018,2012,ESFP
413,70,ESTJ,Sweeney Todd,Sweeney Todd: The Demon Barber of Fleet Street,"[27, 53, 18, 10402]",298663,4.207,8.1,2014,INFP
414,70,ESTJ,John Kramer,Saw,"[27, 9648, 80]",176,73.482,7.417,2004,INFJ
415,70,ESTJ,Billy Loomis,Scream,"[80, 27, 9648]",4232,253.098,7.423,1996,ISTP
416,70,ESTJ,Freddy Krueger,A Nightmare on Elm Street,[27],377,54.595,7.334,1984,ENTP
417,70,ESTJ,Galvatron,The Transformers: The Movie,"[16, 878, 28, 12, 10751]",1857,24.45,7.142,1986,ESTJ
418,71,INTJ,Elsa,Frozen,"[16, 10751, 12, 14]",109445,133.204,7.247,2013,INFJ
419,71,INTJ,Newt,The Maze Runner,"[28, 9648, 878, 53]",198663,136.77,7.182,2014,ISFJ
420,71,INTJ,Margot,The Menu,"[35, 53, 27]",593643,139.624,7.184,2022,ISTP
421,71,INTJ,Wade,Elemental,"[16, 35, 10751, 14, 10749]",976573,216.103,7.66,2023,ESFJ
422,72,ENFP,Harley Quinn,Suicide Squad,"[28, 12, 14]",297761,220.187,5.9,2016,ENFP
423,72,ENFP,Neo,The Matrix,"[28, 878]",603,470.112,8.216,1999,INTP
425,72,ENFP,Tony Stark,Iron Man,"[28, 878, 12]",1726,172.395,7.644,2008,ENTP
426,73,INTP,Alan Turing,The Imitation Game,"[36, 18, 53, 10752]",205596,78.023,8.004,2014,INTP
427,73,INTP,Dr Emmett Doc Brown,Back to the Future,"[12, 35, 878]",105,119.06,8.317,1985,ENTP
428,73,INTP,Luna Lovegood,Harry Potter and the Order of the Phoenix,"[12, 14]",675,122.416,7.681,2007,INFP
430,74,INTJ,Q,Skyfall,"[28, 12, 53]",37724,74.664,7.2,2012,INTP
433,75,ISTJ,Scar,The Lion King,"[12, 18, 10751, 16]",420818,249.113,7.115,2019,INTJ
434,75,ISTJ,Tiana,The Princess and the Frog,"[16, 10749, 14, 10751]",10198,85.426,7.206,2009,ESTJ
435,75,ISTJ,Nanami,Jujutsu Kaisen 0,"[16, 28, 14]",810693,75.556,8.197,2021,ISTJ
436,75,ISTJ,Coriolanus Coryo Snow,The Hunger Games,"[878, 12, 14]",70160,34.172,7.2,2012,ENTJ
437,75,ISTJ,Frollo,The Hunchback of Notre Dame,"[18, 16, 10751]",10545,64.592,7.111,1996,INTJ
438,76,INTJ,Beau Wassermann,Beau Is Afraid,"[35, 12, 14]",798286,37.495,6.73,2023,ISFJ
441,76,INTJ,Mikey Waters,My Own Private Idaho,[18],468,28.183,7.056,1991,INFP
442,76,INTJ,Carrie White,Carrie,"[27, 53]",7340,120.696,7.313,1976,ISFJ
446,76,INTJ,Annie Graham,Hereditary,"[27, 9648, 53]",493922,93.978,7.286,2018,ISTP
448,77,ENFJ,Joel Barish,Eternal Sunshine of the Spotless Mind,"[878, 18, 10749]",38,77.807,8.097,2004,ISFJ
449,77,ENFJ,Amélie Poulain,Amélie,"[35, 10749]",194,44.483,7.909,2001,INFP
450,77,ENFJ,Moana Waialiki,Moana,"[12, 35, 10751, 14]",1108427,61.657,0,2026,ENFJ
451,77,ENFJ,Peter Quill,Guardians of the Galaxy Vol. 2,"[878, 12, 28]",283995,98.203,7.62,2017,ESFP
452,77,ENFJ,Thor Odinson,Thor: Ragnarok,"[28, 12, 878]",284053,483.39,7.592,2017,ESTP
453,77,ENFJ,Captain America,Avengers: Endgame,"[12, 878, 28]",299534,270.643,8.3,2019,ISFJ
454,78,INFP,Susanna,"Girl, Interrupted",[18],3558,45.599,7.557,1999,INFP
455,78,INFP,Weird Barbie,Barbie,"[35, 12]",346698,539.162,7.056,2023,ENTP
456,78,INFP,Sam,Stuck in Love,"[18, 35]",111969,27.07,7.389,2013,ENTJ
457,78,INFP,Westley,The Princess Bride,"[12, 10751, 14, 35, 10749]",2493,42.122,7.68,1987,INFJ
458,79,INFP,Desmond Poppy,Nativity!,"[35, 10751]",49522,26.779,6.258,2009,ENFP
459,79,INFP,Hannibal Lecter,The Silence of the Lambs,"[80, 18, 53]",274,18.132,8.347,1991,INTJ
460,79,INFP,Hermione Granger,Harry Potter and the Philosopher's Stone,"[12, 14]",671,169.942,7.913,2001,ESTJ
461,79,INFP,Bucky Barnes,Captain America: The Winter Soldier,"[28, 12, 878]",100402,43.665,7.665,2014,ISTP
462,79,INFP,Miranda Priestly,The Devil Wears Prada,"[18, 35]",350,78.74,7.395,2006,ENTJ
463,79,INFP,Stephen Strange,Doctor Strange,"[28, 12, 14]",284052,397.711,7.422,2016,INTJ
464,80,ISFP,Peter Parker,The Amazing Spider-Man,"[28, 12, 878]",1930,121.666,6.7,2012,ISTP
465,80,ISFP,Gwen Stacy,Spider-Man: Into the Spider-Verse,"[16, 28, 12, 878]",324857,101.048,8.404,2018,ISTP
466,80,ISFP,Nimona,Nimona,"[12, 16, 14, 10751]",961323,129.688,7.939,2023,ESFP
467,80,ISFP,Kronk,The Emperor's New Groove,"[12, 16, 35, 10751, 14]",11688,87.075,7.558,2000,ESFJ
468,81,INFP,Sauron,The Lord of the Rings: The Fellowship of the Ring,"[12, 14, 28]",120,138.777,8.412,2001,ESTJ
469,81,INFP,Severus Snape,Harry Potter and the Half-Blood Prince,"[12, 14]",767,111.016,7.693,2009,INTJ
470,81,INFP,Darth Vader,Star Wars: Episode III - Revenge of the Sith,"[12, 28, 878]",1895,66.308,7.425,2005,ISTJ
471,81,INFP,John Wick,John Wick,"[28, 53]",245891,109.311,7.43,2014,ISTP
472,82,INFP,Carol Ledoux,Repulsion,"[18, 53, 27]",11481,25.716,7.414,1965,INFP
473,82,INFP,Carrie White,Carrie,"[27, 53]",7340,120.696,7.313,1976,ISFJ
474,82,INFP,Lux Lisbon,The Virgin Suicides,"[18, 10749]",1443,54.678,7.111,2000,ESFP
475,82,INFP,Luna Lovegood,Harry Potter and the Order of the Phoenix,"[12, 14]",675,122.416,7.681,2007,INFP
476,83,ESTJ,Kim Ki-woo,Parasite,"[27, 878]",48311,15.77,4.711,1982,ISFP
478,83,ESTJ,Hae Sung,Past Lives,"[18, 10749]",666277,76.939,7.806,2023,ISFJ
479,84,ENFJ,Ulysses Everett McGill,"O Brother, Where Art Thou?","[12, 35, 80]",134,31.136,7.334,2000,ENTP
482,84,ENFJ,Happy Gilmore,Happy Gilmore,[35],9614,49.36,6.633,1996,ISTP
483,85,INFJ,Star ,American Honey,[18],340485,26.958,6.802,2016,ISFP
484,85,INFJ, The Unicorn ,The Last Unicorn,"[14, 16, 10751, 12]",10150,23.133,7.112,1982,INFJ
485,85,INFJ,Ricky Fitts ,American Beauty,[18],14,255.239,8.019,1999,INFP
486,85,INFJ,Charlotte ,Lost in Translation,"[18, 10749]",153,99.17,7.395,2003,INFP
487,86,ISFJ,Rambo,First Blood,"[28, 12, 53, 10752]",1368,129.711,7.49,1982,ISTP
489,86,ISFJ,Jack sparrow,Pirates of the Caribbean: The Curse of the Black Pearl,"[12, 14, 28]",22,135.681,7.8,2003,ENTP
490,86,ISFJ,Thor,Thor,"[12, 14, 28]",10195,106.439,6.769,2011,ESTP
491,87,INTP,Ash,Evil Dead,[27],109428,172.501,6.54,2013,ISTP
492,87,INTP,Rico,Starship Troopers,"[12, 28, 53, 878]",563,76.763,7.057,1997,ESFP
493,87,INTP,V,V for Vendetta,"[28, 53, 878]",752,54.126,7.9,2006,INTJ
494,87,INTP,Ripley,Alien,"[27, 878]",348,462.271,8.153,1979,INTJ
495,87,INTP,Neo,The Matrix,"[28, 878]",603,470.112,8.216,1999,INTP
496,88,INTP,Natasha Romanoff,Avengers: Endgame,"[12, 878, 28]",299534,270.643,8.3,2019,ISTP
497,88,INTP,Enola Holmes,Enola Holmes,"[12, 9648, 80]",497582,51.918,7.286,2020,ENFP
498,88,INTP,Aragorn,The Lord of the Rings,"[12, 16, 14]",123,32.144,6.555,1978,INFJ
499,88,INTP,Captain Klenzendorf,Jojo Rabbit,"[35, 10752, 18]",515001,60.672,8.025,2019,ENTP
500,89,INTP,Miranda Priestly,The Devil Wears Prada,"[18, 35]",350,78.74,7.395,2006,ENTJ
501,89,INTP,Emmet,The Lego Batman Movie,"[16, 28, 35, 10751]",324849,110.286,7.218,2017,ESFJ
502,89,INTP,Immortan Joe,Mad Max: Fury Road,"[28, 12, 878]",76341,455.831,7.6,2015,ENTJ
503,89,INTP,Thanos,Avengers: Infinity War,"[12, 28, 878]",299536,295.276,8.2,2018,INTJ
504,89,INTP,Hannibal Lecter,The Silence of the Lambs,"[80, 18, 53]",274,18.132,8.347,1991,INTJ
505,89,INTP,Dr Facilier,The Princess and the Frog,"[16, 10749, 14, 10751]",10198,85.426,7.206,2009,ENTP
506,90,ENFJ,Ferris Bueller ,Ferris Bueller's Day Off,[35],9377,38.076,7.6,1986,ENTP
507,90,ENFJ,Inigo Montoya ,The Princess Bride,"[12, 10751, 14, 35, 10749]",2493,42.122,7.68,1987,ISFP
509,90,ENFJ,Daphne ,Some Like It Hot,"[35, 10749, 80]",239,45.252,8.1,1959,ESFJ
510,91,ENFP,Anna,Frozen,"[16, 10751, 12, 14]",109445,133.204,7.247,2013,ENFP
511,91,ENFP,Louisa Lou Clark,Me Before You,"[18, 10749]",296096,114.895,7.926,2016,ENFP
512,91,ENFP,Clementine,Eternal Sunshine of the Spotless Mind,"[878, 18, 10749]",38,77.807,8.097,2004,ENFP
513,91,ENFP,Jo March,Little Women,"[18, 10749]",331482,71.313,7.883,2019,ENFP
514,92,ISFP,Taki,Your Name.,"[16, 10749, 18]",372058,93.913,8.495,2016,ISTP
515,92,ISFP,Alex,"Red, White & Royal Blue","[35, 10749]",930094,75.346,8.016,2023,ENTP
516,92,ISFP,Henry,"Red, White & Royal Blue","[35, 10749]",930094,75.346,8.016,2023,INFJ
517,92,ISFP,Suzume,Suzume,"[16, 18, 12, 14]",916224,67.413,7.996,2022,ISFP
518,93,INFP,Ishaan,Like Stars on Earth,[18],7508,26.216,7.995,2007,INFP
519,93,INFP,Evelyn,Salt,"[28, 9648, 53]",27576,51.145,6.412,2010,ISTP
520,93,INFP,Merida,Brave,"[16, 12, 35, 10751, 28, 14]",62177,117.303,7.018,2012,ESFP
521,93,INFP,Otto,A Man Called Otto,"[35, 18]",937278,96.714,7.761,2022,ISTJ
522,94,INFP,Ursula,Kiki's Delivery Service,"[16, 10751, 14]",16859,60.526,7.828,1989,ESFP
523,94,INFP,loki laufeyson,Thor,"[12, 14, 28]",10195,106.439,6.769,2011,INFJ
524,94,INFP,colette tatou,Ratatouille,"[16, 35, 10751, 14]",2062,123.258,7.82,2007,ESTJ
525,94,INFP,Cruella de Vil,Cruella,"[35, 80]",337404,91.194,8,2021,ENTJ
526,94,INFP,kevin khatchadourian,We Need to Talk About Kevin,"[18, 53]",71859,34.062,7.559,2011,ISTP
527,94,INFP,ben solo,Star Wars: The Last Jedi,"[12, 28, 878]",181808,78.98,6.8,2017,INFP
528,94,INFP,willy wonka,Charlie and the Chocolate Factory,"[12, 35, 10751, 14]",118,113.615,7.05,2005,ENFP
529,94,INFP,Gru,Despicable Me,"[10751, 16, 35]",20352,107.782,7.235,2010,INTJ
531,94,INFP,mulan,Mulan,"[16, 10751, 12]",10674,109.864,7.912,1998,ISFP
532,95,ENTP,Megamind,Megamind,"[16, 28, 35, 10751, 878]",38055,98.506,6.986,2010,ENTP
533,95,ENTP,Shen,Kung Fu Panda 2,"[16, 10751, 35]",49444,77.51,7.019,2011,ENTJ
534,95,ENTP,Miles Morales,Spider-Man: Into the Spider-Verse,"[16, 28, 12, 878]",324857,101.048,8.404,2018,ISFP
535,96,ESTJ,Aragorn,The Lord of the Rings: The Fellowship of the Ring,"[12, 14, 28]",120,138.777,8.412,2001,INFJ
536,96,ESTJ,Lt Dan Taylor,Forrest Gump,"[35, 18, 10749]",13,182.805,8.475,1994,ESTJ
537,96,ESTJ,Superman,Superman,"[878, 28, 12]",1924,412.768,7.135,1978,ISFJ
538,96,ESTJ,Obi-Wan Kenobi,Star Wars: The Rise of Skywalker,"[12, 28, 878]",181812,83.347,6.335,2019,INFJ
539,97,INFJ,Susan Pevensie,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","[12, 10751, 14]",411,154.546,7.1,2005,ISTJ
540,97,INFJ,Legolas,The Lord of the Rings: The Fellowship of the Ring,"[12, 14, 28]",120,138.777,8.412,2001,ISFP
541,97,INFJ,Jasmine,Aladdin,"[12, 14, 10749, 10751]",420817,215.614,7.107,2019,ESFP
