,char,movie,mbti,votes
378,Philippe Weis,In Time (2011),INTJ,17 Pdb Votes
379,Judge Doom,Who Framed Roger Rabbit (1988),INTJ,62 Pdb Votes
380,Klaud,Star Wars,INTJ,58 Pdb Votes
381,Count Vladislaus Dracula,Van Helsing (2004),INTJ,88 Pdb Votes
382,Christopher Johnson,District 9 (2009),INTJ,32 Pdb Votes
383,Kate Forster,The Lake House (2006),INTJ,46 Pdb Votes
384,Damien Thorn (2006),The Omen (1976),INTJ,29 Pdb Votes
385,Amelia,Underworld,INTJ,2 Pdb Votes
386,Susan Morrow,Nocturnal Animals (2016),INTJ,117 Pdb Votes
387,The Thing,The Thing (1982),INTJ,95 Pdb Votes
388,Tak Mashido,Real Steel (2011),INTJ,16 Pdb Votes
389,Anna Greene,Anna (Mindscape: 2013),INTJ,72 Pdb Votes
390,Hanna,Hanna (2011),INTJ,74 Pdb Votes
391,Will the krill,Happy Feet (2006-2011),INTJ,36 Pdb Votes
392,Lilith Sullivan,Case 39 (2009),INTJ,81 Pdb Votes
393,Kim Soo-hyun,I Saw the Devil (2010),INTJ,102 Pdb Votes
394,Ingrid Magnussen,White Oleander (2002),INTJ,194 Pdb Votes
395,Dr. Cockroach Ph.D,Monsters vs. Aliens,INTJ,103 Pdb Votes
396,Tiberius,The Secret Life of Pets (2016),INTJ,30 Pdb Votes
397,Scar,The Lion King (2019),INTJ,151 Pdb Votes
398,Frank,Destination Wedding (2018),INTJ,50 Pdb Votes
399,Karen Pomeroy,Donnie Darko (2001),INTJ,128 Pdb Votes
400,Boris The Blade,Snatch (2000),INTJ,41 Pdb Votes
401,Yuko Moriguchi,Confessions (2010),INTJ,60 Pdb Votes
402,The Architect,The Matrix Trilogy,INTJ,296 Pdb Votes
403,Jafar,Aladdin (2019),INTJ,156 Pdb Votes
404,Jack “Cannonball” Taylor,Speed Racer (2008),INTJ,14 Pdb Votes
405,Xerxes,300,INTJ,103 Pdb Votes
406,Dr. Julius No,James Bond Film Series,INTJ,55 Pdb Votes
407,Adam,Only Lovers Left Alive (2013),INTJ,219 Pdb Votes
408,Maude Lebowski,The Big Lebowski (1998),INTJ,130 Pdb Votes
409,Irina Spalko,Indiana Jones (Series),INTJ,102 Pdb Votes
410,Dryden Vos,Star Wars,INTJ,47 Pdb Votes
411,William Randa,Kong: Skull Island (2017),INTJ,30 Pdb Votes
412,"Jadis, The White Witch",The Chronicles of Narnia (Film Trilogy),INTJ,269 Pdb Votes
413,Millicent Clyde,Paddington (2014),INTJ,57 Pdb Votes
414,Hans Gruber,Die Hard,INTJ,310 Pdb Votes
415,Kevin Lomax,The Devil's Advocate (1997),INTJ,173 Pdb Votes
416,Dominika Egorova,Red Sparrow (2018),INTJ,58 Pdb Votes
417,Peyton Flanders,The Hand That Rocks the Cradle (1992),XXXX,33 Pdb Votes
418,Evelyn Deavor “Screenslaver”,The Incredibles (Franchise),INTJ,511 Pdb Votes
419,King Haggard,The Last Unicorn (1982),INTJ,34 Pdb Votes
420,Clyde Shelton,Law Abiding Citizen (2009),INTJ,134 Pdb Votes
421,Gwen Pearson,Van Wilder (2002),INTJ,10 Pdb Votes
422,Lena,Annihilation (2018),INTJ,128 Pdb Votes
423,Mr. Alexander,A Clockwork Orange (1971),INTJ,98 Pdb Votes
424,Nikola Tesla,The Prestige (2006),INTJ,87 Pdb Votes
425,Niander Wallace,Blade Runner,INTJ,227 Pdb Votes
426,Dr. Howard Mierzwiak,Eternal Sunshine of the Spotless Mind (2004),INTJ,61 Pdb Votes
427,Mr. Rzykruski,Frankenweenie (2012),INTJ,70 Pdb Votes
428,Paul Finch,American Pie,INTJ,149 Pdb Votes
429,Khan,Star Trek (Kelvin Timeline),INTJ,238 Pdb Votes
430,"Robert Callaghan ""Yokai""",Big Hero 6 (2014),INTJ,294 Pdb Votes
431,Elrond,The Lord of the Rings (Film Trilogy),INTJ,453 Pdb Votes
432,The Engineer,Hellraiser,XXXX,1 Pdb Vote
433,Lou Sr.,Love Lies Bleeding,INTJ,5 Pdb Votes
434,Edgar Volgud,Atlantis: The Lost Empire (2001),INTJ,3 Pdb Votes
435,Bruce Pandolfini,Searching for Bobby Fischer (1993),INTJ,2 Pdb Votes
436,Suzanne Blake,Stopmotion (2023 film),XXXX,1 Pdb Vote
437,Jan Mikolásek,Charlatan (Sarlatán) (2020 film),XXXX,1 Pdb Vote
438,Pilar,The Orphanage,INTJ,3 Pdb Votes
439,"Clarence ""God"" Hilliard",The World's Greatest Sinner (1962),INTJ,4 Pdb Votes
440,Lou Sr.,Love Lies Bleeding (2024),INTJ,11 Pdb Votes
441,Eli Miller,Zombies Vs. Idiots,INTJ,10 Pdb Votes
442,Sir john bowring,The Siam Renaissance (2004),INTJ,2 Pdb Votes
443,Benjamin O'Ryan,Suspect Zero (2004),XXXX,1 Pdb Vote
444,Dracula ,The Last Voyage of the Demeter,INTJ,15 Pdb Votes
445,Bones,Massacre Mafia Style (1974),INTJ,4 Pdb Votes
446,Chloe,SHHH,INTJ,3 Pdb Votes
447,Astrid Cole,Harry Potter Magic Awakened,INTJ,2 Pdb Votes
448,Screenslaver,The Incredibles (Franchise),INTJ,4 Pdb Votes
449,Lem,Planet 51 (2009),XXXX,2 Pdb Votes
450,Downburst,The Incredibles (Franchise),INTJ,10 Pdb Votes
451,Clifton,The Blackening (2022),INTP,3 Pdb Votes
452,Mr. Baskara (Господин Баскара),Vozvrashcheniye Buratino (2013),INTJ,1 Pdb Vote
453,Lawerence Kweller,I Like Movies,XXXX,1 Pdb Vote
454,Julia Drusilla,Caligula (1979),XXXX,1 Pdb Vote
455,Oswald Spencer,Resident Evil: Welcome to Raccoon City,XXXX,1 Pdb Vote
456,Annette Birkin,Resident Evil: Welcome to Raccoon City,XXXX,1 Pdb Vote
457,Lisa Trevor,Resident Evil: Welcome to Raccoon City,XXXX,4 Pdb Votes
458,Xu Yunfeng 徐云峰,年会不能停！ Johnny Keep Walking!,INTJ,3 Pdb Votes
459,"Ramón Sabella ""Moncho""",La Sociedad de la Nieve (Society of the Snow),INTJ,4 Pdb Votes
460,Pedro Algorta,La Sociedad de la Nieve (Society of the Snow),INTJ,6 Pdb Votes
461,Carlos Roque,La Sociedad de la Nieve (Society of the Snow),INTJ,1 Pdb Vote
462,Antonio,The Princess Switch (2018),XXXX,5 Pdb Votes
463,Vincenzo,It Takes Two,INTJ,12 Pdb Votes
464,Kiruma Souichi,Usogui ( Live Action ),INTJ,16 Pdb Votes
465,Gru Junior,Despicable Me (Franchise),INTJ,1 Pdb Vote
466,Mist,Our Drawings (Calobi Productions),XXXX,1 Pdb Vote
467,Oliver Vance,Fascination (2004),XXXX,1 Pdb Vote
468,Frederick,Hannah and Her Sisters (1986),XXXX,10 Pdb Votes
469,Paul Mangin,Corridor of Mirrors (1948),INTJ,2 Pdb Votes
470,Paolo,"Brother Sun, Sister Moon (1972)",INTJ,3 Pdb Votes
471,Eddie Mathilda,Bon Bini Holland,INTJ,26 Pdb Votes
472,Adolfo 'Fito' Strauch,La Sociedad de la Nieve (Society of the Snow),INTJ,2 Pdb Votes
473,Cherep,Bandit Petersburg | Бандитский Петербург,XXXX,2 Pdb Votes
474,Givi Chverkhadze (Gurgen),Bandit Petersburg | Бандитский Петербург,INTJ,17 Pdb Votes
475,mai,Sillypology fandom,INTJ,10 Pdb Votes
476,General August Von Schulz,The Berlin Blaze (1954),INTJ,2 Pdb Votes
477,Kitâb-ı Kıyam,Yaratılan,INTJ,2 Pdb Votes
478,Natasha,Wildlings (2019),INTJ,1 Pdb Vote
479,Jeon Yoo-kyung,Ashfall (2019),XXXX,1 Pdb Vote
480,princess Florindella,Princezna se zlatou hvězdou na čele (1959),ISTJ,1 Pdb Vote
481,Dr Waldman,Frankenstein,XXXX,2 Pdb Votes
482,Dr. Heywood Floyd,2010: The Year We Make Contact (1984 film),INTJ,12 Pdb Votes
483,Charlie Chan (Roland Winters),Charlie Chan,INTJ,18 Pdb Votes
484,Carole,Wingwomen (2023),INTJ,1 Pdb Vote
485,Batman (Bruce Wayne),Merry Little Batman (2023),INTJ,1 Pdb Vote
486,Sadegh,Midday Adventures (Majaray Nimrooz),XXXX,2 Pdb Votes
487,Rahim,Midday Adventures (Majaray Nimrooz),XXXX,2 Pdb Votes
488,Pang Bing,Kung Fu Panda (Franchise),XXXX,1 Pdb Vote
489,Owl,TCU/Winnie-the-Pooh: Blood and Honey (Franchise),INTJ,1 Pdb Vote
490,Roohdaar,Haider (2014),INTJ,4 Pdb Votes
491,Sigmund Freud,Freud's Last Session (2023 film),XXXX,3 Pdb Votes
492,Imelda,Good Grief (2023),ESFJ,6 Pdb Votes
493,Vardharaja,K.G.F (Series),INTJ,10 Pdb Votes
494,Princess Rita,Barbie as the Island Princess (2007),XXXX,9 Pdb Votes
495,William Still,Harriet (2019),INTJ,12 Pdb Votes
496,Bill Smith,Killers of the Flower Moon,INTJ,3 Pdb Votes
497,Lars,The Christmas Chronicles (Franchise),XXXX,0
498,Hugg,The Christmas Chronicles (Franchise),XXXX,0
499,Skyler,Leo (2023),INTJ,0
500,Prof. Heinrich Tessenow,Inside the third reich (1982 film),XXXX,1 Pdb Vote
501,Treech,The Ballad of Songbirds and Snakes (2023),INTJ,10 Pdb Votes
502,Thomas Wright,Thanksgiving (2023),INTJ,13 Pdb Votes
503,Dolphin Blue ,The reflecting skin (1990 film),XXXX,1 Pdb Vote
504,Nathan Loeb,Swoon (1992 film),XXXX,1 Pdb Vote
505,Paul Herzfeld,Cut Off(2018),INFJ,10 Pdb Votes
506,Chandra,Vada Chennai,INTJ,4 Pdb Votes
507,Col. Massoud Behrani,House of Sand and Fog (2003),ENTJ,1 Pdb Vote
508,Many,Pet sametary: Bloodline,XXXX,1 Pdb Vote
509,Thyrza Grey,The pale horse (1997 film),INTJ,2 Pdb Votes
510,Astronomer,Aniara (2018),INTJ,3 Pdb Votes
511,Joon-Yi,Peninsula (2020),INTJ,2 Pdb Votes
512,Fornicus,The Cabin in the Woods (2012),XXXX,1 Pdb Vote
513,Captain Zhang Lei,Drug War (2012),XXXX,1 Pdb Vote
514,Secretary Ye,Hidden Blade (2023),INTJ,2 Pdb Votes
515,Three Finger,Wrong Turn 2003,INTJ,3 Pdb Votes
516,Sofya,Ofis Akademia,ENTJ,10 Pdb Votes
517,Readhead/Рыжий,Scarecrow (Чучело),XXXX,3 Pdb Votes
518,Katerina,Mother of Tears,ENTP,10 Pdb Votes
519,Shockwave,Bumblebee (2018),INTJ,5 Pdb Votes
520,The Whills / The Force,Star Wars,INTJ,4 Pdb Votes
521,Butch,Cats & Dogs: The Revenge of Kitty Galore,INTJ,3 Pdb Votes
522,Spudnick,Space Buddies,INTJ,4 Pdb Votes
523,Navy,Amaya’s OCs and Real Life Friends,INTJ,2 Pdb Votes
524,Ram Tech Bouncer,The Emoji Movie (2017),XXXX,1 Pdb Vote
525,Iona Luma-Tripp Solace,Hunger Games Tales,XXXX,1 Pdb Vote
526,Nyxie Lowell,Hunger Games Tales,XXXX,1 Pdb Vote
527,Elliot Marsten,Quigley Down Under,XXXX,1 Pdb Vote
528,Dallas,Monsters of California (2023),INTJ,2 Pdb Votes
529,Madame Leota,The Haunted Mansion,INTJ,10 Pdb Votes
530,Arjun,Fair Play (2023),INTJ,4 Pdb Votes
531,i fell out a window from twerking disease,shart battle,XXXX,1 Pdb Vote
532,Dark Jedi,Star Wars,INTJ,7 Pdb Votes
533,Amir,Sophie & the Mad (2017),INTJ,1 Pdb Vote
534,Matt Turner,Retribution,INTJ,10 Pdb Votes
535,Holden Latter,Game Therapy,INTJ,13 Pdb Votes
536,Francesco,Game Therapy,XXXX,15 Pdb Votes
537,Jude,The Boy,INTJ,20 Pdb Votes
538,Ludvig Kahlen,The Promised Land (2023),INTJ,19 Pdb Votes
539,Kim Kwang-Chul,6/45,INTJ,2 Pdb Votes
540,Seo Chang Dae,Kingmaker 2022,INTJ,2 Pdb Votes
541,Captain Nemo,"20,000 Leagues Under The Sea",INTJ,10 Pdb Votes
542,Steve Cohen ,Dumb Money,INTJ,4 Pdb Votes
543,Henry Sugar,The Wonderful Story of Henry Sugar,INTJ,28 Pdb Votes
544,Philo Gant,Strange Days (1995),XXXX,1 Pdb Vote
545,Alex Rose,Duplex,XXXX,1 Pdb Vote
546,Lance the Writer,Cars (Franchise),INTJ,2 Pdb Votes
547,2nd AC,Cars (Franchise),INTJ,2 Pdb Votes
548,Edward Pretorius,From Beyond (1986),INTJ,5 Pdb Votes
549,Sheriff Jimmy Dixon,The Hurricane Heist (2018),XXXX,1 Pdb Vote
550,Phillipe,K-12 (2019),INTJ,4 Pdb Votes
551,.,.,XXXX,3 Pdb Votes
552,Cure Girl,Wet Hot American Summer,INTJ,4 Pdb Votes
553,The Girl,Anon,XXXX,1 Pdb Vote
554,Can You Hear The Music - Ludwig Göransson,Oppenheimer (2023),INTJ,22 Pdb Votes
555,Mimiko Mizunuma,One Missed Call (2003),INTJ,10 Pdb Votes
556,Kim Dokja,Omniscient Reader's Viewpoint,INTJ,4 Pdb Votes
557,Mike McGill,Masquerade (1988),INTJ,3 Pdb Votes
558,Pantelija Topalović,Maratonci trče počasni krug (1982),INTJ,9 Pdb Votes
559,Mr. Book,Dark City,XXXX,1 Pdb Vote
560,Henry Herschel,The book of love (2016),INTJ,2 Pdb Votes
561,Snow Queen,The Snow Queen (Russian: Снежная королева,INTJ,7 Pdb Votes
562,Gordon Lighthouse,"Ruby Gillman, Teenage Kraken (2023)",XXXX,7 Pdb Votes
563,Антон Щасливий,Early Swallows | Перші Ластівки,INTJ,2 Pdb Votes
564,Karai,Teenage Mutant Ninja Turtles (2014),INTJ,3 Pdb Votes
565,Professor Carvalho ,Um ano inesquecível: Primavera,INTJ,2 Pdb Votes
566,Ruriko Midorikawa,Shin Kamen Rider,INTJ,23 Pdb Votes
567,Dreyfus,Dawn of the Planet of the Apes,INTJ,8 Pdb Votes
568,Camilla Salander,The girl in the spider's web (2018 film),INTJ,2 Pdb Votes
569,Yanka/Bianca,Baby Blood (1990),INTJ,11 Pdb Votes
570,Max,Gaturro: La Película (2010),INTJ,1 Pdb Vote
571,Ridley,Death of a Unicorn,INTJ,2 Pdb Votes
572,Jorge,Sound of Freedom (2023),INTJ,8 Pdb Votes
573,The Entity,Mission: Impossible (Franchise),INTJ,8 Pdb Votes
574,Klaus Fuchs,Oppenheimer (2023),INTJ,6 Pdb Votes
575,Werner Heisenberg,Oppenheimer (2023),INTJ,15 Pdb Votes
576,Kelly,1700s ft,INTJ,3 Pdb Votes
577,Mrs. Dooradavic,1700s ft,INTJ,3 Pdb Votes
578,Aria Fitzgerald,1700s ft,INTJ,9 Pdb Votes
579,The Eternal Motherhood,Intolerance (1916),INTJ,5 Pdb Votes
580,Master Chicken,Kung Fu Panda (Franchise),INTJ,10 Pdb Votes
581,Болтон,Linch,INTJ,12 Pdb Votes
582,Dosu,Kung Fu Panda (Franchise),XXXX,13 Pdb Votes
583,Jürgen Voller,Indiana Jones (Series),INTJ,112 Pdb Votes
584,Jean,Happy Old Year,XXXX,5 Pdb Votes
585, General Wilhelm Tanz,The Night of the Generals (1967 film),ENTJ,1 Pdb Vote
586,David Stillwell,Mirage (1965),INTJ,7 Pdb Votes
587,Jang Min Hwan,Miracle in Cell No. 7 (2013),XXXX,1 Pdb Vote
588,Flarrietta,Elemental,INTJ,6 Pdb Votes
589,Nik Khan,Extraction 2 (2023),INTJ,3 Pdb Votes
590,Leeyoon,Mune: Guardian of the Moon,INTJ,4 Pdb Votes
591,Camille meadows ,Seance,INTJ,9 Pdb Votes
592,Len Parker,Apocalypse (film series),INTJ,2 Pdb Votes
593,Rakib,Autobiography,XXXX,1 Pdb Vote
594,Dr. Helen Brown,Sex and the Single Girl (1964),XXXX,1 Pdb Vote
595,Marge Guttman,Halloween 3: Season of the Witch,INTJ,2 Pdb Votes
596,Tom,All Dogs Go to Heaven (1989),INTJ,3 Pdb Votes
597,Form II: Makashi,Star Wars: Lightsabers,INTJ,3 Pdb Votes
598,Halil,Sevmek Zamanı (Time to Love),INTJ,19 Pdb Votes
599,Miles Cullen,The Silent Partner (1978),INTJ,7 Pdb Votes
600, Dr. Henry Jekyll,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,INTJ,5 Pdb Votes
601,Madame Rontru,Abbott and Costello Meet the Mummy (1955),XXXX,1 Pdb Vote
602, Dracula / Dr. Lejos,Abbott and Costello Meet Frankenstein (1948),XXXX,1 Pdb Vote
603,Cliff,A Perfect Getaway (2009),INTJ,7 Pdb Votes
604,The Stranger,When a Stranger Calls (2006),INTJ,6 Pdb Votes
605,Professor Albert Warren,The Spiral Staircase (1946),XXXX,2 Pdb Votes
606,Alette Naylor,Confessions of a Shopaholic (2009),INTJ,2 Pdb Votes
607,Conrad Earp,Asteroid City,XXXX,11 Pdb Votes
608,Dinah Campbell,Asteroid City,INTJ,35 Pdb Votes
609,Ellen Creed,Ladies in retirement (1941 film),INTJ,2 Pdb Votes
610,Rear Admiral Raymond A. Spruance,Midway (1976),INTJ,3 Pdb Votes
611,Joan Gunther,About Last Night (1986),XXXX,1 Pdb Vote
612,Steven,Flesh+Blood (1985),INTJ,7 Pdb Votes
613,The Medical Officer,The Hill (1965),INTJ,7 Pdb Votes
614,Libby Holden,Primary Colors (1998),INTJ,7 Pdb Votes
615,Frank Harmon,Breezy (1973),INTJ,7 Pdb Votes
616,El Gazar,Mafia 2002,XXXX,1 Pdb Vote
617,"Chandramohan ""Charlie"" Manohar Sharma",Happy New Year (2014),INTJ,59 Pdb Votes
618,"Ezekiel Sims ""Spider-Therapist""",Spider-Man: Across the Spider-Verse (2023),INTJ,54 Pdb Votes
619,Griffin,Runaway,INTJ,6 Pdb Votes
620,Khalil,Tasleem Ahaly,XXXX,1 Pdb Vote
621,Greta,3 from Hell,INTJ,6 Pdb Votes
622,Jack the Ripper,Jack and the Cuckoo-clock Heart,INTJ,6 Pdb Votes
623,Giulia Tofana,Murders in Sch,INTJ,2 Pdb Votes
624,"Christian, The Killer",The Killer,XXXX,7 Pdb Votes
625,The Oracle,Aladdin (1992),XXXX,2 Pdb Votes
626,Yōsuke Todoroki,High & Low The Worst X (Cross),INTJ,11 Pdb Votes
627,Billy Bones,Treasure Island (1982),INTJ,4 Pdb Votes
628,Lt. Col. Hal Moore,We Were Soldiers,INTJ,2 Pdb Votes
629,Lu Bei Chen,I Know Your Secret,XXXX,3 Pdb Votes
630,Xochitl,How to Blow Up a Pipeline,INTJ,2 Pdb Votes
631,Ugyen Dorji,Lunana: A Yak in the Classroom,INTJ,1 Pdb Vote
632,Davis Lockwood,Sporting Blood (1940),XXXX,2 Pdb Votes
633,Miss Lu ,The Cat and the Canary (1939),INTJ,7 Pdb Votes
634, Richard Courtland,"Sleep, My Love (1948)",INTJ,9 Pdb Votes
635,Winston Smith ,Nineteen Eighty-Four (1984),INTJ,2 Pdb Votes
636,Woodbunny,Red Shoes & The Seven Dwarfs (2019),ENTP,1 Pdb Vote
637,Joe Collins,Brute Force (1947),XXXX,6 Pdb Votes
638,Ari Folman,Waltz with Bashir (2008),INTJ,8 Pdb Votes
639,Leman,Baba Bizi Eversene,INTJ,5 Pdb Votes
640,Nathan,Operation Fortune: Ruse de guerre (2023),INTJ,17 Pdb Votes
641,Hercule Poirot,Murder on the Orient Express (1974),XXXX,2 Pdb Votes
642, Nicholas van Ryn,Dragonwyck (1946),INTJ,1 Pdb Vote
643,J. Lawrence Bradford,Gold Diggers of 1933 (1933),XXXX,1 Pdb Vote
644,Roger Gretorex,Ivy (1947),XXXX,1 Pdb Vote
645,The Client,Kill List,XXXX,3 Pdb Votes
646,Vágó Albert,Az örökség/The heritage,XXXX,1 Pdb Vote
647,Jennings,The Smudger Movie (2021),XXXX,8 Pdb Votes
648,Jen Pringle,Anne of Green Gables (1985),INTJ,5 Pdb Votes
649,Franz Kindler/Professor Charles Rankin,The Stranger (1946),XXXX,1 Pdb Vote
650,Alan Garroway ,Undercurrent (1946),INTJ,1 Pdb Vote
651,Stephen Lowry,Footsteps in the Fog (1955),XXXX,3 Pdb Votes
652,Emilio,"Live Twice, Love Once",XXXX,3 Pdb Votes
653,Dominique Francon,The Fountainhead (1949),XXXX,2 Pdb Votes
654,Howard Roark,The Fountainhead (1949),XXXX,2 Pdb Votes
655,Edward Drayton,The Man Who Knew Too Much (1956),XXXX,1 Pdb Vote
656,Dr. Sartorius,Solaris (1972) (Солярис),INTJ,2 Pdb Votes
657,John Graham,In the Cut (2003),XXXX,1 Pdb Vote
658,Flora,Trendy & The Multiverse,INTJ,1 Pdb Vote
659,James Allen,I Am a Fugitive from a Chain Gang (1932),INTJ,1 Pdb Vote
660,Richard Rich ,A Man for All Seasons (1966),INTP,2 Pdb Votes
661,Donald Nordley ,Mogambo (1953),XXXX,3 Pdb Votes
662,Marybeth Cogan,City Hall (1996),XXXX,1 Pdb Vote
663,Susan Fletcher,Wise Girl (1937),INFJ,4 Pdb Votes
664,Adam Bonner,Adam's Rib (1949),XXXX,13 Pdb Votes
665,Jonathan Drew (The Lodger),The Lodger: A Story of the London Fog (1927),XXXX,1 Pdb Vote
666,Pierre Curie ,Madame Curie (1943),XXXX,17 Pdb Votes
667,Tom Jeffers,The Palm Beach Story (1942),XXXX,5 Pdb Votes
668,"Charles, Duke de-Praslin","All This, and Heaven Too (1940)",XXXX,12 Pdb Votes
669,Drej,Titan A.E.,ISFP,3 Pdb Votes
670,Hwa yeon,The concubine 2012,INTJ,1 Pdb Vote
671,Estella,Great Expectations (1946),XXXX,1 Pdb Vote
672,Heathcliff,Wuthering Heights (1939),INTJ,2 Pdb Votes
673,Sawyer Harper,The Boogeyman,INTJ,1 Pdb Vote
674,The man,Versus,XXXX,1 Pdb Vote
675,Wolf,Predator,INTJ,10 Pdb Votes
676,yalın,boğa boğa,INTJ,9 Pdb Votes
677,Milady,Les Trois Mousquetaires : D'Artagnan,INTJ,6 Pdb Votes
678,The Queen,Mirror Mirror (Parody),INTJ,4 Pdb Votes
679,Orla,Isolation (2005),XXXX,8 Pdb Votes
680,Sacha,Dancing at the Blue Iguana (2000),XXXX,30 Pdb Votes
681,The Leopard,Ghosted (2023),INTJ,3 Pdb Votes
682,Xavier Heimdahl,Criminal (2016),INTJ,8 Pdb Votes
683,Aleksei,Mirror (1975) (Зеркало),XXXX,10 Pdb Votes
684,Det. Anna Manni,The Stendhal Syndrome(1996),INTJ,2 Pdb Votes
685,Mabel,Finestkind (2023),INTJ,20 Pdb Votes
686,Emily Brontë ,To Walk Invisible: The Brontë Sisters,INTJ,4 Pdb Votes
687,Charlotte Brontë ,To Walk Invisible: The Brontë Sisters,INTJ,1 Pdb Vote
688,Inspector Pâté,A Monster in Paris,INTJ,12 Pdb Votes
689,Silas,Equals (2015),INTJ,4 Pdb Votes
690,Huck Finn,The Adventures Of Mark Twain,XXXX,1 Pdb Vote
691,Atsushi Kiyomiya,Re/Member (2022),INTJ,0
692,Wendy Hood,The Ice Storm (1997),INTJ,0
693,General Aguila,TMNT (2007),INTJ,0
694,Count Dracula,Horror of Dracula (1958),INTJ,0
695,Peter Strelzyk,Balloon (2018),INTJ,0
696,Kushihashi,Asako I & II (2018),XXXX,0
697,???,EMESIS BLUE,INTJ,0
698,Kompis,Tillsammans 99 (2023),INTJ,0
699,Erik,Tillsammans 99 (2023),ESTJ,0
700,Jackson Platt,The Tutor (2023),INTJ,15 Pdb Votes
701,Long Bo Da,Furies (2022),INTJ,1 Pdb Vote
702,Jacqueline,Furies (2022),XXXX,6 Pdb Votes
703,Mona Verdoux,Monsieur Verdoux (1947),XXXX,1 Pdb Vote
704,Quan Chi (1998),Mortal Kombat films,INTJ,4 Pdb Votes
705,Rhys Bynam,Married by Mistake (2023),XXXX,9 Pdb Votes
706,Hojung,Phone (2002),ISTJ,1 Pdb Vote
707,Song Liling,M. Butterfly (1993),XXXX,5 Pdb Votes
708,Grandma / Mother,Miss Violence,INFJ,1 Pdb Vote
709,Pinkie Brown,Brighton Rock,XXXX,1 Pdb Vote
710,Catherine Jones,Rebelle,ISTJ,3 Pdb Votes
711,Lee Strobel,The Case for Christ,INTJ,8 Pdb Votes
712,Mrs. McCormack,The Banshees of Inisherin (2022),INTJ,7 Pdb Votes
713,Webster,Beauty and the Beast (Franchise),INTJ,3 Pdb Votes
714,Andris Davis,Tár,XXXX,7 Pdb Votes
715,Carl,The Strays (2023),INTJ,10 Pdb Votes
716,Layla,The Hold (Short Film),INTJ,5 Pdb Votes
717,Immortus,Ant-Man and the Wasp: Quantumania,INTJ,15 Pdb Votes
718,Elie Frossard (l'Abbé) ,Dobermann (1997),XXXX,1 Pdb Vote
719,Joseph Conrad,Niebezpieczni Dżentelmeni (2023),INTJ,1 Pdb Vote
720,Charlie,Close (2022),INTJ,12 Pdb Votes
721,Rob Strasser,AIR (2023),INTJ,18 Pdb Votes
722,Yetiwing,How to Train Your Dragon (Franchise),XXXX,1 Pdb Vote
723,Wat,Wat,INTJ,4 Pdb Votes
724,Ursula,Pitch Perfect (Series),INTJ,1 Pdb Vote
725,Sirona Ryan,Harry Potter / Wizarding World Films,XXXX,3 Pdb Votes
726,Jodie Figgs,The Brothers Grimsby (2016),INTJ,3 Pdb Votes
727,Lambert (Scepter 1-1),SCP: Overlord,INTJ,12 Pdb Votes
728,Marlee,Runaway Jury (2003),INTJ,4 Pdb Votes
729,Eric Zimit,"After the Dark ""The Philosophers"" (2013)",XXXX,8 Pdb Votes
730,Tatsuya Bitou,Crows Zero (2007),XXXX,2 Pdb Votes
731,Cha Min-Kyu,Kill Boksoon (2023),INTJ,26 Pdb Votes
732,security guard,Cheburashka (2023),INTJ,3 Pdb Votes
733,Dr. Wynn (Halloween 6),"Halloween 4,5,6 Timeline",INTJ,3 Pdb Votes
734,Man in Black (Halloween 5 &amp; 6),"Halloween 4,5,6 Timeline",INTJ,3 Pdb Votes
735,Moss,The Wandering Earth,INTJ,4 Pdb Votes
736,Sand Wraith,How to Train Your Dragon (Franchise),INTJ,4 Pdb Votes
737,Momo,Persepolis (2007),XXXX,7 Pdb Votes
738,Ynyr,Krull,INTJ,2 Pdb Votes
739,Alexey Prischurov,Grom: Boyhood (Гром: Трудное детство),INTJ,2 Pdb Votes
740,Ghost of Christmas Future,A Christmas Carol (2019),XXXX,1 Pdb Vote
741,Thomas Dunson ,Red River,INTJ,8 Pdb Votes
742,Monica Handsen,Red Lights,INTJ,4 Pdb Votes
743,Bonnie Dimmick,Pulp Fiction (1994),INTJ,4 Pdb Votes
744,Klaus Dumont,Kung Fu Panda (Franchise),INTJ,14 Pdb Votes
745,Mr. Pendergast,Pollyanna (1960),INTJ,5 Pdb Votes
746,Dr. Watson,Sherlock Holmes (Hallmark film series),XXXX,1 Pdb Vote
747,The Everything Bagel,Everything Everywhere All At Once,INTJ,34 Pdb Votes
748,Earl Brooks,Mr. Brooks (2007),INTJ,5 Pdb Votes
749,Caterina,7 Women And A Murder,INFJ,4 Pdb Votes
750,Death / Prince Sirki,Death takes a Holiday (1934),INTJ,7 Pdb Votes
751,I.G. Tarun Ahlawat,Drishyam (2015),INTJ,13 Pdb Votes
752,Artemus Marquis,The Pale Blue Eye (2022),INTJ,2 Pdb Votes
753,Godfather Death,Krabat and the Legend of the Satanic Mill,INTJ,10 Pdb Votes
754,Peter Neal,Tenebrae (1982),INTJ,17 Pdb Votes
755,Gregory,The Little Vampire (2017),INTJ,4 Pdb Votes
756,Mr. Okuyama,The Face of Another (1966),INTJ,2 Pdb Votes
757,Boss Man,The Amazing Maurice (2022),INTJ,8 Pdb Votes
758,Shintaro Makimura,Battle Royale (2000),INTJ,4 Pdb Votes
759,The Accountant,Drive Angry (2011),XXXX,1 Pdb Vote
