,char,movie,mbti,votes
378,Joan,Hereditary (2018),ENFJ,196 Pdb Votes
379,Lisa McDowell,Coming to America (1988),ENFJ,31 Pdb Votes
380,Prince Akeem of Zamunda,Coming to America (1988),ENFJ,69 Pdb Votes
381,Chloe Beale,Pitch Perfect (Series),ENFJ,228 Pdb Votes
382,Lumière,Beauty and the Beast (2017),ENFJ,40 Pdb Votes
383,Ray,Mid90s (2018),ENFJ,166 Pdb Votes
384,Lani Aliiki,Surf’s Up (2007),ENFJ,32 Pdb Votes
385,Poppa Henry,The Good Dinosaur (2015),ENFJ,19 Pdb Votes
386,Hattori Hanzō,Kill Bill (2003),ENFJ,97 Pdb Votes
387,Jenny Lind,The Greatest Showman (2017),ENFJ,138 Pdb Votes
388,Alita,Alita: Battle Angel (2019),ENFJ,323 Pdb Votes
389,Betsy,Taxi Driver (1976),ENFJ,213 Pdb Votes
390,Abigail Masham,The Favourite (2018),ENFJ,234 Pdb Votes
391,Danny,Cats Don't Dance (1997),ENFJ,66 Pdb Votes
392,Father Daniel Flynn/Dock O’Kelly,Bad Times at the El Royale (2018),ENFJ,30 Pdb Votes
393,Godfrey,Kingdom of Heaven (2005),ENFJ,45 Pdb Votes
394,5,9 (2009),ENFJ,108 Pdb Votes
395,Loretta,Moonstruck (1987),ENFJ,50 Pdb Votes
396,Alex Stewart,"Love, Rosie (2014)",ENFJ,136 Pdb Votes
397,Master Wu,The Lego Movie (Franchise),ENFJ,37 Pdb Votes
398,Eli Sunday,There Will Be Blood (2007),ENFJ,304 Pdb Votes
399,"Lancaster Dodd ""The Master""",The Master (2012),ENFJ,141 Pdb Votes
400,Peter Kavinsky,To All the Boys (trilogy),ENFJ,439 Pdb Votes
401,Valerie Owens,"Girl, Interrupted (1999)",ENFJ,94 Pdb Votes
402,Chicha,The Emperor's New Groove (2000),ENFJ,133 Pdb Votes
403,Sitka,Brother Bear (2003),ENFJ,124 Pdb Votes
404,Allison,Hocus Pocus (1993),ENFJ,83 Pdb Votes
405,Georgiana Darcy,Pride and Prejudice (2005),ENFJ,104 Pdb Votes
406,Barry,Split (2016),ENFJ,66 Pdb Votes
407,Wedge Antilles,Star Wars,ENFJ,49 Pdb Votes
408,Shock,The Nightmare Before Christmas (1993),ENFJ,90 Pdb Votes
409,Tauriel,The Hobbit (Film Trilogy),ENFJ,181 Pdb Votes
410,Morpheus,The Matrix Trilogy,ENFJ,651 Pdb Votes
411,Montgomery Clyde,Paddington (2014),XXXX,1 Pdb Vote
412,Tom Grunick,Broadcast News,XXXX,1 Pdb Vote
413,Caroline crowley,Manhattan Night,ESFJ,2 Pdb Votes
414,The Leviathan,Atlantis: The Lost Empire (2001),XXXX,3 Pdb Votes
415,Sergeant Mark,Tom Yum Goong,ESTJ,1 Pdb Vote
416,Peanut,Wonder Park (2019),XXXX,1 Pdb Vote
417,Vinnie,Searching for Bobby Fischer (1993),ENFJ,2 Pdb Votes
418,Paul's Lungs,Inner Workings (2016),XXXX,1 Pdb Vote
419,Alicia,The Orphanage,XXXX,3 Pdb Votes
420,Clarence Hilliard's Mother,The World's Greatest Sinner (1962),ENFJ,4 Pdb Votes
421,Emily Klein,Operator (2016 film),ENFJ,4 Pdb Votes
422,"Hardayal ""Hardy"" Singh Dhillon",Dunki,XXXX,1 Pdb Vote
423,Kit Locksby,The Wicked Lady (1945),XXXX,6 Pdb Votes
424,Jessica,TCU/Winnie-the-Pooh: Blood and Honey (Franchise),ENFJ,2 Pdb Votes
425,Colt,TCU/Winnie-the-Pooh: Blood and Honey (Franchise),ENFJ,2 Pdb Votes
426,Mary Robin,TCU/Winnie-the-Pooh: Blood and Honey (Franchise),ENFJ,2 Pdb Votes
427,Lucas,Horror,ENFJ,3 Pdb Votes
428,Scott,Horror,ENFJ,4 Pdb Votes
429,Giulio,C'è Ancora Domani (2023),ENFJ,3 Pdb Votes
430,William,C'è Ancora Domani (2023),ENFJ,6 Pdb Votes
431,Ambassador,The Incredibles (Franchise),XXXX,1 Pdb Vote
432,"Strig Tyton ""Screech""",The Incredibles (Franchise),XXXX,1 Pdb Vote
433,"Gus Burns ""Reflux""",The Incredibles (Franchise),ENFJ,1 Pdb Vote
434,David Greene,School Ties (1992),ENFJ,8 Pdb Votes
435,Bear (медведь),Vozvrashcheniye Buratino (2013),ENFJ,3 Pdb Votes
436,Francisco Nicola,La Sociedad de la Nieve (Society of the Snow),ENFJ,3 Pdb Votes
437,Gabriel,Five Nights at Freddy's (Movie),ENFJ,3 Pdb Votes
438,Hephaestion,Alexander: Making of a God,XXXX,2 Pdb Votes
439,Ralph,Lord of the Flies (1990),ENFJ,2 Pdb Votes
440,תיאודורה (Theodora),מישהו לרוץ איתו (2006) | Someone to Run With,XXXX,1 Pdb Vote
441,Dr. Hero Martins,Cold Storage,ENFJ,6 Pdb Votes
442,Toshihide's Granpa,How to Find Happiness (2022),XXXX,1 Pdb Vote
443,Janay,Skate Kitchen (2018),ENFJ,10 Pdb Votes
444,Paige Foster,Our Drawings (Calobi Productions),ENFJ,1 Pdb Vote
445,Margaux Castevet ,Rosemary's Baby (2014),ENFJ,2 Pdb Votes
446,Harriet,King Jack,ENFJ,2 Pdb Votes
447,Grans,Wonder (2017),XXXX,1 Pdb Vote
448,Do Ha,Long Distance (2023),XXXX,2 Pdb Votes
449,Marcelo Pérez del Castillo,La Sociedad de la Nieve (Society of the Snow),ENFJ,42 Pdb Votes
450,Ekaterina Zvantseva,Bandit Petersburg | Бандитский Петербург,XXXX,3 Pdb Votes
451,Queen,Tři Oříšky Pro Popelku (1973),ENFJ,2 Pdb Votes
452,nunu,Sillypology fandom,ENFJ,23 Pdb Votes
453,Sp5 hater,Sillypology fandom,ENFJ,34 Pdb Votes
454,Gauri Bhaiya,12th Fail,ENFJ,5 Pdb Votes
455,Cardinal Lawrence (First Omen),The Omen (1976),XXXX,1 Pdb Vote
456,Doc,Resident Evil,ENFJ,4 Pdb Votes
457,Laurie,A Guide to Recognizing Your Saints (2006),ENFJ,2 Pdb Votes
458,Ferdinand's mother,Ferdinand the Bull,INFJ,1 Pdb Vote
459,Lods,Rewind,XXXX,10 Pdb Votes
460,Adam,This Is Christmas (2022),ENFJ,2 Pdb Votes
461,Salah,Les Misérables (2019),XXXX,1 Pdb Vote
462,Leonard Bernstein,Maestro (2023),ENFJ,10 Pdb Votes
463,Brandy,Trolls (2016),ENFJ,3 Pdb Votes
464,Coraline,American Fiction,ENFJ,5 Pdb Votes
465,Martin Luther King Jr.,Rustin,XXXX,2 Pdb Votes
466,Celie Morales,Birth/Rebirth (2023),XXXX,1 Pdb Vote
467,Nico,Nowhere,ENFJ,4 Pdb Votes
468,Alfred,Kung Fu Panda (Franchise),ENFJ,4 Pdb Votes
469,Sinterklaas,Sinterklaas (2004 - 2013 Franchise),XXXX,1 Pdb Vote
470,Oneide,Ai que vida!,XXXX,1 Pdb Vote
471,Elly's mother,Argylle (2024),ENFJ,3 Pdb Votes
472,Mohatu,The Lion King (Franchise),XXXX,3 Pdb Votes
473,Krystyna,Uwierz w Mikołaja (2023),XXXX,1 Pdb Vote
474,Venugopal,Asuran,XXXX,1 Pdb Vote
475,Queen of Brobdingnag,Gulliver's Travels (TV Mini Series 1996),XXXX,1 Pdb Vote
476,Tiffany,Wreck-It Ralph (Franchise),XXXX,2 Pdb Votes
477,Mia,Good Burger 2,ENFJ,5 Pdb Votes
478,Mina,The Christmas Chronicles (Franchise),ENFP,2 Pdb Votes
479,Malka,The Lion King (Franchise),ENFJ,5 Pdb Votes
480,Mrs. Salinas,Leo (2023),ENFJ,1 Pdb Vote
481,Benji,Benji the Hunted (1987),XXXX,4 Pdb Votes
482,Mitch Collins,Thanksgiving (2023),ENFJ,4 Pdb Votes
483,Queen of Trash,The Adventures of Elmo in Grouchland,ENFJ,1 Pdb Vote
484,Madame Ruckus,Barbie: The Pearl Princess,XXXX,1 Pdb Vote
485,Lady Diane Clarke,the alphabet murders (1965 film),XXXX,1 Pdb Vote
486,Johnd,Pet sametary: Bloodline,XXXX,10 Pdb Votes
487,Sandy,Jules (2023),ESFJ,7 Pdb Votes
488,John Wren,Killers of the Flower Moon,ENFJ,1 Pdb Vote
489,Bita,Tafrigh (2022),XXXX,10 Pdb Votes
490,Titti,Nuovo Olimpo (2023),ENFJ,4 Pdb Votes
491,Old Yeller,Old Yeller (1957),ENFJ,6 Pdb Votes
492,Jeff,Crazy Love (1987),ENFJ,2 Pdb Votes
493,Rajan,Vada Chennai,ENFJ,1 Pdb Vote
494,Janelle Brady,The Whole Truth (2016) - El Abogado del Mal,XXXX,3 Pdb Votes
495,Conductor/Дирижер,Scarecrow (Чучело),XXXX,19 Pdb Votes
496,Cinderella's mother,Cinderella (2015),ENFJ,2 Pdb Votes
497,Jason Volta,Johnny English Strikes Again (2018),ENFJ,4 Pdb Votes
498,Kate Sullivan,Overboard (2018 film),ENFJ,1 Pdb Vote
499,Lisa Benjamenta,Institute Benjamenta (1995 film),XXXX,0
500,Takemura,We Are Little Zombies,ENFJ,2 Pdb Votes
501,Sara,No choice (Majborim 2020),XXXX,1 Pdb Vote
502,Marysia ,"Znachor ""Forgotten Love"" (2023)",ENFJ,4 Pdb Votes
503,Lou,Cats & Dogs: The Revenge of Kitty Galore,ENFJ,3 Pdb Votes
504,Massimo Moretti,Hunger Games Tales,XXXX,1 Pdb Vote
505,Sofia Farro,Hunger Games Tales,XXXX,1 Pdb Vote
506,Kelly,Monsters of California (2023),ENFJ,2 Pdb Votes
507,Doug Summers,Totally Killer (2023),XXXX,4 Pdb Votes
508,Marta Soriano,Cerrar los ojos / Close Your Eyes (2023),ENFJ,8 Pdb Votes
509,Nico,Nowhere (2023),ESFJ,2 Pdb Votes
510,Gladys Kane,Three Wise Girls,ENFJ,2 Pdb Votes
511,Dragón Rojo Jr.,Los Campeones de la Lucha Libre,XXXX,1 Pdb Vote
512,Mermaids,Peter Pan (1953),ENFJ,11 Pdb Votes
513,Bashir,The Green Border (Zielona granica; 2023),XXXX,1 Pdb Vote
514,Leïla,The Green Border (Zielona granica; 2023),XXXX,1 Pdb Vote
515,Stormicide,The Incredibles (Franchise),XXXX,9 Pdb Votes
516,Stella,Silverado,ENFJ,5 Pdb Votes
517,Sol George,8 Mile (2002),ENFJ,13 Pdb Votes
518,Dormé,Star Wars,ENFJ,2 Pdb Votes
519,Uni,Floppaverse,ENFJ,4 Pdb Votes
520,Scott Norris,Crush (2013),ENFJ,9 Pdb Votes
521,Jazz singer,Lost in Translation (2003),XXXX,1 Pdb Vote
522,the narrator,Love At First Sight,ENFJ,9 Pdb Votes
523,Варвара Зуева,Univer. New Dorm,ENFJ,8 Pdb Votes
524,Azad,Jawan (2023),ENFJ,11 Pdb Votes
525,Rebecca,Eileen (2023),ENFJ,45 Pdb Votes
526,Chip,A Haunted House (2013),ENFJ,5 Pdb Votes
527,Min Hee,Ballerina (2023),ENFJ,44 Pdb Votes
528,Jiuming Zhang,The Meg (2018),ENFJ,8 Pdb Votes
529,Jack Menna,Choose Love (Netflix),ENFJ,15 Pdb Votes
530,Vlad Tenev,Dumb Money,ENFJ,4 Pdb Votes
531,Raheem Porter,Juice,XXXX,5 Pdb Votes
532,Griswold,Cars (Franchise),ENFJ,2 Pdb Votes
533,Harley Quinn,The Lego Batman Movie,ENFJ,10 Pdb Votes
534,Uncle Drew,Uncle Drew,XXXX,1 Pdb Vote
535,Detective Strode,Set it Off,ENFJ,3 Pdb Votes
536,Bat (Third),Monster Family 2,XXXX,2 Pdb Votes
537,Burak,Özel Ders (2022),XXXX,5 Pdb Votes
538,Taylor Gentry,Behind the Mask: The Rise of Leslie Vernon (2006),ENFJ,10 Pdb Votes
539,The doctor,Le Jour des corneilles (2012),XXXX,1 Pdb Vote
540,Richard (narrator),I Kina spiser de hunde,ENFJ,10 Pdb Votes
541,Pocketeer,Toy Story (Franchise),XXXX,1 Pdb Vote
542,Glenn Wintrop,Theater Camp,XXXX,2 Pdb Votes
543,Jeordie's House,Jeordie Love,ENFJ,1 Pdb Vote
544,Gerald,Take Point,XXXX,5 Pdb Votes
545,Don Livio,Cado dalle nubi (2009),ENFJ,6 Pdb Votes
546,Gerda,The Snow Queen (Russian: Снежная королева,XXXX,3 Pdb Votes
547,"Федір ""Федя"" Макаров",Early Swallows | Перші Ластівки,XXXX,3 Pdb Votes
548,Police lieutenant,Ivan Vasilievich: Back to the Future,ENFJ,3 Pdb Votes
549,Angela Burbank,The Truman Show (1998),ENFJ,1 Pdb Vote
550,Rex,The Unlikely Pilgrimage of Harold Fry,XXXX,2 Pdb Votes
551,Beatriz,La Leyenda de la Nahuala,ENFJ,1 Pdb Vote
552,Otávio ,Eles Não Usam Black-tie (1981),ENFJ,21 Pdb Votes
553,Malcolm,Dawn of the Planet of the Apes,ENFJ,2 Pdb Votes
554,Ulrich Gero Mott,Georgetown (2019 film),ENFJ,3 Pdb Votes
555,Kalique Abrasax,Jupiter Ascending,ENFJ,2 Pdb Votes
556, Zeena Krumbein,Nightmare Alley (1947),XXXX,2 Pdb Votes
557,Emily Jessup,Altered States (1980),ENFJ,10 Pdb Votes
558,Runar,Ice Age (Franchise),ENFJ,10 Pdb Votes
559,Haakon Chevalier,Oppenheimer (2023),ENFJ,8 Pdb Votes
560,Lirio,The Craft (1996),ENFJ,20 Pdb Votes
561,Claire,Bird Box Barcelona (2023),ENFJ,1 Pdb Vote
562,Michelle McNally,Black (2005),ENFJ,4 Pdb Votes
563,Moana Waialiki,Wreck-It Ralph (Franchise),ENFJ,1 Pdb Vote
564,Rona,Oxford Blues (1984),ENTP,3 Pdb Votes
565,Carter,1700s ft,ENFJ,2 Pdb Votes
566,Fritz,1700s ft,ENFJ,1 Pdb Vote
567,Win Berry,The Hotel New Hampshire (1984),XXXX,1 Pdb Vote
568,Steve,The Ape (2005),XXXX,2 Pdb Votes
569,Nan Rogers,Miss Susie Slagle's (1946),ENFJ,40 Pdb Votes
570,Gloreth,Nimona (2023),ENFJ,9 Pdb Votes
571,Çetin (Çeto),Düğün Dernek (Franchise),ENFJ,6 Pdb Votes
572,Naruse Daijiro,Kimi no Hana ni Naru (I will be your bloom),ENFJ,1 Pdb Vote
573,England Queen,Kung Fu Panda (Franchise),INFJ,2 Pdb Votes
574,Diya,Kung Fu Panda (Franchise),ENFJ,33 Pdb Votes
575,Queen Valerin,Nimona (2023),ENFJ,1 Pdb Vote
576,Mi,Happy Old Year,XXXX,1 Pdb Vote
577,Tom,What Love Is (2007),XXXX,6 Pdb Votes
578,Julia,My Policeman (2022),XXXX,8 Pdb Votes
579,Milo Roberts,An American in Paris (1951),ENFJ,3 Pdb Votes
580,Prudence,Red Riding Hood (2011),XXXX,1 Pdb Vote
581,Jeanette Bayag,Four Sisters and a Wedding,XXXX,2 Pdb Votes
582,Artyom,Vacations of Petrov and Vasechkin (1984),ENFJ,5 Pdb Votes
583,Kathy Griffin,It's Pat: The Movie (1994),ENFJ,16 Pdb Votes
584,The Actress,Asteroid City,ENFJ,1 Pdb Vote
585,Ye Seung,Miracle in Cell No. 7 (2013),XXXX,1 Pdb Vote
586,Fatima Khan,Polite Society,ENFJ,9 Pdb Votes
587,Jameson,Final Girl (2015),ENFJ,57 Pdb Votes
588,Brook Ripple,Elemental,ENFJ,3 Pdb Votes
589,Chase Porter (New Nightmare),A Nightmare on Elm Street (Franchise),ENFJ,6 Pdb Votes
590,Bill McKay,The Candidate (1972),XXXX,2 Pdb Votes
591,Lao Luo,Ride On (2023),XXXX,2 Pdb Votes
592,Paul Clarke,The Thin Man (Series),ENFJ,2 Pdb Votes
593,Маня,Голова-Жестянка,ENFJ,10 Pdb Votes
594,William Leister,Culpa mía (My Fault) 2023,ENFJ,2 Pdb Votes
595,Admiral Chester W. Nimitz,Midway (1976),ENFJ,7 Pdb Votes
596, Esther Blodgett / Vicki Lester,A Star is Born (1954),ENFJ,7 Pdb Votes
597,Governor Jack Stanton,Primary Colors (1998),ENFJ,7 Pdb Votes
598,Dr. Ben Driscoll,The Invasion,ENFJ,0
599,Debbie,Your Place or Mine (2023),ENFJ,0
600,Sedky,Tasleem Ahaly,XXXX,1 Pdb Vote
601,Miss Jessel,The Nightcomers (1971),ENFJ,7 Pdb Votes
602,Jane,The Three Faces of Eve (1957),ENFJ,2 Pdb Votes
603,Chester Earheart,Clear,ENFJ,2 Pdb Votes
604,"James ""Loop"" Merritt",Bright Eyes (1934),ISFJ,1 Pdb Vote
605, Helen 'Star' Mason,Captain January (1936),ESFJ,1 Pdb Vote
606, Barbara Barry,Poor Little Rich Girl (1936),ENFP,1 Pdb Vote
607,Becky 'Mom Beck' Porter,The Little Colonel (1935),ENFP,4 Pdb Votes
608,Czar Nicholas II ,Rasputin and the Empress (1932),XXXX,1 Pdb Vote
609,Porb Piiradost,Dungeons & Dragons: Honor Among Thieves (2023),INFJ,1 Pdb Vote
610,Paul Tannek,Loser,ENFP,1 Pdb Vote
611,Amin Damoola,Aladdin (1992),XXXX,2 Pdb Votes
612,Terrance,Foe (2023),ENFJ,3 Pdb Votes
613,Owen Taylor,The Starling Girl,ENFJ,10 Pdb Votes
614,Bob Slydell,Office Space (1999),ESFJ,1 Pdb Vote
615,Sandra,Manticore,ENFJ,2 Pdb Votes
616,Jeremiah,Five Nights at Freddy's (Movie),ENFJ,7 Pdb Votes
617,Freddy Fazbear,Five Nights at Freddy's (Movie),ENFJ,61 Pdb Votes
618,Mr. Reloggio,Birdboy: The Forgotten Children,XXXX,1 Pdb Vote
619,Lala,The Adventures of Lolo the Penguin (1986),XXXX,1 Pdb Vote
620,Darshana,Hridayam (ഹൃദയം),ENFJ,3 Pdb Votes
621,Joyce Norman,The Cat and the Canary (1939),ENFJ,2 Pdb Votes
622, Rachel Sangalletti Ashley,My Cousin Rachel (1952),ENFJ,5 Pdb Votes
623,Mrs. Hubbard/Linda Arden,Murder on the Orient Express (1974),ENFJ,3 Pdb Votes
624,The Narrator,Barbie (2023),ENFJ,21 Pdb Votes
625,C.K. Dexter-Haven ,High Society (1956),XXXX,1 Pdb Vote
626, Ivy Lexton,Ivy (1947),ENFJ,9 Pdb Votes
627," Don Rodrigo Díaz de Vivar, El Cid",El Cid (1961),ENFJ,1 Pdb Vote
628,Boris Morosov,Arch of Triumph (1948),XXXX,1 Pdb Vote
629," Mary, Queen of Scots",Mary of Scotland (1936),ENFJ,1 Pdb Vote
630,Diplomat Barbie,Barbie (2023),ENFJ,25 Pdb Votes
631,Dr. Clitterhouse,The Amazing Dr. Clitterhouse (1938),XXXX,1 Pdb Vote
632,Dr. Brock,The Men (1950),XXXX,1 Pdb Vote
633,Charlotte Inwood,Stage Fright (1950),XXXX,13 Pdb Votes
634,Paul Scott,The Valley of Decision (1945),XXXX,4 Pdb Votes
635,Paula,No Reservations (2007),ENFJ,3 Pdb Votes
636,Mrs. Colby,Love Before Breakfast (1936),XXXX,8 Pdb Votes
637,Lieutenant Col. Benjamin H. Vandervoort,The Longest Day (1962),ENFJ,3 Pdb Votes
638,Rhea Saran ,Kabhi Alvida Naa Kehna (2006),ENFJ,2 Pdb Votes
639," Penelope ""Penny"" Day",Now and Forever (1934),ENFJ,2 Pdb Votes
640,Larry Darrell,The Razor's Edge (1944),ENFJ,1 Pdb Vote
641,Miss Nora Shelley,The Talk of the Town (1942),ENFJ,2 Pdb Votes
642," Beatrice ""Bea"" Pullman",Imitation of Life (1934),XXXX,11 Pdb Votes
643,Karen Richards,All About Eve (1950),ENFJ,1 Pdb Vote
644,Tiger Lily,Peter Pan & Wendy (2021),ENFJ,2 Pdb Votes
645,Gizem,Şevkat Yerimdar,XXXX,15 Pdb Votes
646,Cevdet Uçar,Şevkat Yerimdar,ENFJ,8 Pdb Votes
647,The Mermaid,The Lighthouse (2019),ENFJ,1 Pdb Vote
648,Livia Cardew,The Ballad of Songbirds and Snakes (2023),ENFJ,7 Pdb Votes
649,פלורה בן-חנניה (Flora Ben Chanania),צ'רלי וחצי | Charlie and a Half (1974),XXXX,1 Pdb Vote
650,William Cruise,The Mother (2023),ENFJ,7 Pdb Votes
651,Young-ja,Ode to My Father (2014),XXXX,7 Pdb Votes
652,Athos,Les Trois Mousquetaires : D'Artagnan,ENFJ,3 Pdb Votes
653,Father Esquibel,The Pope's Exorcist (2023),ENFJ,11 Pdb Votes
654,Prince Alcott,Mirror Mirror (Parody),ENFJ,3 Pdb Votes
655,Nevine,65 (2023),ENFJ,2 Pdb Votes
656,Abigail,Captain Fantastic (2016),ENFJ,6 Pdb Votes
657,Radhika Menon,The Kashmir Files (2022),ENFJ,61 Pdb Votes
658,Polina,Bolshaya Peremena (The Long Recess),ENFJ,9 Pdb Votes
659,Cole Turner,Ghosted (2023),ENFJ,9 Pdb Votes
660,Concha,Santa sangre,ENFJ,1 Pdb Vote
661,Oh Kyeong-pil,Joint Security Area (2000),ENFJ,3 Pdb Votes
662,Mary-Kay,The woodsman (2004 film),ENFJ,2 Pdb Votes
663,Sally Salt,The Adventures of Baron Munchausen (1988),XXXX,3 Pdb Votes
664,Margaret,There’s Something Wrong with the Children,ENFJ,6 Pdb Votes
665,Bonafide,"Blood in, Blood Out",ENFJ,1 Pdb Vote
666,Bettina,Freier Fall (Free Fall),ENFJ,8 Pdb Votes
667,Jill Pope,Criminal (2016),XXXX,1 Pdb Vote
668,Takahiro Ise,Re/Member (2022),ENFJ,3 Pdb Votes
669,King Willie,Predator,XXXX,40 Pdb Votes
670,Suea Fai ( เสือฝ้าย ),Khun Phan,XXXX,2 Pdb Votes
671,William Weightman,Emily,ENFJ,5 Pdb Votes
672,Raymond Deagan,Far from Heaven (2002),ENFJ,2 Pdb Votes
673,Brook,Elemental (2023),ENFJ,3 Pdb Votes
674,Annette,Cake (2014),XXXX,3 Pdb Votes
675,Bob Petersen,Deadly End (2005),ENFJ,1 Pdb Vote
676,Günter Wetzel,Balloon (2018),ENFJ,1 Pdb Vote
677,gunay,canim ailem,ESFP,4 Pdb Votes
678,Princess,An Ordinary Miracle (1978) - Soviet Film,XXXX,13 Pdb Votes
679,Göran,Tillsammans 99 (2023),ESFJ,2 Pdb Votes
680,Nino,Stranizza d'amuri (2023),ENFJ,5 Pdb Votes
681,The Worm,The Lost Little Caterpillar (Litla lirfan ljóta),ENFJ,1 Pdb Vote
682,Nour,Tito (2004),ENFJ,12 Pdb Votes
683,Beckett Rush,Finding You (2021),ENFJ,10 Pdb Votes
684,Cathy Muller,Jack Ryan: Shadow Recruit (2014),XXXX,3 Pdb Votes
685,Leo Matienne,The Magician's Elephant,ENFJ,3 Pdb Votes
686,Peter Augustus Duchene,The Magician's Elephant,ENFJ,24 Pdb Votes
687,Mamma,Letters to Juliet,ENFJ,13 Pdb Votes
688,Shu Hui (淑慧),如果早知道男生也会被性侵,ENFJ,1 Pdb Vote
689,Tomoe Iinuma,The Twilight Samurai (2002),ENFJ,6 Pdb Votes
690,Javier,Missing (2023),ENFJ,2 Pdb Votes
691,Grace Allen,Missing (2023),XXXX,5 Pdb Votes
692,Connie Sumner,Unfaithful (2002 film),XXXX,2 Pdb Votes
693,Stephen,Empire of Light (2022),ENFJ,12 Pdb Votes
694,Jamie Stacey,Rebelle,XXXX,2 Pdb Votes
695,Ri Myung-woon,Gongjak (2018),ENFJ,4 Pdb Votes
696,The Bookseller,Beauty and the Beast (Franchise),ENFJ,0
697,Manny,An Inconvenient Love,ENFJ,0
698,Jeanine Pettibone,This Is Spinal Tap (1984),ENFJ,0
699,Kadee Worth,Rags,ENFJ,0
700,Peter,The Son (2022),ENFJ,15 Pdb Votes
701,Barbie Roberts,Barbie & Her Sisters in a Pony Tale (2013),ENFJ,9 Pdb Votes
702,Oncle Joe,Dobermann (1997),XXXX,1 Pdb Vote
703,Addie Loggins,Paper Moon,XXXX,1 Pdb Vote
704,Cedric,Home Alone,ENFJ,8 Pdb Votes
705,Yang Yu Huan（杨玉环）,Legend Of The Demon Cat（妖猫传）,ENFJ,4 Pdb Votes
706,Iris West,The Flash (2023),ENFJ,13 Pdb Votes
707,Prime Minister Taishi Okuma,Shin Ultraman,XXXX,1 Pdb Vote
708,Ryan Dean,Girl vs. Monster(2012),XXXX,1 Pdb Vote
709,Tzipé Schmoll,Les Aventures de Rabbi Jacob (1973),ENFJ,2 Pdb Votes
710,John Finnegan,Deep Rising (1998),XXXX,1 Pdb Vote
711,Giti,"Zire Nazar ""Under the Supervision"" (2019)",XXXX,1 Pdb Vote
712,Wendell Rohr,Runaway Jury (2003),ENFJ,2 Pdb Votes
713,Paul Gallier,Cat People(1982),ENFJ,13 Pdb Votes
714,Detective,Possession (1981),ENFJ,11 Pdb Votes
715,Margit Gluckmeister,Possession (1981),ENFJ,12 Pdb Votes
716,Noëlla Maduro,Bon Bini Holland,ENFJ,5 Pdb Votes
717,The bullies of three daughters,The Prince of Egypt (1998),XXXX,1 Pdb Vote
718,Alyssa’s ghost(1700s),1700s ft,ENFJ,9 Pdb Votes
719,Connor’s ghost(1700s),1700s ft,ENFJ,9 Pdb Votes
720,Loretta,"Lyle, Lyle, Crocodile",ENFJ,7 Pdb Votes
721,The Preacher,True Stories (1986),ENFJ,2 Pdb Votes
722,Eloise,Vengeance,ENFJ,2 Pdb Votes
723,Amira Mohammed,You People (2023),ENFJ,10 Pdb Votes
724,Liv Berg,Viking Wolf (2022),XXXX,1 Pdb Vote
725,Mirella Utano,La meglio gioventù (the best of youth),XXXX,1 Pdb Vote
726,Cha Min-Hee,Kill Boksoon (2023),ENFJ,25 Pdb Votes
727,Gil Shepherd,The Purple Rose of Cairo,ENFJ,3 Pdb Votes
728,Глашатай  \ Herald,Grom: Boyhood (Гром: Трудное детство),ENFJ,7 Pdb Votes
729,Zhang Peng,The Wandering Earth 2,XXXX,1 Pdb Vote
730,Djinn Fairy,Azur & Asmar,ENFJ,5 Pdb Votes
731,Windwalker,How to Train Your Dragon (Franchise),XXXX,1 Pdb Vote
732,Girder,Possessor,ENFJ,2 Pdb Votes
733,God,Persepolis (2007),XXXX,1 Pdb Vote
734,Barbara Gordon,The Lego Batman Movie,ENFJ,40 Pdb Votes
735,Anne Henderson,"Paris, Texas (1984)",ENFJ,4 Pdb Votes
736,Marianne,A Faithful Man,ENFJ,9 Pdb Votes
737,Qiao Feng,Sakra (2023),XXXX,5 Pdb Votes
738,Barbara Simon,"Are You There God? It's Me, Margaret (2023)",ENFJ,38 Pdb Votes
739,Lyria,Tinker Bell (2008),ENFJ,16 Pdb Votes
740,Darryl,Litle Man - (2006),ENFJ,5 Pdb Votes
741,Detective Tracy Atwood,Mr. Brooks (2007),ENFJ,3 Pdb Votes
742,Death,Monkeybone (2001),XXXX,1 Pdb Vote
743,Mary Beth,The Book of Life (2014),ENFJ,14 Pdb Votes
744,Sugar Plum,Nutcracker and the Four Realms,ENFJ,13 Pdb Votes
745,Agent Arun Kumar Vikram,Vikram,XXXX,1 Pdb Vote
746,David,Carne Trémula (Live Flesh),ENFJ,5 Pdb Votes
747,Laura Manion,Anatomy of a Murder,ENFJ,2 Pdb Votes
748,Victoria,Lilo & Stitch (Franchise),ENFJ,8 Pdb Votes
749,Sonya,A man called Otto.,ENFJ,39 Pdb Votes
750,Thomas Cody,Girl in the Basement,XXXX,12 Pdb Votes
751,Mama Luna,Shrek (Franchise),ENFJ,49 Pdb Votes
752,The Doctor,Shrek (Franchise),ENFJ,24 Pdb Votes
753,Robyn,The Best Man,ENFJ,6 Pdb Votes
754,Ms. Arya,Slumberland (2022),ENFJ,9 Pdb Votes
755,Mrs. Phelps,Matilda the Musical (2022 film),ENFJ,34 Pdb Votes
756,Anežka,Anděl Páně (2005),ENFJ,2 Pdb Votes
757,Vida Boheme,"To Wong Foo, Thanks for Everything! Julie Newmar",ENFJ,3 Pdb Votes
