timestamp,username,consent,age_confirmation,mbti,mbti_test,char_movie1,char_movie2,char_movie3,char_movie4,char_movie5,char_movie6,char_movie7,char_movie8,char_movie9,char_movie10,comments
05/04/2024 0:39,en4y,I agree.,"Yes, I am at least 18 years old.",INTJ,Truity,Newt (Maze Runner),Elsa (Frozen),Wade (Elementals),Margot (The Menu),,,,"CaptaMaze Pete ""Maverick"" Mitcewtll // Tel eun: Maverick",,,
05/04/2024 0:47,Flower,I agree.,"Yes, I am at least 18 years old.",ENFP,Cognitive functions self-typing,Tony Stark//Iron Man movies,Harley Quinn//Suicide Squad series,Fleur//The Way We Dance,Neo//Matrix series,,,,,,,
05/04/2024 1:36,fyiuhjv,I agree.,"Yes, I am at least 18 years old.",INTP,16Personalities,Luna Lovegood//Harry Potter,Alan Turing//The Imitation Game,Dr. Emmett Brown//Back to the Future,Veronica//Heathers,,,,,,,
05/04/2024 1:48,Gdsvyrdd,I agree.,"Yes, I am at least 18 years old.",INTJ,16Personalities,Simon Tam//Serenity,Q//James Bond,Quincy Powell//Juice,Ave//Primer,,,,,,,"It's hard to pick single characters in isolation of the movie itself.  I'm probably forgetting some obvious ones just because I've mentally discarded the whole movie, even though I liked a character.  And on the flip side e.g. Apollo 13 movie was really interesting to me but I don't remember liking any of the characters all that much."
05/04/2024 1:52,User ISTJ,I agree.,"Yes, I am at least 18 years old.",ISTJ,Truity,President Snow//Hunger Games ,Tiana//Princess and the Frog,Nanami//Jujutsu Kaisen,Frollo//The Hunchback of Notre Dame,Scar//The Lion King,Queen Nanami//Bridgerton,,,,,Include shows and games as well
05/04/2024 2:08,H2018y,I agree.,"Yes, I am at least 18 years old.",INTJ,I used several sites to ensure that it was consistent.,Beau Wassermann//Beau is Afraid,Karl Childers//Sling Blade,Annie Graham//Hereditary,Dawn Davenport//Female Trouble,Marty Puccio//Bully,Carrie White//Carrie,Martin Matthias//Martin,Mike Waters//My Own Private Idaho,Dolores Claiborne//Delores Claiborne,Butch//Dog Pound,"This is an incredibly interesting project. 
When the results are out, please notify me at hereditary@onmail.com. "
05/04/2024 2:21,Enfj321,I agree.,"Yes, I am at least 18 years old.",ENFJ,"16 personalities, Michael caloz, enneagram, truity ",Thor Odinson/Thor:Ragnarok,Captain America/Avengers:End Game,Peter Quill/Guardians of the Galaxy Vol. 2,Joel Barish/Eternal Sunshine of the Spotless Mind,Amelie Poulain/Amelie,Moana Waialiki/ Moana,,,,,"There are some movies that I absolutely love (Brazil) but not because I specifically likes the characters, but instead I like the concept. Hopefully that makes sense."
05/04/2024 3:30,purpleelephant1311,I agree.,"Yes, I am at least 18 years old.",INFP,16Personalities,"Susanna//Girl, Interrupted",Westley//The Princess Bride,Weird Barbie//Barbie,Sam//Stuck in Love,,,,,,,
05/04/2024 3:35,Goldfish,I agree.,"Yes, I am at least 18 years old.",INFP,16Personalities,Hannibal Lecter//The Silence of the Lambs,Bucky Barnes//Captain America: The Winter Soldier,Stephen Strange//Doctor Strange,Miranda Priestly//The Devil Wears Prada,Mr Poppy//Nativity,Hermione Granger//Harry Potter and the Sorcerer's Stone,,,,,
05/04/2024 4:03,SafetyFlux,I agree.,"Yes, I am at least 18 years old.",ISFP,16Personalities,Nimona//Nimona,Peter Parker//The Amazing Spider-Man,Gwen Stacy//Spider-Man: Into the Spider-Verse,Kronk//The Emperor's New Groove,,,,,,,
05/04/2024 5:04,Neon,I agree.,"Yes, I am at least 18 years old.",INFP,16Personalities,Severus Snape//Harry Potter: the Half-Blood Prince,John Wick//John Wick,Darth Vader//Star Wars III: Revenge of the Sith,Sauron//Lord of the Rings: the Fellowship of the Ring,,,,,,,
05/04/2024 5:32,Thursday13,I agree.,"Yes, I am at least 18 years old.",INFP,can't remember,Lux Lisbon//The Virgin Suicides,Luna Lovegood//Harry Potter,Carol Ledoux//Repulsion,Carrie White//Carrie,,,,,,,
05/04/2024 5:35,laypayhey,I agree.,"Yes, I am at least 18 years old.",ESTJ,16Personalities,Daniel Henney// Seducing Mr Perfect,The main Korean guy // Past Lives,Mr Darcy (the Colin Firth version) // Pride and Prejudice ,Choi Woo Shik // Parasite,,,,,,,"I don’t actually watch many movies so a better question would have been what characters in tv shows do I watch as this was quite hard to choose, as I had to think of movies I’ve watched recently. I’m not sure if these are my top favourites but certainly ones I’ve enjoyed watching."
05/04/2024 5:37,Bunny,I agree.,"Yes, I am at least 18 years old.",ENFJ,I truly dont remember now and dont want to answer falsely,Dr. Horrible//Dr. Horribles Sing Along Blog,White Knight//Alice In Wonderland 1999 TV Movie,"Ulysses Everett McGill//O Brother, where art thou?",Happy Gilmore//Happy Gilmore,,,,,,,
05/04/2024 5:52,keepsie,I agree.,"Yes, I am at least 18 years old.",INFJ,16Personalities, The Unicorn // The Last Unicorn,Star // American Honey,Ricky Fitts // American Beauty,Charlotte // Lost in Translation,,,,,,,
05/04/2024 6:01,MrMasterofMIV,I agree.,"Yes, I am at least 18 years old.",ISFJ,16Personalities,Cogo//starzinger,Daniel Jackson//stargate sg1,Rambo//rambo,Jack sparrow//pirates of carribian,Thor//thor,,,,,,
05/04/2024 6:09,M1a1,I agree.,"Yes, I am at least 18 years old.",INTP,16Personalities,V/V for vendetta ,Ripley/Alien,Ash/evil dead,Neo/matrix,Rico/starship troopers ,,,,,,
05/04/2024 6:31,Platosaurus,I agree.,"Yes, I am at least 18 years old.",INTP,16Personalities,Aragorn//The Lord of the Rings,Natasha Romanov//Avenger's End Game (all Marvel movies tbf),Enola Holmes//Enola Holmes,Captain Klenzendorf//Jojo Rabbit,,,,,,,"Honestly, I realized that I connect more with characters in series than in films. I guess it takes a while to figure make an impact."
05/04/2024 8:07,Z4cHth3l3g0m4ni@c,I agree.,"Yes, I am at least 18 years old.",INTP,16Personalities,Hannibal Lecter//Silence of the Lambs,Emmet//Lego Movie,Thanos//Avengers: Infinity War,Dr. Facilier//Princess and the Frog,Miranda Priestly//The Devil Wears Prada,Immortan Joe//Mad Max: Fury Road,,,,,Do you love me? UwU
05/04/2024 8:20,Dakota,I agree.,"Yes, I am at least 18 years old.",ENFJ,michaelcaloz.com,Ferris Bueller / Ferris Bueller's Day Off,Daphne / Some Like it Hot,Inigo Montoya / Princess Bride,Mercutio / Romeo + Juliet,,,,,,,
05/04/2024 11:04,aubswahahah,I agree.,"Yes, I am at least 18 years old.",ENFP,16Personalities,Jo March//Litlle Women,Louisa Clark//Me Before You,Anna// Frozen,Clementine// Eternal Sunshine of the Spotless Mind,,,,,,,
05/04/2024 11:18,Mako,I agree.,"Yes, I am at least 18 years old.",ISFP,I forgot :( sorry marco,Taki//Your Name,Suzume//Suzume,"Alex//Red, White & Royal Blue","Henry//Red, White & Royal Blue",,,,,,,N/A
05/04/2024 11:52,WillowTree,I agree.,"Yes, I am at least 18 years old.",INFP,16Personalities,Ishaan//Like stars on earth,Merida//Merida,Evelyn//Salt,Otto//A man called otto,,,,,,,none
05/04/2024 11:53,Gargled,I agree.,"Yes, I am at least 18 years old.",INFP,16Personalities,ben solo//the last jedi,estella miller//cruella,flynn mcgarry//chef flynn,willy wonka//charlie and the chocolate factory ,kevin khatchadourian//we need to talk about kevin,Ursula//kiki's delivery service ,loki laufeyson//thor,colette tatou//ratatouille,felonious gru//despicable me,mulan//mulan,
05/04/2024 12:07,Test Subject 2163-A,I agree.,"Yes, I am at least 18 years old.",ENTP,Cognitive functions self-typing,Lord Shen//Kung Fu Panda 2,Megamind//Megamind,Miles Morales//Into the Spiderverse,Cyn//Murder Drones,,,,,,,
05/04/2024 12:16,Danny,I agree.,"Yes, I am at least 18 years old.",ESTJ,Truity,Superman/Superman (1978),Aragorn/Lord of the Rings,Lt Dan Taylor/Forrest Gump,Obi-Wan Kenobi/Star Wars Episode 3,,,,,,,
05/04/2024 13:26,SDRS13,I agree.,"Yes, I am at least 18 years old.",INFJ,16Personalities,Richie Tozier/IT (2017),"Susan Pevensie/Chronicles of Narnia: The Lion, The Witch, and The Wardrobe",Legolas/Lord of the Rings,Sirius Black/Harry Potter and Order of the Phoenix,"Murphy ""Murph"" Cooper/Interstellar",Patrick Stewart/The Perks of Being a Wallflower,Albert Narracott/War Horse,Jasmine/Alladin (Disney),Peter B. Parker/Spiderman: Into the Spiderverse,Hector Rivera/Coco,"Based on a charting of favorite characters from media I have enjoyed over the years, something I had created a list of in excel, it would appear that my favorite characters mbti seems to follow different patterns in movies vs series. Overall, I seem to gravitate most toward extroverted and perceiving characters, with varied combinations of the center letters."
05/04/2024 15:17,97hbjcdtrd56,I agree.,"Yes, I am at least 18 years old.",INFJ,academic setting - MBTI test,Yoda/Empire Strikes Back,Rick Blaine/Casablanca,Theoden/The Two Towers,Jeriba/Enemy Mine,,,,,,,
05/04/2024 17:16,philio756,I agree.,"Yes, I am at least 18 years old.",INFJ,16Personalities,Hermoine Harry Potter,Darcy Pride and prejudice,Anastasia - Anastasia,Will traynor - Me before you,,,,,,,
05/04/2024 18:06,v453v3,I agree.,"Yes, I am at least 18 years old.",INFP,16Personalities,Chloe Beale//Pitch Perfect,The Female//Under the Skin,Violet Evergarden//Violet Evergarden: The Movie,Alita//Alita: Battle Angel,Izzy//Izzy Gets the Fuck Across Town,Megan Walsh//Barely Lethal,,,,,"In case of ambiguity: #2 is Scarlett Johansson's character in the 2013 film ""Under the Skin"""
05/05/2024 2:57,GenericUsername69,I agree.,"Yes, I am at least 18 years old.",ISTP,Sakinorva,Postal Dude//Postal (2007),John McClane//Die Hard (1988),Rick Deckard//Blade Runner (1982),Eric Draven//The Crow (1994),,,,"CaptaDude//Postal Pete ""Maverick"" Mitcostalll // Tha Gun: Maverick",,,N/A
05/05/2024 3:03,Danyman,I agree.,"Yes, I am at least 18 years old.",ISTJ,16Personalities,Batman,Marty Mcfly,John McClane,James Bond,Rick O'Connell,,,,,,
05/05/2024 13:19,NateN420,I agree.,"Yes, I am at least 18 years old.",ISTP,16Personalities,Captain Jack Sparrow//Pirates of the Carribean: The Curse of the Black Pearl,Jason Bourne//The Bourne Identity,Credence Barebone//Fantastic Beasts and Where to Find Them,Harry Callahan//Dirty Harry,,,,,,,
05/05/2024 19:16,julilayrae,I agree.,"Yes, I am at least 18 years old.",INFJ,Cognitive functions self-typing,Nina Sayers//Black Swan,Forrest Gump//Forrest Gump,Jack Skellington//Nightmare Before Christmas,Elizabeth Anne Sanders//Buffy The Vampire Slayer,Wyborne (Wybie) Lovat//Coraline,Queen Jack Skellington//Bridgerton,,,,,
05/05/2024 21:33,ceruleansixeyes,I agree.,"Yes, I am at least 18 years old.",ENTJ,16Personalities,Jack Sparrow//Pirates of the Caribbean,Nick Wilde//Zootopia,Willy Wonka//Wonka,Bucky Barnes//Captain America 2,Flynn Rider//Rapunzel,Sirius Black//Harry Potter,Edmund Pevensie//The Chronicles of Narnia,,,,
05/06/2024 2:41,Qunxi,I agree.,"Yes, I am at least 18 years old.",INFP,michaelcaloz.com,Dale Cooper//Fire walk with me,Paul Atreides//Dune,Vito Corleone//The Godfather,Ashitaka//Princess Mononoke,,,,,,,
05/06/2024 3:06,greyeyedgoddess,I agree.,"Yes, I am at least 18 years old.",ENTJ,16Personalities,Amy March//Little Women (2019),Mary Poppins//Mary Poppins,Princess Leia//Star Wars,Emma Woodhouse//Emma (2020),Tom Hagen//The Godfather,Kiki//Kiki’s Delivery Service,Captain Amelia//Treasure Planet,Emperor Palpatine//Star Wars,Sharpay Evans//High School Musical,Eliza Doolittle//My Fair Lady,
05/06/2024 14:01,Hungfun,I agree.,"Yes, I am at least 18 years old.",INFP,Sakinorva,Harry Potter// HP,Spike Spiegel// Cowboy Bebop,Sirius Black// HP,Rango// Rango,Scar// Lion King,Rocky// Rocky,John Wick// same name,Indiana Jones// same name,Darth Vader// Star Wars,Batman// The Batman ,Nah
05/06/2024 18:34,M4RIK$O,I agree.,"Yes, I am at least 18 years old.",ESTP,Cognitive functions self-typing,Ken//The Barbie Movie,Hans//Frozen 2,Draco Malfoy//Harry Potter movies,Jillian Holtzmann//Ghostbusters (reboot),Kurt and Ram//Heathers (the movie),,,"CaptaThe Barbie Pete ""Maverick"" Mitchell // Tha Mun: Maverick",,,"I'm kind of confused on why you can't put characters from shows, I think your search would be way better."
05/06/2024 21:30,X,I agree.,"Yes, I am at least 18 years old.",ESTJ,16Personalities,Hannibal Lecter//The Silence of the Lambs,Loki//The Avengers,Joker//The Dark Knight,Batman//The Dark Knight,Tony Stark//The Avengers,Dr. Frank-N-Furter//The Rocky Horror Picture Show,Riff Raff//The Rocky Horror Picture Show,Magenta//The Rocky Horror Picture Show,Scar//The Lion King,Hades//Hercules,"MBTI is less accurate/useful than D&D alignments. It doesn't even account for ambiversion (my result is usually either 51/49 or 49/51 (extraversion/introversion), which is obviously moronic and should be 50/50 instead).
D&D alignments, on the other hand, are actually surprisingly accurate, can be applied to anyone and only shift when one's personality changes significantly. One's alignment usually stays the same from birth to death."
05/06/2024 21:55,_Nathaniel_,I agree.,"Yes, I am at least 18 years old.",ENTJ,16Personalities,Tony Stark//Iron Man 3,J. Robert Oppenheimer//Oppenheimer,Noah Calhoun//The Notebook,Mitsuha and Taki//Your Name,,,,,,,
