,char,movie,mbti,votes
380,Alice,Lake Mungo,INFJ,10 Pdb Votes
381,Nicky Flippers,Hoodwinked! (2005),INFJ,33 Pdb Votes
382,Veer Pratap Singh,Veer Zaara,INFJ,19 Pdb Votes
383,Xiao Mei,House of Flying Daggers (2004),INFJ,16 Pdb Votes
384,Ruth Connors,The Lovely Bones (2009),INFJ,41 Pdb Votes
385,Lena Duchannes,Beautiful Creatures (2013),INFJ,72 Pdb Votes
386,Jonathan,In a Heartbeat (2017),INFJ,71 Pdb Votes
387,Detlef,Christiane F. (1981),INFJ,50 Pdb Votes
388,Charlotte A. Cavatica the Spider,Charlotte's Web,INFJ,7 Pdb Votes
389,Chiyo Sakamoto / Sayuri,Memoirs of a Geisha (2005),INFJ,103 Pdb Votes
390,Ojo,We Can Be Heroes (2020),INFJ,55 Pdb Votes
391,Carl Jung,Soul (2020),INFJ,180 Pdb Votes
392,Beth Martin,When in Rome (2010),INFJ,31 Pdb Votes
393,Elle,"Hiroshima, Mon Amour (1959)",INFJ,63 Pdb Votes
394,Beverly Rink,13 going on 30 (2004),INFJ,8 Pdb Votes
395,Capable,Mad Max (1979),XXXX,28 Pdb Votes
396,Geneviève Emery,"The Umbrellas of Cherbourg (Les Parapluies de Cherbourg, 1964)",INFJ,25 Pdb Votes
397,Alice Chambers,Don't Worry Darling (2022),INFJ,290 Pdb Votes
398,Tom Ripley,Purple Noon (1960),INFJ,43 Pdb Votes
399,Travis Brody,Hannah Montana: The Movie (2009),INFJ,14 Pdb Votes
400,Domingas,Bacurau (2019),INFJ,19 Pdb Votes
401,Cassandra,The Scorpion King,INFJ,19 Pdb Votes
402,Beret Girl,A Goofy Movie (1995),INFJ,65 Pdb Votes
403,Megamind's Mother,Megamind (2010),INFJ,33 Pdb Votes
404,"Gautama, Siddhartha",buddha: the great departure,INFJ,5 Pdb Votes
405,Yôko Kuno,All About Lily Chou-Chou (2001),INFJ,23 Pdb Votes
406,Cloudjumper,How to Train Your Dragon (Franchise),INFJ,54 Pdb Votes
407,Louisa von Trapp,The Sound of Music (1965),INFJ,38 Pdb Votes
408,Mother Abbess,The Sound of Music (1965),INFJ,47 Pdb Votes
409,Lumina,Barbie: Fairytopia (2005),INFJ,50 Pdb Votes
410,Frances Mayes,Under the Tuscan Sun (2003),INFJ,21 Pdb Votes
411,Ryohei Nakajima,One Million Yen Girl (2008),INFJ,11 Pdb Votes
412,Georgia Byrd,Last Holiday,INFJ,57 Pdb Votes
413,Fluffles,Wallace and Gromit,INFJ,38 Pdb Votes
414,Carmen Sánchez,The Book of Life (2014),INFJ,36 Pdb Votes
415,Vrushali,Mahabharat,XXXX,1 Pdb Vote
416,Radha (Krishna's divine lover),Mahabharat,INFJ,6 Pdb Votes
417,Furious Styles,Boyz N the Hood (1991),INFJ,43 Pdb Votes
418,Alessa Gillespie,Silent Hill (2006-2012),INFJ,56 Pdb Votes
419,Sophia Danko,The Longest Ride (2015),INFJ,21 Pdb Votes
420,Jeanne,Belladonna of Sadness (1973) (哀しみのベラドンナ),INFJ,271 Pdb Votes
421,Yvaine,Stardust (2007),INFJ,128 Pdb Votes
422,Freya,The Huntsman: Winter's War,INFJ,59 Pdb Votes
423,Rhea Prakash,Hum Tum,XXXX,5 Pdb Votes
424,Simran Singh,Dilwale Dulhania Le Jayenge,INFJ,56 Pdb Votes
425,Mr. Anderson,The Perks of Being a Wallflower (2012),INFJ,157 Pdb Votes
426,The Enchantress,Beauty and the Beast (Franchise),INFJ,102 Pdb Votes
427,Lynn Bracken,L.A. Confidential (1997),INFJ,26 Pdb Votes
428,Cassiel,Wings of Desire,INFJ,18 Pdb Votes
429,Ruffrunner,How to Train Your Dragon (Franchise),INFJ,37 Pdb Votes
430,Esther,Don Jon (2013),INFJ,21 Pdb Votes
431,Ernst Toller,First Reformed,INFJ,55 Pdb Votes
432,Angel,Rock And Rule,INFJ,28 Pdb Votes
433,Grandmother Willow,Pocahontas (1995),INFJ,122 Pdb Votes
434,Billy the Kid,I'm Not There (2007),INFJ,12 Pdb Votes
435,Ginny,Friday the 13th (1980),INFJ,27 Pdb Votes
436,Jane Fairfax,Emma. (2020),INFJ,57 Pdb Votes
437,Aryan (Mr. A),"Dhoom (Film Trilogy, 2004-2013)",INFJ,42 Pdb Votes
438,Jeanne Larosière,Le Silence de la Mer (The Silence of the Sea) (2004),INFJ,15 Pdb Votes
439,Mrs. Bertha Mills,The others (2001),INFJ,32 Pdb Votes
440,Jeremy Reed (Powder),Powder (1995),INFJ,46 Pdb Votes
441,Kayako Saeki,The Grudge,INFJ,69 Pdb Votes
442,Grace,Dogville,INFJ,89 Pdb Votes
443,Clark Davis,Love Comes Softly (2003),XXXX,4 Pdb Votes
444,Bob Taylor,Prisoners (2013),INFJ,45 Pdb Votes
445,Aster Flores,The Half of It (2020),INFJ,260 Pdb Votes
446,Tim Lake,About Time (2013),INFJ,145 Pdb Votes
447,Jean Markham,Tell it to the Bees (2018),INFJ,20 Pdb Votes
448,Yahia Rashed,The Blue Elephant,INFJ,17 Pdb Votes
449,Mr. Brambang,The Platform / El Hoyo (2020),INFJ,44 Pdb Votes
450,Ruby,The Neon Demon (2016),INFJ,53 Pdb Votes
451,"Dr. William ""Will"" Rodman",Rise of the Planet of Apes,INFJ,36 Pdb Votes
452,Charles Wallace Murry,A Wrinkle in Time (2018),INFJ,24 Pdb Votes
453,Calvin O'Keefe,A Wrinkle in Time (2018),INFJ,12 Pdb Votes
454,Maddie Wachowski,Sonic the Hedgehog (Film Series),INFJ,61 Pdb Votes
455,Jenna,Balto (1995),INFJ,49 Pdb Votes
456,Frank Adler,Gifted (2017),INFJ,93 Pdb Votes
457,Jerome Debney,The Burnt Orange Heresy (2019),INFJ,3 Pdb Votes
458,Prince Albert of Saxe-Coburg and Gotha,The Young Victoria (2009),INFJ,11 Pdb Votes
459,Serafina Pekkala,The Golden Compass (2007),INFJ,8 Pdb Votes
460,Norman Warne,Miss Potter (2006),INFJ,5 Pdb Votes
461,Lord Katsumoto Moritsugu,The Last Samurai (2003),INFJ,66 Pdb Votes
462,Declan Joseph Mulqueen,The Jackal,XXXX,14 Pdb Votes
463,Sam Coulson,Never Been Kissed (1999),XXXX,22 Pdb Votes
464,Miss Spider,James and the Giant Peach (1996),INFJ,36 Pdb Votes
465,Josie,Forever My Girl (2018),INFJ,5 Pdb Votes
466,Kaa,Mowgli: Legend of the Jungle ( 2018),INFJ,38 Pdb Votes
467,Alcmene,Hercules (franchise),INFJ,8 Pdb Votes
468,Ingrid Thorburn,Ingrid Goes West (2017),INFJ,118 Pdb Votes
469,Victor Laszlo,Casablanca (1942),INFJ,69 Pdb Votes
470,Elena Mendola,Cinema Paradiso (1988),INFJ,24 Pdb Votes
471,Mrs. Kingsley,Wild Child (2008),INFJ,39 Pdb Votes
472,Adolf Hitler,Downfall (2004),INFJ,71 Pdb Votes
473,Rob Roy MacGregor,Rob Roy (1995),INFJ,14 Pdb Votes
474,Alex Wyler,The Lake House (2006),INFJ,45 Pdb Votes
475,Erica Barry,Something's Gotta Give (2003),INFJ,29 Pdb Votes
476,"Rosemary ""Rose"" Shanahan",Shallow Hal (2001),INFJ,28 Pdb Votes
477,Kai,47 Ronin (2013),INFJ,45 Pdb Votes
478,Edward Sheffield,Nocturnal Animals (2016),INFJ,131 Pdb Votes
479,Lilith,K-12 (2019),INFJ,69 Pdb Votes
480,Sally,The Mist (2007),INFJ,11 Pdb Votes
481,Kathy H.,Never Let Me Go (2010),INFJ,74 Pdb Votes
482,Mary Wollstonecraft Godwin,Mary Shelley (2017),INFJ,85 Pdb Votes
483,Shana,The Ledge (2011),INFJ,6 Pdb Votes
484,Charlie Barber,Marriage Story (2019),INFJ,370 Pdb Votes
485,Fallon,Barbie In The 12 Dancing Princesses (2006),INFJ,80 Pdb Votes
486,Courtney,Barbie In The 12 Dancing Princesses (2006),INFJ,72 Pdb Votes
487,Harlan Thrombey,Knives Out (2019),INFJ,372 Pdb Votes
488,Drift,Transformers (Bayverse),INFJ,51 Pdb Votes
489,Dr. William Beckham,To the Bone (2017),INFJ,59 Pdb Votes
490,Michael Stone,Anomalisa (2015),INFJ,50 Pdb Votes
491,Theodore Decker,The Goldfinch (2019),INFJ,123 Pdb Votes
492,Norma Jean,Happy Feet (2006-2011),INFJ,20 Pdb Votes
493,Ivy Elizabeth Walker,The Village (2004),INFJ,62 Pdb Votes
494,Sammy Perlman,Call Me by Your Name (2017),INFJ,277 Pdb Votes
495,Elise Rainier,Insidious,INFJ,90 Pdb Votes
496,Peter,The Room (2003),INFJ,70 Pdb Votes
497,William,20th Century Women (2016),INFJ,32 Pdb Votes
498,Anthony Hope,Sweeney Todd: The Demon Barber of Fleet Street (2007),INFJ,92 Pdb Votes
499,Pi Patel,Life of Pi (2012),INFJ,132 Pdb Votes
500,Jesse James,The Assassination of Jesse James by the Coward Robert Ford (2007),INFJ,85 Pdb Votes
501,Jay,Okja (2017),INFJ,95 Pdb Votes
502,Lucas,The Hunt (Jagten; 2012),INFJ,120 Pdb Votes
503,Toru Watanabe,Norwegian Wood (2010),INFJ,39 Pdb Votes
504,Vida Winter / Adeline March,The Thirteenth Tale (2013),INFJ,8 Pdb Votes
505,Sariatu,Kubo and the Two Strings (2016),INFJ,56 Pdb Votes
506,Mufasa,The Lion King (2019),INFJ,81 Pdb Votes
507,Marcus,Twilight (Franchise),INFJ,56 Pdb Votes
508,Maya Larkin,Lost Souls (2000),XXXX,8 Pdb Votes
509,Grandfather,The Parent Trap (1998),INFJ,48 Pdb Votes
510,Annella Perlman,Call Me by Your Name (2017),INFJ,182 Pdb Votes
511,Nøkk,Frozen (Franchise),INFJ,77 Pdb Votes
512,Georges,Jeune & Jolie (2013),XXXX,1 Pdb Vote
513,"Marie Feodorovna Romanov, Dowager Empress of Russia",Anastasia (1997),INFJ,84 Pdb Votes
514,Ellen Hutter,Nosferatu: A Symphony of Horror (1922),INFJ,19 Pdb Votes
515,Dr. Rob Sweeney,American History X (1998),INFJ,66 Pdb Votes
516,Gilliam,Snowpiercer (2013),INFJ,44 Pdb Votes
517,Yona,Snowpiercer (2013),INFJ,41 Pdb Votes
518,Mary Austin,Bohemian Rhapsody (2018),INFJ,65 Pdb Votes
519,Medic Irwin Wade,Saving Private Ryan (1998),INFJ,41 Pdb Votes
520,Jane Wilde,The Theory of Everything (2014),INFJ,166 Pdb Votes
521,Sayuri Sumikawa,The Dark Maidens (2017),INFJ,10 Pdb Votes
522,Mizuki Kitahara,Confessions (2010),INFJ,77 Pdb Votes
523,Kaa,The Jungle Book (2016),INFJ,89 Pdb Votes
524,Srinivasa Ramanujan,The Man Who Knew Infinity (2015),INFJ,63 Pdb Votes
525,Rex “Racer X” Racer,Speed Racer (2008),INFJ,39 Pdb Votes
526,The Old Man,The Words (2012),XXXX,10 Pdb Votes
527,Elektra King,James Bond Film Series,INFJ,87 Pdb Votes
528,Erwin Kim,The Edge of Seventeen (2016),INFJ,142 Pdb Votes
529,Dan Torrance,Doctor Sleep (2019),INFJ,103 Pdb Votes
530,Gabriel,Constantine (2005),INFJ,69 Pdb Votes
531,Rain,Spirit: Stallion of the Cimarron (2002),INFJ,122 Pdb Votes
532,Hans Hubermann,The Book Thief (2013),INFJ,41 Pdb Votes
533,Sarfaraz,PK (2014),INFJ,21 Pdb Votes
534,Eve,Only Lovers Left Alive (2013),INFJ,109 Pdb Votes
535,Leeloo,The Fifth Element (1997),INFJ,144 Pdb Votes
536,Yogurt,Spaceballs (1987),INFJ,12 Pdb Votes
537,Thackery Binx,Hocus Pocus (1993),INFJ,95 Pdb Votes
538,Henry Carpenter,The Book of Henry (2017),INFJ,111 Pdb Votes
539,Dana,The Cabin in the Woods (2012),INFJ,118 Pdb Votes
540,Max Vandenburg,The Book Thief (2013),INFJ,50 Pdb Votes
541,Dusty Crophopper,Planes (2013),INFJ,27 Pdb Votes
542,Emma Bloom,Miss Peregrine's Home for Peculiar Children (2016),INFJ,239 Pdb Votes
543,Peggy Dodd,The Master (2012),INFJ,27 Pdb Votes
544,Georgina Tuskin,"Girl, Interrupted (1999)",INFJ,206 Pdb Votes
545,Izzy,The Fountain (2006),INFJ,45 Pdb Votes
546,Tuya,The Prince of Egypt (1998),INFJ,51 Pdb Votes
547,Nancy Thompson,A Nightmare on Elm Street (Franchise),INFJ,167 Pdb Votes
548,Grand Pabbie,Frozen (Franchise),INFJ,109 Pdb Votes
549,Mags Flanagan,The Hunger Games (Franchise),INFJ,139 Pdb Votes
550,Eduardo Gaff,Blade Runner,INFJ,42 Pdb Votes
551,Father Lankester Merrin,The Exorcist (1973),INFJ,28 Pdb Votes
552,Father Damien Karras,The Exorcist (1973),INFJ,110 Pdb Votes
553,Hubert,La Haine (1995),INFJ,220 Pdb Votes
554,Danny Torrance,The Shining (1980),INFJ,327 Pdb Votes
555,Thomas Kane,Alien,INFJ,34 Pdb Votes
556,Chuck Aule,Shutter Island (2010),INFJ,82 Pdb Votes
557,John Cutter,The Prestige (2006),INFJ,44 Pdb Votes
558,Philippe,Intouchables (2011),INFJ,134 Pdb Votes
559,Sonny,"I, Robot (2004)",INFJ,78 Pdb Votes
560,Felicity Fox,Fantastic Mr. Fox (2009),INFJ,323 Pdb Votes
561,The Oracle,The Matrix Trilogy,INFJ,283 Pdb Votes
562,Suzy Bannion,Suspiria (1977),INFJ,81 Pdb Votes
563,Andrew Largeman,Garden State (2004),INFJ,65 Pdb Votes
564,Macha The Owl,Song of the Sea (2014),INFJ,25 Pdb Votes
565,Chirrut Îmwe,Star Wars,INFJ,227 Pdb Votes
566,"""Chief"" Bromden",One Flew Over the Cuckoo's Nest (1975),INFJ,172 Pdb Votes
567,Lady Jessica,Dune (1984),INFJ,27 Pdb Votes
568,Kaa,The Jungle Book (1967),INFJ,209 Pdb Votes
569,Aris,The Maze Runner (Film Trilogy),INFJ,62 Pdb Votes
570,Atticus Finch,To Kill a Mockingbird (1962),INFJ,461 Pdb Votes
571,Bill Burke,Bridge to Terabithia (2007),INFJ,3 Pdb Votes
572,Arthur the Dog,Arthur the King (2024),INFJ,6 Pdb Votes
573,Liquidificador,Reflexões de um Liquidificador (2010),INFJ,5 Pdb Votes
574,Ava,TCU/Winnie-the-Pooh: Blood and Honey (Franchise),INFJ,3 Pdb Votes
575,Grete Winton,One Life (2024),INFJ,2 Pdb Votes
576,Dr. James Martin,Nefarious (2023),INFJ,10 Pdb Votes
577,Shekhar Malhotra,Tum Bin,INFJ,2 Pdb Votes
578,DELETED,DELETED,INFJ,2 Pdb Votes
579,Ping-ping Liu,Tom Yum Goong,INFJ,1 Pdb Vote
580,Isabella Bailey (mother),Wonder Park (2019),INFJ,2 Pdb Votes
581,Josh Waitzkin,Searching for Bobby Fischer (1993),INFJ,3 Pdb Votes
582,Cindy,Marmut Merah Jambu,INFJ,3 Pdb Votes
583,Roberta Morelli,Il Capitale Umano (2013),XXXX,1 Pdb Vote
584,Lemuel Gulliver,Gulliver's Travels (1939),INFJ,4 Pdb Votes
585,Ella Blake,Stopmotion (2023 film),XXXX,4 Pdb Votes
586,Major Amberson,The Magnificent Ambersons (1942),INFJ,3 Pdb Votes
587,Horst,Bent (1997 film),XXXX,1 Pdb Vote
588,Amadeu de Prado,Night Train to Lisbon (2013),INFJ,2 Pdb Votes
589,The Force Theme,Star Wars,XXXX,2 Pdb Votes
590,Thomas Mackelway,Suspect Zero (2004),XXXX,1 Pdb Vote
591,Tucker,TCU/Winnie-the-Pooh: Blood and Honey (Franchise),INFJ,2 Pdb Votes
592,Beth Carter,Alien Code,INFJ,3 Pdb Votes
593,Nino,C'è Ancora Domani (2023),INFJ,2 Pdb Votes
594,Doll (кукла Света),Vozvrashcheniye Buratino (2013),INFJ,3 Pdb Votes
595,Terry Carmichael,Broken Arrow,ISTJ,1 Pdb Vote
596,Sherry Birkin,Resident Evil: Welcome to Raccoon City,XXXX,1 Pdb Vote
597,Yekta,A Ay (Oh Moon!),INFJ,6 Pdb Votes
598,Hypatia,Orion and the Dark (2024),INFJ,21 Pdb Votes
599,Oracle,Alexander: Making of a God,INFJ,2 Pdb Votes
600,Simon,Lord of the Flies (1990),INFJ,1 Pdb Vote
601,אסף (Asaf),מישהו לרוץ איתו (2006) | Someone to Run With,XXXX,1 Pdb Vote
602,Sandra,City of the Living Dead,INFJ,10 Pdb Votes
603,Gerry,City of the Living Dead,INFJ,10 Pdb Votes
604,Mary Woodhouse,City of the Living Dead,INFJ,10 Pdb Votes
605,Sadakuni Ikki,Usogui ( Live Action ),INFJ,3 Pdb Votes
606,Naomi Williams,Cold Storage,INTJ,10 Pdb Votes
607,Rachel,Highlander (1986),INFJ,2 Pdb Votes
608,Professor L. Petrie,The Phantom of the Opera (1962),XXXX,3 Pdb Votes
609,Jonathan Miller,Miller's Girl,INFJ,29 Pdb Votes
610,Alexandra 'Alex' Whitling,Apostasy (2017),XXXX,1 Pdb Vote
611,Clare,"Brother Sun, Sister Moon (1972)",INFJ,2 Pdb Votes
612,Sarah Miles,The End of the Affair (1999),INFJ,2 Pdb Votes
613,Frostine,Candy Land: The Great Lollipop Adventure,XXXX,1 Pdb Vote
614,Anton Eklund,The Promised Land (2023),XXXX,1 Pdb Vote
615,Айвен Веллер,Крестоносец,ENTJ,2 Pdb Votes
616,Light talent,Tinker Bell (2008),INFJ,2 Pdb Votes
617,Winter talent,Tinker Bell (2008),INFJ,7 Pdb Votes
618,Kuzgu,Ofis Akademia,INFJ,14 Pdb Votes
619,astrophel,Sillypology fandom,INFJ,24 Pdb Votes
620,Robyn,The Gift,INFP,1 Pdb Vote
621,Jeannie,How to Lose a Guy in 10 days,INFJ,4 Pdb Votes
622,Jan Gies,A Small Light,INTJ,10 Pdb Votes
623,Warren Red Cloud,Natural Born Killers (1994),INFJ,9 Pdb Votes
624,Mike O'Shea,A Guide to Recognizing Your Saints (2006),INFJ,2 Pdb Votes
625,Kang Bong-rae,Ashfall (2019),INTJ,1 Pdb Vote
626,Roz,Perfect Mothers,XXXX,1 Pdb Vote
627,Felicia Montealegre,Maestro (2023),INFJ,7 Pdb Votes
628,Deborah,Journey to Bethlehem (2023),XXXX,1 Pdb Vote
629,Валерий Козырев,Фишер (Fischer),INFJ,10 Pdb Votes
630,Thérèse ,Le Père Noël est une ordure,XXXX,1 Pdb Vote
631,Ludwig Wittgenstein ,Wittgenstein (1993 film),XXXX,1 Pdb Vote
632,Mr Gareth Jones,Mr Jones (2019 film),XXXX,1 Pdb Vote
633,Abigail,Wonka (2023 Movie),INFJ,6 Pdb Votes
634,Yeshua Ha-Notsri,The Master and Margarita (2024),XXXX,1 Pdb Vote
635,Hagen,Rebel Moon (Franchise),INFJ,11 Pdb Votes
636,"Valentina, the psychologist",Dyad (2023),INFJ,2 Pdb Votes
637,Masoud,Midday Adventures (Majaray Nimrooz),XXXX,1 Pdb Vote
638,Phil Cooper,The Big Kahuna,XXXX,2 Pdb Votes
639,Sudip,Bulbbul (2020),INFJ,1 Pdb Vote
640,C.S. Lewis,Freud's Last Session (2023 film),XXXX,1 Pdb Vote
641,Duncan,Good Grief (2023),ISFP,2 Pdb Votes
642,Mitsuha Miyamizu,Vacanze Estive,INFJ,1 Pdb Vote
643,Miriam,Samson and Delilah (1949),XXXX,2 Pdb Votes
644,Trunks (Futuro),Cartoon Movie (Series),INFJ,2 Pdb Votes
645,John F. Donovan,The Death & Life of John F. Donovan (2018 film),INFJ,1 Pdb Vote
646,Vanderleia,Ai que vida!,INFP,3 Pdb Votes
647,Sahana,Godhi Banna Sadharana Mykattu,XXXX,17 Pdb Votes
648,Felicia Montealegre,Maestro,INFJ,4 Pdb Votes
649,Methuselah,Noah (2014),INFJ,2 Pdb Votes
650,Nettie Harris,The Color Purple (2023),INFJ,25 Pdb Votes
651,Martha Von Kurtzroc,Poor Things,INFJ,8 Pdb Votes
652,Video Girl Barbie,Barbie (2023),INFJ,1 Pdb Vote
653,Elsa Brecht,Georgetown (2019 film),ESTP,15 Pdb Votes
654,Long ShouRen,Harry Potter Magic Awakened,INFJ,1 Pdb Vote
655,Jesus Christ,The Book of Clarence (2024),XXXX,1 Pdb Vote
656,Felony,Wreck-It Ralph (Franchise),XXXX,2 Pdb Votes
657,Bartender,Shrek (Franchise),INFJ,37 Pdb Votes
658,Lamina,The Ballad of Songbirds and Snakes (2023),INFJ,2 Pdb Votes
659,Ambassador Selena,Barbie in A Mermaid Tale 2,INFJ,3 Pdb Votes
660,Princess Lorena,Barbie As Rapunzel (2002),XXXX,2 Pdb Votes
661,Annie young,Problem Child,INFP,2 Pdb Votes
662,M&amp;M Carlson,"That was Then, This is Now (1985)",INFJ,1 Pdb Vote
663,Mason McCormick,Tex (1982),XXXX,41 Pdb Votes
664,The Expert,The Killer (2023),INFJ,1 Pdb Vote
665,Dr. Zachariah Osbourne,The pale horse (1997 film),INFJ,13 Pdb Votes
666,棠真,"血观音 The Bold, The Corrupt, and The Beautiful",INFJ,2 Pdb Votes
667,Andrè Toulon ,Puppet Master,INFJ,1 Pdb Vote
668,Isagel,Aniara (2018),INTJ,11 Pdb Votes
669,Jules,Jules (2023),XXXX,1 Pdb Vote
670,Miklósi Mira,Aranyélet / Golden Life,XXXX,1 Pdb Vote
671,Jalal,Tafrigh (2022),XXXX,16 Pdb Votes
672,Pietro,Nuovo Olimpo (2023),INFJ,2 Pdb Votes
673,Shelby Ashton,The Absent-Minded Professor (1961),INFJ,4 Pdb Votes
674,Father McGruder,Braindead/Dead Alive (1992),INFJ,25 Pdb Votes
675,Rebecca Evans,The Roommate (2011),INFJ,2 Pdb Votes
676,Father Brennan (First Omen),The Omen (1976),INFJ,3 Pdb Votes
677,Shaved girl/Бритая девочка,Scarecrow (Чучело),XXXX,6 Pdb Votes
678,No Jung-Yeol,30 Days (Korean Movie),INFJ,4 Pdb Votes
679,Wren,Amaya’s OCs and Real Life Friends,INFJ,10 Pdb Votes
680,Padre Johannes,Mother of Tears,INFJ,10 Pdb Votes
681,Myself; Fushosa,The Lion King (Franchise) OC,INFJ,1 Pdb Vote
682,Veronica ,Trade,XXXX,82 Pdb Votes
683,Leo (Leonardo),Leo (2023),INFJ,3 Pdb Votes
684,Genie,Ma (2019),XXXX,1 Pdb Vote
685,Pendar,No choice (Majborim 2020),XXXX,4 Pdb Votes
686,Anna,Out Cold,INFJ,1 Pdb Vote
687,Nettie Harris,The Color Purple (1985),XXXX,1 Pdb Vote
688,Dr Arthur Calgary ,Ordeal by innocence (1984 film),XXXX,4 Pdb Votes
689,Layla,Amaya’s OCs and Real Life Friends,INFJ,4 Pdb Votes
690,Lilli,Amaya’s OCs and Real Life Friends,INFJ,3 Pdb Votes
691,Cort,The Quick and the Dead (1995),INFJ,1 Pdb Vote
692,Reggie Ram Tech,The Emoji Movie (2017),XXXX,1 Pdb Vote
693,Mr. Schnoebelen,The Emoji Movie (2017),ENFJ,2 Pdb Votes
694,Silo Votaro,Hunger Games Tales,INFJ,1 Pdb Vote
695,"Elder Predator ""Greyback""",Predator,XXXX,1 Pdb Vote
696,Elizabeth Henshaw,The Haunted Mansion,INFJ,1 Pdb Vote
697,Sophie Pettingel,The Portable Door (2023),XXXX,11 Pdb Votes
698,Miguel Garay,Cerrar los ojos / Close Your Eyes (2023),INFJ,1 Pdb Vote
699,Arnab Bagchi (Arup Basu),Kahaani,XXXX,0
700,Chintan,Secret Superstar,INFJ,2 Pdb Votes
701,Melinda Moores,The Green Mile (1999),XXXX,1 Pdb Vote
702,Robin Nickerson,Boys on the Side (1995),INFP,2 Pdb Votes
703,Maya ,The Creator (2023),INFJ,30 Pdb Votes
704,Sandy,Cherry Falls (2000),INFJ,4 Pdb Votes
705,James Gillespie,Ratcatcher (1999 film),XXXX,1 Pdb Vote
706,Stephen Dedalus,Bloom (2003 film),XXXX,1 Pdb Vote
707,Grandpa,The Green Border (Zielona granica; 2023),XXXX,1 Pdb Vote
708,Julia,The Green Border (Zielona granica; 2023),XXXX,1 Pdb Vote
709,NFT,Ed.so family,INFJ,4 Pdb Votes
710,David Foster Wallace,The End of the Tour (2015),INFJ,5 Pdb Votes
711,Andie,Crush (2013),INFJ,10 Pdb Votes
712,Dahlia,Wish (2023),INFJ,41 Pdb Votes
713,Bernadette Aquaman's Trident,Aquaman And The Lost Knigdom (2023),INFJ,2 Pdb Votes
714,Zach Turner,Retribution,INFJ,10 Pdb Votes
715,Doctor John Feckenham,Lady Jane (1986),INFJ,6 Pdb Votes
716,"Benjamin ""Ben"" Parker (Earth-65B)",Spider-Man: Across the Spider-Verse (2023),XXXX,1 Pdb Vote
717,尼尔拉,Mole's World（摩尔庄园）,INFJ,5 Pdb Votes
718,So Hee,"Waiting for Rain (Endless Rain, 2021)",XXXX,5 Pdb Votes
719,Alan Walker (as a character),World of Walker,XXXX,1 Pdb Vote
720,the dog,shart battle,XXXX,1 Pdb Vote
721,Professor Aronnax,"20,000 Leagues Under The Sea",INFJ,6 Pdb Votes
722,Constantine,The Help (2011),INFJ,13 Pdb Votes
723,Sebas,..,XXXX,3 Pdb Votes
724,Keith Gill,Dumb Money,INFJ,18 Pdb Votes
725,Brett,Jinxed,XXXX,1 Pdb Vote
726,Raquel,Raquel 1:1 (2022),XXXX,9 Pdb Votes
727,Imdad Khan,The Wonderful Story of Henry Sugar,INFJ,9 Pdb Votes
728,Nelson Mandela,Invictus (2009),XXXX,1 Pdb Vote
729,Sebas,El club de los lectores criminales (2023) (Killer Book Club),INFJ,19 Pdb Votes
730,Michael Boll,Bad Influence (1990),XXXX,1 Pdb Vote
731,Nancy Kendricks,Duplex,XXXX,1 Pdb Vote
732,1st AD,Cars (Franchise),INFJ,2 Pdb Votes
733,Mateo,Cars (Franchise),INFJ,2 Pdb Votes
734,Gearsten Marshall,Cars (Franchise),INFJ,2 Pdb Votes
735,Bob Cutlass,Cars (Franchise),INFJ,2 Pdb Votes
736,Buddha,The Monkey King,INFJ,10 Pdb Votes
737,Lin,The Monkey King,INFJ,14 Pdb Votes
738,"Gloriana ""Glory"" Grant (Earth-65B)",Spider-Man: Across the Spider-Verse (2023),INFJ,7 Pdb Votes
739,Anna rook,Intruders,INFJ,7 Pdb Votes
740,Lucinda,Exchange Student Zero,XXXX,1 Pdb Vote
741,Bat (First),Monster Family 2,XXXX,2 Pdb Votes
742,Harley Quinn,Joker: Folie à Deux,XXXX,5 Pdb Votes
743,Aaron,Wet Hot American Summer,INFJ,4 Pdb Votes
744,Prince Henry,"Red, White & Royal Blue",INFJ,20 Pdb Votes
745,Manon,Le Jour des corneilles (2012),XXXX,1 Pdb Vote
746,Ape,George of the Jungle (1997-2003),XXXX,1 Pdb Vote
747,Yumi Nakamura,One Missed Call (2003),INFJ,10 Pdb Votes
748,Ji Chang (姬昌),Creation of the Gods I: Kingdom of Storms,INFJ,4 Pdb Votes
749,Prince Fjord,Hans Christian Andersen's The Little Mermaid (1975,INFJ,2 Pdb Votes
750,Violetta Brown Willman,Jeordie Love,INFJ,4 Pdb Votes
751,Dr. Yoon Ji-Eui,Take Point,XXXX,1 Pdb Vote
752,Bo Yi Kao,封神 第一部：朝歌风云 Creation of the Gods,INFJ,19 Pdb Votes
753,"Ji Chang, King Wen of Zhou",封神 第一部：朝歌风云 Creation of the Gods,INFJ,23 Pdb Votes
754,Jimmy Ray,South of Heaven,INFJ,2 Pdb Votes
755,Nessie,"Ruby Gillman, Teenage Kraken (2023)",XXXX,6 Pdb Votes
756,Mikael Blomkvist,The girl in the spider's web (2018 film),XXXX,1 Pdb Vote
757,Speculator,Ivan Vasilievich: Back to the Future,INFJ,3 Pdb Votes
758,lady fish ,"imen ""lady fish """,XXXX,1 Pdb Vote
759,Leopold Ferrier,A Haunting in Venice,INFJ,40 Pdb Votes
