,char,movie,mbti,votes
799,Mary Cohan ,Yankee Doodle Dandy (1942),XXXX,0
800,Isabel Amberson Minafer ,The Magnificent Ambersons (1942),ISFJ,5 Pdb Votes
801,John Sargent,Remember the Night (1940),XXXX,2 Pdb Votes
802,Jean Sherman,The Roaring Twenties (1939),XXXX,2 Pdb Votes
803,Daisy McClure ,True Confession (1937),XXXX,2 Pdb Votes
804,Amelia Sedley ,Becky Sharp (1935),XXXX,8 Pdb Votes
805,Mark,Nekromantik 2 (1991),XXXX,4 Pdb Votes
806,Esther Blodgett/Vicki Lester,A Star is Born (1937),ISFJ,3 Pdb Votes
807,Oliver Jordan,Dinner at Eight (1933),XXXX,1 Pdb Vote
808,Ann King,Dark Victory (1939),XXXX,2 Pdb Votes
809,Charlotte Lovell,The Old Maid (1939),ISFJ,2 Pdb Votes
810,Samuel Peacock,Stagecoach (1939),XXXX,2 Pdb Votes
811,Lucy Mallory,Stagecoach (1939),ISFJ,1 Pdb Vote
812,Joe Gagery ,Great Expectations (1946),XXXX,6 Pdb Votes
813,Edgar Linton,Wuthering Heights (1939),ISFJ,26 Pdb Votes
814,Ellen Dean,Wuthering Heights (1939),ISFJ,30 Pdb Votes
815,Emily Monroe Norton Kane,Citizen Kane (1941),ISFJ,7 Pdb Votes
816,Tommy,The Thin Man (Series),ISFJ,1 Pdb Vote
817,Smee,Peter Pan & Wendy (2021),ISFJ,3 Pdb Votes
818,Dong Yi,Phantom Detective,XXXX,13 Pdb Votes
819,Marika,Şevkat Yerimdar,ISFJ,1 Pdb Vote
820,Chupa,Chupa (2023),XXXX,1 Pdb Vote
821,Pallavi Patel ,Maja Ma,ISFJ,9 Pdb Votes
822,Allie,Terrifier,ISFJ,1 Pdb Vote
823,Marlamin,Dungeons & Dragons: Honor Among Thieves (2023),ISFJ,7 Pdb Votes
824,Mother,Tethered,XXXX,3 Pdb Votes
825,Deok-soo's father,Ode to My Father (2014),ISTJ,3 Pdb Votes
826,Louis XIII,Les Trois Mousquetaires : D'Artagnan,ISFJ,5 Pdb Votes
827,Young MacGuffin,Brave (2012),ISFJ,6 Pdb Votes
828,Rich Walker,Cry Wolf (2005),ISFJ,3 Pdb Votes
829,Chang-seok (창석),Shades of the Heart (아무도 없는 곳),ISFJ,1 Pdb Vote
830,Doña Tonchi,Chicuarotes,XXXX,1 Pdb Vote
831,Jessie,Dancing at the Blue Iguana (2000),XXXX,1 Pdb Vote
832,Dad,Ghosted (2023),XXXX,2 Pdb Votes
833,Haley,Girl Fight (2011),ISFJ,5 Pdb Votes
834,George,My Life as a Zucchini,XXXX,3 Pdb Votes
835,Nam Sung-sik,Joint Security Area (2000),ISFJ,24 Pdb Votes
836,Maria,Mirror (1975) (Зеркало),ISFJ,1 Pdb Vote
837,Chiyo,Kamisama: Spirits of the Shrine [Genius Inc.],ISFJ,19 Pdb Votes
838,Janani,3 (Moonu),XXXX,8 Pdb Votes
839,Leonard Burling,El sastre de la mafia (The Outfit),ISFJ,8 Pdb Votes
840,Liam Smith,Underwater (2020),XXXX,6 Pdb Votes
841,Bill / Albrecht,The Adventures of Baron Munchausen (1988),XXXX,7 Pdb Votes
842,Anne Brontë ,To Walk Invisible: The Brontë Sisters,XXXX,1 Pdb Vote
843,Becky Thatcher,The Adventures Of Mark Twain,XXXX,2 Pdb Votes
844,Tone,Hunger (2023),ISFJ,2 Pdb Votes
845,Kay,Cargo (2017),XXXX,1 Pdb Vote
846,Bus Driver,K-12 (2019),ISFJ,1 Pdb Vote
847,Isabel Salgado,Esperanza: The Movie,ISFJ,3 Pdb Votes
848,"Socorro ""Esperanza"" Salgado",Esperanza: The Movie,ISFJ,11 Pdb Votes
849,Anne Brontë,Emily,ISFJ,1 Pdb Vote
850,Cathy Whitaker,Far from Heaven (2002),ISFJ,2 Pdb Votes
851,Pauline,Tomten är far till alla barnen (1999),XXXX,4 Pdb Votes
852,Leonard,Cake (2014),XXXX,4 Pdb Votes
853,Silvana,Cake (2014),XXXX,1 Pdb Vote
854,Unnamed cook,TMNT (2007),XXXX,2 Pdb Votes
855,Mina Holmwood,Horror of Dracula (1958),XXXX,3 Pdb Votes
856,Wendi Petersen,Deadly End (2005),ISFJ,1 Pdb Vote
857,Father Lucas,The rite,ISFJ,1 Pdb Vote
858,Kim Beom-Woo,Killing Romance (2023),XXXX,3 Pdb Votes
859,Jurriaan 'Jurre' de Cock,Amsterdam Vice (2019 film),ISFJ,7 Pdb Votes
860,Petra Wetzel,Balloon (2018),XXXX,8 Pdb Votes
861,Mr Renton,T2 Trainspotting,ISFJ,3 Pdb Votes
862,Anneannem,canim ailem,XXXX,2 Pdb Votes
863,Anke,Suspiria (2018),ISFJ,1 Pdb Vote
864,Pippi,Mr. Popper’s Penguins,ISFJ,3 Pdb Votes
865,Greta,Women Talking (2022),XXXX,1 Pdb Vote
866,Zane,Straight Up (2020),XXXX,1 Pdb Vote
867,"Dr. Rádi János, ""Janó""",A mi kis falunk,XXXX,3 Pdb Votes
868,Wizard's wife,An Ordinary Miracle (1978) - Soviet Film,XXXX,3 Pdb Votes
869,Jenny,The Texas Chainsaw Massacre (Franchise),ISFJ,8 Pdb Votes
870,Estel Valerie,Breaking (2022),XXXX,1 Pdb Vote
871,Annie,The Tutor (2023),ISFJ,1 Pdb Vote
872,Marie Grosnay,Monsieur Verdoux (1947),ISFJ,3 Pdb Votes
873,Billy Davidsson,Slim Susie (Smala Sussie),ISFJ,6 Pdb Votes
874,Göran,Tillsammans / Together (2000),ISFJ,1 Pdb Vote
875,Margarete Weber,Inside the third reich (1982 film),XXXX,8 Pdb Votes
876,Mrs Parker,A Christmas Story Christmas (2022),XXXX,1 Pdb Vote
877,Aey,Pee Mak (2013),XXXX,2 Pdb Votes
878,Finley Sinclair,Finding You (2021),ISFJ,8 Pdb Votes
879,Jordan ,Starling,ISFJ,4 Pdb Votes
880,Orla,Our Ladies (2019),XXXX,4 Pdb Votes
881,Jiwon,Phone (2002),XXXX,2 Pdb Votes
882,Johnny Appleseed,Melody Time,ISFJ,3 Pdb Votes
883,Isabella,Letters to Juliet,XXXX,14 Pdb Votes
884,Donatella,Letters to Juliet,XXXX,5 Pdb Votes
885,Charles Mangel,Resistance (2020),ISFJ,6 Pdb Votes
886,Mary Anne Johnson,Creed (Franchise),XXXX,11 Pdb Votes
887,Sammy,Barefoot (2014),XXXX,0
888,Shobijin / Cosmos,MonsterVerse,XXXX,0
889,Jalal,Bokharest بخارست,ISFJ,0
890,Ashley,The Farm,ISFJ,0
891,Snowball-Butterfly (creature),Snowball Butterfly,ESFJ,0
892,Rodney Williams,Living (2022),ISFJ,0
893,Jonjo Devine,The Banshees of Inisherin (2022),ISFJ,0
894,Eleni,Miss Violence,XXXX,0
895,Rosette,Cocaine Bear (2023),XXXX,0
896,Hilary Small,Empire of Light (2022),ISFJ,0
897,Michael,Mob Waltz Night,XXXX,0
898,Ruby Matthews,Rebelle,ISFJ,0
899,Charlene Laurie,Jesus Revolution (2023),ISFJ,0
900,Serena,Four Weddings and a Funeral (1994),XXXX,2 Pdb Votes
901,Crane,Beauty and the Beast (Franchise),ISFJ,2 Pdb Votes
902,Philippe,Beauty and the Beast (Franchise),XXXX,7 Pdb Votes
903,Malcolm,A man called Otto.,ISFJ,9 Pdb Votes
904,The Policeman,Die drei Räuber (2007),ISFJ,1 Pdb Vote
905,Ernest,We Have a Ghost,XXXX,8 Pdb Votes
906,Malik,The Woman King (2022),XXXX,11 Pdb Votes
907,Mary,The Strays (2023),ISFJ,6 Pdb Votes
908,Ian,The Strays (2023),XXXX,2 Pdb Votes
909,Melanie Presley,We Have a Ghost (2023),ISFJ,8 Pdb Votes
910,Francis Fryer,Calamity Jane,ISFJ,1 Pdb Vote
911,Susan Maine,The Stepfather (1987),XXXX,8 Pdb Votes
912,The Actress,Under The Silver Lake,ISFJ,1 Pdb Vote
913,Fadıl,Recep İvedik Trilogy,XXXX,4 Pdb Votes
914,Saunders,Short Circuit (1986),ISFJ,1 Pdb Vote
915,Prickleboggle,How to Train Your Dragon (Franchise),XXXX,2 Pdb Votes
916,Sweeney,To Leslie (2022 film),ISFJ,15 Pdb Votes
917,Imelda,Shrek (Franchise),ISFJ,7 Pdb Votes
918,Paul,Inner Workings (2016),XXXX,35 Pdb Votes
919,Anne,The Menu,ISFJ,1 Pdb Vote
920,Lea,Bleeder (1999),XXXX,1 Pdb Vote
921,Helen,Forever Young (1992),XXXX,1 Pdb Vote
922,Claire Cooper,Forever Young (1992),ISFJ,3 Pdb Votes
923, Lydia Alekseevna,Courier (1986),ISFJ,1 Pdb Vote
924,Sharon,Causeway,XXXX,5 Pdb Votes
925,Dilza,Mundo Cão (In Dog's Words),ISFJ,1 Pdb Vote
926,Francesca Carati,La meglio gioventù (the best of youth),XXXX,2 Pdb Votes
927,Adriana Carati,La meglio gioventù (the best of youth),ISFJ,1 Pdb Vote
928,Concetta Salina,The Leopard (1963),XXXX,6 Pdb Votes
929,Galya,Cheburashka (2023),ISFJ,4 Pdb Votes
930,"Jorge Rizzi ""Jorgito""",El Método Tangalanga,ISFJ,1 Pdb Vote
931,Wilma Cameron,The Best Years of Our Lives (1946),ISFJ,5 Pdb Votes
932,Zhou Qian,The Wandering Earth,XXXX,1 Pdb Vote
933,Han Ziang,The Wandering Earth,ISFJ,2 Pdb Votes
934,Leah,Fateful Findings,ISFJ,1 Pdb Vote
935,Martha Cratchit,A Christmas Carol (2019),XXXX,2 Pdb Votes
936,Batso the Bat,Happily Ever After (1990),ISFJ,1 Pdb Vote
937,Sidney Bloom,Manhunter (1986),ESFJ,6 Pdb Votes
938,Prosper,The Thief Lord (2006),ISFJ,7 Pdb Votes
939,Tanya,Cheburashka (2023),ISFJ,4 Pdb Votes
940,Yu Kun Qiao,Home Sweet Home (2021),XXXX,1 Pdb Vote
941,Mildred Snow,Pollyanna (1960),XXXX,2 Pdb Votes
942,Aunt Heidi,Better Nate than Ever,ISFJ,1 Pdb Vote
943,John H Watson,Holmes & Watson (2018 film),XXXX,1 Pdb Vote
944,Alex,The Wedding Year (2019),XXXX,5 Pdb Votes
945,Briducha,Fake Blonde (Falsa Loura),ISFJ,2 Pdb Votes
946,Eva,The Commuter (2018),ISFJ,2 Pdb Votes
947,Chet,Barton Fink,ISFJ,5 Pdb Votes
948,Susanna,7 Women And A Murder,ISTJ,2 Pdb Votes
949,Helena,Carne Trémula (Live Flesh),ESFJ,1 Pdb Vote
950,Antonio,Queen Christina (1933),ISFJ,6 Pdb Votes
951,Hanako,Letters from Iwo Jima,XXXX,2 Pdb Votes
952,Ivan Schrank,Greenberg (2010),ISFJ,5 Pdb Votes
953,Lucimara,Obrigado a Matar,ISFJ,4 Pdb Votes
954,Míťova babička,Občanský průkaz (Identity Card),XXXX,6 Pdb Votes
955,Paní Hájková,Občanský průkaz (Identity Card),XXXX,7 Pdb Votes
956,Rupert,The Missing Lynx (2008),XXXX,75 Pdb Votes
957,Mahtab,Bi gonah (2022),XXXX,12 Pdb Votes
958,Larry 'Doc' Shepherd,Last Flag Flying,ISFJ,7 Pdb Votes
959,Julian Murch,The Best Man,ISFJ,4 Pdb Votes
960,Mama Bear,Shrek (Franchise),ISFJ,2 Pdb Votes
961,Sabrina,Knock at the Cabin,ISFJ,2 Pdb Votes
962,Nathan,A Good Person (2023),ISFJ,9 Pdb Votes
963,Zofia Beksinska,The Last Family (2016 film),ISFJ,7 Pdb Votes
964,Eleanor Melrose,Mother's Milk (2011 film),ISFJ,2 Pdb Votes
965,Magdalena,Anděl Páně (2005),ISFJ,4 Pdb Votes
966,Dorotka,Anděl Páně (2005),ISFJ,1 Pdb Vote
967,Bob Cratchit(Kermit),The Muppet Christmas Carol (1992),ISFJ,23 Pdb Votes
968,Mr Clicky,The Amazing Maurice (2022),XXXX,2 Pdb Votes
969,Lorina Liddell,Dreamchild (1985 film),ISFJ,1 Pdb Vote
970,Fyodor Petrovich Mironov,Carnival Night (1956),XXXX,1 Pdb Vote
971,Helene Hill,The Land of Steady Habits (2018),ISFJ,1 Pdb Vote
972,Mrs. Primm,"Lyle, Lyle, Crocodile",ISFJ,3 Pdb Votes
973,Harlan,Georgia Rule (2007),ISFJ,36 Pdb Votes
974,Sacagawea,Night at the Museum: Kahmunrah Rises Again (2022),XXXX,1 Pdb Vote
975,Shivertooth,How to Train Your Dragon (Franchise),XXXX,1 Pdb Vote
976,Tracy Ballard,Futureworld (1976 film),XXXX,1 Pdb Vote
977,Dekisugi Hidetoshi,Stand By Me Doraemon 2 (2020),ISFJ,1 Pdb Vote
978,Егор Линч (Egor Linch),Linch,ISFJ,5 Pdb Votes
979,Milly Theale,The wings of the dove (1997 film),XXXX,6 Pdb Votes
980,Bridget Sullivan ,Lizzie (2018 film),XXXX,113 Pdb Votes
981,Grisha,Eisenstein (2000 film),XXXX,1 Pdb Vote
982,Abby,Postman (1997),XXXX,10 Pdb Votes
983,Boloor,Shabake makhfi zanan (Secret network of women),ISFJ,3 Pdb Votes
984,Il Dottore,Guillermo del Toro’s Pinocchio,ISFJ,72 Pdb Votes
985,Geppetto,Guillermo del Toro’s Pinocchio,ISFJ,4 Pdb Votes
986,Em Foster,Infinity Pool,ISFJ,2 Pdb Votes
987,Angie,Sing 2 (Franchises),ISFJ,2 Pdb Votes
988,Jo Yujin,A Million(2009),XXXX,9 Pdb Votes
989,Hubert James Hughes,Your Christmas or Mine? (2022),ISFJ,21 Pdb Votes
990,Katya Snegireva,Afonya,ISFJ,1 Pdb Vote
991,Miss Jennifer Honey,Matilda the Musical (2022 film),ISFJ,1 Pdb Vote
992,Sven,The Swimmers (2022),ISFJ,2 Pdb Votes
993,Friar,Wakanda Forever (2022),ISFJ,0
994,Nomble,Wakanda Forever (2022),ISFJ,0
995,Darlene Hagen,The Apology (2022),ISFJ,0
996,Evelyn Katz,When You Finish Saving the World,ISFJ,0
997,Maggie Faris,Alien,XXXX,0
998,Sharifi,Holy Spider (2022),XXXX,0
999,Fatima,Holy Spider (2022),ISFJ,0
1000,Nastya Goncharova,Goncharov (1973),ISFJ,7 Pdb Votes
1001,Insiang,Insiang (1976),XXXX,1 Pdb Vote
1002,Ebenezer Scrooge,Spirited (2022),ISFJ,31 Pdb Votes
1003,Doc,The East (2013),XXXX,1 Pdb Vote
1004,Matt Freeman,Too Young to Be a Dad,ISFJ,4 Pdb Votes
1005,Irma Dugard,Fantastic Beasts,XXXX,9 Pdb Votes
1006,Abernathy,Fantastic Beasts,ISFJ,2 Pdb Votes
1007,Jackie,A Better Tomorrow (1986),ISFJ,2 Pdb Votes
1008,Suzy Thomas,Fair Haven (2016),ISFJ,3 Pdb Votes
1009,Shad,Closed Server ( Закрытый Сервер ),ISFJ,1 Pdb Vote
1010,Cavern Crasher,How to Train Your Dragon (Franchise),ESTP,2 Pdb Votes
1011,Flood Fang,How to Train Your Dragon (Franchise),ISFJ,2 Pdb Votes
1012,Catastrophic Quaken,How to Train Your Dragon (Franchise),ISFJ,2 Pdb Votes
1013,Boulder Class,How to Train Your Dragon (Franchise),ISFJ,3 Pdb Votes
1014,Threadtail,How to Train Your Dragon (Franchise),XXXX,3 Pdb Votes
1015,D'Angelo Baker,How to Train Your Dragon (Franchise),ISFJ,1 Pdb Vote
1016,Darkvarg,How to Train Your Dragon (Franchise),XXXX,1 Pdb Vote
1017,Whip and Lash,How to Train Your Dragon (Franchise),XXXX,6 Pdb Votes
1018,Luke,Midnight (1982),ISFJ,1 Pdb Vote
1019,Sandy,The Man From Earth,ISTP,2 Pdb Votes
1020,Mary Cratchit,A Christmas Carol (2019),XXXX,2 Pdb Votes
1021,Nimbly,The Neverending Story (1984),ISFJ,1 Pdb Vote
1022,Barney Bux,The Neverending Story (1984),XXXX,2 Pdb Votes
1023,Iris the Rhinoceros,My Father's Dragon (2022),ISFJ,8 Pdb Votes
1024,Emma,La Dolce Vita (1960),ISFJ,7 Pdb Votes
1025,Alejandra Carlisle,Falling for Christmas (2022),ISFJ,2 Pdb Votes
1026,Yume,Street of Shame,XXXX,1 Pdb Vote
1027,Yori,Street of Shame,ISFJ,2 Pdb Votes
1028,רונה,סרט אפס,ISFJ,3 Pdb Votes
1029,Aaron Davenport,A Maple Valley Christmas,XXXX,7 Pdb Votes
1030,Caleb Turner,"Lights, Camera, Christmas!",ISFJ,2 Pdb Votes
1031,Mrs. Flint,Lady Chatterley's Lover (2022),ISFJ,10 Pdb Votes
1032,Mrs. Bolton,Lady Chatterley's Lover (2022),ISFJ,2 Pdb Votes
1033,Dr. Wu,Sweet Girl (2021),ISFJ,3 Pdb Votes
1034,Clarence,The Ballad of Buster Scruggs (2018),ISFJ,2 Pdb Votes
1035,Hans Akkermans,Black Book,ISFJ,5 Pdb Votes
1036,Buck Dugan,Big Jake (1971),ISFJ,7 Pdb Votes
1037,boris ,bird in a cage (russian drama),ISFJ,1 Pdb Vote
1038,David Holst,Four More Years (2010),ISFJ,11 Pdb Votes
1039,Rosa Quartz,Sexta Feira 12 (2022),ISFJ,1 Pdb Vote
1040,Anita (Gary's Mom),Licorice Pizza,ISFJ,6 Pdb Votes
1041,Mrs Deauville,The School for Good and Evil,XXXX,1 Pdb Vote
1042,Ludwig,All Quiet on the Western Front (2022),ISFJ,4 Pdb Votes
1043,Titiz Aynur,Maidenin Altın Günü,XXXX,5 Pdb Votes
1044,Stephanie Wenneck,The Hangover Trilogy,ISFJ,7 Pdb Votes
1045,Laza,"Pretty Village, Pretty Flame (1996)",ISFP,1 Pdb Vote
1046,Lara Jones,Let's Play Some Mafia (2022),ISFJ,2 Pdb Votes
1047,Odette,Theorem (1968),ISFJ,1 Pdb Vote
1048,Emília,Theorem (1968),XXXX,3 Pdb Votes
1049,Emília,Depois do Universo,XXXX,4 Pdb Votes
1050,Lucas,"Argentina, 1985",ISFJ,3 Pdb Votes
1051,Professor Moriarty,The Seven-Per-Cent Solution (1978 film),XXXX,3 Pdb Votes
1052,Zachariah's Mother,Birdboy: The Forgotten Children,ISFJ,6 Pdb Votes
1053,Karen Barclay,Child's Play (1988),ISFJ,1 Pdb Vote
1054,Titu,Sonu Ke Titu Ki Sweety,ISFJ,9 Pdb Votes
1055,Mary Trent,Lair of the White Worm (1988),ISFJ,9 Pdb Votes
1056,Hélène,The Living Dead Girl (1982),ISFJ,22 Pdb Votes
1057,Anna Mondstein,Soul Kitchen,XXXX,9 Pdb Votes
1058,Shinji Wakatsuki,The Black House (1999),ISFJ,4 Pdb Votes
1059,Frank Hawkins,Halloween Ends,ISFJ,8 Pdb Votes
1060,Pac,Minecraft: FUGA IMPOSSÍVEL - O FILME,XXXX,3 Pdb Votes
1061,Koda's mother,Brother Bear (2003),XXXX,1 Pdb Vote
1062,Morwenna,Catherine Called Birdy,ISFJ,1 Pdb Vote
1063,Darcy Elliot Bobrucz,For Keeps (1988),ISFJ,7 Pdb Votes
1064,Marit,De Film Van Dylan Haegens,ISFJ,1 Pdb Vote
1065,Teun,De Film Van Dylan Haegens,XXXX,3 Pdb Votes
1066,Parádi Anna,"Bubble Bath ""Habfürdö"" (1979)",XXXX,77 Pdb Votes
1067,Witz,Slappy and the Stinkers,XXXX,1 Pdb Vote
1068,Ethan Dalloway,Halloweentown (1998),ISFJ,22 Pdb Votes
1069,Mrs. Babbs,Let's Play Some Mafia (2022),ISFJ,4 Pdb Votes
1070,Flounder,The Little Mermaid (2023 film),ISFJ,2 Pdb Votes
1071,Sahat,Ngeri-Ngeri Sedap (2022),ISFJ,11 Pdb Votes
1072,Francesca Lentini,Tár,ISFJ,7 Pdb Votes
1073,Jijgee,Bad angel,ISFJ,17 Pdb Votes
1074,Emak,Keluarga Cemara (2018),ISFJ,6 Pdb Votes
1075,Apollo,Monster High : The Movie (2022),ISFJ,3 Pdb Votes
1076,Colin,Hellraiser (2022),ISFJ,4 Pdb Votes
1077,Jody Marken,Cherry Falls (2000),ISFJ,7 Pdb Votes
1078,Igor,The Munsters (2022),ISFJ,2 Pdb Votes
1079,Dr. John Watson,Murder by decree (1979 film),ISFJ,2 Pdb Votes
1080,Hernan,Chilangolandia (2022),ISFJ,21 Pdb Votes
1081,Windy,My Little Pony: A New Generation (2021),ISFJ,2 Pdb Votes
1082,John H. Watson,The Private Life Of Sherlock Holmes (1970 film),ISFJ,5 Pdb Votes
1083,Dr. Gene Tuskin,The Exorcist (1973),ISFJ,3 Pdb Votes
1084,Izzy,Hocus Pocus 2 (2022),ISFJ,1 Pdb Vote
1085,Miho,High and Low,ISFJ,2 Pdb Votes
1086,Dr. Morgan Desai,Smile,XXXX,2 Pdb Votes
1087,Millie Gately,Meek's Cutoff,ISFJ,1 Pdb Vote
1088,Gordon Fleming,Session 9 (2001 film),ISFJ,7 Pdb Votes
1089,Tilbe,Two Types of People (2020),ISFJ,2 Pdb Votes
1090,"Catherine ""Cathy"" Tuche",Les Tuche (2011),ISFJ,4 Pdb Votes
1091,Joseph,Troop Zero,XXXX,2 Pdb Votes
1092,Priscilla Connolly,Blow the Man Down,ISFJ,3 Pdb Votes
1093,Adrian LeDuc,Apartment Zero,ISFJ,2 Pdb Votes
1094,Lila Reyes,A Cuban Girl's Guide to Tea and Tomorrow,XXXX,12 Pdb Votes
1095,Pachaiyamal,Asuran,ISFJ,4 Pdb Votes
1096,Lakmé,The Cremator (Spalovač mrtvol) 1969,ISFJ,0
1097,Head of Council,The Ant Bully,ISTJ,0
1098,Matt Gibson,Saw Series (2004),ISFJ,0
1099,Fisk,Saw Series (2004),ISFJ,0
1100,Edgar Munsen,Saw Series (2004),XXXX,4 Pdb Votes
1101,Jasper,Storks (2016),ISFJ,4 Pdb Votes
1102,Craig’s father,Mr. Harrigan's Phone,ISFJ,20 Pdb Votes
1103,Sidney Palmer,Babylon,ISFJ,25 Pdb Votes
1104,Liz Meekins,Amsterdam (2022),ISFJ,9 Pdb Votes
1105,Mrs. Banks (Миссис Бэнкс),"Mary Poppins, goodbye (Мэри Поппинс, до свидания)",XXXX,3 Pdb Votes
1106,Marlin Whirlen,Scooby Abracadabra doo!,INFP,3 Pdb Votes
1107,The Mother,Barbarian (2022),ISFJ,51 Pdb Votes
1108,Mrs. Liddell,Dreamchild (1985 film),ISFJ,2 Pdb Votes
1109,Eva,"Hey, Good Lookin' (1982)",ISFJ,9 Pdb Votes
1110,The Suprissed house maid,Sherlock Holmes,ISFJ,7 Pdb Votes
1111,Marcel Cassette,Murder by Death (1976),INFJ,11 Pdb Votes
1112,Alan,The Whale (2022),ISFJ,1 Pdb Vote
1113,Trapani,Laskar Pelangi (The Rainbow Troops),XXXX,4 Pdb Votes
1114,Bu Muslimah,Laskar Pelangi (The Rainbow Troops),ISFJ,2 Pdb Votes
1115,A ling,Laskar Pelangi (The Rainbow Troops),XXXX,2 Pdb Votes
1116,Elaine Wilder,Romancing the Stone (1984),ISFJ,15 Pdb Votes
1117,Tuktuk,Mencuri Raden Saleh (2022),ISFJ,3 Pdb Votes
1118,Mary Yankovic,Weird: The Al Yankovic Story (2022),XXXX,2 Pdb Votes
1119,Coelophysis,The Land Before Time (1988),XXXX,2 Pdb Votes
1120,Elsie,The Land Before Time (1988),XXXX,22 Pdb Votes
1121,Rita Ribeiro (Ritinha),Tudo por um popstar,ISFJ,16 Pdb Votes
1122,Martha Radcliffe,The Naked Edge,ISFJ,2 Pdb Votes
1123,Dr. Nora Holden,The Pyramid,ISFJ,3 Pdb Votes
1124,John Truscott,The Sleeping Dictionary (2003),ISFJ,26 Pdb Votes
1125,Linda Gerard,The Incredible Two Headed Transplant (1971),ISFJ,8 Pdb Votes
1126,the Misuse nurse,Infection,ISFJ,1 Pdb Vote
1127,Catherine Hainaut,White Wedding (Noce blanche; 1989),ISFJ,5 Pdb Votes
1128,Dr. Maggie Rice,City of Angels (1998),ISFJ,1 Pdb Vote
1129,Isobel,Apartment 407 (Saving Isobel),XXXX,6 Pdb Votes
1130,Mildred Pierce Beragon,Mildred Pierce (1945),ISFJ,6 Pdb Votes
1131,Chuck Norris (Judge),Dodgeball (2004),ISFJ,6 Pdb Votes
1132,Mattia Argeri,Smetto quando voglio (I can quit whenever I want),ISFJ,1 Pdb Vote
1133,Claire,Seven Stages to Achieve Eternal Bliss (2018),ISFJ,9 Pdb Votes
1134,Dr. Segar,Orphan (2009-2022),ISFJ,11 Pdb Votes
1135,Anna Troyev,Orphan (2009-2022),ISFJ,3 Pdb Votes
1136,Nicholas Petrossian / Mr. Orlando Walker,Get a Clue,ISFJ,7 Pdb Votes
1137,Ethel Banks,Barefoot in the Park (1967),ISFJ,6 Pdb Votes
1138,Princess Flavia,The Prisoner of Zenda (1937),XXXX,10 Pdb Votes
1139,MIke Rongkathep,Ed.so family,ISFJ,2 Pdb Votes
1140,Meredith “Mer” Samuels,Beast (2022),ISFJ,120 Pdb Votes
1141,June,Seven in Heaven (2018),ISFJ,2 Pdb Votes
1142,Natalie,Look Both Ways,ISFJ,1 Pdb Vote
1143,Musa's mom,Battle of Surabaya (2014),ISFJ,1 Pdb Vote
1144,Mrs. Miller,Tom Jones (1963),XXXX,2 Pdb Votes
1145,Squire Allworthy,Tom Jones (1963),XXXX,8 Pdb Votes
1146,Changu,The Donkey King (2018),ISFJ,6 Pdb Votes
1147,Karin Persson,Winter Light (1963) (Nattvardsgästerna),ISFJ,6 Pdb Votes
1148,Florence Jackson,Mudbound (2017),ISFJ,8 Pdb Votes
1149,Hap Jackson,Mudbound (2017),XXXX,2 Pdb Votes
1150,Laura McAllan,Mudbound (2017),ISFJ,36 Pdb Votes
1151,Mr Sawyer,Heathers (1989),ISFJ,8 Pdb Votes
1152,Seth,Day Shift (2022),ISFJ,8 Pdb Votes
1153,Frank,Judy Moody and the Not Bummer Summer,XXXX,1 Pdb Vote
1154,Unelma Säleikkö,Uuno Turhapuro,ISFJ,2 Pdb Votes
1155,The queen,The Princess (2022),ISFP,6 Pdb Votes
1156,The King,The Princess (2022),ISFJ,6 Pdb Votes
1157,Dr. Lloyd,The Wolf Man (1941),ISFJ,6 Pdb Votes
1158,WPC Best,Vera Drake (2004),ISFJ,6 Pdb Votes
1159,Stan,Vera Drake (2004),ISFJ,6 Pdb Votes
1160,Judith,The Baby (1973),ISFJ,8 Pdb Votes
1161,Germaine Wadsworth,The Baby (1973),ISFJ,2 Pdb Votes
1162,Tanis,Scooby-Doo and the Ghoul School,ISFJ,4 Pdb Votes
1163,Nima,2012 (2009 disaster film),ISFJ,4 Pdb Votes
1164,Karl Arnstedt,Hell's Angels,ISFJ,1 Pdb Vote
1165,Halim,The Prophet (2014),XXXX,9 Pdb Votes
1166,Lisa Jeffery,Brat / Brother (1997),XXXX,16 Pdb Votes
1167,Harris,The Taking of Deborah Logan (2014),ISFJ,1 Pdb Vote
1168,Deborah Logan,The Taking of Deborah Logan (2014),ISFJ,5 Pdb Votes
1169,John Glenn,The Right Stuff (1983),XXXX,2 Pdb Votes
1170,Mrs. de Winter,Rebecca (1940),ISFJ,1 Pdb Vote
1171,Maya Svetlova,The Adventures of Electronic (1979),ESTJ,2 Pdb Votes
1172,Urrie,The Adventures of Electronic (1979),XXXX,12 Pdb Votes
1173,Muhasebeci Servet,Çakallarla Dans,XXXX,19 Pdb Votes
1174,Dr. Preethi Shetty,Arjun Reddy,ISFJ,4 Pdb Votes
1175,Lívia ,D1ARIE,ISFJ,13 Pdb Votes
1176,Peter MacMannus,Down with Love (2003),ISFJ,1 Pdb Vote
1177,Flyora’s Mother,Come and See (1985),ISFJ,2 Pdb Votes
1178,Anne Hathaway,Bill(2015),XXXX,1 Pdb Vote
1179,Jonathan Zimmermann,The American Friend (1977),ISFJ,3 Pdb Votes
1180,Moji,Brother of the Year,ISFJ,5 Pdb Votes
1181,Kao’s Mother,Fast & Feel Love,XXXX,4 Pdb Votes
