char,movie,mbti,votes
Yuko Moriguchi,Confessions (2010),INTJ,60 Pdb Votes
The Architect,The Matrix Trilogy,INTJ,296 Pdb Votes
Jafar,Aladdin (2019),INTJ,156 Pdb Votes
Jack “Cannonball” Taylor,Speed Racer (2008),INTJ,14 Pdb Votes
Xerxes,300,INTJ,103 Pdb Votes
Dr. Julius No,James Bond Film Series,INTJ,55 Pdb Votes
Adam,Only Lovers Left Alive (2013),INTJ,219 Pdb Votes
Maude Lebowski,The Big Lebowski (1998),INTJ,130 Pdb Votes
Irina Spalko,Indiana Jones (Series),INTJ,102 Pdb Votes
Dryden Vos,Star Wars,INTJ,47 Pdb Votes
William Randa,Kong: Skull Island (2017),INTJ,30 Pdb Votes
"Jadis, The White Witch",The Chronicles of Narnia (Film Trilogy),INTJ,269 Pdb Votes
Millicent Clyde,Paddington (2014),INTJ,57 Pdb Votes
Hans Gruber,Die Hard,INTJ,310 Pdb Votes
Kevin Lomax,The Devil's Advocate (1997),INTJ,173 Pdb Votes
Dominika Egorova,Red Sparrow (2018),INTJ,58 Pdb Votes
Peyton Flanders,The Hand That Rocks the Cradle (1992),XXXX,33 Pdb Votes
Evelyn Deavor “Screenslaver”,The Incredibles (Franchise),INTJ,511 Pdb Votes
King Haggard,The Last Unicorn (1982),INTJ,34 Pdb Votes
Clyde Shelton,Law Abiding Citizen (2009),INTJ,134 Pdb Votes
Gwen Pearson,Van Wilder (2002),INTJ,10 Pdb Votes
Lena,Annihilation (2018),INTJ,128 Pdb Votes
Mr. Alexander,A Clockwork Orange (1971),INTJ,98 Pdb Votes
Nikola Tesla,The Prestige (2006),INTJ,87 Pdb Votes
Niander Wallace,Blade Runner,INTJ,227 Pdb Votes
Dr. Howard Mierzwiak,Eternal Sunshine of the Spotless Mind (2004),INTJ,61 Pdb Votes
Mr. Rzykruski,Frankenweenie (2012),INTJ,70 Pdb Votes
Paul Finch,American Pie,INTJ,149 Pdb Votes
Khan,Star Trek (Kelvin Timeline),INTJ,238 Pdb Votes
"Robert Callaghan ""Yokai""",Big Hero 6 (2014),INTJ,294 Pdb Votes
Elrond,The Lord of the Rings (Film Trilogy),INTJ,453 Pdb Votes
The Engineer,Hellraiser,XXXX,1 Pdb Vote
Lou Sr.,Love Lies Bleeding,INTJ,5 Pdb Votes
Edgar Volgud,Atlantis: The Lost Empire (2001),INTJ,3 Pdb Votes
Bruce Pandolfini,Searching for Bobby Fischer (1993),INTJ,2 Pdb Votes
Suzanne Blake,Stopmotion (2023 film),XXXX,1 Pdb Vote
Jan Mikolásek,Charlatan (Sarlatán) (2020 film),XXXX,1 Pdb Vote
Pilar,The Orphanage,INTJ,3 Pdb Votes
"Clarence ""God"" Hilliard",The World's Greatest Sinner (1962),INTJ,4 Pdb Votes
Lou Sr.,Love Lies Bleeding (2024),INTJ,11 Pdb Votes
Eli Miller,Zombies Vs. Idiots,INTJ,10 Pdb Votes
Sir john bowring,The Siam Renaissance (2004),INTJ,2 Pdb Votes
Benjamin O'Ryan,Suspect Zero (2004),XXXX,1 Pdb Vote
Dracula ,The Last Voyage of the Demeter,INTJ,15 Pdb Votes
Bones,Massacre Mafia Style (1974),INTJ,4 Pdb Votes
Chloe,SHHH,INTJ,3 Pdb Votes
Astrid Cole,Harry Potter Magic Awakened,INTJ,2 Pdb Votes
Screenslaver,The Incredibles (Franchise),INTJ,4 Pdb Votes
Lem,Planet 51 (2009),XXXX,2 Pdb Votes
Downburst,The Incredibles (Franchise),INTJ,10 Pdb Votes
Clifton,The Blackening (2022),INTP,3 Pdb Votes
Mr. Baskara (Господин Баскара),Vozvrashcheniye Buratino (2013),INTJ,1 Pdb Vote
Lawerence Kweller,I Like Movies,XXXX,1 Pdb Vote
Julia Drusilla,Caligula (1979),XXXX,1 Pdb Vote
Oswald Spencer,Resident Evil: Welcome to Raccoon City,XXXX,1 Pdb Vote
Annette Birkin,Resident Evil: Welcome to Raccoon City,XXXX,1 Pdb Vote
Lisa Trevor,Resident Evil: Welcome to Raccoon City,XXXX,4 Pdb Votes
Xu Yunfeng 徐云峰,年会不能停！ Johnny Keep Walking!,INTJ,3 Pdb Votes
"Ramón Sabella ""Moncho""",La Sociedad de la Nieve (Society of the Snow),INTJ,4 Pdb Votes
Pedro Algorta,La Sociedad de la Nieve (Society of the Snow),INTJ,6 Pdb Votes
Carlos Roque,La Sociedad de la Nieve (Society of the Snow),INTJ,1 Pdb Vote
Antonio,The Princess Switch (2018),XXXX,5 Pdb Votes
Vincenzo,It Takes Two,INTJ,12 Pdb Votes
Kiruma Souichi,Usogui ( Live Action ),INTJ,16 Pdb Votes
Gru Junior,Despicable Me (Franchise),INTJ,1 Pdb Vote
Mist,Our Drawings (Calobi Productions),XXXX,1 Pdb Vote
Oliver Vance,Fascination (2004),XXXX,1 Pdb Vote
Frederick,Hannah and Her Sisters (1986),XXXX,10 Pdb Votes
Paul Mangin,Corridor of Mirrors (1948),INTJ,2 Pdb Votes
Paolo,"Brother Sun, Sister Moon (1972)",INTJ,3 Pdb Votes
Eddie Mathilda,Bon Bini Holland,INTJ,26 Pdb Votes
Adolfo 'Fito' Strauch,La Sociedad de la Nieve (Society of the Snow),INTJ,2 Pdb Votes
Cherep,Bandit Petersburg | Бандитский Петербург,XXXX,2 Pdb Votes
Givi Chverkhadze (Gurgen),Bandit Petersburg | Бандитский Петербург,INTJ,17 Pdb Votes
mai,Sillypology fandom,INTJ,10 Pdb Votes
General August Von Schulz,The Berlin Blaze (1954),INTJ,2 Pdb Votes
Kitâb-ı Kıyam,Yaratılan,INTJ,2 Pdb Votes
Natasha,Wildlings (2019),INTJ,1 Pdb Vote
Jeon Yoo-kyung,Ashfall (2019),XXXX,1 Pdb Vote
princess Florindella,Princezna se zlatou hvězdou na čele (1959),ISTJ,1 Pdb Vote
Dr Waldman,Frankenstein,XXXX,2 Pdb Votes
Dr. Heywood Floyd,2010: The Year We Make Contact (1984 film),INTJ,12 Pdb Votes
Charlie Chan (Roland Winters),Charlie Chan,INTJ,18 Pdb Votes
Carole,Wingwomen (2023),INTJ,1 Pdb Vote
Batman (Bruce Wayne),Merry Little Batman (2023),INTJ,1 Pdb Vote
Sadegh,Midday Adventures (Majaray Nimrooz),XXXX,2 Pdb Votes
Rahim,Midday Adventures (Majaray Nimrooz),XXXX,2 Pdb Votes
Pang Bing,Kung Fu Panda (Franchise),XXXX,1 Pdb Vote
Owl,TCU/Winnie-the-Pooh: Blood and Honey (Franchise),INTJ,1 Pdb Vote
Roohdaar,Haider (2014),INTJ,4 Pdb Votes
Sigmund Freud,Freud's Last Session (2023 film),XXXX,3 Pdb Votes
Imelda,Good Grief (2023),ESFJ,6 Pdb Votes
Vardharaja,K.G.F (Series),INTJ,10 Pdb Votes
Princess Rita,Barbie as the Island Princess (2007),XXXX,9 Pdb Votes
William Still,Harriet (2019),INTJ,12 Pdb Votes
Bill Smith,Killers of the Flower Moon,INTJ,3 Pdb Votes
Lars,The Christmas Chronicles (Franchise),XXXX,0
Hugg,The Christmas Chronicles (Franchise),XXXX,0
Skyler,Leo (2023),INTJ,0
Prof. Heinrich Tessenow,Inside the third reich (1982 film),XXXX,1 Pdb Vote
Treech,The Ballad of Songbirds and Snakes (2023),INTJ,10 Pdb Votes
Thomas Wright,Thanksgiving (2023),INTJ,13 Pdb Votes
Dolphin Blue ,The reflecting skin (1990 film),XXXX,1 Pdb Vote
Nathan Loeb,Swoon (1992 film),XXXX,1 Pdb Vote
Paul Herzfeld,Cut Off(2018),INFJ,10 Pdb Votes
Chandra,Vada Chennai,INTJ,4 Pdb Votes
Col. Massoud Behrani,House of Sand and Fog (2003),ENTJ,1 Pdb Vote
Many,Pet sametary: Bloodline,XXXX,1 Pdb Vote
Thyrza Grey,The pale horse (1997 film),INTJ,2 Pdb Votes
Astronomer,Aniara (2018),INTJ,3 Pdb Votes
Joon-Yi,Peninsula (2020),INTJ,2 Pdb Votes
Fornicus,The Cabin in the Woods (2012),XXXX,1 Pdb Vote
Captain Zhang Lei,Drug War (2012),XXXX,1 Pdb Vote
Secretary Ye,Hidden Blade (2023),INTJ,2 Pdb Votes
Three Finger,Wrong Turn 2003,INTJ,3 Pdb Votes
Sofya,Ofis Akademia,ENTJ,10 Pdb Votes
Readhead/Рыжий,Scarecrow (Чучело),XXXX,3 Pdb Votes
Katerina,Mother of Tears,ENTP,10 Pdb Votes
Shockwave,Bumblebee (2018),INTJ,5 Pdb Votes
The Whills / The Force,Star Wars,INTJ,4 Pdb Votes
Butch,Cats & Dogs: The Revenge of Kitty Galore,INTJ,3 Pdb Votes
Spudnick,Space Buddies,INTJ,4 Pdb Votes
Navy,Amaya’s OCs and Real Life Friends,INTJ,2 Pdb Votes
Ram Tech Bouncer,The Emoji Movie (2017),XXXX,1 Pdb Vote
Iona Luma-Tripp Solace,Hunger Games Tales,XXXX,1 Pdb Vote
Nyxie Lowell,Hunger Games Tales,XXXX,1 Pdb Vote
Elliot Marsten,Quigley Down Under,XXXX,1 Pdb Vote
Dallas,Monsters of California (2023),INTJ,2 Pdb Votes
Madame Leota,The Haunted Mansion,INTJ,10 Pdb Votes
Arjun,Fair Play (2023),INTJ,4 Pdb Votes
i fell out a window from twerking disease,shart battle,XXXX,1 Pdb Vote
Dark Jedi,Star Wars,INTJ,7 Pdb Votes
Amir,Sophie & the Mad (2017),INTJ,1 Pdb Vote
Matt Turner,Retribution,INTJ,10 Pdb Votes
Holden Latter,Game Therapy,INTJ,13 Pdb Votes
Francesco,Game Therapy,XXXX,15 Pdb Votes
Jude,The Boy,INTJ,20 Pdb Votes
Ludvig Kahlen,The Promised Land (2023),INTJ,19 Pdb Votes
Kim Kwang-Chul,Jun-45,INTJ,2 Pdb Votes
Seo Chang Dae,Kingmaker 2022,INTJ,2 Pdb Votes
Captain Nemo,"20,000 Leagues Under The Sea",INTJ,10 Pdb Votes
Steve Cohen ,Dumb Money,INTJ,4 Pdb Votes
Henry Sugar,The Wonderful Story of Henry Sugar,INTJ,28 Pdb Votes
Philo Gant,Strange Days (1995),XXXX,1 Pdb Vote
Alex Rose,Duplex,XXXX,1 Pdb Vote
Lance the Writer,Cars (Franchise),INTJ,2 Pdb Votes
2nd AC,Cars (Franchise),INTJ,2 Pdb Votes
Edward Pretorius,From Beyond (1986),INTJ,5 Pdb Votes
Sheriff Jimmy Dixon,The Hurricane Heist (2018),XXXX,1 Pdb Vote
Phillipe,K-12 (2019),INTJ,4 Pdb Votes
.,.,XXXX,3 Pdb Votes
Cure Girl,Wet Hot American Summer,INTJ,4 Pdb Votes
The Girl,Anon,XXXX,1 Pdb Vote
Can You Hear The Music - Ludwig Göransson,Oppenheimer (2023),INTJ,22 Pdb Votes
Mimiko Mizunuma,One Missed Call (2003),INTJ,10 Pdb Votes
Kim Dokja,Omniscient Reader's Viewpoint,INTJ,4 Pdb Votes
Mike McGill,Masquerade (1988),INTJ,3 Pdb Votes
Pantelija Topalović,Maratonci trče počasni krug (1982),INTJ,9 Pdb Votes
Mr. Book,Dark City,XXXX,1 Pdb Vote
Henry Herschel,The book of love (2016),INTJ,2 Pdb Votes
Snow Queen,The Snow Queen (Russian: Снежная королева,INTJ,7 Pdb Votes
Gordon Lighthouse,"Ruby Gillman, Teenage Kraken (2023)",XXXX,7 Pdb Votes
Антон Щасливий,Early Swallows | Перші Ластівки,INTJ,2 Pdb Votes
Karai,Teenage Mutant Ninja Turtles (2014),INTJ,3 Pdb Votes
Professor Carvalho ,Um ano inesquecível: Primavera,INTJ,2 Pdb Votes
Ruriko Midorikawa,Shin Kamen Rider,INTJ,23 Pdb Votes
Dreyfus,Dawn of the Planet of the Apes,INTJ,8 Pdb Votes
Camilla Salander,The girl in the spider's web (2018 film),INTJ,2 Pdb Votes
Yanka/Bianca,Baby Blood (1990),INTJ,11 Pdb Votes
Max,Gaturro: La Película (2010),INTJ,1 Pdb Vote
Ridley,Death of a Unicorn,INTJ,2 Pdb Votes
Jorge,Sound of Freedom (2023),INTJ,8 Pdb Votes
The Entity,Mission: Impossible (Franchise),INTJ,8 Pdb Votes
Klaus Fuchs,Oppenheimer (2023),INTJ,6 Pdb Votes
Werner Heisenberg,Oppenheimer (2023),INTJ,15 Pdb Votes
Kelly,1700s ft,INTJ,3 Pdb Votes
Mrs. Dooradavic,1700s ft,INTJ,3 Pdb Votes
Aria Fitzgerald,1700s ft,INTJ,9 Pdb Votes
The Eternal Motherhood,Intolerance (1916),INTJ,5 Pdb Votes
Master Chicken,Kung Fu Panda (Franchise),INTJ,10 Pdb Votes
Болтон,Linch,INTJ,12 Pdb Votes
Dosu,Kung Fu Panda (Franchise),XXXX,13 Pdb Votes
Jürgen Voller,Indiana Jones (Series),INTJ,112 Pdb Votes
Jean,Happy Old Year,XXXX,5 Pdb Votes
 General Wilhelm Tanz,The Night of the Generals (1967 film),ENTJ,1 Pdb Vote
David Stillwell,Mirage (1965),INTJ,7 Pdb Votes
Jang Min Hwan,Miracle in Cell No. 7 (2013),XXXX,1 Pdb Vote
Flarrietta,Elemental,INTJ,6 Pdb Votes
Nik Khan,Extraction 2 (2023),INTJ,3 Pdb Votes
Leeyoon,Mune: Guardian of the Moon,INTJ,4 Pdb Votes
Camille meadows ,Seance,INTJ,9 Pdb Votes
Len Parker,Apocalypse (film series),INTJ,2 Pdb Votes
Rakib,Autobiography,XXXX,1 Pdb Vote
Dr. Helen Brown,Sex and the Single Girl (1964),XXXX,1 Pdb Vote
Marge Guttman,Halloween 3: Season of the Witch,INTJ,2 Pdb Votes
Tom,All Dogs Go to Heaven (1989),INTJ,3 Pdb Votes
Form II: Makashi,Star Wars: Lightsabers,INTJ,3 Pdb Votes
Halil,Sevmek Zamanı (Time to Love),INTJ,19 Pdb Votes
Miles Cullen,The Silent Partner (1978),INTJ,7 Pdb Votes
 Dr. Henry Jekyll,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,INTJ,5 Pdb Votes
Madame Rontru,Abbott and Costello Meet the Mummy (1955),XXXX,1 Pdb Vote
 Dracula / Dr. Lejos,Abbott and Costello Meet Frankenstein (1948),XXXX,1 Pdb Vote
Cliff,A Perfect Getaway (2009),INTJ,7 Pdb Votes
The Stranger,When a Stranger Calls (2006),INTJ,6 Pdb Votes
Professor Albert Warren,The Spiral Staircase (1946),XXXX,2 Pdb Votes
Alette Naylor,Confessions of a Shopaholic (2009),INTJ,2 Pdb Votes
Conrad Earp,Asteroid City,XXXX,11 Pdb Votes
Dinah Campbell,Asteroid City,INTJ,35 Pdb Votes
Ellen Creed,Ladies in retirement (1941 film),INTJ,2 Pdb Votes
Rear Admiral Raymond A. Spruance,Midway (1976),INTJ,3 Pdb Votes
Joan Gunther,About Last Night (1986),XXXX,1 Pdb Vote
Steven,Flesh+Blood (1985),INTJ,7 Pdb Votes
The Medical Officer,The Hill (1965),INTJ,7 Pdb Votes
Libby Holden,Primary Colors (1998),INTJ,7 Pdb Votes
Frank Harmon,Breezy (1973),INTJ,7 Pdb Votes
El Gazar,Mafia 2002,XXXX,1 Pdb Vote
"Chandramohan ""Charlie"" Manohar Sharma",Happy New Year (2014),INTJ,59 Pdb Votes
"Ezekiel Sims ""Spider-Therapist""",Spider-Man: Across the Spider-Verse (2023),INTJ,54 Pdb Votes
Griffin,Runaway,INTJ,6 Pdb Votes
Khalil,Tasleem Ahaly,XXXX,1 Pdb Vote
Greta,3 from Hell,INTJ,6 Pdb Votes
Jack the Ripper,Jack and the Cuckoo-clock Heart,INTJ,6 Pdb Votes
Giulia Tofana,Murders in Sch,INTJ,2 Pdb Votes
"Christian, The Killer",The Killer,XXXX,7 Pdb Votes
The Oracle,Aladdin (1992),XXXX,2 Pdb Votes
Yōsuke Todoroki,High & Low The Worst X (Cross),INTJ,11 Pdb Votes
Billy Bones,Treasure Island (1982),INTJ,4 Pdb Votes
Lt. Col. Hal Moore,We Were Soldiers,INTJ,2 Pdb Votes
Lu Bei Chen,I Know Your Secret,XXXX,3 Pdb Votes
Xochitl,How to Blow Up a Pipeline,INTJ,2 Pdb Votes
Ugyen Dorji,Lunana: A Yak in the Classroom,INTJ,1 Pdb Vote
Davis Lockwood,Sporting Blood (1940),XXXX,2 Pdb Votes
Miss Lu ,The Cat and the Canary (1939),INTJ,7 Pdb Votes
 Richard Courtland,"Sleep, My Love (1948)",INTJ,9 Pdb Votes
Winston Smith ,Nineteen Eighty-Four (1984),INTJ,2 Pdb Votes
Woodbunny,Red Shoes & The Seven Dwarfs (2019),ENTP,1 Pdb Vote
Joe Collins,Brute Force (1947),XXXX,6 Pdb Votes
Ari Folman,Waltz with Bashir (2008),INTJ,8 Pdb Votes
Leman,Baba Bizi Eversene,INTJ,5 Pdb Votes
Nathan,Operation Fortune: Ruse de guerre (2023),INTJ,17 Pdb Votes
Hercule Poirot,Murder on the Orient Express (1974),XXXX,2 Pdb Votes
 Nicholas van Ryn,Dragonwyck (1946),INTJ,1 Pdb Vote
J. Lawrence Bradford,Gold Diggers of 1933 (1933),XXXX,1 Pdb Vote
Roger Gretorex,Ivy (1947),XXXX,1 Pdb Vote
The Client,Kill List,XXXX,3 Pdb Votes
Vágó Albert,Az örökség/The heritage,XXXX,1 Pdb Vote
Jennings,The Smudger Movie (2021),XXXX,8 Pdb Votes
Jen Pringle,Anne of Green Gables (1985),INTJ,5 Pdb Votes
Franz Kindler/Professor Charles Rankin,The Stranger (1946),XXXX,1 Pdb Vote
Alan Garroway ,Undercurrent (1946),INTJ,1 Pdb Vote
Stephen Lowry,Footsteps in the Fog (1955),XXXX,3 Pdb Votes
Emilio,"Live Twice, Love Once",XXXX,3 Pdb Votes
Dominique Francon,The Fountainhead (1949),XXXX,2 Pdb Votes
Howard Roark,The Fountainhead (1949),XXXX,2 Pdb Votes
Edward Drayton,The Man Who Knew Too Much (1956),XXXX,1 Pdb Vote
Dr. Sartorius,Solaris (1972) (Солярис),INTJ,2 Pdb Votes
John Graham,In the Cut (2003),XXXX,1 Pdb Vote
Flora,Trendy & The Multiverse,INTJ,1 Pdb Vote
James Allen,I Am a Fugitive from a Chain Gang (1932),INTJ,1 Pdb Vote
Richard Rich ,A Man for All Seasons (1966),INTP,2 Pdb Votes
Donald Nordley ,Mogambo (1953),XXXX,3 Pdb Votes
Marybeth Cogan,City Hall (1996),XXXX,1 Pdb Vote
Susan Fletcher,Wise Girl (1937),INFJ,4 Pdb Votes
Adam Bonner,Adam's Rib (1949),XXXX,13 Pdb Votes
Jonathan Drew (The Lodger),The Lodger: A Story of the London Fog (1927),XXXX,1 Pdb Vote
Pierre Curie ,Madame Curie (1943),XXXX,17 Pdb Votes
Tom Jeffers,The Palm Beach Story (1942),XXXX,5 Pdb Votes
"Charles, Duke de-Praslin","All This, and Heaven Too (1940)",XXXX,12 Pdb Votes
Drej,Titan A.E.,ISFP,3 Pdb Votes
Hwa yeon,The concubine 2012,INTJ,1 Pdb Vote
Estella,Great Expectations (1946),XXXX,1 Pdb Vote
Heathcliff,Wuthering Heights (1939),INTJ,2 Pdb Votes
Sawyer Harper,The Boogeyman,INTJ,1 Pdb Vote
The man,Versus,XXXX,1 Pdb Vote
Wolf,Predator,INTJ,10 Pdb Votes
yalın,boğa boğa,INTJ,9 Pdb Votes
Milady,Les Trois Mousquetaires : D'Artagnan,INTJ,6 Pdb Votes
The Queen,Mirror Mirror (Parody),INTJ,4 Pdb Votes
Orla,Isolation (2005),XXXX,8 Pdb Votes
Sacha,Dancing at the Blue Iguana (2000),XXXX,30 Pdb Votes
The Leopard,Ghosted (2023),INTJ,3 Pdb Votes
Xavier Heimdahl,Criminal (2016),INTJ,8 Pdb Votes
Aleksei,Mirror (1975) (Зеркало),XXXX,10 Pdb Votes
Det. Anna Manni,The Stendhal Syndrome(1996),INTJ,2 Pdb Votes
Mabel,Finestkind (2023),INTJ,20 Pdb Votes
Emily Brontë ,To Walk Invisible: The Brontë Sisters,INTJ,4 Pdb Votes
Charlotte Brontë ,To Walk Invisible: The Brontë Sisters,INTJ,1 Pdb Vote
Inspector Pâté,A Monster in Paris,INTJ,12 Pdb Votes
Silas,Equals (2015),INTJ,4 Pdb Votes
Huck Finn,The Adventures Of Mark Twain,XXXX,1 Pdb Vote
Atsushi Kiyomiya,Re/Member (2022),INTJ,0
Wendy Hood,The Ice Storm (1997),INTJ,0
General Aguila,TMNT (2007),INTJ,0
Count Dracula,Horror of Dracula (1958),INTJ,0
Peter Strelzyk,Balloon (2018),INTJ,0
Kushihashi,Asako I & II (2018),XXXX,0
???,EMESIS BLUE,INTJ,0
Kompis,Tillsammans 99 (2023),INTJ,0
Erik,Tillsammans 99 (2023),ESTJ,0
Jackson Platt,The Tutor (2023),INTJ,15 Pdb Votes
Long Bo Da,Furies (2022),INTJ,1 Pdb Vote
Jacqueline,Furies (2022),XXXX,6 Pdb Votes
Mona Verdoux,Monsieur Verdoux (1947),XXXX,1 Pdb Vote
Quan Chi (1998),Mortal Kombat films,INTJ,4 Pdb Votes
Rhys Bynam,Married by Mistake (2023),XXXX,9 Pdb Votes
Hojung,Phone (2002),ISTJ,1 Pdb Vote
Song Liling,M. Butterfly (1993),XXXX,5 Pdb Votes
Grandma / Mother,Miss Violence,INFJ,1 Pdb Vote
Pinkie Brown,Brighton Rock,XXXX,1 Pdb Vote
Catherine Jones,Rebelle,ISTJ,3 Pdb Votes
Lee Strobel,The Case for Christ,INTJ,8 Pdb Votes
Mrs. McCormack,The Banshees of Inisherin (2022),INTJ,7 Pdb Votes
Webster,Beauty and the Beast (Franchise),INTJ,3 Pdb Votes
Andris Davis,Tár,XXXX,7 Pdb Votes
Carl,The Strays (2023),INTJ,10 Pdb Votes
Layla,The Hold (Short Film),INTJ,5 Pdb Votes
Immortus,Ant-Man and the Wasp: Quantumania,INTJ,15 Pdb Votes
Elie Frossard (l'Abbé) ,Dobermann (1997),XXXX,1 Pdb Vote
Joseph Conrad,Niebezpieczni Dżentelmeni (2023),INTJ,1 Pdb Vote
Charlie,Close (2022),INTJ,12 Pdb Votes
Rob Strasser,AIR (2023),INTJ,18 Pdb Votes
Yetiwing,How to Train Your Dragon (Franchise),XXXX,1 Pdb Vote
Wat,Wat,INTJ,4 Pdb Votes
Ursula,Pitch Perfect (Series),INTJ,1 Pdb Vote
Sirona Ryan,Harry Potter / Wizarding World Films,XXXX,3 Pdb Votes
Jodie Figgs,The Brothers Grimsby (2016),INTJ,3 Pdb Votes
Lambert (Scepter 1-1),SCP: Overlord,INTJ,12 Pdb Votes
Marlee,Runaway Jury (2003),INTJ,4 Pdb Votes
Eric Zimit,"After the Dark ""The Philosophers"" (2013)",XXXX,8 Pdb Votes
Tatsuya Bitou,Crows Zero (2007),XXXX,2 Pdb Votes
Cha Min-Kyu,Kill Boksoon (2023),INTJ,26 Pdb Votes
security guard,Cheburashka (2023),INTJ,3 Pdb Votes
Dr. Wynn (Halloween 6),"Halloween 4,5,6 Timeline",INTJ,3 Pdb Votes
Man in Black (Halloween 5 &amp; 6),"Halloween 4,5,6 Timeline",INTJ,3 Pdb Votes
Moss,The Wandering Earth,INTJ,4 Pdb Votes
Sand Wraith,How to Train Your Dragon (Franchise),INTJ,4 Pdb Votes
Momo,Persepolis (2007),XXXX,7 Pdb Votes
Ynyr,Krull,INTJ,2 Pdb Votes
Alexey Prischurov,Grom: Boyhood (Гром: Трудное детство),INTJ,2 Pdb Votes
Ghost of Christmas Future,A Christmas Carol (2019),XXXX,1 Pdb Vote
Thomas Dunson ,Red River,INTJ,8 Pdb Votes
Monica Handsen,Red Lights,INTJ,4 Pdb Votes
Bonnie Dimmick,Pulp Fiction (1994),INTJ,4 Pdb Votes
Klaus Dumont,Kung Fu Panda (Franchise),INTJ,14 Pdb Votes
Mr. Pendergast,Pollyanna (1960),INTJ,5 Pdb Votes
Dr. Watson,Sherlock Holmes (Hallmark film series),XXXX,1 Pdb Vote
The Everything Bagel,Everything Everywhere All At Once,INTJ,34 Pdb Votes
Earl Brooks,Mr. Brooks (2007),INTJ,5 Pdb Votes
Caterina,7 Women And A Murder,INFJ,4 Pdb Votes
Death / Prince Sirki,Death takes a Holiday (1934),INTJ,7 Pdb Votes
I.G. Tarun Ahlawat,Drishyam (2015),INTJ,13 Pdb Votes
Artemus Marquis,The Pale Blue Eye (2022),INTJ,2 Pdb Votes
Godfather Death,Krabat and the Legend of the Satanic Mill,INTJ,10 Pdb Votes
Peter Neal,Tenebrae (1982),INTJ,17 Pdb Votes
Gregory,The Little Vampire (2017),INTJ,4 Pdb Votes
Mr. Okuyama,The Face of Another (1966),INTJ,2 Pdb Votes
Boss Man,The Amazing Maurice (2022),INTJ,8 Pdb Votes
Shintaro Makimura,Battle Royale (2000),INTJ,4 Pdb Votes
The Accountant,Drive Angry (2011),XXXX,1 Pdb Vote
Sky Torcher,How to Train Your Dragon (Franchise),INTJ,3 Pdb Votes
Nigel,Rio 2,INTJ,1 Pdb Vote
Jang Mincheol PD,A Million(2009),XXXX,7 Pdb Votes
"Mr. Grayson ""Stitches""",Sky High (2005),INTJ,10 Pdb Votes
Heinrich,White Noise (2022),INTJ,1 Pdb Vote
Moles (Miles) Harding,Electric Dreams (1984),INTJ,23 Pdb Votes
Fiona,One of us is Lying (Show),INTJ,4 Pdb Votes
Obscurus,Fantastic Beasts,INTJ,4 Pdb Votes
Bernadette,Fantastic Beasts,XXXX,3 Pdb Votes
Helmut,Fantastic Beasts,XXXX,1 Pdb Vote
François Taillandier,Anthony Zimmer (2005),XXXX,3 Pdb Votes
Shadow,"Yobi, The Five-Tailed Fox",INTJ,8 Pdb Votes
Marc Tourneuil,Le Capital (2012),INTJ,3 Pdb Votes
Connector,Closed Server ( Закрытый Сервер ),INTJ,9 Pdb Votes
Valentin Arregui ,Kiss of the Spider Woman (1985),INTJ,1 Pdb Vote
Spiderwings,How to Train Your Dragon (Franchise),INTJ,2 Pdb Votes
Buffalord,How to Train Your Dragon (Franchise),XXXX,10 Pdb Votes
Flightmare,How to Train Your Dragon (Franchise),INTJ,9 Pdb Votes
Snaptrapper,How to Train Your Dragon (Franchise),INTJ,3 Pdb Votes
Mystery Class,How to Train Your Dragon (Franchise),INTJ,4 Pdb Votes
Scauldron,How to Train Your Dragon (Franchise),XXXX,2 Pdb Votes
Thunderdrum,How to Train Your Dragon (Franchise),INTJ,8 Pdb Votes
Snow Wraith,How to Train Your Dragon (Franchise),XXXX,1 Pdb Vote
Scauldy,How to Train Your Dragon (Franchise),INTJ,2 Pdb Votes
Sneaky,How to Train Your Dragon (Franchise),INTJ,6 Pdb Votes
Cynthia,Midnight (1982),INTJ,1 Pdb Vote
Dan,The Man From Earth,XXXX,2 Pdb Votes
Xayide “The Emptiness”,The Neverending Story (1984),INTJ,22 Pdb Votes
John Fain,Big Jake (1971),INTJ,2 Pdb Votes
Friedrich Nietzsche,When Nietzsche Wept (2007),INTJ,13 Pdb Votes
Oleg Komarovsky / Олег Комаровский ,The prank (Розыгрыш),XXXX,5 Pdb Votes
Jeon Taesung,Decibel (2022),INTJ,24 Pdb Votes
He Shouyue,The Yin-Yang Master: Dream Of Eternity,INTJ,133 Pdb Votes
Matthias Erzberger,All Quiet on the Western Front (2022),INTJ,1 Pdb Vote
Mira Troy,Enola Holmes (2020),INTJ,2 Pdb Votes
Professor Moriarty ,Sherlock Holmes (1939 film series),XXXX,7 Pdb Votes
Sherlock Holmes,Sherlock Holmes (1939 film series),INTJ,10 Pdb Votes
Weimin,Kung Fu Panda (Franchise),INTJ,7 Pdb Votes
Pierre Garraud,Le Prénom (2012),INTJ,0
John Watson,Without a clue (1988 film),INTJ,0
Sigmund Freud ,The Seven-Per-Cent Solution (1978 film),INTJ,1 Pdb Vote
Atka,Brother Bear (2003),XXXX,2 Pdb Votes
Komtuan,Ong Bak: The Thai Warrior,INTJ,1 Pdb Vote
